label,kind,level_bp,cr_bp
3s7s10s,fly,-0.2541840625117402,-1.3109406492682183
3s7s15s,fly,-17.529835426150953,-2.2792529746305377
3s7s20s,fly,-25.926378413840382,-4.255400696462516
3s7s30s,fly,-23.138369637011124,-5.7410553632022925
3s10s15s,fly,5.155229135971808,-2.9389726821279396
3s10s20s,fly,-3.2413138517176208,-4.915120403959918
3s10s30s,fly,-0.45330507488836247,-6.400775070699694
3s15s20s,fly,31.309988875560805,-2.978495753235279
3s15s30s,fly,34.09799765239006,-4.464150419975056
3s20s30s,fly,50.89108362776892,-0.5118549763110991
4s5s7s,fly,-4.342302877778195,0.34192362610247073
4s5s10s,fly,-15.684835158839576,0.6717834798511717
4s5s15s,fly,-32.96048652247879,-0.29652884551114767
4s5s20s,fly,-41.35702951016822,-2.272676567343126
4s5s30s,fly,-38.56902073333896,-3.7583312340829025
4s7s10s,fly,-2.0341791291002096,-1.418123913359807
4s7s15s,fly,-19.309830492739422,-2.3864362387221263
4s7s20s,fly,-27.70637348042885,-4.362583960554105
4s7s30s,fly,-24.918364703599593,-5.848238627293881
4s10s15s,fly,3.375234069383339,-3.0461559462195282
4s10s20s,fly,-5.02130891830609,-5.0223036680515065
4s10s30s,fly,-2.233300141476832,-6.507958334791283
4s15s20s,fly,29.529993808972336,-3.085679017326868
4s15s30s,fly,32.318002585801594,-4.571333684066644
4s20s30s,fly,49.11108856118045,-0.6190382404026877
5s7s10s,fly,-4.517204266191698,-0.7150938428567883
5s7s15s,fly,-21.79285562983091,-1.6834061682191077
5s7s20s,fly,-30.18939861752034,-3.659553890051086
5s7s30s,fly,-27.40138984069108,-5.1452085567908625
5s10s15s,fly,0.8922089322918509,-2.3431258757165097
5s10s20s,fly,-7.504334055397578,-4.319273597548488
5s10s30s,fly,-4.71632527856832,-5.8049282642882645
5s15s20s,fly,27.046968671880848,-2.382648946823849
5s15s30s,fly,29.834977448710106,-3.8683036135636257
5s20s30s,fly,46.628063424088964,0.08399183010033084
7s10s15s,fly,-5.933119082577832,-1.2981721791110203
7s10s20s,fly,-14.329662070267261,-3.2743199009429986
7s10s30s,fly,-11.541653293438003,-4.759974567682775
7s15s20s,fly,20.221640657011164,-1.3376952502183599
7s15s30s,fly,23.009649433840423,-2.8233499169581364
7s20s30s,fly,39.80273540921928,1.1289455267058202
10s15s20s,fly,8.879108375949784,-1.007835396469659
10s15s30s,fly,11.667117152779042,-2.4934900632094354
10s20s30s,fly,28.4602031281579,1.4588053804545211
15s20s30s,fly,11.184551764518687,0.49049305509220176
1y(2s3s5s),fly,-4.709529614115638,2.333687741115739
1y(2s3s7s),fly,-12.23345251626938,3.0322826283997983
1y(2s3s10s),fly,-24.155456152556553,3.61175398362559
1y(2s3s15s),fly,-40.41757426257067,2.5982207300004916
1y(2s3s20s),fly,-46.121601867718596,-0.09429465254100933
1y(2s3s30s),fly,-40.86065917871093,-2.5672285647194144
1y(2s5s7s),fly,-0.9869876577467949,0.31185817723712717
1y(2s5s10s),fly,-12.908991294033967,0.8913295324629189
1y(2s5s15s),fly,-29.17110940404808,-0.12220372116217959
1y(2s5s20s),fly,-34.87513700919601,-2.8147191037036805
1y(2s5s30s),fly,-29.614194320188346,-5.287653015882086
1y(2s7s10s),fly,2.138854510273518,-0.5058602421052001
1y(2s7s15s),fly,-14.123263599740596,-1.5193934957302986
1y(2s7s20s),fly,-19.827291204888525,-4.2119088782717995
1y(2s7s30s),fly,-14.566348515880861,-6.684842790450205
1y(2s10s15s),fly,9.720743672833748,-2.678336206181882
1y(2s10s20s),fly,4.01671606768582,-5.370851588723383
1y(2s10s30s),fly,9.277658756693484,-7.843785500901788
1y(2s15s20s),fly,36.54095228771405,-3.343785081473186
1y(2s15s30s),fly,41.80189497672171,-5.816718993651591
1y(2s20s30s),fly,53.20995018701757,-0.43168822856858924
1y(3s5s7s),fly,-1.9006904728924496,-0.6616173382972761
1y(3s5s10s),fly,-13.822694109179622,-0.08214598307148435
1y(3s5s15s),fly,-30.084812219193736,-1.0956792366965828
1y(3s5s20s),fly,-35.788839824341665,-3.7881946192380838
1y(3s5s30s),fly,-30.527897135334,-6.261128531416489
1y(3s7s10s),fly,1.2251516951278631,-1.4793357576396033
1y(3s7s15s),fly,-15.036966414886251,-2.492869011264702
1y(3s7s20s),fly,-20.74099402003418,-5.185384393806203
1y(3s7s30s),fly,-15.480051331026516,-7.658318305984608
1y(3s10s15s),fly,8.807040857688094,-3.6518117217162853
1y(3s10s20s),fly,3.1030132525401655,-6.344327104257786
1y(3s10s30s),fly,8.363955941547829,-8.817261016436191
1y(3s15s20s),fly,35.627249472568394,-4.317260597007589
1y(3s15s30s),fly,40.88819216157606,-6.790194509185994
1y(3s20s30s),fly,52.296247371871914,-1.4051637441029925
1y(5s7s10s),fly,-4.39808073413343,-0.11912353205826776
1y(5s7s15s),fly,-20.660198844147544,-1.1326567856833663
1y(5s7s20s),fly,-26.364226449295472,-3.825172168224867
1y(5s7s30s),fly,-21.10328376028781,-6.298106080403272
1y(5s10s15s),fly,3.1838084284268007,-2.2915994961349497
1y(5s10s20s),fly,-2.5202191767211275,-4.984114878676451
1y(5s10s30s),fly,2.740723512286536,-7.457048790854856
1y(5s15s20s),fly,30.0040170433071,-2.9570483714262537
1y(5s15s30s),fly,35.264959732314765,-5.429982283604659
1y(5s20s30s),fly,46.67301494261062,-0.04495151852165691
1y(7s10s15s),fly,-4.340114473726942,-1.5930046088508902
1y(7s10s20s),fly,-10.04414207887487,-4.285519991392391
1y(7s10s30s),fly,-4.783199389867207,-6.758453903570796
1y(7s15s20s),fly,22.48009414115336,-2.258453484142194
1y(7s15s30s),fly,27.741036830161022,-4.731387396320599
1y(7s20s30s),fly,39.14909204045688,0.6536433687624026
1y(10s15s20s),fly,10.558090504866186,-1.6789821289164024
1y(10s15s30s),fly,15.81903319387385,-4.1519160410948075
1y(10s20s30s),fly,27.227088404169706,1.2331147239881943
1y(15s20s30s),fly,10.964970294155592,0.21958147036309583
2y(2s3s5s),fly,-5.228321825448631,0.5187922113329932
2y(2s3s7s),fly,-13.767754177736833,1.5343016614674525
