label,kind,level_bp,cr_bp,n_obs,rlzd_vol_bp,level_hist_bp,zs,rac
3y(7s10s),curve_fwd_start,12.581236368161683,0.05108574556544454,500,0.49768708306590886,12.66654678403495,0.16705036368240356,0.00646611011815553
3y(7s15s),curve_fwd_start,25.11111170692078,2.3426101469236755,500,0.9601369512199721,25.037346002702748,0.33700771492195986,0.15369741586049018
3y(7s20s),curve_fwd_start,26.046896026698164,4.689468605020124,500,1.2454436144564303,25.862631181100824,0.46300591735334423,0.23719159307522836
3y(7s30s),curve_fwd_start,15.88888889555858,7.220642476843352,500,1.5312289511459554,15.999245593290027,0.5843889513009674,0.29705402388341673
3y(10s15s),curve_fwd_start,12.529875338759098,2.291524401358231,500,0.5162840334427545,12.370799218667798,0.48757450932000174,0.27959894058431545
3y(10s20s),curve_fwd_start,13.465659658536481,4.63838285945468,500,0.8065955281504761,13.196084397065874,0.6139610237992927,0.36225176723307245
3y(10s30s),curve_fwd_start,3.307652527396897,7.169556731277908,500,1.080932069751575,3.3326988092550778,0.7244698491641578,0.4178242413003807
3y(15s20s),curve_fwd_start,0.9357843197773832,2.346858458096449,500,0.3118305730267685,0.8252851783980759,0.7862032440827715,0.47409779383922407
3y(15s30s),curve_fwd_start,-9.222222811362201,4.878032329919677,500,0.6227354318352442,-9.03810040941272,0.8702034481303008,0.49344735732221656
3y(20s30s),curve_fwd_start,-10.158007131139584,2.5311738718232277,500,0.34062721613054436,-9.863385587810797,0.9379838749726003,0.4681040118805135
5y(1s2s),curve_fwd_start,4.709485852616297,0.626174187290701,500,0.5117449977041544,5.124148976659342,-0.08072827904331187,0.07707992514927439
5y(1s3s),curve_fwd_start,9.443735768093916,0.7195557534621457,500,0.8407910838311028,9.933886516475127,-0.02019432507679095,0.05391083793745955
5y(1s5s),curve_fwd_start,18.820220472425888,0.7261328778718621,500,1.3085241410865187,19.423108636691552,0.07852753055894375,0.03495699492045333
5y(1s7s),curve_fwd_start,27.784904888556298,0.8864366043445102,500,1.5172466771104487,28.340528054665356,0.12694270342383548,0.03680367746300801
5y(1s10s),curve_fwd_start,38.172038136816354,2.3076078026394953,500,1.7632579883235293,38.7194395672588,0.23626726081319427,0.08244149682126041
5y(1s15s),curve_fwd_start,44.621967837483226,5.555482409323588,500,2.0299185500063417,44.704658413444236,0.34699018951593436,0.17240223597029397
5y(1s20s),curve_fwd_start,41.62627987005146,7.341089700268071,500,2.2046954381135557,41.72409836235039,0.4497418194296185,0.20975467872707096
5y(1s30s),curve_fwd_start,26.187523558642397,9.990653468279106,500,2.3582008143679944,26.69536231740807,0.5529007548353082,0.26687804039340124
5y(2s3s),curve_fwd_start,4.734249915477619,0.09338156617144477,500,0.3548760938364548,4.809737539815785,0.05210925159859024,0.016576167973260794
5y(2s5s),curve_fwd_start,14.110734619809591,0.09995869058116114,500,0.8273209757660778,14.29895966003221,0.1499216812763055,0.007611079398620932
5y(2s7s),curve_fwd_start,23.07541903594,0.26026241705380926,500,1.0539944873034202,23.216379078006014,0.18933044827447534,0.01555510148785252
5y(2s10s),curve_fwd_start,33.46255228420006,1.6814336153487943,500,1.324485592166805,33.59529059059946,0.30489804972534146,0.07997094294366992
5y(2s15s),curve_fwd_start,39.91248198486693,4.929308222032887,500,1.622860167382996,39.580509436784894,0.4167235050567991,0.19133948628541095
5y(2s20s),curve_fwd_start,36.916794017435166,6.71491551297737,500,1.806468867552927,36.59994938569105,0.5215426459815343,0.23415843184001217
5y(2s30s),curve_fwd_start,21.4780377060261,9.364479280988405,500,1.9714726126024837,21.571213340748727,0.6243096886006695,0.2992213750793032
5y(3s5s),curve_fwd_start,9.376484704331972,0.006577124409716362,500,0.48448409782482893,9.489222120216425,0.208375766249709,0.0008551774876256734
5y(3s7s),curve_fwd_start,18.341169120462382,0.16688085088236448,500,0.7356818544041991,18.40664153819023,0.23540076356303533,0.014289472295096547
5y(3s10s),curve_fwd_start,28.72830236872244,1.5880520491773495,500,1.0287821210412658,28.785553050783676,0.36100755150890024,0.09723912763812899
5y(3s15s),curve_fwd_start,35.17823206938931,4.835926655861442,500,1.3525272987020724,34.77077189696911,0.47467260952126417,0.22523371268833375
5y(3s20s),curve_fwd_start,32.182544101957546,6.6215339468059256,500,1.5404323226280978,31.790211845875262,0.5819808172925994,0.27077945932816666
5y(3s30s),curve_fwd_start,16.74378779054848,9.27109771481696,500,1.713117904109562,16.761475800932942,0.6845004786946798,0.3409130562070308
5y(5s7s),curve_fwd_start,8.96468441613041,0.16030372647264812,500,0.343916857268794,8.917419417973804,0.26853305334881306,0.029362287336352398
5y(5s10s),curve_fwd_start,19.351817664390467,1.5814749247676332,500,0.6669406669967911,19.29633093056725,0.44949411600624484,0.14937394136540727
5y(5s15s),curve_fwd_start,25.801747365057338,4.829349531451726,500,1.0265953447247291,25.281549776752684,0.5694589635085006,0.2963391823942002
5y(5s20s),curve_fwd_start,22.806059397625575,6.614956822396209,500,1.2128774215725824,22.300989725658837,0.6831074965854564,0.3435657257260264
5y(5s30s),curve_fwd_start,7.367303086216509,9.264520590407244,500,1.3951548567370562,7.272253680716517,0.7847411219387858,0.418311944097969
5y(7s10s),curve_fwd_start,10.387133248260056,1.421171198294985,500,0.34038230344901255,10.378911512593447,0.6019364216689119,0.26301417434485713
5y(7s15s),curve_fwd_start,16.837062948926928,4.669045804979078,500,0.7533776083866837,16.36413035877888,0.6858332686060942,0.39040480663119675
5y(7s20s),curve_fwd_start,13.841374981495164,6.454653095923561,500,0.9225088341100597,13.383570307685034,0.7945755695812845,0.44075992656330965
5y(7s30s),curve_fwd_start,-1.597381329913901,9.104216863934596,500,1.1007964817639897,-1.6451657372572868,0.8866942708586825,0.5209970819832439
5y(10s15s),curve_fwd_start,6.449929700666871,3.2478746066840927,500,0.5331466155518809,5.9852188461854325,0.7542642277112603,0.3837534799080508
5y(10s20s),curve_fwd_start,3.454241733235108,5.033481897628576,500,0.659691807869197,3.0046587950915864,0.8848901533600656,0.48064801122402573
5y(10s30s),curve_fwd_start,-11.984514578173957,7.683045665639611,500,0.8253824125505776,-12.024077249850734,0.9746228122329361,0.5863783586781472
5y(15s20s),curve_fwd_start,-2.9956879674317634,1.7856072909444833,500,0.2717794842625375,-2.980560051093846,1.0413343380075715,0.4138748248753755
5y(15s30s),curve_fwd_start,-18.43444427884083,4.435171058955518,500,0.5079589921061936,-18.009296096036167,1.0967551678919425,0.5500237611219887
5y(20s30s),curve_fwd_start,-15.438756311409065,2.649563768011035,500,0.2740797719456162,-15.02873604494232,1.138390998190292,0.6089717154070885
10y(1s2s),curve_fwd_start,4.5328551676607844,0.2585350770436321,500,0.2755915182044265,4.724276189723923,0.7413584753043588,0.059095356529751404
10y(1s3s),curve_fwd_start,8.23968619596883,1.1034929361013042,500,0.39395771118648504,8.4911851075384,1.006114064899658,0.17644919501926923
10y(1s5s),curve_fwd_start,13.074567006956102,3.1483882368872855,500,0.48789465384667413,13.330335039592057,1.145092235709414,0.40650131177618104
10y(1s7s),curve_fwd_start,15.011881159047562,5.203036364675995,500,0.6354015960664661,14.884944483980064,1.1161516170129773,0.5158320107568883
10y(1s10s),curve_fwd_start,13.358822420557317,7.866294032203655,500,0.9503552486126534,12.845491503840435,1.1141053721504732,0.5214154887094041
10y(1s15s),curve_fwd_start,4.034017140511992,9.758188047637475,500,0.9676119082942347,3.6356263405609752,1.175604971572411,0.6352836936887413
10y(1s20s),curve_fwd_start,-7.9864182388485006,11.433474201590798,500,1.0719113990323534,-8.2041981205316,1.1766376188635146,0.6719223024045272
10y(1s30s),curve_fwd_start,-32.466821990640994,13.127064051741286,500,1.0669549365301627,-31.3652433011801,1.247430834496842,0.77503489550837
10y(2s5s),curve_fwd_start,8.541711839295317,2.8898531598436534,500,0.34408050353509195,8.606058849868134,1.127578802651571,0.5290728068055927
10y(2s7s),curve_fwd_start,10.479025991386777,4.944501287632363,500,0.5592768808942888,10.16066829425614,1.0847908131978277,0.5569232602895815
10y(2s10s),curve_fwd_start,8.825967252896533,7.607758955160023,500,0.9064230380333381,8.121215314116512,1.092353767647935,0.5287197558635103
10y(2s15s),curve_fwd_start,-0.49883802714879266,9.499652970593843,500,0.8976223946821618,-1.0886498491629482,1.1630699800537447,0.6666744186405928
10y(2s20s),curve_fwd_start,-12.519273406509285,11.174939124547166,500,0.9862333183577956,-12.928474310255524,1.1654179316935802,0.7137813974473968
10y(2s30s),curve_fwd_start,-36.99967715830178,12.868528974697654,500,0.9968212792508996,-36.089519490904024,1.2412671246384934,0.813226147549856
10y(3s7s),curve_fwd_start,6.772194963078732,4.099543428574691,500,0.5339221111181932,6.393759376441665,1.0451305299405775,0.4836790920416568
10y(3s10s),curve_fwd_start,5.1191362245884875,6.762801096102351,500,0.9204616869709424,4.354306396302036,1.067655489589441,0.4628290687408845
10y(3s15s),curve_fwd_start,-4.205669055456838,8.65469511153617,500,0.8861207079647759,-4.855558766977424,1.1570902632643498,0.6152599090027766
10y(3s20s),curve_fwd_start,-16.22610443481733,10.329981265489494,500,0.9555111767154388,-16.69538322807,1.1608699172189236,0.681025685578957
10y(3s30s),curve_fwd_start,-40.706508186609824,12.023571115639982,500,0.9725773271712076,-39.8564284087185,1.243779658556257,0.7787697343698966
10y(5s7s),curve_fwd_start,1.93731415209146,2.0546481277887096,500,0.3777439483565159,1.5546094443880065,0.9677150623166709,0.34264126984156323
10y(5s10s),curve_fwd_start,0.2842554136012154,4.717905795316369,500,0.80440098806346,-0.4848435357516223,1.0327711133075472,0.36946763369988384
10y(5s15s),curve_fwd_start,-9.04054986644411,6.609799810750189,500,0.7633287104173117,-9.694708699031082,1.1711364735316214,0.5454769939591035
10y(5s20s),curve_fwd_start,-21.060985245804602,8.285085964703512,500,0.8339004014902112,-21.534533160123658,1.1724792313378645,0.6258677384991576
10y(5s30s),curve_fwd_start,-45.541388997597096,9.978675814854,500,0.8698118254793581,-44.69557834077216,1.2685435154394953,0.7226821624345151
10y(7s10s),curve_fwd_start,-1.6530587384902447,2.6632576675276596,500,0.43615676934860814,-2.039452980139629,1.0775520726813963,0.38465404014334825
10y(7s15s),curve_fwd_start,-10.97786401853557,4.55515168296148,500,0.47070787528376484,-11.249318143419089,1.2294235189052267,0.6096086326328961
10y(7s20s),curve_fwd_start,-22.998299397896062,6.230437836914803,500,0.6161168877673258,-23.089142604511665,1.213761981161048,0.6370231040032689
10y(7s30s),curve_fwd_start,-47.478703149688556,7.924027687065291,500,0.7000819284553005,-46.250187785160165,1.313742715749797,0.7130120126226974
10y(10s15s),curve_fwd_start,-9.324805280045325,1.8918940154338202,500,0.3324023476980338,-9.20986516327946,1.299689519187742,0.35853573712940434
10y(10s20s),curve_fwd_start,-21.345240659405817,3.567180169387143,500,0.55764096236975,-21.049689624372036,1.247774799686839,0.4029675794504594
10y(10s30s),curve_fwd_start,-45.82564441119831,5.260770019537631,500,0.6830379547192604,-44.210734805020536,1.3612602958727755,0.48518147352307833
10y(15s30s),curve_fwd_start,-36.500839131152986,3.368876004103811,500,0.5040725931731281,-35.000869641741076,1.3846446694884134,0.42100928211848404
10y(20s30s),curve_fwd_start,-24.480403751792494,1.693589850150488,500,0.4727557365985118,-23.1610451806485,1.4976873521614595,0.22566861547133554
15y(1s2s),curve_fwd_start,-1.184976791260567,0.8803214349440509,500,0.34283378180383944,-1.6286939408770422,0.4465921945402291,0.1617548818588199
15y(1s3s),curve_fwd_start,-3.2581972691737064,2.082118020124426,500,0.5835661410052887,-3.7133795180355946,0.6105606179534733,0.2247579108638439
15y(1s5s),curve_fwd_start,-8.261967496540535,3.466714710957092,500,0.7411117109539608,-8.936714554619869,0.960944495692734,0.29466880170998283
15y(1s7s),curve_fwd_start,-17.490599336706282,5.5986819685410865,500,0.5766493991457055,-17.805960922108454,1.230136829441034,0.611608741498982
15y(1s10s),curve_fwd_start,-24.43498838596463,4.0370467631711335,500,0.6801233736842969,-24.477736710167278,1.288792288922855,0.3739175154084778
