windows,ewma_short_spans,ewma_long_spans,retrain_label,retrain_every,svm_c,svm_gamma,z_threshold,total_pnl,sharpe,max_drawdown,n_trades,win_rate,exposure_bars,error
slow_daily,"[10, 20, 30]","[75, 100, 150]",20_bar,20.0,1.0,0.01,1.25,160262.62508426746,0.9715955704311773,-72248.3261034009,11.0,0.5865384615384616,104,
matlab_daily,"[7, 14, 20]","[50, 75, 100]",60_bar,60.0,1.0,0.01,1.25,-54548.243980378495,-0.36348151644856536,-118195.86016578108,15.0,0.44565217391304346,85,
fast_daily,"[5, 10, 14]","[30, 50, 75]",60_bar,60.0,1.0,0.01,1.25,-95961.59303093514,-0.6062249866191666,-142769.63691279164,19.0,0.4772727272727273,79,
slow_daily,"[10, 20, 30]","[75, 100, 150]",60_bar,60.0,1.0,0.01,1.25,143520.62080461212,0.8695231861405798,-72248.32610340092,7.0,0.5673076923076923,104,
matlab_daily,"[7, 14, 20]","[50, 75, 100]",single_split,,1.0,0.01,1.75,-60013.49043532464,-0.4453241184405492,-115603.93290118374,13.0,0.47619047619047616,57,
fast_daily,"[5, 10, 14]","[30, 50, 75]",single_split,,1.0,0.01,1.75,43061.08929233633,0.3711461345653594,-79526.09520518396,15.0,0.5384615384615384,45,
slow_daily,"[10, 20, 30]","[75, 100, 150]",single_split,,1.0,0.01,1.75,-13846.605933243307,-0.18402453520136908,-43118.56742976505,3.0,0.5714285714285714,13,
matlab_daily,"[7, 14, 20]","[50, 75, 100]",20_bar,20.0,1.0,0.01,1.75,-69006.65668714841,-0.4999959033713268,-119632.15377448808,13.0,0.4626865671641791,61,
fast_daily,"[5, 10, 14]","[30, 50, 75]",20_bar,20.0,1.0,0.01,1.75,-43321.32234463903,-0.31483157367634346,-110524.62599490533,15.0,0.5,57,
slow_daily,"[10, 20, 30]","[75, 100, 150]",20_bar,20.0,1.0,0.01,1.75,31173.211004123918,0.4156259799031033,-36087.231461793155,3.0,0.6428571428571429,13,
matlab_daily,"[7, 14, 20]","[50, 75, 100]",60_bar,60.0,1.0,0.01,1.75,-48724.76406140164,-0.3496156501646842,-110524.62599490533,13.0,0.47761194029850745,61,
fast_daily,"[5, 10, 14]","[30, 50, 75]",60_bar,60.0,1.0,0.01,1.75,3268.5211552751207,0.025693563974246676,-96411.07462886382,15.0,0.5423728813559322,52,
slow_daily,"[10, 20, 30]","[75, 100, 150]",60_bar,60.0,1.0,0.01,1.75,-8000.01291736553,-0.19406689864936527,-26725.364295680287,1.0,0.6,5,
matlab_daily,"[7, 14, 20]","[50, 75, 100]",single_split,,1.0,0.01,2.25,-26911.087094189916,-0.24006624906318325,-67841.32342865448,11.0,0.5,37,
fast_daily,"[5, 10, 14]","[30, 50, 75]",single_split,,1.0,0.01,2.25,62064.21798027352,0.7716444992390832,-29743.578892428985,15.0,0.5806451612903226,24,
slow_daily,"[10, 20, 30]","[75, 100, 150]",single_split,,1.0,0.01,2.25,0.0,0.0,0.0,0.0,0.0,0,
matlab_daily,"[7, 14, 20]","[50, 75, 100]",20_bar,20.0,1.0,0.01,2.25,-19628.252866250095,-0.1770661459029538,-67841.32342865448,13.0,0.5,36,
fast_daily,"[5, 10, 14]","[30, 50, 75]",20_bar,20.0,1.0,0.01,2.25,-52910.52815961551,-0.44853214723755197,-111447.9445869058,9.0,0.55,36,
slow_daily,"[10, 20, 30]","[75, 100, 150]",20_bar,20.0,1.0,0.01,2.25,0.0,0.0,0.0,0.0,0.0,0,
matlab_daily,"[7, 14, 20]","[50, 75, 100]",60_bar,60.0,1.0,0.01,2.25,-81562.74610310547,-0.6621508520852496,-117554.39071988993,9.0,0.4772727272727273,40,
fast_daily,"[5, 10, 14]","[30, 50, 75]",60_bar,60.0,1.0,0.01,2.25,-66324.29425515729,-0.5987252982869008,-93147.39104000232,9.0,0.5142857142857142,31,
slow_daily,"[10, 20, 30]","[75, 100, 150]",60_bar,60.0,1.0,0.01,2.25,0.0,0.0,0.0,0.0,0.0,0,
matlab_daily,"[7, 14, 20]","[50, 75, 100]",single_split,,1.0,0.1,1.25,-70425.16627854988,-0.4904097539948275,-110524.62599490533,15.0,0.4457831325301205,76,
fast_daily,"[5, 10, 14]","[30, 50, 75]",single_split,,1.0,0.1,1.25,-76430.81813292328,-0.5199286905387893,-110524.62599490533,15.0,0.4675324675324675,70,
slow_daily,"[10, 20, 30]","[75, 100, 150]",single_split,,1.0,0.1,1.25,102669.95630216239,0.6211609541085413,-114889.795368213,3.0,0.5192307692307693,104,
matlab_daily,"[7, 14, 20]","[50, 75, 100]",20_bar,20.0,1.0,0.1,1.25,-104969.96929724222,-0.7083041025766783,-135019.07193741368,15.0,0.4318181818181818,81,
fast_daily,"[5, 10, 14]","[30, 50, 75]",20_bar,20.0,1.0,0.1,1.25,-88860.4674750089,-0.5871453746459794,-117999.04651320216,19.0,0.4606741573033708,80,
slow_daily,"[10, 20, 30]","[75, 100, 150]",20_bar,20.0,1.0,0.1,1.25,87947.6366035999,0.5304918375957963,-66898.0902704739,11.0,0.5769230769230769,104,
matlab_daily,"[7, 14, 20]","[50, 75, 100]",60_bar,60.0,1.0,0.1,1.25,-91479.78847405635,-0.6289866207421847,-125627.21536608432,15.0,0.43529411764705883,78,
fast_daily,"[5, 10, 14]","[30, 50, 75]",60_bar,60.0,1.0,0.1,1.25,-72269.24938965932,-0.4804350657951322,-117999.04651320216,19.0,0.47126436781609193,78,
slow_daily,"[10, 20, 30]","[75, 100, 150]",60_bar,60.0,1.0,0.1,1.25,119512.52302667512,0.7197090110296438,-67841.32342865448,7.0,0.5576923076923077,104,
matlab_daily,"[7, 14, 20]","[50, 75, 100]",single_split,,1.0,0.1,1.75,-43519.170025638945,-0.31937076093380096,-103092.99152675686,13.0,0.45454545454545453,60,
fast_daily,"[5, 10, 14]","[30, 50, 75]",single_split,,1.0,0.1,1.75,-33104.19064166189,-0.234674616286175,-96411.0746288638,13.0,0.5,56,
slow_daily,"[10, 20, 30]","[75, 100, 150]",single_split,,1.0,0.1,1.75,-72748.77145972074,-0.6762173838908001,-112447.18336226912,5.0,0.45161290322580644,29,
matlab_daily,"[7, 14, 20]","[50, 75, 100]",20_bar,20.0,1.0,0.1,1.75,-51117.84633868816,-0.37069013732231265,-111774.62599490533,13.0,0.45588235294117646,62,
fast_daily,"[5, 10, 14]","[30, 50, 75]",20_bar,20.0,1.0,0.1,1.75,-67195.20431843627,-0.4582048851698955,-118157.8658434198,15.0,0.4868421052631579,69,
slow_daily,"[10, 20, 30]","[75, 100, 150]",20_bar,20.0,1.0,0.1,1.75,-11384.640902638203,-0.1182046480813521,-77026.17161443928,5.0,0.5238095238095238,40,
matlab_daily,"[7, 14, 20]","[50, 75, 100]",60_bar,60.0,1.0,0.1,1.75,-51117.84633868816,-0.37069013732231265,-111774.62599490533,13.0,0.45588235294117646,62,
fast_daily,"[5, 10, 14]","[30, 50, 75]",60_bar,60.0,1.0,0.1,1.75,-53834.091373744726,-0.3698041550268869,-117999.04651320216,15.0,0.5,65,
slow_daily,"[10, 20, 30]","[75, 100, 150]",60_bar,60.0,1.0,0.1,1.75,-18150.835335963664,-0.24297694102061432,-43118.567429765055,3.0,0.5714285714285714,13,
matlab_daily,"[7, 14, 20]","[50, 75, 100]",single_split,,1.0,0.1,2.25,-62539.41901893975,-0.4685496944526314,-118129.86148479885,13.0,0.45,54,
fast_daily,"[5, 10, 14]","[30, 50, 75]",single_split,,1.0,0.1,2.25,52379.735406973865,0.4895481473453486,-79526.09520518394,13.0,0.5454545454545454,38,
slow_daily,"[10, 20, 30]","[75, 100, 150]",single_split,,1.0,0.1,2.25,-73459.16087532215,-0.8750670654984989,-95838.31595836258,3.0,0.47619047619047616,20,
matlab_daily,"[7, 14, 20]","[50, 75, 100]",20_bar,20.0,1.0,0.1,2.25,-76798.54866094256,-0.5737390521013093,-103429.63680097138,13.0,0.4262295081967213,55,
fast_daily,"[5, 10, 14]","[30, 50, 75]",20_bar,20.0,1.0,0.1,2.25,-60501.737900494074,-0.4412553983614193,-125561.49595294734,15.0,0.49230769230769234,58,
slow_daily,"[10, 20, 30]","[75, 100, 150]",20_bar,20.0,1.0,0.1,2.25,-46494.35114466146,-0.5244729054810112,-80304.623992322,5.0,0.5,32,
matlab_daily,"[7, 14, 20]","[50, 75, 100]",60_bar,60.0,1.0,0.1,2.25,-61336.023137753946,-0.44977191239801556,-125561.49595294733,13.0,0.45161290322580644,56,
fast_daily,"[5, 10, 14]","[30, 50, 75]",60_bar,60.0,1.0,0.1,2.25,-36765.21570720601,-0.2899496951064458,-125561.49595294733,13.0,0.5178571428571429,50,
slow_daily,"[10, 20, 30]","[75, 100, 150]",60_bar,60.0,1.0,0.1,2.25,6883.735571694489,0.18636013815463853,-23555.22298883894,3.0,0.625,7,
matlab_daily,"[7, 14, 20]","[50, 75, 100]",single_split,,1.0,1.0,1.25,-40051.22584065364,-0.28671471536332765,-103246.85689312231,13.0,0.47368421052631576,70,
fast_daily,"[5, 10, 14]","[30, 50, 75]",single_split,,1.0,1.0,1.25,-106940.69428444216,-0.6587233496491854,-152438.57852492333,15.0,0.45544554455445546,94,
slow_daily,"[10, 20, 30]","[75, 100, 150]",single_split,,1.0,1.0,1.25,55474.11747851405,0.338512445334899,-114889.795368213,5.0,0.49514563106796117,102,
matlab_daily,"[7, 14, 20]","[50, 75, 100]",20_bar,20.0,1.0,1.0,1.25,-56839.35802105485,-0.3929415493615988,-121939.67464576133,13.0,0.47560975609756095,76,
fast_daily,"[5, 10, 14]","[30, 50, 75]",20_bar,20.0,1.0,1.0,1.25,-123283.54412072054,-0.7549928711037072,-162273.25542714304,19.0,0.4519230769230769,95,
slow_daily,"[10, 20, 30]","[75, 100, 150]",20_bar,20.0,1.0,1.0,1.25,-67157.6380859646,-0.4148284003034743,-163258.92021144612,11.0,0.5208333333333334,94,
matlab_daily,"[7, 14, 20]","[50, 75, 100]",60_bar,60.0,1.0,1.0,1.25,-54957.001559253724,-0.3890949641504435,-118152.63261172241,13.0,0.4675324675324675,71,
fast_daily,"[5, 10, 14]","[30, 50, 75]",60_bar,60.0,1.0,1.0,1.25,-107708.27599184077,-0.6618100153560973,-153206.16023232194,19.0,0.46534653465346537,92,
slow_daily,"[10, 20, 30]","[75, 100, 150]",60_bar,60.0,1.0,1.0,1.25,61630.510435004355,0.3883241719542581,-93071.53157961991,9.0,0.54,99,
matlab_daily,"[7, 14, 20]","[50, 75, 100]",single_split,,1.0,1.0,1.75,-31149.24640813417,-0.228021421142123,-103246.85689312231,13.0,0.4782608695652174,63,
fast_daily,"[5, 10, 14]","[30, 50, 75]",single_split,,1.0,1.0,1.75,-27192.668517759677,-0.22947032645002158,-79526.09520518394,15.0,0.4716981132075472,46,
slow_daily,"[10, 20, 30]","[75, 100, 150]",single_split,,1.0,1.0,1.75,58563.57231911717,0.36959762822933234,-123571.15056851626,3.0,0.49,99,
matlab_daily,"[7, 14, 20]","[50, 75, 100]",20_bar,20.0,1.0,1.0,1.75,-35280.819894684,-0.2526478834222481,-108283.89892716127,15.0,0.4647887323943662,64,
fast_daily,"[5, 10, 14]","[30, 50, 75]",20_bar,20.0,1.0,1.0,1.75,-82000.93080035613,-0.5616081800903441,-117999.04651320216,19.0,0.475,71,
slow_daily,"[10, 20, 30]","[75, 100, 150]",20_bar,20.0,1.0,1.0,1.75,-100571.79168736479,-0.6297969088178034,-149749.68273123092,13.0,0.4888888888888889,87,
matlab_daily,"[7, 14, 20]","[50, 75, 100]",60_bar,60.0,1.0,1.0,1.75,-36434.31429956964,-0.2670719517243245,-103246.85689312234,13.0,0.4626865671641791,61,
fast_daily,"[5, 10, 14]","[30, 50, 75]",60_bar,60.0,1.0,1.0,1.75,-68970.75600123857,-0.5133692063142801,-117999.04651320216,15.0,0.4696969696969697,59,
slow_daily,"[10, 20, 30]","[75, 100, 150]",60_bar,60.0,1.0,1.0,1.75,106051.17841597265,0.7021516322824581,-53516.145377285866,10.0,0.5473684210526316,93,
matlab_daily,"[7, 14, 20]","[50, 75, 100]",single_split,,1.0,1.0,2.25,-62858.44671472593,-0.47008756259273954,-107746.40512160098,15.0,0.4444444444444444,56,
fast_daily,"[5, 10, 14]","[30, 50, 75]",single_split,,1.0,1.0,2.25,-51451.97367749509,-0.4461653534122518,-79526.09520518394,15.0,0.46938775510204084,42,
slow_daily,"[10, 20, 30]","[75, 100, 150]",single_split,,1.0,1.0,2.25,28197.602942752674,0.24635395009171795,-64310.50695567358,6.0,0.5094339622641509,50,
matlab_daily,"[7, 14, 20]","[50, 75, 100]",20_bar,20.0,1.0,1.0,2.25,-74733.91233482727,-0.5713925126691592,-104170.17548512277,15.0,0.43103448275862066,51,
fast_daily,"[5, 10, 14]","[30, 50, 75]",20_bar,20.0,1.0,1.0,2.25,-89598.36031836392,-0.6505889409818865,-117999.04651320218,19.0,0.4864864864864865,65,
slow_daily,"[10, 20, 30]","[75, 100, 150]",20_bar,20.0,1.0,1.0,2.25,-36234.25736494589,-0.3151664150447986,-119236.7419376325,16.0,0.47297297297297297,67,
matlab_daily,"[7, 14, 20]","[50, 75, 100]",60_bar,60.0,1.0,1.0,2.25,-49664.803354432224,-0.3758143405011655,-104170.17548512277,15.0,0.45901639344262296,54,
fast_daily,"[5, 10, 14]","[30, 50, 75]",60_bar,60.0,1.0,1.0,2.25,-84596.10790381797,-0.6400262827398532,-117999.04651320216,15.0,0.47619047619047616,56,
slow_daily,"[10, 20, 30]","[75, 100, 150]",60_bar,60.0,1.0,1.0,2.25,82456.69306754402,0.7195776240258303,-52201.068905597946,8.0,0.5344827586206896,54,
matlab_daily,"[7, 14, 20]","[50, 75, 100]",single_split,,10.0,0.01,1.25,-91180.1062126759,-0.6280354960971967,-125430.40171350542,15.0,0.43529411764705883,78,
fast_daily,"[5, 10, 14]","[30, 50, 75]",single_split,,10.0,0.01,1.25,-90259.54316124051,-0.6102896371551538,-114948.55574827123,15.0,0.46153846153846156,71,
slow_daily,"[10, 20, 30]","[75, 100, 150]",single_split,,10.0,0.01,1.25,52008.29735587569,0.3141749362909525,-114889.795368213,3.0,0.5096153846153846,104,
matlab_daily,"[7, 14, 20]","[50, 75, 100]",20_bar,20.0,10.0,0.01,1.25,-102830.64633439686,-0.6946549132002433,-118195.86016578108,15.0,0.43820224719101125,82,
fast_daily,"[5, 10, 14]","[30, 50, 75]",20_bar,20.0,10.0,0.01,1.25,-100843.87484225996,-0.6741438423827407,-125532.88742929068,15.0,0.45121951219512196,75,
slow_daily,"[10, 20, 30]","[75, 100, 150]",20_bar,20.0,10.0,0.01,1.25,58220.12404591958,0.3524975562396267,-73338.73882412762,7.0,0.5480769230769231,104,
matlab_daily,"[7, 14, 20]","[50, 75, 100]",60_bar,60.0,10.0,0.01,1.25,-93153.89121102066,-0.6395832274505654,-125627.2153660843,15.0,0.4367816091954023,80,
fast_daily,"[5, 10, 14]","[30, 50, 75]",60_bar,60.0,10.0,0.01,1.25,-98081.38178522761,-0.6558659716698672,-122770.39437225834,15.0,0.4567901234567901,74,
slow_daily,"[10, 20, 30]","[75, 100, 150]",60_bar,60.0,10.0,0.01,1.25,143520.62080461212,0.8695231861405798,-72248.32610340092,7.0,0.5673076923076923,104,
matlab_daily,"[7, 14, 20]","[50, 75, 100]",single_split,,10.0,0.01,1.75,-52626.196736954385,-0.3809804197375426,-110524.62599490533,11.0,0.46153846153846156,60,
fast_daily,"[5, 10, 14]","[30, 50, 75]",single_split,,10.0,0.01,1.75,-32503.389516885687,-0.22916478436826507,-96411.0746288638,15.0,0.5,59,
slow_daily,"[10, 20, 30]","[75, 100, 150]",single_split,,10.0,0.01,1.75,-39767.19375495224,-0.42703680398940574,-80151.09520518396,3.0,0.5,21,
matlab_daily,"[7, 14, 20]","[50, 75, 100]",20_bar,20.0,10.0,0.01,1.75,-57348.35196404859,-0.41213217353966897,-110524.62599490533,13.0,0.4492753623188406,63,
fast_daily,"[5, 10, 14]","[30, 50, 75]",20_bar,20.0,10.0,0.01,1.75,-68164.7965072598,-0.4647915817941868,-118157.8658434198,15.0,0.4868421052631579,69,
slow_daily,"[10, 20, 30]","[75, 100, 150]",20_bar,20.0,10.0,0.01,1.75,-10113.669975445977,-0.12102010646412127,-48681.923333355095,3.0,0.55,19,
matlab_daily,"[7, 14, 20]","[50, 75, 100]",60_bar,60.0,10.0,0.01,1.75,-47336.88513186181,-0.3419048872899332,-110524.62599490533,13.0,0.45588235294117646,62,
fast_daily,"[5, 10, 14]","[30, 50, 75]",60_bar,60.0,10.0,0.01,1.75,-57615.77624609425,-0.394244878182651,-117999.04651320216,15.0,0.5,67,
slow_daily,"[10, 20, 30]","[75, 100, 150]",60_bar,60.0,10.0,0.01,1.75,-18013.735788247646,-0.2181426984776103,-48681.923333355095,3.0,0.5555555555555556,17,
matlab_daily,"[7, 14, 20]","[50, 75, 100]",single_split,,10.0,0.01,2.25,-61313.85557104001,-0.45937908675062494,-116904.29803689911,11.0,0.46551724137931033,53,
fast_daily,"[5, 10, 14]","[30, 50, 75]",single_split,,10.0,0.01,2.25,-79534.43622502284,-0.6363316139285602,-111447.9445869058,13.0,0.49019607843137253,45,
slow_daily,"[10, 20, 30]","[75, 100, 150]",single_split,,10.0,0.01,2.25,-25150.508076774695,-0.28043786380475105,-72248.32610340093,3.0,0.5789473684210527,18,
matlab_daily,"[7, 14, 20]","[50, 75, 100]",20_bar,20.0,10.0,0.01,2.25,-80392.35231560098,-0.5955912817569208,-131017.84940294064,11.0,0.45,55,
fast_daily,"[5, 10, 14]","[30, 50, 75]",20_bar,20.0,10.0,0.01,2.25,-70924.28991894616,-0.5115719816292207,-125561.49595294733,15.0,0.4925373134328358,60,
slow_daily,"[10, 20, 30]","[75, 100, 150]",20_bar,20.0,10.0,0.01,2.25,-13846.605933243307,-0.18402453520136908,-43118.56742976505,3.0,0.5714285714285714,13,
matlab_daily,"[7, 14, 20]","[50, 75, 100]",60_bar,60.0,10.0,0.01,2.25,-60110.45968985424,-0.44079557575169687,-125561.49595294734,11.0,0.4666666666666667,55,
fast_daily,"[5, 10, 14]","[30, 50, 75]",60_bar,60.0,10.0,0.01,2.25,-80459.71476159921,-0.6279766499384966,-119380.14075264409,17.0,0.5,52,
slow_daily,"[10, 20, 30]","[75, 100, 150]",60_bar,60.0,10.0,0.01,2.25,-33312.65854655289,-0.5952226338248623,-48477.73008621927,3.0,0.5,9,
matlab_daily,"[7, 14, 20]","[50, 75, 100]",single_split,,10.0,0.1,1.25,-65640.42160668623,-0.4844680485944738,-103246.85689312234,13.0,0.47058823529411764,62,
fast_daily,"[5, 10, 14]","[30, 50, 75]",single_split,,10.0,0.1,1.25,-76944.92789936048,-0.5217156684292604,-117999.04651320216,17.0,0.4578313253012048,75,
slow_daily,"[10, 20, 30]","[75, 100, 150]",single_split,,10.0,0.1,1.25,102669.95630216239,0.6211609541085413,-114889.795368213,3.0,0.5192307692307693,104,
matlab_daily,"[7, 14, 20]","[50, 75, 100]",20_bar,20.0,10.0,0.1,1.25,-75281.00944100885,-0.5110953907137918,-134827.68140419028,13.0,0.45977011494252873,81,
fast_daily,"[5, 10, 14]","[30, 50, 75]",20_bar,20.0,10.0,0.1,1.25,-46105.62903182977,-0.3057476919865439,-116868.88796856289,21.0,0.4742268041237113,87,
slow_daily,"[10, 20, 30]","[75, 100, 150]",20_bar,20.0,10.0,0.1,1.25,16797.33317498295,0.10133872504845393,-95590.81890854062,11.0,0.5480769230769231,104,
matlab_daily,"[7, 14, 20]","[50, 75, 100]",60_bar,60.0,10.0,0.1,1.25,-85319.28966081543,-0.6083683855120859,-119249.04651320216,13.0,0.4594594594594595,68,
fast_daily,"[5, 10, 14]","[30, 50, 75]",60_bar,60.0,10.0,0.1,1.25,-48695.041201283835,-0.32430559779963797,-116868.88796856289,21.0,0.4787234042553192,84,
slow_daily,"[10, 20, 30]","[75, 100, 150]",60_bar,60.0,10.0,0.1,1.25,121736.92025278062,0.7348985238965271,-84390.17637931668,7.0,0.5576923076923077,104,
matlab_daily,"[7, 14, 20]","[50, 75, 100]",single_split,,10.0,0.1,1.75,-76332.63435721167,-0.5638763494295767,-107170.50463529081,13.0,0.4603174603174603,57,
fast_daily,"[5, 10, 14]","[30, 50, 75]",single_split,,10.0,0.1,1.75,-8132.475406680413,-0.06537765090010052,-80776.09520518396,17.0,0.5254237288135594,51,
slow_daily,"[10, 20, 30]","[75, 100, 150]",single_split,,10.0,0.1,1.75,69984.5187856487,0.43645903986400203,-114889.795368213,7.0,0.5,96,
matlab_daily,"[7, 14, 20]","[50, 75, 100]",20_bar,20.0,10.0,0.1,1.75,-75402.28848184046,-0.5445203408405441,-119979.57188017835,13.0,0.4492753623188406,63,
fast_daily,"[5, 10, 14]","[30, 50, 75]",20_bar,20.0,10.0,0.1,1.75,-85380.31866906602,-0.5913394288691898,-118505.28394911007,15.0,0.48,68,
slow_daily,"[10, 20, 30]","[75, 100, 150]",20_bar,20.0,10.0,0.1,1.75,69245.92704998695,0.526562604242465,-75397.97884563943,9.0,0.5441176470588235,64,
matlab_daily,"[7, 14, 20]","[50, 75, 100]",60_bar,60.0,10.0,0.1,1.75,-81284.17382251647,-0.6000449297893834,-112122.04410059561,13.0,0.453125,58,
fast_daily,"[5, 10, 14]","[30, 50, 75]",60_bar,60.0,10.0,0.1,1.75,-46310.528982569056,-0.3444991020727907,-117999.04651320216,15.0,0.5074626865671642,60,
slow_daily,"[10, 20, 30]","[75, 100, 150]",60_bar,60.0,10.0,0.1,1.75,206823.86090374767,1.5024038931459993,-49889.89536518987,8.0,0.5542168674698795,80,
matlab_daily,"[7, 14, 20]","[50, 75, 100]",single_split,,10.0,0.1,2.25,-72073.54134052675,-0.5503953334871843,-110216.37164013294,13.0,0.46551724137931033,52,
fast_daily,"[5, 10, 14]","[30, 50, 75]",single_split,,10.0,0.1,2.25,24564.536748077848,0.23297689584849715,-79526.09520518396,11.0,0.5348837209302325,38,
slow_daily,"[10, 20, 30]","[75, 100, 150]",single_split,,10.0,0.1,2.25,43147.973324259845,0.31961605690125766,-114889.79536821296,5.0,0.4925373134328358,66,
matlab_daily,"[7, 14, 20]","[50, 75, 100]",20_bar,20.0,10.0,0.1,2.25,-59041.413676369004,-0.4572052112429043,-113045.36269259607,13.0,0.45901639344262296,55,
fast_daily,"[5, 10, 14]","[30, 50, 75]",20_bar,20.0,10.0,0.1,2.25,-73004.19920692453,-0.5265170372593581,-133035.91647124416,13.0,0.49230769230769234,59,
slow_daily,"[10, 20, 30]","[75, 100, 150]",20_bar,20.0,10.0,0.1,2.25,-52657.13135026446,-0.5902926301419031,-80304.623992322,5.0,0.4857142857142857,33,
matlab_daily,"[7, 14, 20]","[50, 75, 100]",60_bar,60.0,10.0,0.1,2.25,-91138.63217187309,-0.6883533850103619,-129281.46247147929,13.0,0.45,54,
fast_daily,"[5, 10, 14]","[30, 50, 75]",60_bar,60.0,10.0,0.1,2.25,-70085.672352375,-0.552112659910926,-133035.91647124416,11.0,0.48148148148148145,49,
slow_daily,"[10, 20, 30]","[75, 100, 150]",60_bar,60.0,10.0,0.1,2.25,7509.806816215663,0.09284700328421339,-43743.567429765055,4.0,0.4878048780487805,39,
matlab_daily,"[7, 14, 20]","[50, 75, 100]",single_split,,10.0,1.0,1.25,-88382.40543491043,-0.6453575056639733,-132831.5249216771,11.0,0.4647887323943662,66,
fast_daily,"[5, 10, 14]","[30, 50, 75]",single_split,,10.0,1.0,1.25,-93318.05414428147,-0.6003314283935971,-142862.7404256168,13.0,0.4752475247524752,95,
slow_daily,"[10, 20, 30]","[75, 100, 150]",single_split,,10.0,1.0,1.25,120235.68283772764,0.7728911813158839,-68537.05540322303,9.0,0.54,99,
matlab_daily,"[7, 14, 20]","[50, 75, 100]",20_bar,20.0,10.0,1.0,1.25,-59449.46689673391,-0.3831247556945143,-104496.85689312231,15.0,0.45454545454545453,81,
fast_daily,"[5, 10, 14]","[30, 50, 75]",20_bar,20.0,10.0,1.0,1.25,-106257.01282890727,-0.6497056891340817,-147505.74600951903,21.0,0.4752475247524752,91,
slow_daily,"[10, 20, 30]","[75, 100, 150]",20_bar,20.0,10.0,1.0,1.25,-58138.44411658263,-0.3879088848084331,-127422.18767331316,15.0,0.5222222222222223,87,
matlab_daily,"[7, 14, 20]","[50, 75, 100]",60_bar,60.0,10.0,1.0,1.25,-60047.73740635565,-0.4479154691388845,-104496.85689312233,11.0,0.47058823529411764,63,
fast_daily,"[5, 10, 14]","[30, 50, 75]",60_bar,60.0,10.0,1.0,1.25,-92765.00098108426,-0.575331486570593,-159705.49697396945,19.0,0.4845360824742268,88,
slow_daily,"[10, 20, 30]","[75, 100, 150]",60_bar,60.0,10.0,1.0,1.25,119651.15429392709,0.8106570375371284,-52684.981662474805,11.0,0.574468085106383,92,
matlab_daily,"[7, 14, 20]","[50, 75, 100]",single_split,,10.0,1.0,1.75,-64184.03474912618,-0.48261753568022386,-119402.6326117224,11.0,0.45,55,
fast_daily,"[5, 10, 14]","[30, 50, 75]",single_split,,10.0,1.0,1.75,-49407.30710838246,-0.41292407394784647,-79526.09520518394,15.0,0.43859649122807015,50,
slow_daily,"[10, 20, 30]","[75, 100, 150]",single_split,,10.0,1.0,1.75,88147.96786405229,0.6759318791715386,-59962.75076425784,9.0,0.5373134328358209,63,
matlab_daily,"[7, 14, 20]","[50, 75, 100]",20_bar,20.0,10.0,1.0,1.75,1985.0015996100774,0.013630184568129153,-103246.85689312231,13.0,0.5,60,
fast_daily,"[5, 10, 14]","[30, 50, 75]",20_bar,20.0,10.0,1.0,1.75,-74902.54362408404,-0.5238623699222444,-103646.36462887049,19.0,0.45454545454545453,68,
slow_daily,"[10, 20, 30]","[75, 100, 150]",20_bar,20.0,10.0,1.0,1.75,-20123.4913935086,-0.14253033500822637,-115034.71486139916,20.0,0.4823529411764706,79,
matlab_daily,"[7, 14, 20]","[50, 75, 100]",60_bar,60.0,10.0,1.0,1.75,-63659.13945117433,-0.47867592573746265,-118152.6326117224,11.0,0.45614035087719296,52,
fast_daily,"[5, 10, 14]","[30, 50, 75]",60_bar,60.0,10.0,1.0,1.75,-91018.35750655505,-0.6700119064345751,-122234.23255584636,15.0,0.44776119402985076,60,
slow_daily,"[10, 20, 30]","[75, 100, 150]",60_bar,60.0,10.0,1.0,1.75,137316.78323376956,1.0172041693317877,-52201.068905597946,14.0,0.5492957746478874,66,
matlab_daily,"[7, 14, 20]","[50, 75, 100]",single_split,,10.0,1.0,2.25,-23316.057851579055,-0.1934151918773482,-73662.57796773752,15.0,0.4339622641509434,46,
fast_daily,"[5, 10, 14]","[30, 50, 75]",single_split,,10.0,1.0,2.25,-41326.5275557406,-0.3712498696910132,-67380.36198997207,15.0,0.4375,41,
slow_daily,"[10, 20, 30]","[75, 100, 150]",single_split,,10.0,1.0,2.25,69530.08225999892,0.5755286126469653,-60628.65167792877,7.0,0.5172413793103449,55,
matlab_daily,"[7, 14, 20]","[50, 75, 100]",20_bar,20.0,10.0,1.0,2.25,-44462.44777491168,-0.3314950216685196,-105785.62436551071,13.0,0.46774193548387094,56,
fast_daily,"[5, 10, 14]","[30, 50, 75]",20_bar,20.0,10.0,1.0,2.25,-82724.9527792184,-0.6055057992813162,-108068.11128428615,21.0,0.4411764705882353,58,
slow_daily,"[10, 20, 30]","[75, 100, 150]",20_bar,20.0,10.0,1.0,2.25,-101219.43827929677,-0.7923872138501584,-142710.1214873498,22.0,0.4,62,
matlab_daily,"[7, 14, 20]","[50, 75, 100]",60_bar,60.0,10.0,1.0,2.25,-66155.93322504562,-0.5069091290720816,-113368.30614611378,13.0,0.4666666666666667,54,
fast_daily,"[5, 10, 14]","[30, 50, 75]",60_bar,60.0,10.0,1.0,2.25,-80539.48770287227,-0.639968857189711,-101886.7560839829,19.0,0.423728813559322,50,
