windows,svr_c,svr_gamma,signal_threshold,retrain_every,total_pnl,sharpe,max_drawdown,n_trades,win_rate
matlab_hourly,400.0,0.01,0.0001,24,-837420.9272768793,-0.17661419058738548,-4503149.337380133,157.0,0.5058739765040939
fast,400.0,0.01,0.0001,24,-3882075.2403183836,-0.8027799874992708,-6970317.458096428,147.0,0.5024630541871922
slow,400.0,0.01,0.0001,24,-2388107.459545922,-0.46053868351524707,-7471478.637532072,149.0,0.5008460236886633
matlab_hourly,400.0,0.01,0.0001,48,-4378119.533900699,-0.8725824500101529,-8198203.638176361,75.0,0.4974264705882353
fast,400.0,0.01,0.0001,48,-7681919.563373057,-1.4769605443957377,-9496444.380363652,99.0,0.49792663476874005
slow,400.0,0.01,0.0001,48,-2854040.205087387,-0.547767562991656,-5287989.891366859,61.0,0.4942450914014895
matlab_hourly,400.0,0.01,0.0001,96,-2192767.353758814,-0.4311221856590851,-5157179.355630548,61.0,0.4902965946539729
fast,400.0,0.01,0.0001,96,487096.1190198783,0.09244540179400597,-5170781.949081659,55.0,0.501610824742268
slow,400.0,0.01,0.0001,96,3623059.7905977047,0.6909373472372787,-4008721.3642858937,51.0,0.4968067226890756
matlab_hourly,400.0,0.01,0.0005,24,4094973.7169153662,1.0727342339819919,-2615589.2505053445,85.0,0.5106696100073583
fast,400.0,0.01,0.0005,24,704390.0756445266,0.17877375316262215,-4219713.7850042945,110.0,0.49875156054931336
slow,400.0,0.01,0.0005,24,676992.8204975601,0.17527715322371906,-3399295.100186778,101.0,0.50375
matlab_hourly,400.0,0.01,0.0005,48,812482.3781260641,0.1809004848123453,-2818020.1607115297,49.0,0.5022026431718062
fast,400.0,0.01,0.0005,48,-1457235.5282149261,-0.34099319423221797,-5201145.905758398,72.0,0.491494532199271
slow,400.0,0.01,0.0005,48,-2376890.544737503,-0.5346669312152185,-4628823.245193196,45.0,0.4911392405063291
matlab_hourly,400.0,0.01,0.0005,96,2070386.0728697826,0.5162081431876128,-2615589.250505344,27.0,0.4965675057208238
fast,400.0,0.01,0.0005,96,-2834892.517229669,-0.7298112092493029,-5260319.977809012,58.0,0.4845814977973568
slow,400.0,0.01,0.0005,96,597271.9654171912,0.1551689020632912,-2615589.2505053435,21.0,0.48928571428571427
matlab_hourly,400.0,0.1,0.0,24,-9233245.506139694,-1.72019034099746,-11992637.211361567,167.0,0.4908600539406653
fast,400.0,0.1,0.0,24,-2583688.4890122456,-0.4804968331690081,-5397537.027771867,167.0,0.4980521426430926
slow,400.0,0.1,0.0,24,-7374749.881641727,-1.3729556404353025,-9391386.865127956,143.0,0.5017985611510791
matlab_hourly,400.0,0.1,0.0,48,-10470441.918864483,-1.9526915201897803,-10706996.117919674,79.0,0.4892021595680864
fast,400.0,0.1,0.0,48,-5195369.935500153,-0.9680521069343716,-6878317.590371542,91.0,0.4964007198560288
slow,400.0,0.1,0.0,48,-8751894.565307446,-1.6324945011384648,-8988448.764362637,75.0,0.4967006598680264
matlab_hourly,400.0,0.1,0.0,96,-5649883.877444092,-1.0529915510796009,-8601847.331392862,51.0,0.4899550224887556
fast,400.0,0.1,0.0,96,1976880.282096816,0.3686940867805176,-5170781.94908166,55.0,0.49775112443778113
slow,400.0,0.1,0.0,96,-3301671.820136643,-0.6156219204548282,-6217599.006664984,43.0,0.4944527736131934
matlab_hourly,400.0,0.1,0.0001,24,-6981546.866225382,-1.4050668304622198,-8892515.338603185,157.0,0.48991655076495133
fast,400.0,0.1,0.0001,24,-3246719.276764461,-0.6381121340933028,-5536325.124217716,159.0,0.4988437396762471
slow,400.0,0.1,0.0001,24,-8863934.696273806,-1.6918894401612008,-11073965.752774702,145.0,0.49503311258278143
matlab_hourly,400.0,0.1,0.0001,48,-8754283.233363826,-1.759234375115807,-8990837.432419017,81.0,0.48830006882312454
fast,400.0,0.1,0.0001,48,-1939966.5827305363,-0.39236109489667154,-4951253.848687653,91.0,0.498122226015705
slow,400.0,0.1,0.0001,48,-9290906.81102935,-1.7502498398396196,-9527461.010084542,77.0,0.4922197523023182
matlab_hourly,400.0,0.1,0.0001,96,-6892008.903413329,-1.3685431797118133,-9044870.569404503,61.0,0.4833276039876246
fast,400.0,0.1,0.0001,96,-200399.18484745984,-0.03866905285323607,-5170781.949081659,59.0,0.49412148922273025
slow,400.0,0.1,0.0001,96,-2121091.8469833904,-0.43732656609637194,-5591873.998478785,45.0,0.4940187520206919
matlab_hourly,400.0,0.1,0.0005,24,-2070343.1897331555,-0.5815823967711867,-5609564.360788424,119.0,0.48887343532684285
fast,400.0,0.1,0.0005,24,411825.8192276725,0.10714105167498501,-4212631.721879533,111.0,0.49871959026888607
slow,400.0,0.1,0.0005,24,1236570.6349122175,0.3804144936023609,-2557843.3690897417,97.0,0.5
matlab_hourly,400.0,0.1,0.0005,48,-6233928.026832828,-1.572050410521065,-6422193.057577419,57.0,0.48497854077253216
fast,400.0,0.1,0.0005,48,-2636261.6601873245,-0.6231538545842571,-4492392.627831144,63.0,0.4854368932038835
slow,400.0,0.1,0.0005,48,-3288438.784413242,-0.8016137722851877,-4370223.55628977,57.0,0.49566294919454773
matlab_hourly,400.0,0.1,0.0005,96,-6176622.447024772,-1.8005557443151885,-7502138.019876382,33.0,0.47086247086247085
fast,400.0,0.1,0.0005,96,-2412845.3779381397,-0.6244908241202048,-5423809.164261148,41.0,0.48378191856452724
slow,400.0,0.1,0.0005,96,-1034229.3214286116,-0.27618554465105183,-4754158.210946688,37.0,0.4975786924939467
matlab_hourly,400.0,0.5,0.0,24,-6532223.120259974,-1.2159922434208155,-11674931.01977951,159.0,0.49025487256371814
fast,400.0,0.5,0.0,24,3114375.187439188,0.5788763174072873,-3983250.264844576,153.0,0.5103386275097392
slow,400.0,0.5,0.0,24,-8352690.904452347,-1.557245557024138,-9929804.240966858,139.0,0.4949040767386091
matlab_hourly,400.0,0.5,0.0,48,-6392671.189845618,-1.1904158661129811,-9490109.487389235,115.0,0.4844124700239808
fast,400.0,0.5,0.0,48,1389398.490604972,0.25852675470942044,-3221393.869921328,97.0,0.5029976019184652
slow,400.0,0.5,0.0,48,-9326448.425820453,-1.7369086276574648,-11479310.091811627,107.0,0.48875562218890556
matlab_hourly,400.0,0.5,0.0,96,-3144417.9696687586,-0.5864452810111486,-6977071.122723352,59.0,0.486502699460108
fast,400.0,0.5,0.0,96,8203341.559166915,1.5290838949126027,-4008721.364285892,89.0,0.5077937649880095
slow,400.0,0.5,0.0,96,-1562205.7866527415,-0.2912104374995418,-6896901.342923985,55.0,0.4974512743628186
matlab_hourly,400.0,0.5,0.0001,24,-6537325.853380867,-1.275424527997258,-10965001.203946784,151.0,0.48811141304347827
fast,400.0,0.5,0.0001,24,2186573.611703288,0.41850818890675456,-4490925.957252718,151.0,0.5033579583613164
slow,400.0,0.5,0.0001,24,-7225485.57162209,-1.4274721757271804,-8594417.902877115,133.0,0.4965289256198347
matlab_hourly,400.0,0.5,0.0001,48,-8710234.354793942,-1.7181397358804724,-10644483.960462473,109.0,0.4779743322927506
fast,400.0,0.5,0.0001,48,1755416.4344817633,0.33951513694788005,-3799494.6804665024,83.0,0.5008641548565503
slow,400.0,0.5,0.0001,48,-8254728.831732184,-1.5994424080566954,-10277133.927704293,101.0,0.4893190921228304
matlab_hourly,400.0,0.5,0.0001,96,-4588876.649635257,-0.8861337113143654,-6670275.262613045,67.0,0.48049349783261086
fast,400.0,0.5,0.0001,96,4839022.678988381,0.9752689562471747,-4008721.364285887,71.0,0.5028715003589376
slow,400.0,0.5,0.0001,96,-1266162.3756698305,-0.24369839518954023,-5963903.721633138,55.0,0.49382314694408325
matlab_hourly,400.0,0.5,0.0005,24,-3840123.0933671044,-0.984511541768625,-6893936.867744442,119.0,0.47849145550972305
fast,400.0,0.5,0.0005,24,-2619718.9080589097,-0.6011725720581939,-4428520.601687528,125.0,0.4979615608619686
slow,400.0,0.5,0.0005,24,-5837214.309051093,-1.382960692169215,-6988713.423952109,97.0,0.483974358974359
matlab_hourly,400.0,0.5,0.0005,48,-1373628.3435705835,-0.33704905728540147,-4593875.608325201,57.0,0.4807831762146483
fast,400.0,0.5,0.0005,48,-1794591.044633607,-0.4110091073660994,-4580218.392558809,71.0,0.48845470692717585
slow,400.0,0.5,0.0005,48,-7853791.158456782,-1.819011627586439,-8616019.315866305,63.0,0.47671410090556277
matlab_hourly,400.0,0.5,0.0005,96,-1309635.6660510236,-0.36587810365669665,-3807449.951916899,39.0,0.4703675918979745
fast,400.0,0.5,0.0005,96,670590.8391453192,0.1660947076687608,-4008721.364285891,49.0,0.49537037037037035
slow,400.0,0.5,0.0005,96,-3054638.581729128,-0.7677095542790249,-4939964.496961265,39.0,0.48479318734793186
matlab_hourly,400.0,1.0,0.0,24,-2603666.984437985,-0.48496630058418183,-8883627.892584817,155.0,0.4958033573141487
fast,400.0,1.0,0.0,24,-2967017.019258674,-0.5521923206024627,-6907535.715037946,173.0,0.49925082409349714
slow,400.0,1.0,0.0,24,-7509837.8494318,-1.3969655820806492,-11502486.446204783,141.0,0.5013493253373313
matlab_hourly,400.0,1.0,0.0,48,-3898106.1532016983,-0.7265139508486005,-9012760.421665512,91.0,0.49685157421289355
fast,400.0,1.0,0.0,48,-1250043.3602427696,-0.2331229533661185,-6638085.218171797,129.0,0.496551724137931
slow,400.0,1.0,0.0,48,-11716532.81322697,-2.181089815045426,-12342183.001575928,105.0,0.4926536731634183
matlab_hourly,400.0,1.0,0.0,96,-2017842.9902401417,-0.37654695086624,-6644175.059206722,67.0,0.49160671462829736
fast,400.0,1.0,0.0,96,-3305946.9040449485,-0.6167791340862476,-6851965.787178773,93.0,0.49145427286356824
slow,400.0,1.0,0.0,96,-5227011.2632232625,-0.9747487485583828,-8423934.898896487,53.0,0.4989505247376312
matlab_hourly,400.0,1.0,0.0001,24,-3971266.8867264586,-0.7994131373521702,-8277100.22403914,169.0,0.49393243686454574
fast,400.0,1.0,0.0001,24,-3634684.785928771,-0.7014056502246906,-7405030.068056466,171.0,0.4927924907810929
slow,400.0,1.0,0.0001,24,-7351588.975428734,-1.4542121031458628,-10796186.60679239,141.0,0.49950641658440276
matlab_hourly,400.0,1.0,0.0001,48,-3379518.605579149,-0.643199834680684,-8222962.455387648,91.0,0.4962915188648823
fast,400.0,1.0,0.0001,48,-3838831.6692441367,-0.7545522040367573,-6723245.07856816,123.0,0.48993055555555554
slow,400.0,1.0,0.0001,48,-12657291.258003647,-2.4396625161786387,-13282941.446352605,109.0,0.4894613583138173
matlab_hourly,400.0,1.0,0.0001,96,-1164113.1955653927,-0.2396562436087009,-5444178.080807477,63.0,0.4923841059602649
fast,400.0,1.0,0.0001,96,-4461494.647096844,-0.8691976514498222,-7351688.15482227,87.0,0.4872144561882032
slow,400.0,1.0,0.0001,96,-4842341.140526254,-0.9394734748811043,-7873182.651206328,61.0,0.4973856209150327
matlab_hourly,400.0,1.0,0.0005,24,-815241.6953335382,-0.19269261491953027,-6111096.476230586,117.0,0.47877358490566035
fast,400.0,1.0,0.0005,24,-349329.4329553232,-0.08908189635265432,-3642804.4122995483,135.0,0.4932472108044627
slow,400.0,1.0,0.0005,24,-3463001.993364473,-0.8599691198695463,-5951827.57737759,119.0,0.4906303236797274
matlab_hourly,400.0,1.0,0.0005,48,-1269971.8396182642,-0.27888700926091337,-5411639.565946254,69.0,0.4801362088535755
fast,400.0,1.0,0.0005,48,-2670375.6568879155,-0.704608772264655,-4316405.116090343,93.0,0.47736873868436935
slow,400.0,1.0,0.0005,48,-7778202.604489763,-1.7371740157447326,-7975977.702797689,75.0,0.48735632183908045
matlab_hourly,400.0,1.0,0.0005,96,-1385163.2947998429,-0.35548646827236224,-3703043.5788836977,43.0,0.4899874843554443
fast,400.0,1.0,0.0005,96,-2615795.606920359,-0.610243258515352,-4688098.8735029055,53.0,0.4828009828009828
slow,400.0,1.0,0.0005,96,-2575187.8120909953,-0.6264649465077224,-5157345.874883133,49.0,0.49284928492849284
matlab_hourly,1000.0,0.01,0.0,24,561381.4511293279,0.10438931440346182,-7131935.025600458,153.0,0.5077890952666267
fast,1000.0,0.01,0.0,24,-4613811.4651264185,-0.8579084726932693,-6341679.735772086,145.0,0.5079460269865067
slow,1000.0,0.01,0.0,24,-3468098.801509746,-0.6458235872005276,-7440167.593195887,165.0,0.4994008388256441
matlab_hourly,1000.0,0.01,0.0,48,-6478421.462481305,-1.206762180583591,-10078703.627690842,85.0,0.4926536731634183
fast,1000.0,0.01,0.0,48,-7645229.5714941565,-1.425115307016311,-9011248.632585634,89.0,0.5028485757121439
slow,1000.0,0.01,0.0,48,-3692217.661666241,-0.6893172282135407,-6126167.347945712,61.0,0.4964007198560288
matlab_hourly,1000.0,0.01,0.0,96,-2595506.679094136,-0.484264218930644,-4881669.946367549,61.0,0.49415292353823087
fast,1000.0,0.01,0.0,96,584341.2474218694,0.1089581925035393,-4787243.250522505,53.0,0.5005998800239952
slow,1000.0,0.01,0.0,96,894184.5949730562,0.16677846120471343,-5497296.93428218,49.0,0.4929535232383808
matlab_hourly,1000.0,0.01,0.0001,24,-407464.3170096761,-0.08046229756071671,-5366978.573062288,159.0,0.5051903114186851
fast,1000.0,0.01,0.0001,24,-5760198.167015081,-1.1637310811842259,-7448451.682331582,151.0,0.5040943334425155
slow,1000.0,0.01,0.0001,24,-1728821.9600602519,-0.3354175778440978,-7408169.350715356,145.0,0.5024171270718232
matlab_hourly,1000.0,0.01,0.0001,48,-6556762.184123468,-1.2848439924860058,-9366948.833548859,77.0,0.49141254819488256
fast,1000.0,0.01,0.0001,48,-9245635.05185347,-1.7667475225987688,-10611654.112944946,103.0,0.49871877001921844
slow,1000.0,0.01,0.0001,48,-2217530.405916438,-0.4299930369792582,-4897416.274476859,57.0,0.4946695095948827
matlab_hourly,1000.0,0.01,0.0001,96,-775687.4408785001,-0.15240917039079502,-4008721.364285891,51.0,0.4957860021986075
fast,1000.0,0.01,0.0001,96,-459551.298091532,-0.08849466754131678,-5129906.339173926,59.0,0.5011359948068809
slow,1000.0,0.01,0.0001,96,4002298.042913468,0.7745131995186149,-4008721.36428589,49.0,0.496090973702914
matlab_hourly,1000.0,0.01,0.0005,24,3773170.487592842,0.9612376798836131,-2615589.2505053445,83.0,0.5061638868745467
fast,1000.0,0.01,0.0005,24,733626.3096741927,0.19020872715726841,-3909878.0470478926,100.0,0.4996725605762934
slow,1000.0,0.01,0.0005,24,-739200.6404266418,-0.17645816947288356,-4479146.118362222,101.0,0.5005841121495327
matlab_hourly,1000.0,0.01,0.0005,48,624639.1562551794,0.13891624823925688,-2934286.689580173,47.0,0.4962311557788945
fast,1000.0,0.01,0.0005,48,-774598.9816291259,-0.18512571998452804,-4460500.332499548,64.0,0.4944841012329656
slow,1000.0,0.01,0.0005,48,-1726774.7534499713,-0.373758836973658,-5100085.693404614,47.0,0.49063231850117095
matlab_hourly,1000.0,0.01,0.0005,96,1752436.093295764,0.4348374377541712,-2615589.250505344,29.0,0.4958553127354936
fast,1000.0,0.01,0.0005,96,-2488161.991118776,-0.6539701255791424,-4795050.884748898,50.0,0.48855461085676916
slow,1000.0,0.01,0.0005,96,402655.4181804497,0.10450928839797151,-2615589.2505053435,23.0,0.48858773181169757
matlab_hourly,1000.0,0.1,0.0,24,-9695516.121747594,-1.8043607521148157,-10387686.521595856,155.0,0.48936170212765956
fast,1000.0,0.1,0.0,24,-4909080.598251127,-0.9131789999974085,-8150549.979635924,179.0,0.4965537908300869
slow,1000.0,0.1,0.0,24,-8130489.057933826,-1.5112882673674966,-10147126.041420056,163.0,0.4995504944560983
matlab_hourly,1000.0,0.1,0.0,48,-8563040.410946,-1.5964840962976639,-8799594.610001191,75.0,0.4907018596280744
fast,1000.0,0.1,0.0,48,-5206913.131063927,-0.9702082525468038,-6889860.785935317,83.0,0.4964007198560288
slow,1000.0,0.1,0.0,48,-9764277.562802447,-1.8190986209936364,-10000831.761857638,83.0,0.49250149970005996
matlab_hourly,1000.0,0.1,0.0,96,-4458887.412175091,-0.8309140862673761,-6747007.6844759695,51.0,0.4881559220389805
fast,1000.0,0.1,0.0,96,2094647.4292220187,0.39059844665260957,-5170781.949081661,55.0,0.49760191846522783
slow,1000.0,0.1,0.0,96,-2549795.2610185067,-0.4751442492685868,-7355296.134237574,51.0,0.49055472263868066
matlab_hourly,1000.0,0.1,0.0001,24,-7726691.543483825,-1.492446275994162,-8537195.47771482,161.0,0.4887997325309261
fast,1000.0,0.1,0.0001,24,-3618271.4210365266,-0.7425472042255336,-6673348.7711302135,161.0,0.49618067087346396
slow,1000.0,0.1,0.0001,24,-8788381.602809435,-1.7215422853891351,-10858106.814936364,149.0,0.49703935910832464
matlab_hourly,1000.0,0.1,0.0001,48,-9028793.274876924,-1.7330348108713327,-9265347.473932115,87.0,0.49024072869225765
fast,1000.0,0.1,0.0001,48,-5085168.660850637,-1.0176272943163494,-6601213.968568465,93.0,0.4930875576036866
slow,1000.0,0.1,0.0001,48,-9726834.152329223,-1.9101585938408177,-9996846.565290961,83.0,0.49260255548083387
matlab_hourly,1000.0,0.1,0.0001,96,-6886841.481998516,-1.3282308370498581,-9039703.14798969,55.0,0.48533872598584427
fast,1000.0,0.1,0.0001,96,-663606.1647954643,-0.12918106636676246,-5295948.126322994,59.0,0.49361702127659574
slow,1000.0,0.1,0.0001,96,-2759153.869623206,-0.60202230393358,-6191164.041933245,49.0,0.4902962206332993
matlab_hourly,1000.0,0.1,0.0005,24,-3934238.1032113414,-0.9894386472958244,-5609564.360788425,113.0,0.4894915254237288
fast,1000.0,0.1,0.0005,24,168533.75589292613,0.04365836836670691,-3878186.113398197,109.0,0.4990500316656111
slow,1000.0,0.1,0.0005,24,651007.6671146771,0.20019005340225202,-2905936.6979427487,101.0,0.5019659239842726
matlab_hourly,1000.0,0.1,0.0005,48,-5402398.297614725,-1.3843069430787722,-5638952.496669919,55.0,0.48444444444444446
fast,1000.0,0.1,0.0005,48,-1890837.77659764,-0.4387354721217046,-4492392.627831145,63.0,0.4884735202492212
slow,1000.0,0.1,0.0005,48,-3828082.149681439,-0.9822498967461953,-4376815.562118995,55.0,0.49814356435643564
matlab_hourly,1000.0,0.1,0.0005,96,-4628752.527783304,-1.3747814246479446,-6330718.594729999,33.0,0.4725444702242846
fast,1000.0,0.1,0.0005,96,-509189.34992931766,-0.12739833245364213,-5170781.949081658,33.0,0.49270767279644895
slow,1000.0,0.1,0.0005,96,-1348815.907244192,-0.380111187182923,-4896475.283891257,35.0,0.4974300399771559
matlab_hourly,1000.0,0.5,0.0,24,-7723745.221834609,-1.4382483571763274,-11076241.964401599,155.0,0.4937012597480504
fast,1000.0,0.5,0.0,24,3046203.1915440825,0.5659700794402973,-4039300.6510922806,173.0,0.5086930455635491
slow,1000.0,0.5,0.0,24,-8328473.299397442,-1.552371226942065,-11042837.178018972,131.0,0.49280575539568344
matlab_hourly,1000.0,0.5,0.0,48,-8982483.41720482,-1.6727229540701196,-10940182.962848144,111.0,0.487256371814093
fast,1000.0,0.5,0.0,48,199053.23462180444,0.03703906905627961,-3896406.2722868957,109.0,0.5052473763118441
slow,1000.0,0.5,0.0,48,-9768032.948878406,-1.8199482305994616,-11920894.61486958,99.0,0.4881559220389805
matlab_hourly,1000.0,0.5,0.0,96,-4068100.54392818,-0.7582739459166811,-6860094.970837601,63.0,0.48680263947210556
fast,1000.0,0.5,0.0,96,8647461.089913335,1.6132674673021072,-4008721.364285891,77.0,0.5133433283358321
slow,1000.0,0.5,0.0,96,-885547.502798206,-0.16509360657608835,-6220243.059069449,51.0,0.4992503748125937
matlab_hourly,1000.0,0.5,0.0001,24,-8716242.187837794,-1.7220446209447793,-12524783.425191663,149.0,0.49055352999668544
fast,1000.0,0.5,0.0001,24,3793080.4084904343,0.7281523580151226,-4315266.794278793,153.0,0.5081743869209809
slow,1000.0,0.5,0.0001,24,-7354391.178350193,-1.4197997157854103,-9860574.051712237,135.0,0.4963648380700595
matlab_hourly,1000.0,0.5,0.0001,48,-9860131.428921795,-1.9473729983913317,-12751756.369779909,105.0,0.48184931506849316
fast,1000.0,0.5,0.0001,48,1277361.694329549,0.2522732414760746,-3271437.826908492,91.0,0.5017029972752044
slow,1000.0,0.5,0.0001,48,-9431446.616486302,-1.8026136166627236,-11453851.712458413,101.0,0.4874835309617918
matlab_hourly,1000.0,0.5,0.0001,96,-3761749.740965162,-0.7243366283580586,-6188854.138661563,67.0,0.4853083629318696
fast,1000.0,0.5,0.0001,96,6128155.236254387,1.2006689022008994,-4008721.3642858863,73.0,0.5050437121721587
slow,1000.0,0.5,0.0001,96,-2143759.473283746,-0.40756864631589845,-7123422.410070999,53.0,0.4959016393442623
matlab_hourly,1000.0,0.5,0.0005,24,-3288407.442622817,-0.8666801769317903,-6335623.944409483,117.0,0.4807578448786264
fast,1000.0,0.5,0.0005,24,-576343.769948643,-0.1369480433825808,-3862556.97921067,127.0,0.5027624309392266
slow,1000.0,0.5,0.0005,24,-4684205.329514844,-1.0912401081745575,-6688402.938038558,107.0,0.4867469879518072
matlab_hourly,1000.0,0.5,0.0005,48,-2002985.1548850068,-0.480140905257701,-5359936.702301856,61.0,0.4807692307692308
fast,1000.0,0.5,0.0005,48,-314109.23651025567,-0.07200737851010232,-3344520.127005486,63.0,0.49496743635287155
slow,1000.0,0.5,0.0005,48,-6786853.6868491415,-1.5672857321603921,-7549081.844258665,61.0,0.4804785894206549
matlab_hourly,1000.0,0.5,0.0005,96,-1626393.6891328734,-0.4464448638173101,-3828386.1535103964,41.0,0.4729637234770705
fast,1000.0,0.5,0.0005,96,1900714.226369537,0.4680930969121031,-4008721.3642858905,51.0,0.49740034662045063
slow,1000.0,0.5,0.0005,96,-3290266.379317633,-0.846134506600688,-5057569.500199548,41.0,0.48773006134969327
matlab_hourly,1000.0,1.0,0.0,24,-4604263.559944522,-0.8568150614659237,-10480859.924808042,151.0,0.4917541229385307
fast,1000.0,1.0,0.0,24,-5952687.36559975,-1.1069308846530657,-9518731.46474452,197.0,0.49835181300569376
slow,1000.0,1.0,0.0,24,-8778131.412241543,-1.6343439251204792,-12770780.009014526,133.0,0.49940047961630696
matlab_hourly,1000.0,1.0,0.0,48,-4503017.581577202,-0.8389222995824988,-8812979.209131656,95.0,0.49325337331334335
fast,1000.0,1.0,0.0,48,-2270103.1046847748,-0.42320576692118084,-6638085.218171795,141.0,0.495952023988006
slow,1000.0,1.0,0.0,48,-12183633.05375488,-2.269291842922017,-12837116.002141846,105.0,0.49115972430326643
matlab_hourly,1000.0,1.0,0.0,96,-3983535.297816652,-0.7428244920738756,-7774269.597220589,71.0,0.48531175059952036
fast,1000.0,1.0,0.0,96,-3730278.4671055167,-0.6953443139277175,-8432294.229888987,109.0,0.4935532233883059
slow,1000.0,1.0,0.0,96,-6487102.91357521,-1.2096038866460446,-8970509.56454878,53.0,0.495352323838081
matlab_hourly,1000.0,1.0,0.0001,24,-4483616.627379684,-0.9088550798196888,-8635963.957874566,167.0,0.49153116531165314
fast,1000.0,1.0,0.0001,24,-4875407.563295275,-0.9661022126261655,-8188798.0954018235,177.0,0.4890205646566748
slow,1000.0,1.0,0.0001,24,-6453117.687582821,-1.2775514323730097,-9668865.78388131,133.0,0.4978062774215322
matlab_hourly,1000.0,1.0,0.0001,48,-3331075.625919841,-0.6369154035811375,-7713369.110978293,91.0,0.4931323283082077
fast,1000.0,1.0,0.0001,48,-3692831.2802788178,-0.7278896932873546,-7138523.201676425,129.0,0.48928571428571427
slow,1000.0,1.0,0.0001,48,-12062870.908738194,-2.3213341558127265,-12688521.097087152,107.0,0.48838004101161997
matlab_hourly,1000.0,1.0,0.0001,96,-3360265.0596091487,-0.6607184230601302,-6980973.260860605,69.0,0.4863716814159292
fast,1000.0,1.0,0.0001,96,-2678373.258417933,-0.5252140941866736,-6877515.530951414,85.0,0.49240855762594893
slow,1000.0,1.0,0.0001,96,-5939677.485917497,-1.15446227641725,-8439329.838169554,61.0,0.49132755170113407
matlab_hourly,1000.0,1.0,0.0005,24,-1413558.6293518348,-0.3304066256361672,-5243899.569769212,111.0,0.48326482677627713
fast,1000.0,1.0,0.0005,24,-200101.2366923142,-0.052784704316199,-3617409.976402276,137.0,0.4888888888888889
slow,1000.0,1.0,0.0005,24,-2995306.3870780044,-0.7418395649774754,-5716026.164593742,113.0,0.4955804360636417
matlab_hourly,1000.0,1.0,0.0005,48,-457548.9056555266,-0.09983465220994268,-5055964.958013658,67.0,0.48534583821805394
fast,1000.0,1.0,0.0005,48,-1311820.9093446503,-0.3487757894426084,-3832036.662508599,87.0,0.4820846905537459
slow,1000.0,1.0,0.0005,48,-6300711.871727609,-1.392311305622787,-7018291.468893285,79.0,0.490249187432286
matlab_hourly,1000.0,1.0,0.0005,96,47678.57274496617,0.012360266881684161,-2855342.9980430165,39.0,0.4959785522788204
fast,1000.0,1.0,0.0005,96,-827741.3189608351,-0.19009214048037584,-4087687.646306897,49.0,0.4880952380952381
slow,1000.0,1.0,0.0005,96,-3049012.1817293833,-0.7359236991120474,-5613961.582950303,51.0,0.4911717495987159
