clock,split,scope,bucket,n_obs,n_days,n_clusters,sum_beta_kneg,se_cluster_kneg,t_cluster_kneg,se_nw_kneg,t_nw_kneg,sum_beta_kpos,se_cluster_kpos,t_cluster_kpos,se_nw_kpos,t_nw_kpos,diff_pos_minus_neg,se_cluster_diff,t_cluster_diff,se_nw_diff,t_nw_diff,beta_k0,se_cluster_k0,t_cluster_k0,abs_ratio_pos_over_neg,post_print_share,centroid_absbeta_D2
diss,block,pooled,POOLED,402946,67,67,-0.0017009381002209348,0.009510717494232497,-0.1788443512545105,,,-0.0114528389037824,0.009177440918238935,-1.2479338200937273,,,-0.009751900803561465,0.013378212366550188,-0.7289390044326354,,,-0.0019038572370322546,0.0021885154694523366,-0.8699309022972929,6.733248495224365,0.870688236564809,1.8847306747035422
diss,block,bucket,SFR_FF,57600,44,44,0.022838063179764438,0.03195727956092469,0.7146435332902791,,,-0.00817799865983087,0.030503586296008207,-0.268099579520624,,,-0.0310160618395953,0.04814592927658504,-0.644209433811457,,,-0.0009391316513652454,0.0036626564321914,-0.25640724669426734,0.35808634889305974,0.26366979477035934,-1.0571056328682462
diss,block,bucket,TU,86331,67,67,-0.007240297793448477,0.01947272662688961,-0.3718173593342831,,,0.007693604872229164,0.015685658088118715,0.49048658519828214,,,0.01493390266567764,0.02584282088122842,0.5778743247230126,,,0.0020656086126524895,0.004408913450157974,0.4685074080051351,1.0626088997597407,0.5151771137434328,0.052055749942327076
diss,block,bucket,FV,86336,67,67,0.01107149135121542,0.021614537143429476,0.5122243089337216,,,-0.012581140172891398,0.02370816789209072,-0.5306669089807058,,,-0.023652631524106814,0.03224147921149295,-0.7336087581141588,,,-0.00031258073022914535,0.004831709565795212,-0.06469360916102584,1.1363546042521409,0.5319129146399068,-0.4022651693831991
diss,block,bucket,TY_UXY,86340,67,67,-0.022242319072047965,0.022274594653400495,-0.9985510137511031,,,-0.01617268975803765,0.01452099216305411,-1.1137455055713046,,,0.006069629314010325,0.027887678543393454,0.2176455564261447,,,-0.004019383734885988,0.004700901893810712,-0.8550239561855093,0.7271134680538753,0.42099924614286777,1.2448571157226958
diss,block,bucket,US,86339,67,67,-0.005199930665028286,0.014400412073576346,-0.36109596298079283,,,-0.034180370785011446,0.013201597449354258,-2.5891086981055724,,,-0.02898044011998316,0.018340468953492034,-1.5801362655160063,,,-0.004641109236834247,0.004979116752960077,-0.9321149647826826,6.573235873102842,0.8679560472226135,2.220260919373159
diss,nonblock,pooled,POOLED,402946,67,67,-0.12453237794274238,0.020209401095672475,-6.162101358333129,,,0.021091662401392475,0.012940543921359836,1.6298899435423493,,,0.14562404034413484,0.02464549633062722,5.9087485352512985,,,-0.0011392618401713731,0.001901632722870826,-0.5990966743838267,0.16936689678478653,0.14483640442573367,-5.783682936351456
diss,nonblock,bucket,SFR_FF,57600,44,44,-0.17255343099278198,0.029019630259957734,-5.946093366698646,,,-0.0031525840040067463,0.0478739559826955,-0.06585175466064008,,,0.16940084698877522,0.062290659097137734,2.719522468442772,,,-0.0019702422191661293,0.005797828484308273,-0.3398241642536611,0.018270190200614562,0.017942379514237827,-1.24641415245411
diss,nonblock,bucket,TU,86331,67,67,-0.04828854220550186,0.019782270442348097,-2.441001013823475,,,0.0047727398717957075,0.03162638415245884,0.15091007080632846,,,0.05306128207729757,0.042825260983515044,1.2390183003840358,,,-0.002432777220696505,0.003317054172768371,-0.7334149802763518,0.09883793657477435,0.0899476922710418,-3.1185758001651775
diss,nonblock,bucket,FV,86336,67,67,-0.14662097712368502,0.02323400677558039,-6.310619538847165,,,0.059291770745049724,0.019416041675755533,3.0537517242294707,,,0.20591274786873476,0.034091157004898086,6.040063346607743,,,0.006093366551534581,0.0038792685487453946,1.570751412274681,0.4043880480692267,0.2879460905589344,-3.0012585151429545
