clock,bucket,k,beta,se_cluster,se_nw
exec,US,-23,0.0024983214119535854,0.003684562435688348,0.0033547295997430173
exec,US,-22,-0.006144463263734041,0.003833509787376314,0.0043559624561925
exec,US,-21,0.0005707627158761718,0.0025828194648864072,0.002776144233563366
exec,US,-20,-1.706078429899062e-05,0.0026582705735736243,0.0025415358246365888
exec,US,-19,0.0006574458500861436,0.002860000243401972,0.0030499402434493663
exec,US,-18,-0.001004162074220595,0.00385123877198245,0.0037316381692552797
exec,US,-17,-0.002717141549925373,0.0020459783881030644,0.002776101889675433
exec,US,-16,0.00989259636586801,0.006093058869004311,0.005888361950056948
exec,US,-15,0.0019537678285837545,0.002566936935314894,0.003084058440607869
exec,US,-14,-0.002286439659245518,0.0034664996139227825,0.0030252395165430474
exec,US,-13,-0.0005959304471258763,0.004498420653175799,0.003977273790372274
exec,US,-12,0.00561717568769247,0.004829632416630549,0.005204769153126187
exec,US,-11,0.009036481836957901,0.0041796601959270124,0.004203455413815116
exec,US,-10,0.002990921951926837,0.0035821111323782575,0.0036974239623943986
exec,US,-9,0.0007977809233303864,0.0037875287084895913,0.003247437568625619
exec,US,-8,-0.0037649261631287913,0.004225100049206919,0.0034724894817018733
exec,US,-7,0.004356123966703211,0.002766815939561863,0.0029830226021118423
exec,US,-6,-0.00043149759539187787,0.0021697726320161256,0.003145168858878926
exec,US,-5,-0.0006583080539337084,0.0029838373719847737,0.003444072435700762
exec,US,-4,0.0033549634523417984,0.003214924567230433,0.0031403989054560907
exec,US,-3,-0.0036343294724524642,0.00355095076808715,0.004273232672449084
exec,US,-2,0.005449539620008179,0.0033201261546352257,0.003580306307721301
exec,US,-1,0.0005480449619923691,0.0037182278256352305,0.003000969243833216
exec,US,0,-0.0004821475735652223,0.004095669374837512,0.00460916040346826
exec,US,1,-0.0046244098556497545,0.003305993626688209,0.0036667731417341356
exec,US,2,-0.004718224253318194,0.0041625696629349705,0.0036192045990736574
exec,US,3,-0.0027611331053821915,0.0027622795678287344,0.002662452541554698
exec,US,4,0.002337289949701241,0.003158659231026713,0.00312609421204691
exec,US,5,-0.0024022068492274814,0.00463224905424352,0.004184303883421331
exec,US,6,0.0033868903600254296,0.006231779173832713,0.0059481046101740815
exec,US,7,0.0015037138905745126,0.0032561611411388997,0.003358301951023339
exec,US,8,-0.0017063499399037174,0.0036053344542463926,0.004737204148399763
exec,US,9,0.000248828130356682,0.0030008135847727747,0.003604097286882449
exec,US,10,0.011634828795912492,0.007174956611736597,0.0078006537924845435
exec,US,11,0.0024675208578582306,0.0045211283267288654,0.004887249325518628
exec,US,12,-0.0030405107084816286,0.0027301748668402226,0.0030554284978317144
exec,US,13,-0.0006711206222377107,0.0030112825517675584,0.003342677646392307
exec,US,14,0.0007556785041932946,0.0030367030854922743,0.003273279796541819
