mode,pca_window_days,pca_input,zscore_lookback_days,min_zscore_belly,min_zscore_wing,max_adf_pvalue,max_half_life_days,n_trades,total_pnl,avg_pnl,median_pnl,win_rate,avg_days,sharpe,max_loss,mr_exits,sl_exits,mh_exits
forward_stanchart,260,levels,130,1.5,0.0,0.1,120.0,42,-53321364.30177119,-1269556.2928993143,-850815.3476448422,0.42857142857142855,1.0,-3.5237923773826685,-20556972.99512325,26,16,0
forward_stanchart,260,levels,130,1.5,0.0,0.2,60.0,43,-53833978.86951071,-1251952.9969653657,-850815.3476448422,0.4186046511627907,1.0,-3.515341474511425,-20556972.99512325,26,17,0
forward_stanchart,260,levels,130,1.5,0.0,0.2,120.0,43,-53833978.86951071,-1251952.9969653657,-850815.3476448422,0.4186046511627907,1.0,-3.515341474511425,-20556972.99512325,26,17,0
forward_stanchart,260,levels,130,1.5,0.0,0.5,60.0,43,-53833978.86951071,-1251952.9969653657,-850815.3476448422,0.4186046511627907,1.0,-3.515341474511425,-20556972.99512325,26,17,0
forward_stanchart,260,levels,130,1.5,0.0,0.5,120.0,44,-47915401.98624466,-1088986.4087782882,-810460.6359239176,0.4318181818181818,1.0,-3.0380632011273097,-20556972.99512325,26,18,0
forward_stanchart,260,levels,130,1.5,0.25,0.1,60.0,28,-18712122.213512816,-668290.0790540291,700519.0369508062,0.5714285714285714,1.0,-1.5763912706939924,-20556972.99512325,20,8,0
forward_stanchart,260,levels,130,1.5,0.25,0.1,120.0,28,-18712122.213512816,-668290.0790540291,700519.0369508062,0.5714285714285714,1.0,-1.5763912706939924,-20556972.99512325,20,8,0
forward_stanchart,260,levels,130,1.5,0.25,0.2,60.0,29,-19224736.78125234,-662921.9579742186,693665.6374260307,0.5517241379310345,1.0,-1.5913927979496627,-20556972.99512325,20,9,0
forward_stanchart,260,levels,130,1.5,0.25,0.2,120.0,29,-19224736.78125234,-662921.9579742186,693665.6374260307,0.5517241379310345,1.0,-1.5913927979496627,-20556972.99512325,20,9,0
forward_stanchart,260,levels,130,1.5,0.25,0.5,60.0,29,-19224736.78125234,-662921.9579742186,693665.6374260307,0.5517241379310345,1.0,-1.5913927979496627,-20556972.99512325,20,9,0
forward_stanchart,260,levels,130,1.5,0.25,0.5,120.0,29,-19224736.78125234,-662921.9579742186,693665.6374260307,0.5517241379310345,1.0,-1.5913927979496627,-20556972.99512325,20,9,0
forward_stanchart,260,levels,130,1.5,0.5,0.1,60.0,22,73395109.19641267,3336141.3271096665,2156392.9007565514,0.9090909090909091,1.0,13.66811544943035,-770105.9242029929,18,4,0
forward_stanchart,260,levels,130,1.5,0.5,0.1,120.0,22,73395109.19641267,3336141.3271096665,2156392.9007565514,0.9090909090909091,1.0,13.66811544943035,-770105.9242029929,18,4,0
forward_stanchart,260,levels,130,1.5,0.5,0.2,60.0,22,73395109.19641267,3336141.3271096665,2156392.9007565514,0.9090909090909091,1.0,13.66811544943035,-770105.9242029929,18,4,0
forward_stanchart,260,levels,130,1.5,0.5,0.2,120.0,22,73395109.19641267,3336141.3271096665,2156392.9007565514,0.9090909090909091,1.0,13.66811544943035,-770105.9242029929,18,4,0
forward_stanchart,260,levels,130,1.5,0.5,0.5,60.0,22,73395109.19641267,3336141.3271096665,2156392.9007565514,0.9090909090909091,1.0,13.66811544943035,-770105.9242029929,18,4,0
forward_stanchart,260,levels,130,1.5,0.5,0.5,120.0,22,73395109.19641267,3336141.3271096665,2156392.9007565514,0.9090909090909091,1.0,13.66811544943035,-770105.9242029929,18,4,0
forward_stanchart,260,levels,130,2.0,0.0,0.1,60.0,20,-67667210.53733131,-3383360.5268665655,-1830177.8834810345,0.3,1.0,-7.14496224764228,-20556972.99512325,10,10,0
