spec,tenor,venue,k,n_days,usable_bucket_days,n_trades,nw_lag,rho_F,crit_beta,crit_edge,beta_bps_per_unit_F,beta_se,beta_t,beta_p_normal,beta_significant,beta_sign_expected,sign_ok,edge_bps_per_trade,edge_se,edge_t,edge_p_normal,edge_significant,edge_upper_sizecorr,mde_bps,hit_rate,mean_abs_F,sd_fwd_bps,kill_floor_bps,kill_ceiling_bps,mde_over_ceiling,verdict
primary,7Y,D2C,5,379,230,223,5,0.03820173582759132,2.5486941700362933,2.502352947358188,0.1736377171600481,0.1242663319074343,1.3973029902370535,0.1623224770153392,False,-1,False,-0.027569911939680843,0.14449425676591962,-0.19080282190276973,0.8486800777452512,False,0.3340057173548489,0.48318506391806443,0.484304932735426,0.779084197965574,1.8147761117208898,0.125,1.1239381403151951,0.42990360998209465,AMBIGUOUS
primary,7Y,D2D,1,383,179,173,1,0.0038176526373416837,2.546270022382896,2.5287080993405016,-0.11617911236887762,0.07839237156390001,-1.4820206360790664,0.13833480417314836,False,-1,True,0.1127456929642341,0.06801779241148226,1.6575911826447518,0.09740001058246282,False,0.2847428355344102,0.2292423609244342,0.5433526011560693,0.8042771413997842,0.8931095222307389,0.125,0.572117701341462,0.4006909074599904,UNINFORMATIVE_COVERAGE
primary,7Y,D2D,2,382,179,173,2,0.0035029790124461294,2.5428483519105183,2.492875425618611,-0.17843684638657895,0.11088261283439604,-1.6092409966301535,0.10756365523276501,False,-1,True,0.16764275876083815,0.09403651179150199,1.7827411456151854,0.07462845020261219,False,0.4020640681167682,0.3135644344107879,0.5375722543352601,0.8042771413997842,1.240829481657298,0.125,0.572117701341462,0.5480767920229765,UNINFORMATIVE_COVERAGE
primary,7Y,D2D,3,381,178,172,3,0.003163203180729879,2.5853874833684922,2.5273838777532256,-0.1347953011857123,0.1294399872998661,-1.0413729481712621,0.2977024925415998,False,-1,True,0.1464406168738077,0.10825528685078031,1.352734089335168,0.1761405958064649,False,0.4200432835420206,0.3647126147283563,0.5465116279069767,0.8031392178032714,1.4535077497139965,0.125,0.572117701341462,0.63747829139564,UNINFORMATIVE_COVERAGE
primary,7Y,D2D,4,380,178,172,4,0.0031483865220207417,2.6158958584388956,2.542113734679664,-0.14949070348749527,0.13883572444380038,-1.0767452259595327,0.2815941016419665,False,-1,True,0.14400235996689906,0.1122497763828662,1.2828743593727066,0.19953609723638946,False,0.42935405822450423,0.37982349352523676,0.5581395348837209,0.8031392178032714,1.6516074332834079,0.125,0.572117701341462,0.6638904767928923,UNINFORMATIVE_COVERAGE
primary,7Y,D2D,5,379,178,172,5,0.003133491024323407,2.5486941700362933,2.502352947358188,-0.17773187131447518,0.16989929322302816,-1.0461012988509912,0.29551426562819744,False,-1,True,0.16172959083734556,0.13898908667647525,1.1636135951724278,0.2445806393879711,False,0.5095293415328461,0.4647759172773283,0.5174418604651163,0.8031392178032714,1.8147761117208898,0.125,0.572117701341462,0.8123781455940865,UNINFORMATIVE_COVERAGE
placebo,10Y,D2C,1,383,376,376,1,0.20868812363613615,2.5381166270286566,2.540702527797049,0.01982827187715886,0.05300401778769417,0.37408997854804793,0.7083373742795267,False,-1,False,-0.02357753794243995,0.04058111514583843,-0.5809977832720502,0.5612419475542438,False,0.07952700388941487,0.13725847002065983,0.4920212765957447,0.7159692115978914,0.8922388943743123,0.25,0.6593984713435584,0.20815709466385113,DEAD
placebo,10Y,D2C,2,382,375,375,2,0.20549369455752695,2.6242928737197717,2.5871341967175883,-0.0368302264711889,0.08183138737286093,-0.4500745698392437,0.652656672602758,False,-1,True,0.03871607462565105,0.061210894839263084,0.6325030001165255,0.5270582486811713,False,0.1970768738759927,0.20987718807306419,0.512,0.7152117961621525,1.2488577627117317,0.25,0.6593984713435584,0.3182858274533585,DEAD
placebo,10Y,D2C,3,381,374,374,3,0.20225635147084436,2.6673547003768463,2.565436567084556,-0.07464893797344854,0.10308835573897036,-0.7241257990617954,0.46898850715687784,False,-1,True,0.09092978615174319,0.08247829251054044,1.1024693090017919,0.2702576941641031,False,0.3025226137489799,0.2810083098829454,0.5133689839572193,0.7144503303764898,1.5064268655979298,0.25,0.6593984713435584,0.4261585704170294,AMBIGUOUS
placebo,10Y,D2C,4,380,373,373,4,0.20360439175127698,2.7167077605882453,2.6082733627023162,-0.15125128786140055,0.12511748765332487,-1.2088740806599885,0.22671122534405377,False,-1,True,0.1379177819627859,0.08914082816010521,1.5471898209771255,0.12181747977316373,False,0.37042142958201285,0.30752646137704587,0.5227882037533512,0.7136847816643624,1.7349917496055998,0.25,0.6593984713435584,0.46637424067793914,AMBIGUOUS
placebo,10Y,D2C,5,379,372,372,5,0.20313802291141586,2.657957781294606,2.651626317150358,-0.23721174287263447,0.13762412432454374,-1.723620361160259,0.08477640035160415,False,-1,True,0.21077961050054078,0.10265494709435555,2.05328253987411,0.040045183238787384,False,0.4829821698016116,0.3585991425069846,0.5349462365591398,0.7150947160527367,1.9208523636042771,0.25,0.6593984713435584,0.5438276824881324,AMBIGUOUS
placebo,10Y,D2D,1,383,376,376,1,0.23116766451311196,2.5381166270286566,2.540702527797049,0.02642479156430673,0.05629658989838448,0.469385296907034,0.63879425600929,False,-1,False,-0.05754187766541826,0.04012385248459674,-1.4341065003044804,0.15154187319900353,False,0.044400895767152594,0.1357118596563548,0.4574468085106383,0.6692482796505141,0.8922388943743123,0.25,0.5578963171317612,0.24325641788437014,DEAD
placebo,10Y,D2D,2,382,375,375,2,0.22765550750388522,2.6242928737197717,2.5871341967175883,-0.006332243487307288,0.09090451404586739,-0.06965818533623368,0.9444657241640534,False,-1,True,-0.030483428955078124,0.06419852946980434,-0.47483064186720897,0.6349076906451311,False,0.13560678201523452,0.2201210565362565,0.4666666666666667,0.6683662750629156,1.2488577627117317,0.25,0.5578963171317612,0.3945554931567497,DEAD
placebo,10Y,D2D,3,381,374,374,3,0.22409314355829052,2.6673547003768463,2.565436567084556,0.024279179412803695,0.09989368156181942,0.2430502013060603,0.8079665081535419,False,-1,False,-0.029058497219799674,0.0738697631008777,-0.39337471788175277,0.694042739868804,False,0.16044969424106542,0.2516785526055647,0.4946524064171123,0.6675852375408903,1.5064268655979298,0.25,0.5578963171317612,0.4511206560736706,DEAD
placebo,10Y,D2D,4,380,373,373,4,0.22089270974009145,2.7167077605882453,2.6082733627023162,-0.046192484932754574,0.12381258922311211,-0.373083910308305,0.7090859932898506,False,-1,True,0.015731167218001215,0.08160478527856177,0.1927726071982438,0.8471370573709327,False,0.228578754929116,0.28152790776271075,0.4932975871313673,0.6666940451482385,1.7349917496055998,0.25,0.5578963171317612,0.5046240656509314,DEAD
placebo,10Y,D2D,5,379,372,372,5,0.22489589135880958,2.657957781294606,2.651626317150358,-0.11411753122993244,0.13879251968031012,-0.8222167267572259,0.41095356058396637,False,-1,True,0.05742365314114478,0.09084656513008975,0.6320949290588556,0.527324848565289,False,0.29831479606280475,0.31734954113230823,0.49731182795698925,0.6661890682412567,1.9208523636042771,0.25,0.5578963171317612,0.5688324718898586,AMBIGUOUS
placebo,20Y,D2C,1,383,159,159,1,0.15463896086763412,2.5381166270286566,2.540702527797049,0.061886122673929594,0.12330772024303252,0.5018836010588433,0.6157494013507292,False,-1,False,-0.025789368827387974,0.1260647268037963,-0.20457244053307508,0.8379061892700682,False,0.2945036012290617,0.42639172093909317,0.5157232704402516,0.9272297048518069,1.2601458008320752,0.25,1.3317179743706968,0.32018169698474225,UNINFORMATIVE_COVERAGE
placebo,20Y,D2C,2,382,159,159,2,0.155088962278552,2.6242928737197717,2.5871341967175883,0.11398024905183884,0.1859641162831385,0.6129152834964081,0.5399323570199518,False,-1,False,-0.05894403037784984,0.1699524263929454,-0.3468266480736551,0.7287215560495341,False,0.38074570375846795,0.5827253048858584,0.5157232704402516,0.9272297048518069,1.727272344167017,0.25,1.3317179743706968,0.4375741081074055,UNINFORMATIVE_COVERAGE
placebo,20Y,D2C,3,381,158,158,3,0.148932647702888,2.6308588358100833,2.517445073178067,0.19140973650793863,0.19830124597291732,0.9652472709832601,0.33442097534252957,False,-1,False,-0.1822924070720431,0.1955446697944565,-0.9322289749122629,0.3512182043001976,False,0.30998055848824346,0.6568475117713052,0.5063291139240507,0.9267691333635272,2.1456988020054597,0.25,1.3317179743706968,0.4932331953255331,UNINFORMATIVE_COVERAGE
placebo,20Y,D2C,4,380,157,157,4,0.14932898852336227,2.618805806253619,2.567814981018271,0.07078297949329523,0.22492741755387904,0.31469253621044174,0.7529951117929368,False,-1,False,-0.027094215344471536,0.21727304650001203,-0.12470122631833229,0.9007600865192944,False,0.5308227684297387,0.7407785931916956,0.5159235668789809,0.9263026947225306,2.5155958742557725,0.25,1.3317179743706968,0.5562578619859437,UNINFORMATIVE_COVERAGE
placebo,20Y,D2C,5,379,157,157,5,0.1493264019007765,2.5870711480435635,2.550345193030599,-0.06683603308626176,0.257307899940625,-0.2597511895347345,0.7950557039195549,False,-1,True,0.14762309857994127,0.2444267550751989,0.6039563816756657,0.5458726420362701,False,0.7709956984340424,0.8290873469787146,0.5605095541401274,0.9263026947225306,2.8140791202494264,0.25,1.3317179743706968,0.6225697654719271,UNINFORMATIVE_COVERAGE
placebo,20Y,D2D,1,383,62,60,1,-0.06814338620248414,2.546270022382896,2.5287080993405016,-0.07350392156909762,0.15605513233925294,-0.4710125227365495,0.6376317922609109,False,-1,True,0.06996262868245444,0.1489798176088165,0.4696114534531025,0.6386326402398096,False,0.44668910010813945,0.5021110492990849,0.5333333333333333,0.9529733160481823,1.2601458008320752,0.25,0.8078622697335531,0.6215305109677789,UNINFORMATIVE_COVERAGE
placebo,20Y,D2D,2,382,62,60,2,-0.06814510477507565,2.5428483519105183,2.492875425618611,0.06174847362479889,0.2745716645046279,0.22489018936532734,0.8220647015759147,False,-1,False,-0.10911668141682943,0.2597034370773605,-0.4201587882116698,0.674369458751791,False,0.5382916348220118,0.8659802433150151,0.48333333333333334,0.9529733160481823,1.727272344167017,0.25,0.8078622697335531,1.0719404479684764,UNINFORMATIVE_COVERAGE
placebo,20Y,D2D,3,381,62,60,3,-0.06814683239836002,2.5853874833684922,2.5273838777532256,0.12923726347497333,0.23466852209539638,0.5507226206607991,0.5818238354697549,False,-1,False,-0.12897555033365884,0.22288239174857422,-0.5786708825305125,0.5628112666041314,False,0.43433381320676623,0.7508919170255416,0.4166666666666667,0.9529733160481823,2.1456988020054597,0.25,0.8078622697335531,0.9294801170417312,UNINFORMATIVE_COVERAGE
placebo,20Y,D2D,4,380,62,60,4,-0.0681485691440226,2.6158958584388956,2.542113734679664,0.23612503199578838,0.3084267184274186,0.7655790432155934,0.44392681799374434,False,-1,False,-0.21581713358561194,0.2953026085438678,-0.7308338204318702,0.4648806629886103,False,0.5348756834804866,0.999225762746088,0.48333333333333334,0.9529733160481823,2.5155958742557725,0.25,0.8078622697335531,1.2368763837376016,UNINFORMATIVE_COVERAGE
placebo,20Y,D2D,5,379,62,60,5,-0.06815031508450838,2.5486941700362933,2.502352947358188,-0.07586031305863283,0.35584587759570374,-0.2131830599561475,0.8311841807706173,False,-1,True,0.07861385345458984,0.34324445455188335,0.22903167818755513,0.8188442948020654,False,0.9375326259668487,1.147800593769277,0.5,0.9529733160481823,2.8140791202494264,0.25,0.8078622697335531,1.4207874742656832,UNINFORMATIVE_COVERAGE
placebo,2Y,D2C,1,383,280,276,1,-0.013169024313565566,2.546270022382896,2.5287080993405016,-0.10488519658352508,0.057259894068984095,-1.8317392703724564,0.06699027493693784,False,-1,True,0.08338784307673357,0.05265749667869608,1.5835892007086283,0.11328723305870829,False,0.21654328141914791,0.17747310565400015,0.5217391304347826,0.8702667410341915,0.9283031031323319,0.25,1.0098609191588044,0.17574014627859053,DEAD
placebo,2Y,D2C,2,382,279,275,2,-0.008818748149295222,2.5428483519105183,2.492875425618611,-0.11118618285199522,0.07818807913604986,-1.422034971066722,0.15501609902252433,False,-1,True,0.08009575410322711,0.07128340145379634,1.1236241883763454,0.2611724902102922,False,0.257796393841902,0.23769426400349225,0.4909090909090909,0.8697949837288613,1.2483119187409213,0.25,1.0098609191588044,0.23537326724306473,AMBIGUOUS
placebo,2Y,D2C,3,381,278,274,3,-0.0078752047348647,2.5853874833684922,2.5273838777532256,-0.08616898896420296,0.08844319340428841,-0.974286269496289,0.32991442020255424,False,-1,True,0.05460284922244775,0.07858597638996472,0.6948167056103465,0.48717017757098613,False,0.2532197789679402,0.26475655613634647,0.5255474452554745,0.8693197829395506,1.469436817651206,0.25,1.0098609191588044,0.2621713060813204,AMBIGUOUS
placebo,2Y,D2C,4,380,277,273,4,-0.00781865246291151,2.6158958584388956,2.542113734679664,-0.13488970545015305,0.09702002839403105,-1.3903284474657178,0.1644291632374635,False,-1,True,0.08431330006637852,0.08989446247639861,0.9379142801873319,0.34828846387236456,False,0.31283524779927707,0.3041790361336592,0.4945054945054945,0.8715213474084618,1.6484212113939374,0.25,1.0098609191588044,0.3012088401114034,AMBIGUOUS
placebo,2Y,D2C,5,379,277,273,5,-0.008086616634833054,2.5486941700362933,2.502352947358188,-0.100318359371187,0.1117154775278437,-0.8979808491279454,0.3691957594222953,False,-1,True,0.05107150235018887,0.10264089931729055,0.49757457982040043,0.6187839244317548,False,0.3079152592763059,0.34322851722456843,0.5091575091575091,0.8715213474084618,1.7960371252294747,0.25,1.0098609191588044,0.3398770174317385,AMBIGUOUS
placebo,2Y,D2D,1,383,159,153,1,-0.03528569845975443,2.546270022382896,2.5287080993405016,-0.15472749415685233,0.08353146148855942,-1.8523259547906272,0.06397903084975322,False,-1,True,0.1479968463673311,0.08176517031476407,1.810023091710087,0.07029220627786673,False,0.3547570947862305,0.27557555192251065,0.5359477124183006,0.9303423072786232,0.9283031031323319,0.25,0.6842971215532134,0.4027132998850133,UNINFORMATIVE_COVERAGE
placebo,2Y,D2D,2,382,158,152,2,-0.02817756231018268,2.5428483519105183,2.492875425618611,-0.23779325604668156,0.10777638878568448,-2.20635761437079,0.027358970300625802,False,-1,True,0.2264410696531597,0.10826580744341728,2.0915289415959335,0.0364806748365213,False,0.49633424046361113,0.36101197322474793,0.5328947368421053,0.9298840329844037,1.2483119187409213,0.25,0.6842971215532134,0.5275661139788593,UNINFORMATIVE_COVERAGE
placebo,2Y,D2D,3,381,157,151,3,-0.02905785523702,2.5853874833684922,2.5273838777532256,-0.044728511813431904,0.11508616650144605,-0.3886523738964743,0.6975333178985772,False,-1,True,0.025812310098812276,0.11670238797535894,0.22118065059870412,0.8249517747616495,False,0.32076404396303637,0.3931709415929505,0.5099337748344371,0.9294196888319824,1.469436817651206,0.25,0.6842971215532134,0.574561735259873,UNINFORMATIVE_COVERAGE
placebo,2Y,D2D,4,380,157,151,4,-0.028517095591860192,2.6158958584388956,2.542113734679664,-0.19903548963177073,0.11495622171720592,-1.7314024996524426,0.08338000110838341,False,-1,True,0.12477046764449568,0.12084253017108412,1.0325045947635367,0.301835796301317,False,0.43196592332585027,0.40889909499201454,0.5033112582781457,0.9294196888319824,1.6484212113939374,0.25,0.6842971215532134,0.5975461274247331,UNINFORMATIVE_COVERAGE
placebo,2Y,D2D,5,379,156,150,5,-0.02268447919185246,2.5486941700362933,2.502352947358188,-0.12975131859527916,0.1325183608477346,-0.9791195556996451,0.32752091016749213,False,-1,True,0.06078009923299154,0.13909074898690207,0.43698160859508417,0.6621246859651018,False,0.40883424491062387,0.4651158734185694,0.5466666666666666,0.9289491534241957,1.7960371252294747,0.25,0.6842971215532134,0.6796987138610963,UNINFORMATIVE_COVERAGE
placebo,30Y,D2C,1,383,370,370,1,0.23859055637711168,2.5381166270286566,2.540702527797049,0.04810074443271146,0.06518726227986749,0.7378856351751859,0.4605839488278041,False,-1,False,-0.019732872215477197,0.054389547695337895,-0.3628063304738355,0.7167495626095706,False,0.11845478909980595,0.1839630595401063,0.5027027027027027,0.768652903013249,1.1281415222051658,0.25,0.9480257431304152,0.19404859084591272,DEAD
placebo,30Y,D2C,2,382,369,369,2,0.23647992973769938,2.6242928737197717,2.5871341967175883,0.015399600006015085,0.09697525606135979,0.15879927139631572,0.8738270228687839,False,-1,False,-0.011157669026031082,0.07992584692424363,-0.1396002601837512,0.888975835038171,False,0.1956212227532949,0.27404618166206784,0.5121951219512195,0.7686150824369918,1.5816671977077024,0.25,0.9480257431304152,0.28907040093358377,DEAD
placebo,30Y,D2C,3,381,368,368,3,0.2341397891582421,2.6673547003768463,2.565436567084556,0.0009084876855902268,0.10646759564585552,0.008532997106576358,0.9931917359719858,False,-1,False,0.012989790543265963,0.09032164429471344,0.1438170290709185,0.8856449554170451,False,0.24470423961612797,0.3077310627625127,0.4701086956521739,0.7679863190740489,1.947402579475008,0.25,0.9480257431304152,0.32460201106604303,DEAD
placebo,30Y,D2C,4,380,367,367,4,0.23466388500978547,2.7167077605882453,2.6082733627023162,-0.05729243627358788,0.13789908521035374,-0.415466398389757,0.6778005083445933,False,-1,True,0.0671458439216302,0.10981161499572166,0.6114639505506431,0.5408924769607317,False,0.3535645542302932,0.37883849718199625,0.4986376021798365,0.7677665307100853,2.280435902193287,0.25,0.9480257431304152,0.3996078164829764,AMBIGUOUS
placebo,30Y,D2C,5,379,366,366,5,0.23487512972208585,2.657957781294606,2.651626317150358,-0.17507610639907162,0.1627001474849352,-1.076066058362254,0.28189771408323855,False,-1,True,0.1272748311360677,0.12503105519420651,1.0179457490651103,0.3087037385386366,False,0.45881046755010463,0.43676442732150816,0.5136612021857924,0.7697739314736657,2.5461880303422104,0.25,0.9480257431304152,0.4607094590905267,AMBIGUOUS
placebo,30Y,D2D,1,383,374,374,1,0.2578395952438642,2.5640849902743943,2.537682385655407,0.11676031809038939,0.06687842459037865,1.7458592783177926,0.08083540739854847,False,-1,False,-0.060741995745164194,0.052785243893391,-1.1507381848579357,0.24983996224572047,False,0.07321018790561878,0.17837736573078586,0.47058823529411764,0.7249930651698115,1.1281415222051658,0.25,0.5551126344742201,0.32133544555284277,DEAD
placebo,30Y,D2D,2,382,373,373,2,0.2555802121381253,2.701542823948038,2.6101913704412962,0.10535814291360272,0.09848361232299103,1.0698038021601572,0.28470763052803777,False,-1,False,-0.06367875168214855,0.07868865371600173,-0.8092494746698045,0.4183716621178095,False,0.14171369319900262,0.27161848668980443,0.4932975871313673,0.7250366447974043,1.5816671977077024,0.25,0.5551126344742201,0.48930337704720106,DEAD
placebo,30Y,D2D,3,381,372,372,3,0.2532990332978283,2.7503205508273543,2.626138583419507,0.11901284822155937,0.11063961374993407,1.075680257620479,0.2820702798025535,False,-1,False,-0.05691056610435567,0.09022474896814887,-0.6307644715580891,0.5281945369920944,False,0.18003212834023946,0.3128777589699751,0.4596774193548387,0.7242974959930962,1.947402579475008,0.25,0.5551126344742201,0.5636293241034228,DEAD
placebo,30Y,D2D,4,380,371,371,4,0.25174632736972985,2.7079227877653334,2.6208489087639393,0.02754723820384839,0.14317017653399894,0.19240905383186901,0.8474218009711085,False,-1,False,-0.006739942853984165,0.11374475228322765,-0.05925497852596766,0.9527490199993155,False,0.2913678670451376,0.3938378086281774,0.48517520215633425,0.7243471324972793,2.280435902193287,0.25,0.5551126344742201,0.7094736890670925,AMBIGUOUS
placebo,30Y,D2D,5,379,370,370,5,0.2540254685538487,2.7791175883738948,2.6628211071599504,-0.1157800807201206,0.1794124621472777,-0.6453290888181336,0.5187139458404144,False,-1,True,0.08989874350058066,0.13731790414851416,0.6546760530466005,0.5126763464371432,False,0.45555175705821105,0.48122267743875013,0.518918918918919,0.7245249988408777,2.5461880303422104,0.25,0.5551126344742201,0.8668919558902572,AMBIGUOUS
placebo,3Y,D2C,1,383,292,287,1,0.06550769951684347,2.512367234550866,2.5441948279601747,0.021972785160440832,0.05421150544826647,0.40531590072534057,0.6852453199786439,False,-1,False,-0.014938932678009989,0.04801251436626677,-0.3111466432282074,0.7556891435535049,False,0.10721425805000953,0.16256154229589423,0.46689895470383275,0.8440712434329022,0.8203925682143303,0.125,0.990173818769578,0.16417475317404218,DEAD
placebo,3Y,D2C,2,382,291,286,2,0.07019654509893172,2.5520205840861134,2.549528659075301,0.01830941978505513,0.069070893685574,0.2650815532864489,0.7909466375131828,False,-1,False,-0.012903863733465023,0.06103257498764338,-0.2114258449045863,0.8325549912188263,False,0.14270043533469418,0.206970610117391,0.479020979020979,0.8435260379903599,1.091630777798584,0.125,0.990173818769578,0.20902452296161433,AMBIGUOUS
placebo,3Y,D2C,3,381,290,285,3,0.07492693169469199,2.6308588358100833,2.517445073178067,0.07414763265909564,0.07896299437149937,0.939017488499122,0.3477217653849991,False,-1,False,-0.0642940554702491,0.06860021010022921,-0.9372282588684708,0.34864115666653717,False,0.10840320546555318,0.2304326543837183,0.4421052631578947,0.842977006544712,1.297584435416867,0.125,0.990173818769578,0.23271939735799252,DEAD
placebo,3Y,D2C,4,380,289,284,4,0.07499141437909047,2.618805806253619,2.567814981018271,0.08091413591268896,0.09185330554235153,0.8809060864486934,0.3783686529120263,False,-1,False,-0.06226365666993906,0.08340834450329028,-0.7464919372363624,0.45537030033765186,False,0.1519135398875427,0.2843754303486155,0.4753521126760563,0.8424241086804328,1.4696535371238801,0.125,0.990173818769578,0.28719748488400715,AMBIGUOUS
placebo,3Y,D2C,5,379,288,284,5,0.07501031230143482,2.5870711480435635,2.550345193030599,0.07657693262459768,0.10019154639180972,0.7643053269697567,0.4446853116463453,False,-1,False,-0.08286194734170403,0.09183161664766305,-0.9023248241357484,0.3668843424072721,False,0.15134037474389217,0.3114897605695974,0.5070422535211268,0.8424241086804328,1.6211887844116777,0.125,0.990173818769578,0.3145808894004738,AMBIGUOUS
placebo,3Y,D2D,1,383,220,212,1,0.07396525669947564,2.512367234550866,2.5441948279601747,0.07998210259631694,0.06501708610397458,1.2301705196140362,0.21863325692515073,False,-1,False,-0.07001835895034503,0.056345977561683136,-1.2426505312414617,0.21399664050996822,False,0.07333678573844926,0.1907771158311298,0.4528301886792453,0.8641490019658278,0.8203925682143303,0.125,0.6376377281806362,0.2991935818720636,DEAD
placebo,3Y,D2D,2,382,219,211,2,0.07371752979353285,2.5520205840861134,2.549528659075301,0.05454384855682964,0.09044234926572513,0.6030786351709694,0.5464563785864742,False,-1,False,-0.05507200250128434,0.0813289166289926,-0.6771515567152159,0.49830980020478616,False,0.1522784012558781,0.2757985468956039,0.47393364928909953,0.8635051583732488,1.091630777798584,0.125,0.6376377281806362,0.43253172562818143,AMBIGUOUS
placebo,3Y,D2D,3,381,219,211,3,0.07368327469911479,2.6308588358100833,2.517445073178067,0.05663274265447783,0.10968415766493624,0.5163256377231783,0.6056269929547538,False,-1,False,-0.058614681117342554,0.1003484074981214,-0.5841117221360973,0.5591451487534556,False,0.1940069229400682,0.33707695456305714,0.46919431279620855,0.8635051583732488,1.297584435416867,0.125,0.6376377281806362,0.5286339557178252,AMBIGUOUS
placebo,3Y,D2D,4,380,219,211,4,0.0736488362852485,2.618805806253619,2.567814981018271,0.028291823262415184,0.10918911989946661,0.2591084467799011,0.7955515677184285,False,-1,False,-0.01620661929885358,0.10358340738729462,-0.156459607842959,0.8756707553571694,False,0.24977640597516015,0.3531610203769944,0.5023696682464455,0.8635051583732488,1.4696535371238801,0.125,0.6376377281806362,0.5538584132790642,AMBIGUOUS
placebo,3Y,D2D,5,379,219,211,5,0.07426289635241962,2.5870711480435635,2.550345193030599,-0.013816412059706037,0.11676838631229933,-0.11832322511294943,0.9058115556831248,False,-1,True,0.027144075004975378,0.11120639306360691,0.2440873609617905,0.8071631610449942,False,0.31075876498901667,0.3772083516954285,0.4976303317535545,0.8635051583732488,1.6211887844116777,0.125,0.6376377281806362,0.5915715695991082,AMBIGUOUS
placebo,5Y,D2C,1,383,372,369,1,0.1625285378887727,2.5381166270286566,2.540702527797049,0.05260305669303617,0.0504195895639098,1.0433059282713655,0.29680662632238775,False,-1,False,-0.06044172788377054,0.037398839429032604,-1.6161391317627307,0.10606423532671869,False,0.03457759799024856,0.12649498324847686,0.45528455284552843,0.7141170344939978,0.7867765982220754,0.25,0.6506431747191316,0.19441529268801133,DEAD
placebo,5Y,D2C,2,382,371,368,2,0.1621500880863459,2.6242928737197717,2.5871341967175883,-0.039816069037927476,0.079183323376061,-0.5028340228766506,0.6150809709115641,False,-1,True,0.02079589988874353,0.05717486824290647,0.36372449168387233,0.7160637525401302,False,0.1687149567127893,0.19603863996400955,0.5081521739130435,0.7138054129183863,1.0771134516206728,0.25,0.6506431747191316,0.30129977164309013,DEAD
placebo,5Y,D2C,3,381,370,367,3,0.1632986391360439,2.6673547003768463,2.565436567084556,-0.006667966229489528,0.0951574676437982,-0.07007296846580287,0.9441355818404633,False,-1,True,-0.04170844990161199,0.06564165943375345,-0.6353960314440981,0.5251701557298927,False,0.12669106353385,0.22364492782187073,0.4550408719346049,0.7152695405060784,1.2968939740672687,0.25,0.6506431747191316,0.34372900002895346,DEAD
placebo,5Y,D2C,4,380,369,366,4,0.16569598560225687,2.7167077605882453,2.6082733627023162,-0.09790851660618131,0.10632965296386168,-0.9208016190879278,0.35715400953135273,False,-1,True,0.00780542821832042,0.07398362986693567,0.10550209867181409,0.9159774047854393,False,0.20077495927627625,0.2552357248907681,0.5300546448087432,0.7144915884309584,1.4897529165994838,0.25,0.6506431747191316,0.3922821829352898,DEAD
placebo,5Y,D2C,5,379,368,365,5,0.1648004669960109,2.657957781294606,2.651626317150358,-0.14970530951600497,0.11073401097629557,-1.3519361232932476,0.1763957503952538,False,-1,True,0.048333693203860766,0.0817416200872952,0.5912984493363754,0.5543204683976095,False,0.26508192423383903,0.2855437141620962,0.5205479452054794,0.7152351559858535,1.6462544626752662,0.25,0.6506431747191316,0.4388637662807408,AMBIGUOUS
placebo,5Y,D2D,1,383,375,373,1,0.19802884178369715,2.5381166270286566,2.540702527797049,0.06906161484006679,0.05448408217901173,1.2675558085600016,0.20495662172430243,False,-1,False,-0.06012222658213597,0.03572034070507591,-1.6831369856892915,0.09234857603314782,False,0.03063253334102222,0.12081775713100897,0.4584450402144772,0.6345784068505413,0.7867765982220754,0.25,0.5432481728813493,0.22239882831119387,DEAD
placebo,5Y,D2D,2,382,374,372,2,0.19776558758954646,2.6242928737197717,2.5871341967175883,0.020159238911177657,0.08247610981635954,0.2444251911985666,0.8069015335833096,False,-1,False,0.0020991756070044736,0.05585124593886171,0.037585116888929626,0.9700184745398933,False,0.14659384390471794,0.19150026280136248,0.5188172043010753,0.6350242531482357,1.0771134516206728,0.25,0.5432481728813493,0.35250972273990144,DEAD
placebo,5Y,D2D,3,381,373,371,3,0.1991079566592833,2.6673547003768463,2.565436567084556,0.059814075692617374,0.09510549747738858,0.6289234300765655,0.5293991860605396,False,-1,False,-0.0379900610993172,0.06432812860693539,-0.5905668627708437,0.5548106733059909,False,0.12703967232103291,0.21916965237195618,0.4555256064690027,0.6363447249231581,1.2968939740672687,0.25,0.5432481728813493,0.403442962742969,DEAD
placebo,5Y,D2D,4,380,372,370,4,0.2011419048668663,2.7167077605882453,2.6082733627023162,-0.026510047311909788,0.11291821960471989,-0.23477209793698953,0.8143856251374054,False,-1,True,0.005624544298326647,0.06806361711878169,0.08263657643276488,0.9341405169368483,False,0.18315306379841428,0.23481230490103122,0.5108108108108108,0.6353618728283558,1.4897529165994838,0.25,0.5432481728813493,0.43223763396313625,DEAD
placebo,5Y,D2D,5,379,371,369,5,0.20052228249425091,2.657957781294606,2.651626317150358,-0.07403695870234173,0.12546064356323922,-0.590120986148321,0.5551095400942867,False,-1,True,0.042064454820421,0.07863443341580623,0.5349368335623522,0.592693537102218,False,0.2505735878999803,0.27468954193227735,0.5257452574525745,0.6363446224221256,1.6462544626752662,0.25,0.5432481728813493,0.5056428270625261,AMBIGUOUS
