spec,tenor,venue,k,n_days,usable_bucket_days,n_trades,nw_lag,rho_F,crit_beta,crit_edge,beta_bps_per_unit_F,beta_se,beta_t,beta_p_normal,beta_significant,beta_sign_expected,sign_ok,edge_bps_per_trade,edge_se,edge_t,edge_p_normal,edge_significant,edge_upper_sizecorr,mde_bps,hit_rate,mean_abs_F,sd_fwd_bps,kill_floor_bps,kill_ceiling_bps,mde_over_ceiling,verdict
primary,3Y,D2D,5,379,221,213,5,0.10256904044342381,2.5870711480435635,2.550345193030599,-0.09435118983358921,0.11436443043821953,-0.8250046755976141,0.40936893620806425,False,-1,True,0.14738219892474966,0.10257591847278853,1.436810911557642,0.15077172910023567,False,0.4089861995225246,0.34793407163771783,0.5586854460093896,0.7830348533467844,1.6211887844116777,0.125,0.6376377281806362,0.5456610489948168,AMBIGUOUS
primary,5Y,D2C,1,383,372,369,1,0.017540139842619016,2.546270022382896,2.5287080993405016,0.03644311146640507,0.06544325432141883,0.5568658197744554,0.5776191092933403,False,-1,False,-0.01828817558805471,0.039538880885003985,-0.4625365002424971,0.6436966335763923,False,0.0816941127447142,0.1332590500372985,0.4986449864498645,0.4542534296000355,0.7867765982220754,0.25,0.6506431747191316,0.20481126247858283,DEAD
primary,5Y,D2C,2,382,371,368,2,0.01656369189215845,2.5428483519105183,2.492875425618611,0.016623540387507373,0.10315961809106734,0.1611438729138414,0.8719800861645721,False,-1,False,-0.015393485193667207,0.05975187641082372,-0.2576234608571851,0.7966975215960934,False,0.13356049914547563,0.1992424322723166,0.5054347826086957,0.452770422615253,1.0771134516206728,0.25,0.6506431747191316,0.30622381055226655,DEAD
primary,5Y,D2C,3,381,370,367,3,0.01660954711028047,2.5853874833684922,2.5273838777532256,0.06862882545401225,0.12113976049868357,0.5665260123636949,0.5710362550981236,False,-1,False,-0.03159790662718728,0.06865250147041485,-0.4602586351613729,0.6453305882488471,False,0.14191331875656882,0.23129062835915296,0.5040871934604905,0.4537102789786327,1.2968939740672687,0.25,0.6506431747191316,0.3554799886420019,DEAD
primary,5Y,D2C,4,380,369,366,4,0.016597099273056862,2.6158958584388956,2.542113734679664,0.13924292318169376,0.15440663401224655,0.9017936571990158,0.3671664897882386,False,-1,False,-0.023835583462741203,0.07506050108083086,-0.3175516166228791,0.7508250800485141,False,0.16697674726677667,0.2539848422417678,0.5136612021857924,0.45482118023581986,1.4897529165994838,0.25,0.6506431747191316,0.39035965043575155,DEAD
primary,5Y,D2C,5,379,368,365,5,0.016632920297721933,2.5486941700362933,2.502352947358188,0.21850966426346824,0.16769682675264141,1.3030041682647788,0.19257333851699512,False,-1,False,-0.05981458376531732,0.08277992879375944,-0.72257351071588,0.4699419473611578,False,0.14733001503384754,0.2768139445856467,0.5095890410958904,0.4559670317820723,1.6462544626752662,0.25,0.6506431747191316,0.4254466278004702,DEAD
primary,5Y,D2D,1,383,375,370,1,0.10566776073457064,2.512367234550866,2.5441948279601747,-0.0901432297959374,0.1542562811437534,-0.5843731556832475,0.55896928331275,False,-1,True,0.04870701351681272,0.037480841413429666,1.2995176116660132,0.19376635343525467,False,0.144065576388456,0.12690323485736474,0.5081081081081081,0.20020792430873685,0.7867765982220754,0.25,0.5432481728813493,0.23360084983678656,DEAD
primary,5Y,D2D,2,382,374,369,2,0.1058554405089357,2.5520205840861134,2.549528659075301,0.05607317535959533,0.2278092939976788,0.2461408592055365,0.8055731947499957,False,-1,False,0.009642665625264652,0.05589230762491275,0.1725222313234147,0.8630269853190365,False,0.15214170573683267,0.18953919300208388,0.5203252032520326,0.20067489651081652,1.0771134516206728,0.25,0.5432481728813493,0.34889982601649927,DEAD
primary,5Y,D2D,3,381,373,368,3,0.10522461257559586,2.6308588358100833,2.517445073178067,-0.11797144334061223,0.26009981354817624,-0.4535621988008896,0.650143966144349,False,-1,True,0.040023969567340355,0.06817987067678724,0.5870349880403493,0.5571802086013362,False,0.21166304909253617,0.22902070638903524,0.5407608695652174,0.20087985952050263,1.2968939740672687,0.25,0.5432481728813493,0.4215765792166881,DEAD
primary,5Y,D2D,4,380,372,367,4,0.10538788985524467,2.618805806253619,2.567814981018271,-0.23353970561153933,0.34641683998572864,-0.6741580623538985,0.5002108288299532,False,-1,True,0.018258575522607286,0.08372455750543929,0.21807909252218013,0.8273674871204271,False,0.23324774856420002,0.2854535384096669,0.5122615803814714,0.20103231816706565,1.4897529165994838,0.25,0.5432481728813493,0.5254569691337236,DEAD
primary,5Y,D2D,5,379,371,366,5,0.10535707721258016,2.5870711480435635,2.550345193030599,-0.09543149415716878,0.3672869255136584,-0.2598281820778288,0.7949963111864293,False,-1,True,0.007001955001080622,0.0933663263093796,0.07499443619403931,0.9402191387020901,False,0.24511831649513324,0.31669544421672396,0.5382513661202186,0.20153190969707996,1.6462544626752662,0.25,0.5432481728813493,0.5829664231303238,DEAD
primary,7Y,D2C,1,383,231,224,1,0.03786206671712971,2.546270022382896,2.5287080993405016,0.06543699487817793,0.06973467669239834,0.9383709508946659,0.3480538090857333,False,-1,False,-0.05216930593763079,0.0634592380551009,-0.8220915903896105,0.411024771348944,False,0.10830058331027982,0.21387853146144187,0.48660714285714285,0.7798182096927757,0.8931095222307389,0.125,1.1239381403151951,0.19029386386110375,DEAD
primary,7Y,D2C,2,382,231,224,2,0.03797477232467193,2.5428483519105183,2.492875425618611,0.07739940457074342,0.09262697538426898,0.8356032813297314,0.40337812216605023,False,-1,False,-0.025077342987060547,0.10404459972917161,-0.24102493596339397,0.8095357900431006,False,0.23429288284611616,0.34693637020384227,0.47767857142857145,0.7798182096927757,1.240829481657298,0.125,1.1239381403151951,0.3086792393276627,AMBIGUOUS
primary,7Y,D2C,3,381,230,223,3,0.03807311707781184,2.5853874833684922,2.5273838777532256,0.029258310574525763,0.11199562999029487,0.26124510909096343,0.7939034935495213,False,-1,False,0.04489024551460027,0.11600858249499658,0.38695624538414103,0.6987886005437534,False,0.3380884665934597,0.39083350738334366,0.48878923766816146,0.779084197965574,1.4535077497139965,0.125,1.1239381403151951,0.3477357813248859,AMBIGUOUS
primary,7Y,D2C,4,380,230,223,4,0.03807310652983033,2.6158958584388956,2.542113734679664,0.15921290299950808,0.11695358968069933,1.3613340422827802,0.17340814962595016,False,-1,False,-0.02606555271576338,0.13098501100838864,-0.19899645398429652,0.8422655184345025,False,0.3069132428058283,0.4432185620660335,0.45739910313901344,0.779084197965574,1.6516074332834079,0.125,1.1239381403151951,0.3943442669733924,AMBIGUOUS
