TemplateVersion,Header_AssetClass,Header_InstrumentType,Header_UseCase,Header_Level,Identifier_UPI,Identifier_Status,Identifier_StatusReason,Identifier_LastUpdateDateTime,Derived_ClassificationType,Derived_UnderlyingAssetType,Derived_SingleorMultiCurrency,Derived_CFIDeliveryType,Derived_ShortName,Derived_UnderlierName,Attributes_NotionalCurrency,Attributes_NotionalSchedule,Attributes_DeliveryType,Attributes_ReferenceRate,Attributes_ReferenceRateTermValue,Attributes_ReferenceRateTermUnit,Attributes_OtherNotionalCurrency,Attributes_OtherLegReferenceRate,Attributes_OtherLegReferenceRateTermValue,Attributes_OtherLegReferenceRateTermUnit,Attributes_Underlying_UnderlierCharacteristic,Attributes_Underlying_ReferenceRate,Attributes_Underlying_ReferenceRateTermValue,Attributes_Underlying_ReferenceRateTermUnit,Attributes_OtherLegUnderlying_OtherLegUnderlierCharacteristic,Attributes_OtherLegUnderlying_OtherLegReferenceRate,Attributes_OtherLegUnderlying_OtherLegReferenceRateTermValue,Attributes_OtherLegUnderlying_OtherLegReferenceRateTermUnit,Derived_OptionExerciseStyle,Derived_ValuationMethodorTrigger,Derived_CFIOptionStyleandType,Attributes_UnderlyingInstrumentIndex,Attributes_UnderlyingInstrumentIndexTermValue,Attributes_UnderlyingInstrumentIndexTermUnit,Attributes_OptionType,Attributes_UnderlyingInstrumentUPI,Attributes_OptionExerciseStyle,Attributes_ValuationMethodorTrigger,Derived_ReturnorPayoutTrigger,Attributes_UnderlyingAssetType,Attributes_UnderlyingInstrumentISIN,Attributes_UnderlierCharacteristic,Attributes_ReturnorPayoutTrigger
1,Rates,Swap,Fixed_Fixed,UPI,QZSJK0ZGWZBG,New,,2023-10-15 13:23:45,SRDCSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd JPY,N/A,JPY,Constant,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZPTHP177S1W,New,,2023-10-16 06:34:10,SRDCSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd CNY,N/A,CNY,Constant,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZMHBZV0H1KV,New,,2023-10-16 07:04:58,SRDCSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd EUR,N/A,EUR,Constant,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZLFJG10G6JL,New,,2023-10-16 09:21:16,SRDCSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd GBP,N/A,GBP,Constant,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZ3JTLVWP1JW,New,,2023-10-16 09:35:45,SRDCSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd PLN,,PLN,Constant,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZNZMP8J7B79,New,,2023-10-16 09:40:21,SRDYSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd EUR,,EUR,Custom,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZNW372GPR24,New,,2023-10-16 10:34:42,SRDCSC,Fixed - Fixed,Single Currency,Cash,NA/Swap Fxd Fxd USD,,USD,Constant,CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZQXG2FPCVPZ,New,,2023-10-16 12:15:40,SRDCSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd USD,,USD,Constant,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZRXR28T07MS,New,,2023-10-16 12:39:25,SRDCSC,Fixed - Fixed,Single Currency,Cash,NA/Swap Fxd Fxd EUR,N/A,EUR,Constant,CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZKKBK12S2CP,New,,2023-10-16 12:58:59,SRDCSC,Fixed - Fixed,Single Currency,Cash,NA/Swap Fxd Fxd BRL,,BRL,Constant,CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZRJ2ZQQQQWM,New,,2023-10-16 13:25:41,SRDYSC,Fixed - Fixed,Single Currency,Cash,NA/Swap Fxd Fxd EUR,,EUR,Custom,CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZ70P2J66QWL,New,,2023-10-16 14:00:47,SRDCSC,Fixed - Fixed,Single Currency,Cash,NA/Swap Fxd Fxd GBP,N/A,GBP,Constant,CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZCMM66KFLDT,New,,2023-10-16 17:36:06,SRDCSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd CLF,N/A,CLF,Constant,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZSN1P58SLJ2,New,,2023-10-16 19:15:42,SRDCSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd CAD,N/A,CAD,Constant,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZVBPBQTJ1BT,New,,2023-10-17 04:20:43,SRDCSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd SGD,N/A,SGD,Constant,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZH4RTKBD9NZ,New,,2023-10-17 05:37:18,SRDCSC,Fixed - Fixed,Single Currency,Cash,NA/Swap Fxd Fxd KRW,,KRW,Constant,CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZ5TGQR5Q1HN,New,,2023-10-17 07:03:24,SRDCSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd HKD,,HKD,Constant,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZNL1CBG51ZL,New,,2023-10-17 07:40:44,SRDISP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd AED,,AED,Accreting,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZZH8G5CKKB7,New,,2023-10-17 07:40:44,SRDCSC,Fixed - Fixed,Single Currency,Cash,NA/Swap Fxd Fxd INR,,INR,Constant,CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZJJ2RGG3CZB,New,,2023-10-17 07:40:44,SRDCSC,Fixed - Fixed,Single Currency,Cash,NA/Swap Fxd Fxd CHF,,CHF,Constant,CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZMVWX9FC9BC,New,,2023-10-17 07:40:44,SRDDSC,Fixed - Fixed,Single Currency,Cash,NA/Swap Fxd Fxd INR,,INR,Amortizing,CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZK3VPG8J6LP,New,,2023-10-17 07:40:44,SRDDSC,Fixed - Fixed,Single Currency,Cash,NA/Swap Fxd Fxd USD,,USD,Amortizing,CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZ9SFKJ7MTMD,New,,2023-10-17 07:40:44,SRDCSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd CHF,,CHF,Constant,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZ608PZFLLCB,New,,2023-10-17 07:40:44,SRDCSC,Fixed - Fixed,Single Currency,Cash,NA/Swap Fxd Fxd MXN,,MXN,Constant,CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZCZXL5814CF,New,,2023-10-17 07:40:44,SRDCSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd AUD,,AUD,Constant,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZNB5Q89HXB4,New,,2023-10-17 07:40:44,SRDDSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd CAD,,CAD,Amortizing,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZGLX1VWFS9H,New,,2023-10-17 07:40:44,SRDCSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd NOK,N/A,NOK,Constant,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZCHZ6JLZSPK,New,,2023-10-17 07:40:45,SRDDSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd EUR,,EUR,Amortizing,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZ25BVD3Q6PC,New,,2023-10-17 07:40:45,SRDISP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd EUR,,EUR,Accreting,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZ8Z996KHZ6R,New,,2023-10-17 07:40:45,SRDCSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd THB,,THB,Constant,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZ94V79NX986,New,,2023-10-17 07:40:48,SRDCSC,Fixed - Fixed,Single Currency,Cash,NA/Swap Fxd Fxd JPY,N/A,JPY,Constant,CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZM17RHZ7MTK,New,,2023-10-17 07:40:59,SRDCSC,Fixed - Fixed,Single Currency,Cash,NA/Swap Fxd Fxd NOK,N/A,NOK,Constant,CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZBWH832GD2Q,New,,2023-10-17 07:40:59,SRDCSC,Fixed - Fixed,Single Currency,Cash,NA/Swap Fxd Fxd AUD,N/A,AUD,Constant,CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZNRQ6PNVVDG,New,,2023-10-17 07:40:59,SRDDSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd GBP,,GBP,Amortizing,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZPXLGNG3KNH,New,,2023-10-17 07:40:59,SRDYSC,Fixed - Fixed,Single Currency,Cash,NA/Swap Fxd Fxd DKK,,DKK,Custom,CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZRS523G71VR,New,,2023-10-17 07:41:01,SRDDSC,Fixed - Fixed,Single Currency,Cash,NA/Swap Fxd Fxd EUR,N/A,EUR,Amortizing,CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZ15GPC2HPRW,New,,2023-10-17 07:41:03,SRDCSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd KRW,N/A,KRW,Constant,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZJBLN9546MK,New,,2023-10-17 07:41:06,SRDCSC,Fixed - Fixed,Single Currency,Cash,NA/Swap Fxd Fxd SAR,,SAR,Constant,CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZT7WLW4N9SB,New,,2023-10-17 07:41:06,SRDCSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd RUB,N/A,RUB,Constant,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZSZPZ0LZZDN,New,,2023-10-17 07:41:08,SRDYSC,Fixed - Fixed,Single Currency,Cash,NA/Swap Fxd Fxd USD,N/A,USD,Custom,CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZPJK4WF2PX4,New,,2023-10-17 07:41:09,SRDYSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd PEN,N/A,PEN,Custom,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZPR57KLMTR4,New,,2023-10-17 07:41:11,SRDYSC,Fixed - Fixed,Single Currency,Cash,NA/Swap Fxd Fxd GBP,,GBP,Custom,CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZ4JP8F83852,New,,2023-10-17 07:41:13,SRDCSC,Fixed - Fixed,Single Currency,Cash,NA/Swap Fxd Fxd PLN,N/A,PLN,Constant,CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZ9P5S9PVXKV,New,,2023-10-17 07:41:14,SRDCSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd MXN,,MXN,Constant,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZ08FHG43M96,New,,2023-10-17 07:41:14,SRDDSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd USD,,USD,Amortizing,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZF4ZT7Z9RT2,New,,2023-10-17 07:41:15,SRDCSC,Fixed - Fixed,Single Currency,Cash,NA/Swap Fxd Fxd DKK,,DKK,Constant,CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZSCVWN00X42,New,,2023-10-17 07:41:16,SRDCSC,Fixed - Fixed,Single Currency,Cash,NA/Swap Fxd Fxd ZAR,,ZAR,Constant,CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZHP4N396B4V,New,,2023-10-17 07:41:16,SRDCSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd SAR,N/A,SAR,Constant,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZD73V8WXVM2,New,,2023-10-17 07:41:16,SRDCSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd SEK,N/A,SEK,Constant,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZJ277WZLJ5B,New,,2023-10-17 07:41:16,SRDCSC,Fixed - Fixed,Single Currency,Cash,NA/Swap Fxd Fxd SEK,N/A,SEK,Constant,CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZ1RMWW0RJ6V,New,,2023-10-17 07:41:16,SRDCSC,Fixed - Fixed,Single Currency,Cash,NA/Swap Fxd Fxd THB,,THB,Constant,CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZKBT0TQ088J,New,,2023-10-17 07:41:17,SRDDSC,Fixed - Fixed,Single Currency,Cash,NA/Swap Fxd Fxd GBP,,GBP,Amortizing,CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZRZDHR6R00Z,New,,2023-10-17 07:41:19,SRDYSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd CLF,N/A,CLF,Custom,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZ5L84B73087,New,,2023-10-17 07:41:19,SRDCSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd NGN,,NGN,Constant,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZHFFP02LSGL,New,,2023-10-17 07:41:21,SRDCSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd INR,N/A,INR,Constant,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZNJGTX242ZL,New,,2023-10-17 07:41:23,SRDYSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd GBP,,GBP,Custom,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZFWZZDTTT8G,New,,2023-10-17 07:41:23,SRDCSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd COP,N/A,COP,Constant,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZ4J3FNFD0PR,New,,2023-10-17 07:41:24,SRDCSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd ZMW,N/A,ZMW,Constant,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZ9M2FJW33J8,New,,2023-10-17 07:41:26,SRDCSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd KES,N/A,KES,Constant,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZW2DKXK0MGP,New,,2023-10-17 07:41:27,SRDCSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd NZD,N/A,NZD,Constant,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZVLHCSV67J7,New,,2023-10-17 07:41:29,SRDYSC,Fixed - Fixed,Single Currency,Cash,NA/Swap Fxd Fxd NOK,,NOK,Custom,CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZXKQHJXFBT7,New,,2023-10-17 07:41:34,SRDYSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd AUD,,AUD,Custom,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZ8QMFDKN2G2,New,,2023-10-17 07:41:35,SRDCSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd BRL,,BRL,Constant,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZDHMXQC34MJ,New,,2023-10-17 07:41:38,SRDISP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd CAD,,CAD,Accreting,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZ7GDT16HTD8,New,,2023-10-17 07:41:39,SRDDSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd AUD,,AUD,Amortizing,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZJ5TW5R89RZ,New,,2023-10-17 07:41:41,SRDCSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd EGP,,EGP,Constant,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZ08GCMLG2WT,New,,2023-10-17 07:41:42,SRDCSC,Fixed - Fixed,Single Currency,Cash,NA/Swap Fxd Fxd CNY,N/A,CNY,Constant,CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZC799BZ44WX,New,,2023-10-17 07:41:48,SRDCSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd CZK,,CZK,Constant,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZHQ35K31TQN,New,,2023-10-17 07:41:52,SRDCSC,Fixed - Fixed,Single Currency,Cash,NA/Swap Fxd Fxd NZD,N/A,NZD,Constant,CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZFVX0MQGRKD,New,,2023-10-17 07:41:59,SRDISC,Fixed - Fixed,Single Currency,Cash,NA/Swap Fxd Fxd EUR,N/A,EUR,Accreting,CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZGC0K0F1V45,New,,2023-10-17 07:42:15,SRDCSC,Fixed - Fixed,Single Currency,Cash,NA/Swap Fxd Fxd CAD,N/A,CAD,Constant,CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZLB4C8M6JG0,New,,2023-10-17 07:42:17,SRDYSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd CLP,N/A,CLP,Custom,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZ7LPVVQ4HFV,New,,2023-10-17 07:42:19,SRDYSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd USD,N/A,USD,Custom,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZ1NF1V3HQLD,New,,2023-10-17 07:42:20,SRDYSC,Fixed - Fixed,Single Currency,Cash,NA/Swap Fxd Fxd CHF,N/A,CHF,Custom,CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZKKN9KBH9HJ,New,,2023-10-17 07:42:26,SRDDSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd JPY,,JPY,Amortizing,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZJM7LZGFK5Q,New,,2023-10-17 07:42:29,SRDCSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd ZAR,N/A,ZAR,Constant,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZ6H88JN74QK,New,,2023-10-17 07:42:30,SRDISP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd AUD,,AUD,Accreting,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZQHHTR79LZV,New,,2023-10-17 07:42:34,SRDCSC,Fixed - Fixed,Single Currency,Cash,NA/Swap Fxd Fxd TRY,N/A,TRY,Constant,CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZ36H4X8PSJ6,New,,2023-10-17 07:42:43,SRDYSC,Fixed - Fixed,Single Currency,Cash,NA/Swap Fxd Fxd AUD,,AUD,Custom,CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZ6SM0H66BSF,New,,2023-10-17 07:42:48,SRDYSC,Fixed - Fixed,Single Currency,Cash,NA/Swap Fxd Fxd JPY,,JPY,Custom,CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZT8WJG05TL4,New,,2023-10-17 07:43:07,SRDISC,Fixed - Fixed,Single Currency,Cash,NA/Swap Fxd Fxd USD,N/A,USD,Accreting,CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZXHXQPM0B75,New,,2023-10-17 07:43:17,SRDCSC,Fixed - Fixed,Single Currency,Cash,NA/Swap Fxd Fxd TWD,N/A,TWD,Constant,CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZJK0C4NVTRQ,New,,2023-10-17 07:43:22,SRDCSC,Fixed - Fixed,Single Currency,Cash,NA/Swap Fxd Fxd SGD,,SGD,Constant,CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZ01LB3PMJC4,New,,2023-10-17 07:43:22,SRDCSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd HUF,,HUF,Constant,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZJ48720BDR8,New,,2023-10-17 07:43:26,SRDDSC,Fixed - Fixed,Single Currency,Cash,NA/Swap Fxd Fxd DKK,N/A,DKK,Amortizing,CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZZ82PKXQL92,New,,2023-10-17 07:43:26,SRDCSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd TWD,N/A,TWD,Constant,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZCWGDP8KJ32,New,,2023-10-17 07:43:33,SRDISC,Fixed - Fixed,Single Currency,Cash,NA/Swap Fxd Fxd GBP,N/A,GBP,Accreting,CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZDKT31K5MTR,New,,2023-10-17 07:43:35,SRDISC,Fixed - Fixed,Single Currency,Cash,NA/Swap Fxd Fxd MXN,N/A,MXN,Accreting,CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZ3TD78XHQ33,New,,2023-10-17 07:43:36,SRDDSC,Fixed - Fixed,Single Currency,Cash,NA/Swap Fxd Fxd MXN,N/A,MXN,Amortizing,CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZ44KQ7ZB0FV,New,,2023-10-17 07:43:37,SRDCSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd DKK,,DKK,Constant,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZCSRM60JVPF,New,,2023-10-17 07:43:42,SRDYSC,Fixed - Fixed,Single Currency,Cash,NA/Swap Fxd Fxd SEK,,SEK,Custom,CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZFTGL8D6B7V,New,,2023-10-17 07:44:05,SRDYSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd CAD,,CAD,Custom,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
