TemplateVersion,Header_AssetClass,Header_InstrumentType,Header_UseCase,Header_Level,Identifier_UPI,Identifier_Status,Identifier_StatusReason,Identifier_LastUpdateDateTime,Derived_ClassificationType,Derived_UnderlyingAssetType,Derived_SingleorMultiCurrency,Derived_CFIDeliveryType,Derived_ShortName,Derived_UnderlierName,Attributes_NotionalCurrency,Attributes_NotionalSchedule,Attributes_DeliveryType,Attributes_ReferenceRate,Attributes_ReferenceRateTermValue,Attributes_ReferenceRateTermUnit,Attributes_OtherNotionalCurrency,Attributes_OtherLegReferenceRate,Attributes_OtherLegReferenceRateTermValue,Attributes_OtherLegReferenceRateTermUnit,Attributes_Underlying_UnderlierCharacteristic,Attributes_Underlying_ReferenceRate,Attributes_Underlying_ReferenceRateTermValue,Attributes_Underlying_ReferenceRateTermUnit,Attributes_OtherLegUnderlying_OtherLegUnderlierCharacteristic,Attributes_OtherLegUnderlying_OtherLegReferenceRate,Attributes_OtherLegUnderlying_OtherLegReferenceRateTermValue,Attributes_OtherLegUnderlying_OtherLegReferenceRateTermUnit,Derived_OptionExerciseStyle,Derived_ValuationMethodorTrigger,Derived_CFIOptionStyleandType,Attributes_UnderlyingInstrumentIndex,Attributes_UnderlyingInstrumentIndexTermValue,Attributes_UnderlyingInstrumentIndexTermUnit,Attributes_OptionType,Attributes_UnderlyingInstrumentUPI,Attributes_OptionExerciseStyle,Attributes_ValuationMethodorTrigger,Derived_ReturnorPayoutTrigger,Attributes_UnderlyingAssetType,Attributes_UnderlyingInstrumentISIN,Attributes_UnderlierCharacteristic,Attributes_ReturnorPayoutTrigger
1,Rates,Swap,Fixed_Fixed,UPI,QZ8CJCGRQM5J,New,,2023-10-17 07:44:17,SRDDSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd INR,,INR,Amortizing,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZ41Q3NH1V9D,New,,2023-10-17 07:44:18,SRDISP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd INR,N/A,INR,Accreting,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZDBQ7Z7836C,New,,2023-10-17 07:44:21,SRDYSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd SAR,N/A,SAR,Custom,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZ092MXR97XB,New,,2023-10-17 07:44:32,SRDYSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd CHF,,CHF,Custom,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZPZGPW9CSWR,New,,2023-10-17 07:44:34,SRDCSC,Fixed - Fixed,Single Currency,Cash,NA/Swap Fxd Fxd CLP,,CLP,Constant,CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZS23RV2CT31,New,,2023-10-17 07:44:36,SRDISP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd GBP,N/A,GBP,Accreting,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZ58W29JRTVM,New,,2023-10-17 07:44:49,SRDDSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd CZK,N/A,CZK,Amortizing,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZXCFBNWXWG7,New,,2023-10-17 07:45:01,SRDCSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd CLP,N/A,CLP,Constant,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZQZ36KH5F97,New,,2023-10-17 07:45:02,SRDYSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd MXN,N/A,MXN,Custom,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZBBP1X7RJNF,New,,2023-10-17 07:45:15,SRDCSC,Fixed - Fixed,Single Currency,Cash,NA/Swap Fxd Fxd CZK,N/A,CZK,Constant,CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZ2DJL6VP9LM,New,,2023-10-17 07:45:27,SRDDSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd MXN,N/A,MXN,Amortizing,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZ9RRRFWHGTS,New,,2023-10-17 07:45:28,SRDYSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd DKK,,DKK,Custom,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZWMZWQ6LQJ5,New,,2023-10-17 07:45:36,SRDCSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd AED,,AED,Constant,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZNJMJ63SJ56,New,,2023-10-17 07:46:02,SRDCSC,Fixed - Fixed,Single Currency,Cash,NA/Swap Fxd Fxd CLF,,CLF,Constant,CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZGCK80L6C70,New,,2023-10-17 07:46:08,SRDDSC,Fixed - Fixed,Single Currency,Cash,NA/Swap Fxd Fxd CHF,,CHF,Amortizing,CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZCDKNQSJ32J,New,,2023-10-17 07:46:15,SRDDSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd TWD,N/A,TWD,Amortizing,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZD1TKRHP33K,New,,2023-10-17 07:46:24,SRDYSC,Fixed - Fixed,Single Currency,Cash,NA/Swap Fxd Fxd ZAR,N/A,ZAR,Custom,CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZ01K3ND7BPM,New,,2023-10-17 07:46:33,SRDISP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd USD,N/A,USD,Accreting,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZQRCBBS4M0V,New,,2023-10-17 07:47:08,SRDCSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd TRY,,TRY,Constant,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZ13M2SSWS7Z,New,,2023-10-17 07:47:13,SRDYSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd COP,,COP,Custom,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZD2ZRXVNTTP,New,,2023-10-17 07:47:26,SRDDSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd RUB,N/A,RUB,Amortizing,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZL84DWF4JM4,New,,2023-10-17 07:47:33,SRDCSC,Fixed - Fixed,Single Currency,Cash,NA/Swap Fxd Fxd UAH,N/A,UAH,Constant,CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZD7GV8X7SSP,New,,2023-10-17 07:47:42,SRDCSC,Fixed - Fixed,Single Currency,Cash,NA/Swap Fxd Fxd PEN,N/A,PEN,Constant,CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZ4MZ1026V9W,New,,2023-10-17 07:47:49,SRDCSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd RON,N/A,RON,Constant,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZBG4RPW38NW,New,,2023-10-17 07:47:52,SRDDSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd NOK,,NOK,Amortizing,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZ6N852X35J6,New,,2023-10-17 07:48:12,SRDDSC,Fixed - Fixed,Single Currency,Cash,NA/Swap Fxd Fxd CAD,N/A,CAD,Amortizing,CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZGVCH8DTVGB,New,,2023-10-17 07:48:14,SRDYSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd TWD,N/A,TWD,Custom,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZVBGBKBMR8X,New,,2023-10-17 07:48:59,SRDYSC,Fixed - Fixed,Single Currency,Cash,NA/Swap Fxd Fxd CLF,,CLF,Custom,CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZW7KDWN3D0Q,New,,2023-10-17 07:49:01,SRDISP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd MXN,,MXN,Accreting,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZ7WRC4S0GT4,New,,2023-10-17 07:49:13,SRDDSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd KRW,,KRW,Amortizing,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZ15FJHB853W,New,,2023-10-17 07:49:15,SRDYSC,Fixed - Fixed,Single Currency,Cash,NA/Swap Fxd Fxd KRW,,KRW,Custom,CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZX5FPC6K7FG,New,,2023-10-17 07:49:24,SRDCSC,Fixed - Fixed,Single Currency,Cash,NA/Swap Fxd Fxd RUB,,RUB,Constant,CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZ7TLFZ7X0WT,New,,2023-10-17 07:49:32,SRDYSC,Fixed - Fixed,Single Currency,Cash,NA/Swap Fxd Fxd MXN,,MXN,Custom,CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZR0VB9FCT59,New,,2023-10-17 07:50:05,SRDDSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd SGD,N/A,SGD,Amortizing,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZZ4L055LR2X,New,,2023-10-17 07:50:10,SRDDSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd HKD,N/A,HKD,Amortizing,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZVN7FM7957H,New,,2023-10-17 07:50:13,SRDDSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd PLN,,PLN,Amortizing,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZVP65XKNHM1,New,,2023-10-17 07:50:30,SRDCSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd PEN,N/A,PEN,Constant,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZD749K3BV6D,New,,2023-10-17 07:50:47,SRDCSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd IDR,N/A,IDR,Constant,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZ5G0WD0BCTB,New,,2023-10-17 07:51:08,SRDCSC,Fixed - Fixed,Single Currency,Cash,NA/Swap Fxd Fxd HKD,N/A,HKD,Constant,CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZBR7D9T3ZLJ,New,,2023-10-17 07:51:09,SRDYSC,Fixed - Fixed,Single Currency,Cash,NA/Swap Fxd Fxd HKD,N/A,HKD,Custom,CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZP9HKTRPSFM,New,,2023-10-17 07:51:28,SRDISP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd SGD,N/A,SGD,Accreting,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZNG3ZT3CDXZ,New,,2023-10-17 07:51:36,SRDCSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd KGS,,KGS,Constant,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZG8J6TMNP34,New,,2023-10-17 07:52:21,SRDCSC,Fixed - Fixed,Single Currency,Cash,NA/Swap Fxd Fxd MYR,,MYR,Constant,CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZSH6TM9MGG5,New,,2023-10-17 07:52:24,SRDDSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd COP,,COP,Amortizing,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZDBXCB336P0,New,,2023-10-17 07:52:47,SRDDSC,Fixed - Fixed,Single Currency,Cash,NA/Swap Fxd Fxd NZD,N/A,NZD,Amortizing,CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZTK328HHHBW,New,,2023-10-17 07:52:55,SRDCSC,Fixed - Fixed,Single Currency,Cash,NA/Swap Fxd Fxd COP,,COP,Constant,CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZVPT63NQP26,New,,2023-10-17 07:53:44,SRDDSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd NZD,N/A,NZD,Amortizing,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZN3QSRQ6N64,New,,2023-10-17 07:53:49,SRDDSC,Fixed - Fixed,Single Currency,Cash,NA/Swap Fxd Fxd SAR,N/A,SAR,Amortizing,CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZ98CNK6J301,New,,2023-10-17 07:54:03,SRDYSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd HKD,N/A,HKD,Custom,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZXQ20S8Q3J3,New,,2023-10-17 07:57:05,SRDDSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd UZS,N/A,UZS,Amortizing,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZ5FWWVT275X,New,,2023-10-17 07:57:38,SRDISP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd JPY,,JPY,Accreting,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZ2D31SVKX4X,New,,2023-10-17 07:58:59,SRDYSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd JPY,N/A,JPY,Custom,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZNPQ0KN38D8,New,,2023-10-17 07:59:41,SRDDSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd SAR,N/A,SAR,Amortizing,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZJWSTTN9S0S,New,,2023-10-17 08:00:55,SRDCSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd UZS,,UZS,Constant,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZ8GH1CZ7NSC,New,,2023-10-17 08:01:00,SRDYSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd KES,,KES,Custom,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZB8FWH5LF66,New,,2023-10-17 08:01:11,SRDCSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd KZT,N/A,KZT,Constant,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZR0WLKFD5ST,New,,2023-10-17 08:01:12,SRDCSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd ILS,,ILS,Constant,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZN954VKHJLC,New,,2023-10-17 08:01:19,SRDDSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd BRL,,BRL,Amortizing,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZBJ6C62DTCR,New,,2023-10-17 08:01:36,SRDYSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd KRW,N/A,KRW,Custom,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZQVJTRQP72B,New,,2023-10-17 08:04:26,SRDISP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd PLN,,PLN,Accreting,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZPS912H803R,New,,2023-10-17 08:05:42,SRDDSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd CNY,,CNY,Amortizing,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZ1F62FWVQZ0,New,,2023-10-17 08:06:05,SRDYSC,Fixed - Fixed,Single Currency,Cash,NA/Swap Fxd Fxd SGD,N/A,SGD,Custom,CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZHFMVTPDJX6,New,,2023-10-17 08:06:06,SRDDSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd THB,N/A,THB,Amortizing,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZHLSGFPDTDH,New,,2023-10-17 08:06:07,SRDYSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd THB,N/A,THB,Custom,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZK7GBVLJJKW,New,,2023-10-17 08:06:33,SRDYSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd BRL,,BRL,Custom,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZLB98NS2ZPX,New,,2023-10-17 08:06:39,SRDCSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd COU,,COU,Constant,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZ8QKKBRRKMT,New,,2023-10-17 08:07:14,SRDDSC,Fixed - Fixed,Single Currency,Cash,NA/Swap Fxd Fxd AUD,N/A,AUD,Amortizing,CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZRMZ204DRC3,New,,2023-10-17 08:07:20,SRDCSC,Fixed - Fixed,Single Currency,Cash,NA/Swap Fxd Fxd NGN,,NGN,Constant,CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZLM42H8TJVT,New,,2023-10-17 08:08:11,SRDDSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd CHF,N/A,CHF,Amortizing,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZ5S1NK6FX1R,New,,2023-10-17 08:08:20,SRDCSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd LKR,N/A,LKR,Constant,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZVKK2MZCF3X,New,,2023-10-17 08:08:48,SRDCSC,Fixed - Fixed,Single Currency,Cash,NA/Swap Fxd Fxd IDR,,IDR,Constant,CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZPBW8821T1T,New,,2023-10-17 08:09:37,SRDCSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd MXV,,MXV,Constant,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZCJB8FV8FH4,New,,2023-10-17 08:10:02,SRDYSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd ZAR,,ZAR,Custom,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZTC2S32TW2X,New,,2023-10-17 08:10:03,SRDISP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd ZAR,N/A,ZAR,Accreting,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZWFH5715HJ7,New,,2023-10-17 08:10:11,SRDYSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd NOK,,NOK,Custom,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZMD6JRMBRXR,New,,2023-10-17 08:10:11,SRDDSC,Fixed - Fixed,Single Currency,Cash,NA/Swap Fxd Fxd JPY,,JPY,Amortizing,CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZ3R7QW0FVDQ,New,,2023-10-17 08:10:13,SRDYSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd SEK,N/A,SEK,Custom,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZB2VCC6FRBN,New,,2023-10-17 08:10:13,SRDDSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd SEK,N/A,SEK,Amortizing,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZLZKN72LL8L,New,,2023-10-17 08:10:41,SRDCSC,Fixed - Fixed,Single Currency,Cash,NA/Swap Fxd Fxd ARS,N/A,ARS,Constant,CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZ14SQPMGK08,New,,2023-10-17 08:10:51,SRDCSC,Fixed - Fixed,Single Currency,Cash,NA/Swap Fxd Fxd EGP,,EGP,Constant,CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZ11MDGFF3TG,New,,2023-10-17 08:11:03,SRDDSP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd DKK,,DKK,Amortizing,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZHQSMJNDNLX,New,,2023-10-17 08:11:18,SRDISC,Fixed - Fixed,Single Currency,Cash,NA/Swap Fxd Fxd ILS,N/A,ILS,Accreting,CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZ5HQN8S0XMJ,New,,2023-10-17 08:11:19,SRDCSC,Fixed - Fixed,Single Currency,Cash,NA/Swap Fxd Fxd ILS,,ILS,Constant,CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZ574PGMCCD2,New,,2023-10-17 08:11:23,SRDISC,Fixed - Fixed,Single Currency,Cash,NA/Swap Fxd Fxd PHP,,PHP,Accreting,CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZLFVZ8K741V,New,,2023-10-17 08:11:48,SRDISP,Fixed - Fixed,Single Currency,Physical,NA/Swap Fxd Fxd AFN,,AFN,Accreting,PHYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZ2DTM9MWXZN,New,,2023-10-17 08:12:16,SRDCSC,Fixed - Fixed,Single Currency,Cash,NA/Swap Fxd Fxd KES,N/A,KES,Constant,CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZQCT14WWW7K,New,,2023-10-17 08:12:45,SRDCSC,Fixed - Fixed,Single Currency,Cash,NA/Swap Fxd Fxd VES,N/A,VES,Constant,CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZ5JMF5DNWPD,New,,2023-10-17 08:13:16,SRDCSC,Fixed - Fixed,Single Currency,Cash,NA/Swap Fxd Fxd HUF,,HUF,Constant,CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZN8QC30RN3Q,New,,2023-10-17 08:13:41,SRDYSC,Fixed - Fixed,Single Currency,Cash,NA/Swap Fxd Fxd PEN,,PEN,Custom,CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZKCH450FP1G,New,,2023-10-17 08:14:03,SRDCSC,Fixed - Fixed,Single Currency,Cash,NA/Swap Fxd Fxd GHS,,GHS,Constant,CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZWQDGHD1J96,New,,2023-10-17 08:14:19,SRDDSC,Fixed - Fixed,Single Currency,Cash,NA/Swap Fxd Fxd TRY,N/A,TRY,Amortizing,CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rates,Swap,Fixed_Fixed,UPI,QZXCHJ9LRVGH,New,,2023-10-17 08:14:21,SRDCSC,Fixed - Fixed,Single Currency,Cash,NA/Swap Fxd Fxd ZMW,N/A,ZMW,Constant,CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
