TemplateVersion,Header_AssetClass,Header_InstrumentType,Header_UseCase,Header_Level,Identifier_UPI,Identifier_Status,Identifier_StatusReason,Identifier_LastUpdateDateTime,Derived_ClassificationType,Derived_ShortName,Derived_UnderlierName,Derived_UnderlyingAssetType,Derived_ReturnorPayoutTrigger,Derived_CFIDeliveryType,Attributes_NotionalCurrency,Attributes_OtherNotionalCurrency,Attributes_DeliveryType,Derived_DeliveryType,Attributes_SettlementCurrency,Derived_ValuationMethodorTrigger,Derived_CFIOptionStyleandType,Attributes_OptionType,Attributes_OptionExerciseStyle,Attributes_UnderlyingAssetType,Attributes_ReturnorPayoutTrigger,Attributes_PlaceofSettlement,Attributes_ValuationMethodorTrigger
1,Foreign_Exchange,Option,Forward_Vol_Agreement,UPI,QZX2FQ07VZZQ,New,,2024-01-13T01:39:58,HFVAMP,NA/O Fwd Vol Call MYR THB,MYR THB,Volatility,,Physical,MYR,THB,PHYS,,,Other,European-Call,CALL,EURO,,,,
1,Foreign_Exchange,Option,Forward_Vol_Agreement,UPI,QZXDRGN4M6TD,New,,2024-01-13T01:41:01,HFVAMP,NA/O Fwd Vol Call HUF UGX,HUF UGX,Volatility,,Physical,HUF,UGX,PHYS,,,Other,European-Call,CALL,EURO,,,,
1,Foreign_Exchange,Option,Forward_Vol_Agreement,UPI,QZKVLTMMKZC5,New,,2024-01-13T01:41:10,HFVDMP,NA/O Fwd Vol Put AUD PHP,AUD PHP,Volatility,,Physical,AUD,PHP,PHYS,,,Other,European-Put,PUTO,EURO,,,,
1,Foreign_Exchange,Option,Forward_Vol_Agreement,UPI,QZ0L7BSXDT6K,New,,2024-01-13T01:41:13,HFVDMP,NA/O Fwd Vol Put RWF USD,RWF USD,Volatility,,Physical,RWF,USD,PHYS,,,Other,European-Put,PUTO,EURO,,,,
1,Foreign_Exchange,Option,Forward_Vol_Agreement,UPI,QZN2RGNM7SSC,New,,2024-01-13T01:41:29,HFVDMP,NA/O Fwd Vol Put BWP USD,BWP USD,Volatility,,Physical,BWP,USD,PHYS,,,Other,European-Put,PUTO,EURO,,,,
1,Foreign_Exchange,Option,Forward_Vol_Agreement,UPI,QZT0HKNF13RJ,New,,2024-01-13T01:41:40,HFVDMP,NA/O Fwd Vol Put AUD SAR,AUD SAR,Volatility,,Physical,AUD,SAR,PHYS,,,Other,European-Put,PUTO,EURO,,,,
1,Foreign_Exchange,Option,Forward_Vol_Agreement,UPI,QZZG1FN1C1J0,New,,2024-01-13T01:41:52,HFVDMP,NA/O Fwd Vol Put NZD SGD,NZD SGD,Volatility,,Physical,NZD,SGD,PHYS,,,Other,European-Put,PUTO,EURO,,,,
1,Foreign_Exchange,Option,Forward_Vol_Agreement,UPI,QZ2TW2C0L88F,New,,2024-01-13T01:42:24,HFVDMP,NA/O Fwd Vol Put USD XPD,USD XPD,Volatility,,Physical,USD,XPD,PHYS,,,Other,European-Put,PUTO,EURO,,,,
1,Foreign_Exchange,Option,Forward_Vol_Agreement,UPI,QZJQ4WZPRJZZ,New,,2024-01-13T01:43:23,HFVAMP,NA/O Fwd Vol Call JPY SGD,JPY SGD,Volatility,,Physical,JPY,SGD,PHYS,,,Other,European-Call,CALL,EURO,,,,
1,Foreign_Exchange,Option,Forward_Vol_Agreement,UPI,QZ70RTMX424G,New,,2024-01-13T01:47:28,HFVAMP,NA/O Fwd Vol Call INR NZD,INR NZD,Volatility,,Physical,INR,NZD,PHYS,,,Other,European-Call,CALL,EURO,,,,
1,Foreign_Exchange,Option,Forward_Vol_Agreement,UPI,QZK2G2WLXB7B,New,,2024-01-13T01:48:42,HFVAMP,NA/O Fwd Vol Call NZD THB,NZD THB,Volatility,,Physical,NZD,THB,PHYS,,,Other,European-Call,CALL,EURO,,,,
1,Foreign_Exchange,Option,Forward_Vol_Agreement,UPI,QZ6TG7TGBXFM,New,,2024-01-13T01:51:55,HFVDMP,NA/O Fwd Vol Put LSL ZAR,LSL ZAR,Volatility,,Physical,LSL,ZAR,PHYS,,,Other,European-Put,PUTO,EURO,,,,
1,Foreign_Exchange,Option,Forward_Vol_Agreement,UPI,QZNZ0CZC49TP,New,,2024-01-13T01:52:01,HFVAMP,NA/O Fwd Vol Call CHF TRY,CHF TRY,Volatility,,Physical,CHF,TRY,PHYS,,,Other,European-Call,CALL,EURO,,,,
1,Foreign_Exchange,Option,Forward_Vol_Agreement,UPI,QZZRRNSD6RGC,New,,2024-01-13T01:52:25,HFVDMP,NA/O Fwd Vol Put EUR HUF,EUR HUF,Volatility,,Physical,EUR,HUF,PHYS,,,Other,European-Put,PUTO,EURO,,,,
1,Foreign_Exchange,Option,Forward_Vol_Agreement,UPI,QZ588CVDK4TV,New,,2024-01-13T01:54:45,HFVDMP,NA/O Fwd Vol Put PHP THB,PHP THB,Volatility,,Physical,PHP,THB,PHYS,,,Other,European-Put,PUTO,EURO,,,,
