TemplateVersion,Header_AssetClass,Header_InstrumentType,Header_UseCase,Header_Level,Identifier_UPI,Identifier_Status,Identifier_StatusReason,Identifier_LastUpdateDateTime,Derived_ClassificationType,Derived_ShortName,Derived_UnderlierName,Derived_UnderlyingAssetType,Derived_ReturnorPayoutTrigger,Derived_DeliveryType,Derived_CFIDeliveryType,Attributes_NotionalCurrency,Attributes_OtherNotionalCurrency,Attributes_SettlementCurrency,Attributes_DeliveryType,Derived_ValuationMethodorTrigger,Derived_CFIOptionStyleandType,Attributes_OptionType,Attributes_OptionExerciseStyle,Attributes_UnderlyingAssetType,Attributes_ReturnorPayoutTrigger,Attributes_PlaceofSettlement,Attributes_ValuationMethodorTrigger
1,Foreign_Exchange,Forward,NDF,UPI,QZ9L91GTWPT3,New,,2023-10-16 16:57:45,JFTXFC,NA/Fwd NDF ARS USD,ARS USD,Spot,Forward price of underlying instrument,CASH,Cash,ARS,USD,USD,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZ95QCJX1JRX,New,,2023-10-16 16:59:16,JFTXFC,NA/Fwd NDF BRL USD,BRL USD,Spot,Forward price of underlying instrument,CASH,Cash,BRL,USD,USD,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZ00VD18Q4T6,New,,2023-10-16 17:00:33,JFTXFC,NA/Fwd NDF CLP USD,CLP USD,Spot,Forward price of underlying instrument,CASH,Cash,CLP,USD,USD,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZ6583NHBZK7,New,,2023-10-16 17:02:10,JFTXFC,NA/Fwd NDF CNY USD,CNY USD,Spot,Forward price of underlying instrument,CASH,Cash,CNY,USD,USD,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZQVD5W65KNZ,New,,2023-10-16 17:02:49,JFTXFC,NA/Fwd NDF COP USD,COP USD,Spot,Forward price of underlying instrument,CASH,Cash,COP,USD,USD,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZ5977C3572V,New,,2023-10-16 17:03:43,JFTXFC,NA/Fwd NDF EGP USD,EGP USD,Spot,Forward price of underlying instrument,CASH,Cash,EGP,USD,USD,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZV97ZRRD7J6,New,,2023-10-16 19:06:45,JFTXFC,NA/Fwd NDF GHS USD,GHS USD,Spot,Forward price of underlying instrument,CASH,Cash,GHS,USD,USD,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZQR57LHTLB2,New,,2023-10-16 19:07:23,JFTXFC,NA/Fwd NDF IDR USD,IDR USD,Spot,Forward price of underlying instrument,CASH,Cash,IDR,USD,USD,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZQDJSBGDWPG,New,,2023-10-16 19:08:17,JFTXFC,NA/Fwd NDF INR USD,INR USD,Spot,Forward price of underlying instrument,CASH,Cash,INR,USD,USD,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZDCBBZ90RVP,New,,2023-10-16 19:08:45,JFTXFC,NA/Fwd NDF KES USD,KES USD,Spot,Forward price of underlying instrument,CASH,Cash,KES,USD,USD,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZKL3MJ7CZC6,New,,2023-10-16 19:09:19,JFTXFC,NA/Fwd NDF KRW USD,KRW USD,Spot,Forward price of underlying instrument,CASH,Cash,KRW,USD,USD,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZGWWSMJ8F1G,New,,2023-10-16 19:10:02,JFTXFC,NA/Fwd NDF MYR USD,MYR USD,Spot,Forward price of underlying instrument,CASH,Cash,MYR,USD,USD,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZF6FKM9C093,New,,2023-10-16 19:10:44,JFTXFC,NA/Fwd NDF NGN USD,NGN USD,Spot,Forward price of underlying instrument,CASH,Cash,NGN,USD,USD,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZ890DB5K3VD,New,,2023-10-16 19:15:07,JFTXFC,NA/Fwd NDF PEN USD,PEN USD,Spot,Forward price of underlying instrument,CASH,Cash,PEN,USD,USD,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZJD316LH0FH,New,,2023-10-16 19:15:44,JFTXFC,NA/Fwd NDF PHP USD,PHP USD,Spot,Forward price of underlying instrument,CASH,Cash,PHP,USD,USD,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZMFG07XM212,New,,2023-10-16 19:16:24,JFTXFC,NA/Fwd NDF RUB USD,RUB USD,Spot,Forward price of underlying instrument,CASH,Cash,RUB,USD,USD,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZ930VFL0S80,New,,2023-10-16 19:17:05,JFTXFC,NA/Fwd NDF TRY USD,TRY USD,Spot,Forward price of underlying instrument,CASH,Cash,TRY,USD,USD,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZ8JX8T18XCQ,New,,2023-10-16 19:17:33,JFTXFC,NA/Fwd NDF TWD USD,TWD USD,Spot,Forward price of underlying instrument,CASH,Cash,TWD,USD,USD,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZJCRT2KZZ36,New,,2023-10-16 19:18:23,JFTXFC,NA/Fwd NDF USD VND,USD VND,Spot,Forward price of underlying instrument,CASH,Cash,USD,VND,USD,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZSFDXGM6MHL,New,,2023-10-16 19:19:02,JFTXFC,NA/Fwd NDF USD ZMW,USD ZMW,Spot,Forward price of underlying instrument,CASH,Cash,USD,ZMW,USD,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZLCF9WV6DSX,New,,2023-11-05 11:33:33,JFTXFC,NA/Fwd NDF RUB USD,RUB USD,Spot,Forward price of underlying instrument,CASH,Cash,RUB,USD,RUB,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZ2WPZ26Z6NP,New,,2023-11-05 11:33:33,JFTXFC,NA/Fwd NDF PHP USD,PHP USD,Spot,Forward price of underlying instrument,CASH,Cash,PHP,USD,PHP,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZPZL7ZRFL8Z,New,,2023-11-05 11:33:33,JFTXFC,NA/Fwd NDF PEN USD,PEN USD,Spot,Forward price of underlying instrument,CASH,Cash,PEN,USD,PEN,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZSVGSLDQZ7B,New,,2023-11-05 11:33:34,JFTXFC,NA/Fwd NDF MXN USD,MXN USD,Spot,Forward price of underlying instrument,CASH,Cash,MXN,USD,MXN,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZCB1NBNH0DH,New,,2023-11-05 11:33:34,JFTXFC,NA/Fwd NDF MYR USD,MYR USD,Spot,Forward price of underlying instrument,CASH,Cash,MYR,USD,MYR,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZVQ1QKDMKLD,New,,2023-11-05 11:33:35,JFTXFC,NA/Fwd NDF CNY EUR,CNY EUR,Spot,Forward price of underlying instrument,CASH,Cash,CNY,EUR,CNY,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZ0931W7T7V0,New,,2023-11-05 11:33:35,JFTXFC,NA/Fwd NDF COP USD,COP USD,Spot,Forward price of underlying instrument,CASH,Cash,COP,USD,COP,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZ4ZD5VGRZK4,New,,2023-11-05 11:33:35,JFTXFC,NA/Fwd NDF IDR USD,IDR USD,Spot,Forward price of underlying instrument,CASH,Cash,IDR,USD,IDR,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZQHHCK5SXPJ,New,,2023-11-05 11:33:36,JFTXFC,NA/Fwd NDF BRL CHF,BRL CHF,Spot,Forward price of underlying instrument,CASH,Cash,BRL,CHF,BRL,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZL7XPDBXQWX,New,,2023-11-05 12:35:11,JFTXFC,NA/Fwd NDF CNY EUR,CNY EUR,Spot,Forward price of underlying instrument,CASH,Cash,CNY,EUR,USD,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZHV56BXSL5R,New,,2023-11-05 12:35:13,JFTXFC,NA/Fwd NDF AUD CNY,AUD CNY,Spot,Forward price of underlying instrument,CASH,Cash,AUD,CNY,USD,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZFJ5NZ58VVC,New,,2023-11-05 12:35:15,JFTXFC,NA/Fwd NDF CNY GBP,CNY GBP,Spot,Forward price of underlying instrument,CASH,Cash,CNY,GBP,USD,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZ5DDDTX0HSZ,New,,2023-11-05 12:35:15,JFTXFC,NA/Fwd NDF CNY SGD,CNY SGD,Spot,Forward price of underlying instrument,CASH,Cash,CNY,SGD,USD,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZRXPSRQH1BT,New,,2023-11-05 12:35:17,JFTXFC,NA/Fwd NDF CNY HKD,CNY HKD,Spot,Forward price of underlying instrument,CASH,Cash,CNY,HKD,USD,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZT0ZPS1Q91G,New,,2023-11-05 12:35:19,JFTXFC,NA/Fwd NDF CAD CNY,CAD CNY,Spot,Forward price of underlying instrument,CASH,Cash,CAD,CNY,USD,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZ5Z5GSGS96N,New,,2023-11-05 12:35:21,JFTXFC,NA/Fwd NDF CHF CNY,CHF CNY,Spot,Forward price of underlying instrument,CASH,Cash,CHF,CNY,USD,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZ4GL2SKQW8G,New,,2023-11-05 12:35:22,JFTXFC,NA/Fwd NDF CNY NZD,CNY NZD,Spot,Forward price of underlying instrument,CASH,Cash,CNY,NZD,USD,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZ1X97RZ0RQ6,New,,2023-11-05 12:35:23,JFTXFC,NA/Fwd NDF BRL CAD,BRL CAD,Spot,Forward price of underlying instrument,CASH,Cash,BRL,CAD,USD,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZDN4343Q1W7,New,,2023-11-05 12:46:22,JFTXFC,NA/Fwd NDF AUD CAD,AUD CAD,Spot,Forward price of underlying instrument,CASH,Cash,AUD,CAD,USD,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZXZJ2S98M80,New,,2023-11-05 13:11:29,JFTXFC,NA/Fwd NDF AED EUR,AED EUR,Spot,Forward price of underlying instrument,CASH,Cash,AED,EUR,JPY,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZJL79SRR4BX,New,,2023-11-05 13:16:44,JFTXFC,NA/Fwd NDF GBP KRW,GBP KRW,Spot,Forward price of underlying instrument,CASH,Cash,GBP,KRW,KRW,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZ1GDG2ZNP15,New,,2023-11-05 17:54:44,JFTXFC,NA/Fwd NDF MAD USD,MAD USD,Spot,Forward price of underlying instrument,CASH,Cash,MAD,USD,USD,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZHBLB460MXZ,New,,2023-11-05 17:54:44,JFTXFC,NA/Fwd NDF QAR USD,QAR USD,Spot,Forward price of underlying instrument,CASH,Cash,QAR,USD,USD,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZ63LHNKNCP7,New,,2023-11-05 18:30:27,JFTXFC,NA/Fwd NDF ARS USD,ARS USD,Spot,Forward price of underlying instrument,CASH,Cash,ARS,USD,ARS,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZLSZZBCW1K1,New,,2023-11-05 18:30:28,JFTXFC,NA/Fwd NDF EGP USD,EGP USD,Spot,Forward price of underlying instrument,CASH,Cash,EGP,USD,EGP,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZ6K4CBM76KL,New,,2023-11-05 18:30:30,JFTXFC,NA/Fwd NDF GHS USD,GHS USD,Spot,Forward price of underlying instrument,CASH,Cash,GHS,USD,GHS,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZF6G01H72G8,New,,2023-11-05 18:30:31,JFTXFC,NA/Fwd NDF NGN USD,NGN USD,Spot,Forward price of underlying instrument,CASH,Cash,NGN,USD,NGN,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZNBXTJVG1Q4,New,,2023-11-05 18:31:48,JFTXFC,NA/Fwd NDF BRL USD,BRL USD,Spot,Forward price of underlying instrument,CASH,Cash,BRL,USD,BRL,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZ9DMP4K210Z,New,,2023-11-05 18:31:55,JFTXFC,NA/Fwd NDF KES USD,KES USD,Spot,Forward price of underlying instrument,CASH,Cash,KES,USD,KES,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZV15L6L9BG7,New,,2023-11-05 18:31:56,JFTXFC,NA/Fwd NDF UGX USD,UGX USD,Spot,Forward price of underlying instrument,CASH,Cash,UGX,USD,UGX,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZQZRBNK5HJM,New,,2023-11-05 18:32:32,JFTXFC,NA/Fwd NDF DKK INR,DKK INR,Spot,Forward price of underlying instrument,CASH,Cash,DKK,INR,INR,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZ87829TQ96Z,New,,2023-11-05 18:32:41,JFTXFC,NA/Fwd NDF KRW NOK,KRW NOK,Spot,Forward price of underlying instrument,CASH,Cash,KRW,NOK,KRW,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZTBS7R13Q8D,New,,2023-11-05 18:33:08,JFTXFC,NA/Fwd NDF CNY TWD,CNY TWD,Spot,Forward price of underlying instrument,CASH,Cash,CNY,TWD,CNY,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZ8HWS1VVPKZ,New,,2023-11-05 18:33:11,JFTXFC,NA/Fwd NDF CNY INR,CNY INR,Spot,Forward price of underlying instrument,CASH,Cash,CNY,INR,CNY,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZTW1NQC003T,New,,2023-11-05 18:35:00,JFTXFC,NA/Fwd NDF CNY KRW,CNY KRW,Spot,Forward price of underlying instrument,CASH,Cash,CNY,KRW,KRW,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZZTCPZRTZ82,New,,2023-11-05 18:36:06,JFTXFC,NA/Fwd NDF TWD USD,TWD USD,Spot,Forward price of underlying instrument,CASH,Cash,TWD,USD,TWD,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZV8HQ0HXFH8,New,,2023-11-05 18:36:34,JFTXFC,NA/Fwd NDF PKR USD,PKR USD,Spot,Forward price of underlying instrument,CASH,Cash,PKR,USD,PKR,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZFHXBD7W6MT,New,,2023-11-05 18:36:45,JFTXFC,NA/Fwd NDF CAD GBP,CAD GBP,Spot,Forward price of underlying instrument,CASH,Cash,CAD,GBP,CAD,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZK3H2W6HL8D,New,,2023-11-05 18:36:57,JFTXFC,NA/Fwd NDF EUR KRW,EUR KRW,Spot,Forward price of underlying instrument,CASH,Cash,EUR,KRW,KRW,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZCRR7G9RQCS,New,,2023-11-05 18:37:10,JFTXFC,NA/Fwd NDF INR USD,INR USD,Spot,Forward price of underlying instrument,CASH,Cash,INR,USD,INR,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZVT7F56BC3K,New,,2023-11-05 18:39:51,JFTXFC,NA/Fwd NDF EUR LKR,EUR LKR,Spot,Forward price of underlying instrument,CASH,Cash,EUR,LKR,LKR,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZBPT3K5MG6C,New,,2023-11-05 18:39:56,JFTXFC,NA/Fwd NDF CNY TWD,CNY TWD,Spot,Forward price of underlying instrument,CASH,Cash,CNY,TWD,TWD,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZ0380HJ13N4,New,,2023-11-05 18:40:18,JFTXFC,NA/Fwd NDF EGP EUR,EGP EUR,Spot,Forward price of underlying instrument,CASH,Cash,EGP,EUR,EGP,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZZTDJ4D92GD,New,,2023-11-05 18:41:14,JFTXFC,NA/Fwd NDF EGP GYD,EGP GYD,Spot,Forward price of underlying instrument,CASH,Cash,EGP,GYD,EGP,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZLTR4XWKGW9,New,,2023-11-05 18:42:40,JFTXFC,NA/Fwd NDF CAD INR,CAD INR,Spot,Forward price of underlying instrument,CASH,Cash,CAD,INR,INR,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZ4GZZC99MQ0,New,,2023-11-05 18:44:09,JFTXFC,NA/Fwd NDF BRL GBP,BRL GBP,Spot,Forward price of underlying instrument,CASH,Cash,BRL,GBP,BRL,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZ09X6ZT7C7V,New,,2023-11-05 18:44:34,JFTXFC,NA/Fwd NDF GBP TWD,GBP TWD,Spot,Forward price of underlying instrument,CASH,Cash,GBP,TWD,TWD,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZCT26T5C20K,New,,2023-11-05 18:45:07,JFTXFC,NA/Fwd NDF BRL JPY,BRL JPY,Spot,Forward price of underlying instrument,CASH,Cash,BRL,JPY,BRL,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZWBTL864N9C,New,,2023-11-05 18:46:36,JFTXFC,NA/Fwd NDF CLP USD,CLP USD,Spot,Forward price of underlying instrument,CASH,Cash,CLP,USD,CLP,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZTZJX1DPKTR,New,,2023-11-05 18:46:37,JFTXFC,NA/Fwd NDF CNY USD,CNY USD,Spot,Forward price of underlying instrument,CASH,Cash,CNY,USD,CNY,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZKJB32DWXNW,New,,2023-11-05 18:46:57,JFTXFC,NA/Fwd NDF KRW USD,KRW USD,Spot,Forward price of underlying instrument,CASH,Cash,KRW,USD,KRW,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZRVVSSGLT1K,New,,2023-11-05 18:48:13,JFTXFC,NA/Fwd NDF JPY PHP,JPY PHP,Spot,Forward price of underlying instrument,CASH,Cash,JPY,PHP,JPY,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZ1HLSFMJ2B0,New,,2023-11-05 18:48:30,JFTXFC,NA/Fwd NDF CNY JPY,CNY JPY,Spot,Forward price of underlying instrument,CASH,Cash,CNY,JPY,JPY,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZ3BNXH163M9,New,,2023-11-05 18:50:24,JFTXFC,NA/Fwd NDF CHF TWD,CHF TWD,Spot,Forward price of underlying instrument,CASH,Cash,CHF,TWD,TWD,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZJP5569RM0K,New,,2023-11-05 18:51:00,JFTXFC,NA/Fwd NDF TND USD,TND USD,Spot,Forward price of underlying instrument,CASH,Cash,TND,USD,USD,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZP1WFP6QS56,New,,2023-11-05 18:52:49,JFTXFC,NA/Fwd NDF PKR USD,PKR USD,Spot,Forward price of underlying instrument,CASH,Cash,PKR,USD,USD,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZ0XMNC68N4H,New,,2023-11-05 18:56:12,JFTXFC,NA/Fwd NDF PKR SEK,PKR SEK,Spot,Forward price of underlying instrument,CASH,Cash,PKR,SEK,SEK,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZSFLBFRLP5Z,New,,2023-11-05 19:00:17,JFTXFC,NA/Fwd NDF CAD KRW,CAD KRW,Spot,Forward price of underlying instrument,CASH,Cash,CAD,KRW,CAD,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZV44HQ936BJ,New,,2023-11-05 19:03:19,JFTXFC,NA/Fwd NDF DZD USD,DZD USD,Spot,Forward price of underlying instrument,CASH,Cash,DZD,USD,USD,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZLHRDKC514L,New,,2023-11-05 19:07:26,JFTXFC,NA/Fwd NDF MVR USD,MVR USD,Spot,Forward price of underlying instrument,CASH,Cash,MVR,USD,MVR,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZNKXLMVCGC0,New,,2023-11-05 19:07:41,JFTXFC,NA/Fwd NDF INR TWD,INR TWD,Spot,Forward price of underlying instrument,CASH,Cash,INR,TWD,INR,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZ48BLJLLQD2,New,,2023-11-05 19:08:49,JFTXFC,NA/Fwd NDF CNY HKD,CNY HKD,Spot,Forward price of underlying instrument,CASH,Cash,CNY,HKD,HKD,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZ7JTNW39QMM,New,,2023-11-05 19:11:59,JFTXFC,NA/Fwd NDF EUR INR,EUR INR,Spot,Forward price of underlying instrument,CASH,Cash,EUR,INR,INR,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZ93P5BFHJJZ,New,,2023-11-05 19:12:47,JFTXFC,NA/Fwd NDF CHF KRW,CHF KRW,Spot,Forward price of underlying instrument,CASH,Cash,CHF,KRW,KRW,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZ29NPQM4B6W,New,,2023-11-05 19:13:32,JFTXFC,NA/Fwd NDF HUF USD,HUF USD,Spot,Forward price of underlying instrument,CASH,Cash,HUF,USD,HUF,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZLG8LV256DM,New,,2023-11-05 19:15:45,JFTXFC,NA/Fwd NDF COP EUR,COP EUR,Spot,Forward price of underlying instrument,CASH,Cash,COP,EUR,COP,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZL0VL8S5TSS,New,,2023-11-05 19:15:47,JFTXFC,NA/Fwd NDF PLN USD,PLN USD,Spot,Forward price of underlying instrument,CASH,Cash,PLN,USD,PLN,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZZLTNVXFP2F,New,,2023-11-05 19:17:17,JFTXFC,NA/Fwd NDF NOK USD,NOK USD,Spot,Forward price of underlying instrument,CASH,Cash,NOK,USD,NOK,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZSZC2C6Q7MJ,New,,2023-11-05 19:17:48,JFTXFC,NA/Fwd NDF CAD USD,CAD USD,Spot,Forward price of underlying instrument,CASH,Cash,CAD,USD,CAD,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZV7X45VM309,New,,2023-11-05 19:17:52,JFTXFC,NA/Fwd NDF AOA USD,AOA USD,Spot,Forward price of underlying instrument,CASH,Cash,AOA,USD,AOA,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZJF589CFW2Q,New,,2023-11-05 21:32:22,JFTXFC,NA/Fwd NDF CHF CNY,CHF CNY,Spot,Forward price of underlying instrument,CASH,Cash,CHF,CNY,CNY,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZC1Z8L7H2PS,New,,2023-11-05 21:32:23,JFTXFC,NA/Fwd NDF CHF IDR,CHF IDR,Spot,Forward price of underlying instrument,CASH,Cash,CHF,IDR,IDR,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZ1VZJKGST2X,New,,2023-11-05 21:32:25,JFTXFC,NA/Fwd NDF CHF PHP,CHF PHP,Spot,Forward price of underlying instrument,CASH,Cash,CHF,PHP,PHP,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZTNTW7M6SLD,New,,2023-11-05 22:15:04,JFTXFC,NA/Fwd NDF BRL JPY,BRL JPY,Spot,Forward price of underlying instrument,CASH,Cash,BRL,JPY,USD,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZ8SKK307D4G,New,,2023-11-05 22:15:05,JFTXFC,NA/Fwd NDF EUR IDR,EUR IDR,Spot,Forward price of underlying instrument,CASH,Cash,EUR,IDR,USD,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZR0ZBZCLBPD,New,,2023-11-05 22:15:06,JFTXFC,NA/Fwd NDF EUR INR,EUR INR,Spot,Forward price of underlying instrument,CASH,Cash,EUR,INR,USD,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZ84BLDT2XXH,New,,2023-11-05 22:15:07,JFTXFC,NA/Fwd NDF EUR KRW,EUR KRW,Spot,Forward price of underlying instrument,CASH,Cash,EUR,KRW,USD,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZGVZGRN9B30,New,,2023-11-05 22:15:12,JFTXFC,NA/Fwd NDF JPY KRW,JPY KRW,Spot,Forward price of underlying instrument,CASH,Cash,JPY,KRW,USD,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZNWD20LD1S3,New,,2023-11-05 22:18:41,JFTXFC,NA/Fwd NDF JPY TWD,JPY TWD,Spot,Forward price of underlying instrument,CASH,Cash,JPY,TWD,USD,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZWGMVBQPDZC,New,,2023-11-05 22:18:58,JFTXFC,NA/Fwd NDF GBP INR,GBP INR,Spot,Forward price of underlying instrument,CASH,Cash,GBP,INR,USD,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZT7D879GMZX,New,,2023-11-05 22:19:35,JFTXFC,NA/Fwd NDF IDR SGD,IDR SGD,Spot,Forward price of underlying instrument,CASH,Cash,IDR,SGD,USD,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZXDCFM8N74H,New,,2023-11-05 22:19:36,JFTXFC,NA/Fwd NDF GBP TWD,GBP TWD,Spot,Forward price of underlying instrument,CASH,Cash,GBP,TWD,USD,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZXVHPVSVLRS,New,,2023-11-05 22:19:42,JFTXFC,NA/Fwd NDF BRL EUR,BRL EUR,Spot,Forward price of underlying instrument,CASH,Cash,BRL,EUR,USD,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZL1BL1LFBTC,New,,2023-11-05 22:19:52,JFTXFC,NA/Fwd NDF AUD TWD,AUD TWD,Spot,Forward price of underlying instrument,CASH,Cash,AUD,TWD,USD,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZ0CSTZ3646X,New,,2023-11-05 22:21:04,JFTXFC,NA/Fwd NDF CNY TWD,CNY TWD,Spot,Forward price of underlying instrument,CASH,Cash,CNY,TWD,USD,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZ23SB786VTK,New,,2023-11-05 22:21:40,JFTXFC,NA/Fwd NDF INR SGD,INR SGD,Spot,Forward price of underlying instrument,CASH,Cash,INR,SGD,USD,,,,,,,,,
1,Foreign_Exchange,Forward,NDF,UPI,QZ9H9V181XBT,New,,2023-11-05 22:28:29,JFTXFC,NA/Fwd NDF CNY INR,CNY INR,Spot,Forward price of underlying instrument,CASH,Cash,CNY,INR,USD,,,,,,,,,
