TemplateVersion,Header_AssetClass,Header_InstrumentType,Header_UseCase,Header_Level,Identifier_UPI,Identifier_Status,Identifier_StatusReason,Identifier_LastUpdateDateTime,Derived_ClassificationType,Derived_ShortName,Derived_UnderlierName,Derived_UnderlyingAssetType,Derived_ReturnorPayoutTrigger,Derived_CFIDeliveryType,Attributes_NotionalCurrency,Attributes_OtherNotionalCurrency,Attributes_SettlementCurrency,Attributes_DeliveryType,Derived_DeliveryType,Derived_ValuationMethodorTrigger,Derived_CFIOptionStyleandType,Attributes_OptionType,Attributes_OptionExerciseStyle,Attributes_UnderlyingAssetType,Attributes_ReturnorPayoutTrigger,Attributes_PlaceofSettlement,Attributes_ValuationMethodorTrigger
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZ1F6X7871QK,New,,2023-11-11 11:48:55,JFTXFC,NA/Fwd Rlg Spot NZD SEK,NZD SEK,Spot,Forward price of underlying instrument,Cash,NZD,SEK,SEK,CASH,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZGVX167GV5L,New,,2023-11-11 11:48:55,JFTXFC,NA/Fwd Rlg Spot DKK SEK,DKK SEK,Spot,Forward price of underlying instrument,Cash,DKK,SEK,SEK,CASH,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZXNHPG2P52W,New,,2023-11-11 11:48:55,JFTXFC,NA/Fwd Rlg Spot NOK SEK,NOK SEK,Spot,Forward price of underlying instrument,Cash,NOK,SEK,SEK,CASH,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZTSNZ506BF8,New,,2023-11-11 11:48:55,JFTXFC,NA/Fwd Rlg Spot NZD SGD,NZD SGD,Spot,Forward price of underlying instrument,Cash,NZD,SGD,SGD,CASH,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZ5KPBC96R2M,New,,2023-11-11 11:48:55,JFTXFC,NA/Fwd Rlg Spot CHF HUF,CHF HUF,Spot,Forward price of underlying instrument,Cash,CHF,HUF,HUF,CASH,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZ700J53428W,New,,2023-11-11 11:48:55,JFTXFC,NA/Fwd Rlg Spot CHF NOK,CHF NOK,Spot,Forward price of underlying instrument,Cash,CHF,NOK,NOK,CASH,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZRC9SD0LN39,New,,2023-11-11 11:48:55,JFTXFC,NA/Fwd Rlg Spot CAD SGD,CAD SGD,Spot,Forward price of underlying instrument,Cash,CAD,SGD,SGD,CASH,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZ1NGJTJPMPZ,New,,2023-11-11 11:48:55,JFTXFC,NA/Fwd Rlg Spot CHF PLN,CHF PLN,Spot,Forward price of underlying instrument,Cash,CHF,PLN,PLN,CASH,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZR9L47JFZ8W,New,,2023-11-11 11:48:55,JFTXFC,NA/Fwd Rlg Spot CHF SGD,CHF SGD,Spot,Forward price of underlying instrument,Cash,CHF,SGD,SGD,CASH,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZ9ZVJWQRZL6,New,,2023-11-11 11:48:56,JFTXFC,NA/Fwd Rlg Spot EUR MXN,EUR MXN,Spot,Forward price of underlying instrument,Cash,EUR,MXN,MXN,CASH,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZ05TQTPH9G0,New,,2023-11-11 11:48:56,JFTXFP,NA/Fwd Rlg Spot HKD USD,HKD USD,Spot,Forward price of underlying instrument,Physical,HKD,USD,USD,PHYS,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZFTGC7NGTW5,New,,2023-11-11 11:48:56,JFTXFC,NA/Fwd Rlg Spot AMD USD,AMD USD,Spot,Forward price of underlying instrument,Cash,AMD,USD,USD,CASH,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZ4V2KHPFG0R,New,,2023-11-11 11:48:56,JFTXFC,NA/Fwd Rlg Spot EUR TRY,EUR TRY,Spot,Forward price of underlying instrument,Cash,EUR,TRY,TRY,CASH,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZBKJ0T8TT4K,New,,2023-11-11 11:48:56,JFTXFC,NA/Fwd Rlg Spot DKK USD,DKK USD,Spot,Forward price of underlying instrument,Cash,DKK,USD,USD,CASH,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZP0FJK4VHT6,New,,2023-11-11 11:48:56,JFTXFC,NA/Fwd Rlg Spot THB USD,THB USD,Spot,Forward price of underlying instrument,Cash,THB,USD,THB,CASH,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZPNZ9T1208Z,New,,2023-11-11 11:48:56,JFTXFC,NA/Fwd Rlg Spot DKK JPY,DKK JPY,Spot,Forward price of underlying instrument,Cash,DKK,JPY,JPY,CASH,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZFG7CT9SC2K,New,,2023-11-11 11:48:56,JFTXFC,NA/Fwd Rlg Spot CAD EUR,CAD EUR,Spot,Forward price of underlying instrument,Cash,CAD,EUR,EUR,CASH,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZF6BVBRH0KD,New,,2023-11-11 11:48:56,JFTXFC,NA/Fwd Rlg Spot RON USD,RON USD,Spot,Forward price of underlying instrument,Cash,RON,USD,RON,CASH,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZJKFL64Q44B,New,,2023-11-11 11:48:56,JFTXFC,NA/Fwd Rlg Spot BRL USD,BRL USD,Spot,Forward price of underlying instrument,Cash,BRL,USD,USD,CASH,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZW42P51X7XG,New,,2023-11-11 11:48:56,JFTXFC,NA/Fwd Rlg Spot CLP USD,CLP USD,Spot,Forward price of underlying instrument,Cash,CLP,USD,USD,CASH,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZ79LLJNBP5T,New,,2023-11-11 11:48:56,JFTXFP,NA/Fwd Rlg Spot CNY USD,CNY USD,Spot,Forward price of underlying instrument,Physical,CNY,USD,USD,PHYS,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZ6TPKXN9G30,New,,2023-11-11 11:48:57,JFTXFC,NA/Fwd Rlg Spot CZK EUR,CZK EUR,Spot,Forward price of underlying instrument,Cash,CZK,EUR,CZK,CASH,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZ75B4NG5X5D,New,,2023-11-11 11:48:57,JFTXFC,NA/Fwd Rlg Spot RUB USD,RUB USD,Spot,Forward price of underlying instrument,Cash,RUB,USD,USD,CASH,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZT37SPBHZ4R,New,,2023-11-11 11:48:57,JFTXFC,NA/Fwd Rlg Spot COP USD,COP USD,Spot,Forward price of underlying instrument,Cash,COP,USD,USD,CASH,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZN5H4ZSQGGJ,New,,2023-11-11 11:48:57,JFTXFP,NA/Fwd Rlg Spot PHP USD,PHP USD,Spot,Forward price of underlying instrument,Physical,PHP,USD,USD,PHYS,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZD3WDKLFV23,New,,2023-11-11 11:48:57,JFTXFP,NA/Fwd Rlg Spot MXN USD,MXN USD,Spot,Forward price of underlying instrument,Physical,MXN,USD,USD,PHYS,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZ2Z3FDP3LQ3,New,,2023-11-11 11:48:57,JFTXFC,NA/Fwd Rlg Spot ILS USD,ILS USD,Spot,Forward price of underlying instrument,Cash,ILS,USD,USD,CASH,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZSC0XM54K1F,New,,2023-11-11 11:48:57,JFTXFC,NA/Fwd Rlg Spot AUD SEK,AUD SEK,Spot,Forward price of underlying instrument,Cash,AUD,SEK,SEK,CASH,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZP1PJS4FVTG,New,,2023-11-11 11:48:57,JFTXFC,NA/Fwd Rlg Spot CAD NOK,CAD NOK,Spot,Forward price of underlying instrument,Cash,CAD,NOK,NOK,CASH,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZ4CZ74JV0S6,New,,2023-11-11 11:48:57,JFTXFC,NA/Fwd Rlg Spot AUD NOK,AUD NOK,Spot,Forward price of underlying instrument,Cash,AUD,NOK,NOK,CASH,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZ7P426ZK746,New,,2023-11-11 11:48:57,JFTXFC,NA/Fwd Rlg Spot CHF TRY,CHF TRY,Spot,Forward price of underlying instrument,Cash,CHF,TRY,CHF,CASH,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZBFPW6G3S7W,New,,2023-11-11 11:48:58,JFTXFC,NA/Fwd Rlg Spot EUR PLN,EUR PLN,Spot,Forward price of underlying instrument,Cash,EUR,PLN,EUR,CASH,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZ2ZN9021W4G,New,,2023-11-11 11:48:58,JFTXFC,NA/Fwd Rlg Spot AED USD,AED USD,Spot,Forward price of underlying instrument,Cash,AED,USD,USD,CASH,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZHDR8825R2V,New,,2023-11-11 11:48:58,JFTXFP,NA/Fwd Rlg Spot INR USD,INR USD,Spot,Forward price of underlying instrument,Physical,INR,USD,USD,PHYS,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZ5D3D13L3S9,New,,2023-11-11 11:48:58,JFTXFC,NA/Fwd Rlg Spot DKK EUR,DKK EUR,Spot,Forward price of underlying instrument,Cash,DKK,EUR,EUR,CASH,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZ94DR9VKFH5,New,,2023-11-11 11:48:58,JFTXFC,NA/Fwd Rlg Spot EUR JPY,EUR JPY,Spot,Forward price of underlying instrument,Cash,EUR,JPY,EUR,CASH,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZG2XBRVTKN1,New,,2023-11-11 11:48:58,JFTXFC,NA/Fwd Rlg Spot EUR GBP,EUR GBP,Spot,Forward price of underlying instrument,Cash,EUR,GBP,EUR,CASH,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZGKT7FPPDMM,New,,2023-11-11 11:48:58,JFTXFC,NA/Fwd Rlg Spot NOK NZD,NOK NZD,Spot,Forward price of underlying instrument,Cash,NOK,NZD,NOK,CASH,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZQQ2312Z7JT,New,,2023-11-11 11:48:58,JFTXFC,NA/Fwd Rlg Spot EUR SEK,EUR SEK,Spot,Forward price of underlying instrument,Cash,EUR,SEK,EUR,CASH,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZRFZJ8B35SK,New,,2023-11-11 11:48:58,JFTXFP,NA/Fwd Rlg Spot IDR USD,IDR USD,Spot,Forward price of underlying instrument,Physical,IDR,USD,USD,PHYS,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZF27SCC45VR,New,,2023-11-11 11:48:58,JFTXFC,NA/Fwd Rlg Spot GBP NOK,GBP NOK,Spot,Forward price of underlying instrument,Cash,GBP,NOK,GBP,CASH,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZM9JLLXC56Q,New,,2023-11-11 11:48:58,JFTXFC,NA/Fwd Rlg Spot NOK SGD,NOK SGD,Spot,Forward price of underlying instrument,Cash,NOK,SGD,SGD,CASH,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZ4VQM68800R,New,,2023-11-11 11:48:59,JFTXFC,NA/Fwd Rlg Spot GBP USD,GBP USD,Spot,Forward price of underlying instrument,Cash,GBP,USD,GBP,CASH,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZB3TM3ZWKG2,New,,2023-11-11 11:48:59,JFTXFC,NA/Fwd Rlg Spot CAD SEK,CAD SEK,Spot,Forward price of underlying instrument,Cash,CAD,SEK,CAD,CASH,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZQ5PHZ0LJV3,New,,2023-11-11 11:48:59,JFTXFC,NA/Fwd Rlg Spot THB USD,THB USD,Spot,Forward price of underlying instrument,Cash,THB,USD,USD,CASH,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZSRX4QD1MR3,New,,2023-11-11 11:48:59,JFTXFC,NA/Fwd Rlg Spot CAD NOK,CAD NOK,Spot,Forward price of underlying instrument,Cash,CAD,NOK,CAD,CASH,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZ2XTSQG3GVX,New,,2023-11-11 11:48:59,JFTXFC,NA/Fwd Rlg Spot EUR MAD,EUR MAD,Spot,Forward price of underlying instrument,Cash,EUR,MAD,EUR,CASH,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZHQDBK8RBK7,New,,2023-11-11 11:48:59,JFTXFC,NA/Fwd Rlg Spot AUD USD,AUD USD,Spot,Forward price of underlying instrument,Cash,AUD,USD,AUD,CASH,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZZXRM0MNHBJ,New,,2023-11-11 11:48:59,JFTXFC,NA/Fwd Rlg Spot AED USD,AED USD,Spot,Forward price of underlying instrument,Cash,AED,USD,AED,CASH,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZZWDKP3XT6N,New,,2023-11-11 11:48:59,JFTXFC,NA/Fwd Rlg Spot NOK SEK,NOK SEK,Spot,Forward price of underlying instrument,Cash,NOK,SEK,NOK,CASH,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZ3ZQ91NC22P,New,,2023-11-11 11:48:59,JFTXFC,NA/Fwd Rlg Spot EUR RON,EUR RON,Spot,Forward price of underlying instrument,Cash,EUR,RON,RON,CASH,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZDX7C6L6G28,New,,2023-11-11 11:48:59,JFTXFC,NA/Fwd Rlg Spot DKK NOK,DKK NOK,Spot,Forward price of underlying instrument,Cash,DKK,NOK,DKK,CASH,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZCCD5QDQW40,New,,2023-11-11 11:48:59,JFTXFC,NA/Fwd Rlg Spot GBP SEK,GBP SEK,Spot,Forward price of underlying instrument,Cash,GBP,SEK,GBP,CASH,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZ1VTRP94BTC,New,,2023-11-11 11:49:00,JFTXFC,NA/Fwd Rlg Spot EUR SGD,EUR SGD,Spot,Forward price of underlying instrument,Cash,EUR,SGD,EUR,CASH,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZ3ZLWZC92TQ,New,,2023-11-11 11:49:00,JFTXFC,NA/Fwd Rlg Spot BGN EUR,BGN EUR,Spot,Forward price of underlying instrument,Cash,BGN,EUR,EUR,CASH,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZ9XDWF566PW,New,,2023-11-11 11:49:00,JFTXFP,NA/Fwd Rlg Spot RUB USD,RUB USD,Spot,Forward price of underlying instrument,Physical,RUB,USD,USD,PHYS,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZC1T1JQCWV5,New,,2023-11-11 11:49:00,JFTXFC,NA/Fwd Rlg Spot EUR TRY,EUR TRY,Spot,Forward price of underlying instrument,Cash,EUR,TRY,EUR,CASH,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZMRRBL4NFMM,New,,2023-11-11 11:49:00,JFTXFC,NA/Fwd Rlg Spot CHF EUR,CHF EUR,Spot,Forward price of underlying instrument,Cash,CHF,EUR,EUR,CASH,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZKNFZDP637Z,New,,2023-11-11 11:49:00,JFTXFP,NA/Fwd Rlg Spot EUR USD,EUR USD,Spot,Forward price of underlying instrument,Physical,EUR,USD,EUR,PHYS,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZ50J9TTRCD4,New,,2023-11-11 11:49:00,JFTXFC,NA/Fwd Rlg Spot AUD EUR,AUD EUR,Spot,Forward price of underlying instrument,Cash,AUD,EUR,EUR,CASH,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZZCBQ1189R6,New,,2023-11-11 11:49:00,JFTXFP,NA/Fwd Rlg Spot USD ZAR,USD ZAR,Spot,Forward price of underlying instrument,Physical,USD,ZAR,USD,PHYS,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZ7ZLJ10RJD6,New,,2023-11-11 11:49:00,JFTXFP,NA/Fwd Rlg Spot CAD USD,CAD USD,Spot,Forward price of underlying instrument,Physical,CAD,USD,USD,PHYS,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZ2CHDF3HBWL,New,,2023-11-11 11:49:00,JFTXFC,NA/Fwd Rlg Spot NOK THB,NOK THB,Spot,Forward price of underlying instrument,Cash,NOK,THB,THB,CASH,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZT6VZZ1HM70,New,,2023-11-11 11:49:00,JFTXFC,NA/Fwd Rlg Spot EUR HUF,EUR HUF,Spot,Forward price of underlying instrument,Cash,EUR,HUF,EUR,CASH,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZ3GNRN0T70P,New,,2023-11-11 11:49:00,JFTXFC,NA/Fwd Rlg Spot CHF NOK,CHF NOK,Spot,Forward price of underlying instrument,Cash,CHF,NOK,CHF,CASH,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZPJ9G7L0KGK,New,,2023-11-11 11:49:01,JFTXFP,NA/Fwd Rlg Spot NZD USD,NZD USD,Spot,Forward price of underlying instrument,Physical,NZD,USD,NZD,PHYS,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZX5D66WH3DF,New,,2023-11-11 11:49:01,JFTXFC,NA/Fwd Rlg Spot HKD NOK,HKD NOK,Spot,Forward price of underlying instrument,Cash,HKD,NOK,HKD,CASH,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZKP2WD6Q8G5,New,,2023-11-11 11:49:01,JFTXFC,NA/Fwd Rlg Spot SGD THB,SGD THB,Spot,Forward price of underlying instrument,Cash,SGD,THB,SGD,CASH,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZV9J4QBH104,New,,2023-11-11 11:49:01,JFTXFP,NA/Fwd Rlg Spot TWD USD,TWD USD,Spot,Forward price of underlying instrument,Physical,TWD,USD,USD,PHYS,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZ45GG34H9X9,New,,2023-11-11 11:49:01,JFTXFP,NA/Fwd Rlg Spot JPY USD,JPY USD,Spot,Forward price of underlying instrument,Physical,JPY,USD,USD,PHYS,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZBGNW1JPWSM,New,,2023-11-11 11:49:01,JFTXFC,NA/Fwd Rlg Spot MYR USD,MYR USD,Spot,Forward price of underlying instrument,Cash,MYR,USD,USD,CASH,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZH0MBXJKXGS,New,,2023-11-11 11:49:01,JFTXFC,NA/Fwd Rlg Spot CNY USD,CNY USD,Spot,Forward price of underlying instrument,Cash,CNY,USD,CNY,CASH,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZ5VDCMR953L,New,,2023-11-11 11:49:01,JFTXFC,NA/Fwd Rlg Spot AUD SGD,AUD SGD,Spot,Forward price of underlying instrument,Cash,AUD,SGD,SGD,CASH,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZP7MS9MVXHP,New,,2023-11-11 11:49:01,JFTXFC,NA/Fwd Rlg Spot DKK SEK,DKK SEK,Spot,Forward price of underlying instrument,Cash,DKK,SEK,DKK,CASH,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZS33KSJBP1D,New,,2023-11-11 11:49:02,JFTXFC,NA/Fwd Rlg Spot KZT USD,KZT USD,Spot,Forward price of underlying instrument,Cash,KZT,USD,USD,CASH,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZV5K5C1RPF2,New,,2023-11-11 11:49:02,JFTXFP,NA/Fwd Rlg Spot NZD USD,NZD USD,Spot,Forward price of underlying instrument,Physical,NZD,USD,USD,PHYS,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZSXQGGWWQR2,New,,2023-11-11 11:49:02,JFTXFC,NA/Fwd Rlg Spot NOK ZAR,NOK ZAR,Spot,Forward price of underlying instrument,Cash,NOK,ZAR,ZAR,CASH,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZ2SJKWGBKPG,New,,2023-11-11 11:49:02,JFTXFP,NA/Fwd Rlg Spot GBP USD,GBP USD,Spot,Forward price of underlying instrument,Physical,GBP,USD,GBP,PHYS,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZHGH2KWGCCJ,New,,2023-11-11 11:49:02,JFTXFC,NA/Fwd Rlg Spot CZK EUR,CZK EUR,Spot,Forward price of underlying instrument,Cash,CZK,EUR,EUR,CASH,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZND4P79GBBR,New,,2023-11-11 11:49:02,JFTXFC,NA/Fwd Rlg Spot NZD USD,NZD USD,Spot,Forward price of underlying instrument,Cash,NZD,USD,NZD,CASH,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZ9PDDXDF12B,New,,2023-11-11 11:49:02,JFTXFC,NA/Fwd Rlg Spot RON USD,RON USD,Spot,Forward price of underlying instrument,Cash,RON,USD,USD,CASH,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZBMT91LT0MB,New,,2023-11-11 11:49:02,JFTXFC,NA/Fwd Rlg Spot UAH USD,UAH USD,Spot,Forward price of underlying instrument,Cash,UAH,USD,USD,CASH,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZ6MC2JZ28DF,New,,2023-11-11 11:49:02,JFTXFC,NA/Fwd Rlg Spot EUR NZD,EUR NZD,Spot,Forward price of underlying instrument,Cash,EUR,NZD,EUR,CASH,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZZMNGK4GP2W,New,,2023-11-11 11:49:02,JFTXFC,NA/Fwd Rlg Spot EUR ILS,EUR ILS,Spot,Forward price of underlying instrument,Cash,EUR,ILS,EUR,CASH,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZ3CG7VPXCKK,New,,2023-11-11 11:49:02,JFTXFP,NA/Fwd Rlg Spot TRY USD,TRY USD,Spot,Forward price of underlying instrument,Physical,TRY,USD,USD,PHYS,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZRWWV722K97,New,,2023-11-11 11:49:02,JFTXFC,NA/Fwd Rlg Spot GBP ZAR,GBP ZAR,Spot,Forward price of underlying instrument,Cash,GBP,ZAR,ZAR,CASH,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZZB55Z8ZM7B,New,,2023-11-11 11:49:03,JFTXFC,NA/Fwd Rlg Spot HKD SEK,HKD SEK,Spot,Forward price of underlying instrument,Cash,HKD,SEK,HKD,CASH,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZ8BM6V6KBBK,New,,2023-11-11 11:49:03,JFTXFC,NA/Fwd Rlg Spot NZD SEK,NZD SEK,Spot,Forward price of underlying instrument,Cash,NZD,SEK,NZD,CASH,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZDH83S0GPZH,New,,2023-11-11 11:49:03,JFTXFC,NA/Fwd Rlg Spot SEK ZAR,SEK ZAR,Spot,Forward price of underlying instrument,Cash,SEK,ZAR,ZAR,CASH,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZ0H256DXHLR,New,,2023-11-11 11:49:03,JFTXFC,NA/Fwd Rlg Spot JPY KRW,JPY KRW,Spot,Forward price of underlying instrument,Cash,JPY,KRW,JPY,CASH,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZJWXCRQNRJK,New,,2023-11-11 11:49:03,JFTXFP,NA/Fwd Rlg Spot AUD USD,AUD USD,Spot,Forward price of underlying instrument,Physical,AUD,USD,AUD,PHYS,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZC9JZ763V2C,New,,2023-11-11 11:49:03,JFTXFC,NA/Fwd Rlg Spot AUD NOK,AUD NOK,Spot,Forward price of underlying instrument,Cash,AUD,NOK,AUD,CASH,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZX6L7PTW5XG,New,,2023-11-11 11:49:03,JFTXFC,NA/Fwd Rlg Spot DKK NOK,DKK NOK,Spot,Forward price of underlying instrument,Cash,DKK,NOK,NOK,CASH,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZC4F9GQ2M21,New,,2023-11-11 11:49:03,JFTXFC,NA/Fwd Rlg Spot JPY SGD,JPY SGD,Spot,Forward price of underlying instrument,Cash,JPY,SGD,SGD,CASH,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZ7DTH59BJGH,New,,2023-11-11 11:49:03,JFTXFC,NA/Fwd Rlg Spot GBP HKD,GBP HKD,Spot,Forward price of underlying instrument,Cash,GBP,HKD,HKD,CASH,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZRLM361LN2P,New,,2023-11-11 11:49:03,JFTXFP,NA/Fwd Rlg Spot NOK USD,NOK USD,Spot,Forward price of underlying instrument,Physical,NOK,USD,NOK,PHYS,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZQ60Q4L11SS,New,,2023-11-11 11:49:03,JFTXFC,NA/Fwd Rlg Spot HKD SGD,HKD SGD,Spot,Forward price of underlying instrument,Cash,HKD,SGD,SGD,CASH,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZQNKWCT3VFQ,New,,2023-11-11 11:49:04,JFTXFP,NA/Fwd Rlg Spot SGD USD,SGD USD,Spot,Forward price of underlying instrument,Physical,SGD,USD,USD,PHYS,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZ2P832452ZT,New,,2023-11-11 11:49:04,JFTXFC,NA/Fwd Rlg Spot CHF SEK,CHF SEK,Spot,Forward price of underlying instrument,Cash,CHF,SEK,CHF,CASH,,,,,,,,,
1,Foreign_Exchange,Forward,Rolling_Spot,UPI,QZK5CDN0LH6Q,New,,2023-11-11 11:49:04,JFTXFP,NA/Fwd Rlg Spot SEK USD,SEK USD,Spot,Forward price of underlying instrument,Physical,SEK,USD,USD,PHYS,,,,,,,,,
