bank,Date,TimestampNYC,ts_local,local_hour,Title,Impact,Currency,EventId
FED,2023-04-12,2023-04-11 19:30:00-04:00,2023-04-11 19:30:00-04:00,19,FOMC Member Kashkari Speaks,low,USD,134024
FED,2023-04-14,2023-04-14 08:45:00-04:00,2023-04-14 08:45:00-04:00,8,FOMC Member Waller Speaks,medium,USD,134039
FED,2023-04-18,2023-04-18 13:00:00-04:00,2023-04-18 13:00:00-04:00,13,FOMC Member Bowman Speaks,low,USD,134048
FED,2023-04-19,2023-04-19 17:30:00-04:00,2023-04-19 17:30:00-04:00,17,FOMC Member Goolsbee Speaks,low,USD,134055
FED,2023-04-20,2023-04-19 19:00:00-04:00,2023-04-19 19:00:00-04:00,19,FOMC Member Williams Speaks,low,USD,134047
FED,2023-04-20,2023-04-20 12:00:00-04:00,2023-04-20 12:00:00-04:00,12,FOMC Member Waller Speaks,medium,USD,134046
FED,2023-04-20,2023-04-20 15:00:00-04:00,2023-04-20 15:00:00-04:00,15,FOMC Member Bowman Speaks,low,USD,134049
FED,2023-04-21,2023-04-20 19:45:00-04:00,2023-04-20 19:45:00-04:00,19,FOMC Member Harker Speaks,medium,USD,134057
FED,2023-04-21,2023-04-21 16:35:00-04:00,2023-04-21 16:35:00-04:00,16,FOMC Member Cook Speaks,low,USD,134050
FED,2023-05-05,2023-05-05 13:00:00-04:00,2023-05-05 13:00:00-04:00,13,FOMC Member Cook Speaks,low,USD,134085
FED,2023-05-09,2023-05-09 08:30:00-04:00,2023-05-09 08:30:00-04:00,8,FOMC Member Jefferson Speaks,low,USD,134098
FED,2023-05-09,2023-05-09 12:05:00-04:00,2023-05-09 12:05:00-04:00,12,FOMC Member Williams Speaks,low,USD,134092
FED,2023-05-11,2023-05-11 09:00:00-04:00,2023-05-11 09:00:00-04:00,9,FOMC Member Kashkari Speaks,low,USD,134123
FED,2023-05-11,2023-05-11 10:15:00-04:00,2023-05-11 10:15:00-04:00,10,FOMC Member Waller Speaks,medium,USD,134096
FED,2023-05-12,2023-05-12 03:00:00-04:00,2023-05-12 03:00:00-04:00,3,FOMC Member Bowman Speaks,low,USD,134100
FED,2023-05-13,2023-05-12 19:45:00-04:00,2023-05-12 19:45:00-04:00,19,FOMC Member Jefferson Speaks,low,USD,134095
FED,2023-05-15,2023-05-15 08:30:00-04:00,2023-05-15 08:30:00-04:00,8,FOMC Member Goolsbee Speaks,low,USD,134132
FED,2023-05-15,2023-05-15 09:15:00-04:00,2023-05-15 09:15:00-04:00,9,FOMC Member Kashkari Speaks,low,USD,134110
FED,2023-05-15,2023-05-15 17:00:00-04:00,2023-05-15 17:00:00-04:00,17,FOMC Member Cook Speaks,low,USD,134126
FED,2023-05-16,2023-05-16 10:00:00-04:00,2023-05-16 10:00:00-04:00,10,FOMC Member Barr Speaks,low,USD,134127
FED,2023-05-16,2023-05-16 12:15:00-04:00,2023-05-16 12:15:00-04:00,12,FOMC Member Williams Speaks,low,USD,134112
FED,2023-05-16,2023-05-16 14:30:00-04:00,2023-05-16 14:30:00-04:00,14,FOMC Member Goolsbee Speaks,low,USD,134133
FED,2023-05-17,2023-05-16 19:00:00-04:00,2023-05-16 19:00:00-04:00,19,FOMC Member Goolsbee Speaks,low,USD,134113
FED,2023-05-18,2023-05-18 08:45:00-04:00,2023-05-18 08:45:00-04:00,8,FOMC Member Logan Speaks,low,USD,134125
FED,2023-05-18,2023-05-18 09:05:00-04:00,2023-05-18 09:05:00-04:00,9,FOMC Member Jefferson Speaks,low,USD,134128
FED,2023-05-18,2023-05-18 09:30:00-04:00,2023-05-18 09:30:00-04:00,9,FOMC Member Barr Speaks,low,USD,134129
FED,2023-05-19,2023-05-19 08:45:00-04:00,2023-05-19 08:45:00-04:00,8,FOMC Member Williams Speaks,low,USD,134117
FED,2023-05-19,2023-05-19 09:00:00-04:00,2023-05-19 09:00:00-04:00,9,FOMC Member Bowman Speaks,low,USD,134130
FED,2023-05-19,2023-05-19 11:00:00-04:00,2023-05-19 11:00:00-04:00,11,Fed Chair Powell Speaks,high,USD,134119
FED,2023-05-23,2023-05-23 09:00:00-04:00,2023-05-23 09:00:00-04:00,9,FOMC Member Logan Speaks,low,USD,134135
FED,2023-05-31,2023-05-31 08:50:00-04:00,2023-05-31 08:50:00-04:00,8,FOMC Member Bowman Speaks,low,USD,134151
FED,2023-05-31,2023-05-31 12:30:00-04:00,2023-05-31 12:30:00-04:00,12,FOMC Member Harker Speaks,medium,USD,134154
FED,2023-05-31,2023-05-31 13:30:00-04:00,2023-05-31 13:30:00-04:00,13,FOMC Member Jefferson Speaks,low,USD,134159
FED,2023-06-01,2023-06-01 13:00:00-04:00,2023-06-01 13:00:00-04:00,13,FOMC Member Harker Speaks,medium,USD,134155
FED,2023-06-16,2023-06-16 07:45:00-04:00,2023-06-16 07:45:00-04:00,7,FOMC Member Waller Speaks,medium,USD,134188
FED,2023-06-20,2023-06-20 11:45:00-04:00,2023-06-20 11:45:00-04:00,11,FOMC Member Williams Speaks,low,USD,134195
FED,2023-06-21,2023-06-21 10:00:00-04:00,2023-06-21 10:00:00-04:00,10,Fed Chair Powell Testifies,high,USD,134196
FED,2023-06-21,2023-06-21 10:00:00-04:00,2023-06-21 10:00:00-04:00,10,FOMC Member Cook Speaks,low,USD,134203
FED,2023-06-21,2023-06-21 10:00:00-04:00,2023-06-21 10:00:00-04:00,10,FOMC Member Jefferson Speaks,low,USD,134204
FED,2023-06-21,2023-06-21 12:40:00-04:00,2023-06-21 12:40:00-04:00,12,FOMC Member Goolsbee Speaks,low,USD,134198
FED,2023-06-22,2023-06-22 04:00:00-04:00,2023-06-22 04:00:00-04:00,4,FOMC Member Waller Speaks,medium,USD,134205
FED,2023-06-22,2023-06-22 09:55:00-04:00,2023-06-22 09:55:00-04:00,9,FOMC Member Bowman Speaks,low,USD,134206
FED,2023-06-22,2023-06-22 10:00:00-04:00,2023-06-22 10:00:00-04:00,10,Fed Chair Powell Testifies,high,USD,134197
FED,2023-06-25,2023-06-25 09:45:00-04:00,2023-06-25 09:45:00-04:00,9,FOMC Member Williams Speaks,low,USD,134220
FED,2023-06-28,2023-06-28 09:30:00-04:00,2023-06-28 09:30:00-04:00,9,Fed Chair Powell Speaks,high,USD,134215
FED,2023-06-29,2023-06-29 02:30:00-04:00,2023-06-29 02:30:00-04:00,2,Fed Chair Powell Speaks,high,USD,134226
FED,2023-07-05,2023-07-05 16:00:00-04:00,2023-07-05 16:00:00-04:00,16,FOMC Member Williams Speaks,low,USD,134227
FED,2023-07-06,2023-07-06 08:45:00-04:00,2023-07-06 08:45:00-04:00,8,FOMC Member Logan Speaks,low,USD,134228
FED,2023-07-10,2023-07-10 10:00:00-04:00,2023-07-10 10:00:00-04:00,10,FOMC Member Barr Speaks,low,USD,134238
FED,2023-07-12,2023-07-12 09:45:00-04:00,2023-07-12 09:45:00-04:00,9,FOMC Member Kashkari Speaks,low,USD,134241
FED,2023-07-13,2023-07-13 18:45:00-04:00,2023-07-13 18:45:00-04:00,18,FOMC Member Waller Speaks,medium,USD,134243
FED,2023-07-18,2023-07-18 10:00:00-04:00,2023-07-18 10:00:00-04:00,10,FOMC Member Barr Speaks,low,USD,134261
FED,2023-08-01,2023-08-01 10:00:00-04:00,2023-08-01 10:00:00-04:00,10,FOMC Member Goolsbee Speaks,low,USD,134267
FED,2023-08-07,2023-08-07 08:30:00-04:00,2023-08-07 08:30:00-04:00,8,FOMC Member Bowman Speaks,low,USD,134268
FED,2023-08-08,2023-08-08 08:15:00-04:00,2023-08-08 08:15:00-04:00,8,FOMC Member Harker Speaks,medium,USD,134270
FED,2023-08-10,2023-08-10 16:15:00-04:00,2023-08-10 16:15:00-04:00,16,FOMC Member Harker Speaks,medium,USD,134271
FED,2023-08-15,2023-08-15 11:00:00-04:00,2023-08-15 11:00:00-04:00,11,FOMC Member Kashkari Speaks,low,USD,134272
FED,2023-08-22,2023-08-22 14:30:00-04:00,2023-08-22 14:30:00-04:00,14,FOMC Member Goolsbee Speaks,low,USD,134410
FED,2023-08-22,2023-08-22 14:32:00-04:00,2023-08-22 14:32:00-04:00,14,FOMC Member Bowman Speaks,low,USD,134411
FED,2023-08-22,2023-08-22 15:30:00-04:00,2023-08-22 15:30:00-04:00,15,FOMC Member Goolsbee Speaks,low,USD,134412
FED,2023-08-24,2023-08-24 12:00:00-04:00,2023-08-24 12:00:00-04:00,12,FOMC Member Harker Speaks,medium,USD,134416
FED,2023-08-25,2023-08-25 10:05:00-04:00,2023-08-25 10:05:00-04:00,10,Fed Chair Powell Speaks,high,USD,134415
FED,2023-08-25,2023-08-25 11:00:00-04:00,2023-08-25 11:00:00-04:00,11,FOMC Member Harker Speaks,medium,USD,134417
FED,2023-08-25,2023-08-25 11:30:00-04:00,2023-08-25 11:30:00-04:00,11,FOMC Member Harker Speaks,medium,USD,134418
FED,2023-08-25,2023-08-25 12:30:00-04:00,2023-08-25 12:30:00-04:00,12,FOMC Member Goolsbee Speaks,low,USD,134428
FED,2023-08-25,2023-08-25 14:00:00-04:00,2023-08-25 14:00:00-04:00,14,FOMC Member Goolsbee Speaks,low,USD,134429
FED,2023-09-06,2023-09-06 15:00:00-04:00,2023-09-06 15:00:00-04:00,15,FOMC Member Logan Speaks,low,USD,134426
FED,2023-09-07,2023-09-07 10:00:00-04:00,2023-09-07 10:00:00-04:00,10,FOMC Member Harker Speaks,medium,USD,134436
FED,2023-09-07,2023-09-07 11:45:00-04:00,2023-09-07 11:45:00-04:00,11,FOMC Member Goolsbee Speaks,low,USD,134442
FED,2023-09-07,2023-09-07 15:30:00-04:00,2023-09-07 15:30:00-04:00,15,FOMC Member Williams Speaks,low,USD,134440
FED,2023-09-07,2023-09-07 16:55:00-04:00,2023-09-07 16:55:00-04:00,16,FOMC Member Bowman Speaks,low,USD,134435
FED,2023-09-08,2023-09-07 19:05:00-04:00,2023-09-07 19:05:00-04:00,19,FOMC Member Logan Speaks,low,USD,134443
FED,2023-09-08,2023-09-08 09:00:00-04:00,2023-09-08 09:00:00-04:00,9,FOMC Member Barr Speaks,low,USD,134437
FED,2023-09-22,2023-09-22 08:50:00-04:00,2023-09-22 08:50:00-04:00,8,FOMC Member Cook Speaks,low,USD,135226
FED,2023-09-22,2023-09-22 13:00:00-04:00,2023-09-22 13:00:00-04:00,13,FOMC Member Kashkari Speaks,low,USD,135401
FED,2023-09-25,2023-09-25 18:00:00-04:00,2023-09-25 18:00:00-04:00,18,FOMC Member Kashkari Speaks,low,USD,135681
FED,2023-09-26,2023-09-26 13:30:00-04:00,2023-09-26 13:30:00-04:00,13,FOMC Member Bowman Speaks,low,USD,135884
FED,2023-09-27,2023-09-27 08:00:00-04:00,2023-09-27 08:00:00-04:00,8,FOMC Member Kashkari Speaks,low,USD,135897
FED,2023-09-28,2023-09-28 09:00:00-04:00,2023-09-28 09:00:00-04:00,9,FOMC Member Goolsbee Speaks,low,USD,135682
FED,2023-09-28,2023-09-28 13:00:00-04:00,2023-09-28 13:00:00-04:00,13,FOMC Member Cook Speaks,low,USD,135885
FED,2023-09-28,2023-09-28 16:00:00-04:00,2023-09-28 16:00:00-04:00,16,Fed Chair Powell Speaks,high,USD,135683
FED,2023-10-02,2023-10-02 11:00:00-04:00,2023-10-02 11:00:00-04:00,11,Fed Chair Powell Speaks,high,USD,135906
FED,2023-10-02,2023-10-02 11:00:00-04:00,2023-10-02 11:00:00-04:00,11,FOMC Member Harker Speaks,medium,USD,135907
FED,2023-10-02,2023-10-02 13:00:00-04:00,2023-10-02 13:00:00-04:00,13,FOMC Member Barr Speaks,low,USD,135911
FED,2023-10-04,2023-10-04 10:25:00-04:00,2023-10-04 10:25:00-04:00,10,FOMC Member Bowman Speaks,low,USD,135908
FED,2023-10-04,2023-10-04 10:30:00-04:00,2023-10-04 10:30:00-04:00,10,FOMC Member Goolsbee Speaks,low,USD,135909
FED,2023-10-05,2023-10-05 12:15:00-04:00,2023-10-05 12:15:00-04:00,12,FOMC Member Barr Speaks,low,USD,135912
FED,2023-10-06,2023-10-06 12:00:00-04:00,2023-10-06 12:00:00-04:00,12,FOMC Member Waller Speaks,medium,USD,135913
FED,2023-10-09,2023-10-09 09:00:00-04:00,2023-10-09 09:00:00-04:00,9,FOMC Member Logan Speaks,low,USD,135901
FED,2023-10-09,2023-10-09 09:15:00-04:00,2023-10-09 09:15:00-04:00,9,FOMC Member Barr Speaks,low,USD,136444
FED,2023-10-09,2023-10-09 12:50:00-04:00,2023-10-09 12:50:00-04:00,12,FOMC Member Jefferson Speaks,low,USD,135902
FED,2023-10-10,2023-10-10 13:00:00-04:00,2023-10-10 13:00:00-04:00,13,FOMC Member Waller Speaks,medium,USD,135903
FED,2023-10-10,2023-10-10 15:00:00-04:00,2023-10-10 15:00:00-04:00,15,FOMC Member Kashkari Speaks,low,USD,136446
FED,2023-10-11,2023-10-11 04:15:00-04:00,2023-10-11 04:15:00-04:00,4,FOMC Member Bowman Speaks,low,USD,136447
FED,2023-10-11,2023-10-11 10:15:00-04:00,2023-10-11 10:15:00-04:00,10,FOMC Member Waller Speaks,medium,USD,136624
FED,2023-10-13,2023-10-13 09:00:00-04:00,2023-10-13 09:00:00-04:00,9,FOMC Member Harker Speaks,medium,USD,136450
FED,2023-10-16,2023-10-16 10:30:00-04:00,2023-10-16 10:30:00-04:00,10,FOMC Member Harker Speaks,medium,USD,136738
FED,2023-10-16,2023-10-16 16:30:00-04:00,2023-10-16 16:30:00-04:00,16,FOMC Member Harker Speaks,medium,USD,136832
FED,2023-10-17,2023-10-17 08:00:00-04:00,2023-10-17 08:00:00-04:00,8,FOMC Member Williams Speaks,low,USD,136740
FED,2023-10-17,2023-10-17 09:20:00-04:00,2023-10-17 09:20:00-04:00,9,FOMC Member Bowman Speaks,low,USD,136833
FED,2023-10-18,2023-10-18 12:00:00-04:00,2023-10-18 12:00:00-04:00,12,FOMC Member Waller Speaks,medium,USD,136834
FED,2023-10-18,2023-10-18 12:30:00-04:00,2023-10-18 12:30:00-04:00,12,FOMC Member Williams Speaks,low,USD,136742
FED,2023-10-18,2023-10-18 13:00:00-04:00,2023-10-18 13:00:00-04:00,13,FOMC Member Bowman Speaks,low,USD,136835
FED,2023-10-18,2023-10-18 15:15:00-04:00,2023-10-18 15:15:00-04:00,15,FOMC Member Harker Speaks,medium,USD,136743
FED,2023-10-18,2023-10-18 18:55:00-04:00,2023-10-18 18:55:00-04:00,18,FOMC Member Cook Speaks,low,USD,136836
FED,2023-10-19,2023-10-19 09:00:00-04:00,2023-10-19 09:00:00-04:00,9,FOMC Member Jefferson Speaks,low,USD,136837
FED,2023-10-19,2023-10-19 12:00:00-04:00,2023-10-19 12:00:00-04:00,12,Fed Chair Powell Speaks,high,USD,136744
FED,2023-10-19,2023-10-19 13:20:00-04:00,2023-10-19 13:20:00-04:00,13,FOMC Member Goolsbee Speaks,low,USD,136745
FED,2023-10-19,2023-10-19 13:30:00-04:00,2023-10-19 13:30:00-04:00,13,FOMC Member Barr Speaks,low,USD,136838
FED,2023-10-19,2023-10-19 17:30:00-04:00,2023-10-19 17:30:00-04:00,17,FOMC Member Harker Speaks,medium,USD,136746
FED,2023-10-20,2023-10-19 19:00:00-04:00,2023-10-19 19:00:00-04:00,19,FOMC Member Logan Speaks,low,USD,136748
FED,2023-10-20,2023-10-20 09:00:00-04:00,2023-10-20 09:00:00-04:00,9,FOMC Member Harker Speaks,medium,USD,136747
FED,2023-10-25,2023-10-25 16:35:00-04:00,2023-10-25 16:35:00-04:00,16,Fed Chair Powell Speaks,high,USD,137463
FED,2023-10-26,2023-10-26 09:00:00-04:00,2023-10-26 09:00:00-04:00,9,FOMC Member Waller Speaks,medium,USD,137464
FED,2023-10-27,2023-10-27 09:00:00-04:00,2023-10-27 09:00:00-04:00,9,FOMC Member Barr Speaks,low,USD,137465
FED,2023-11-03,2023-11-03 08:00:00-04:00,2023-11-03 08:00:00-04:00,8,FOMC Member Barr Speaks,low,USD,138391
FED,2023-11-03,2023-11-03 15:30:00-04:00,2023-11-03 15:30:00-04:00,15,FOMC Member Barr Speaks,low,USD,138394
FED,2023-11-06,2023-11-06 11:00:00-05:00,2023-11-06 11:00:00-05:00,11,FOMC Member Cook Speaks,low,USD,138452
FED,2023-11-06,2023-11-06 18:00:00-05:00,2023-11-06 18:00:00-05:00,18,FOMC Member Kashkari Speaks,low,USD,138490
FED,2023-11-07,2023-11-07 07:30:00-05:00,2023-11-07 07:30:00-05:00,7,FOMC Member Kashkari Speaks,low,USD,138491
FED,2023-11-07,2023-11-07 08:00:00-05:00,2023-11-07 08:00:00-05:00,8,FOMC Member Goolsbee Speaks,low,USD,138492
FED,2023-11-07,2023-11-07 09:15:00-05:00,2023-11-07 09:15:00-05:00,9,FOMC Member Barr Speaks,low,USD,138398
FED,2023-11-07,2023-11-07 10:00:00-05:00,2023-11-07 10:00:00-05:00,10,FOMC Member Waller Speaks,medium,USD,138453
FED,2023-11-07,2023-11-07 13:25:00-05:00,2023-11-07 13:25:00-05:00,13,FOMC Member Logan Speaks,low,USD,138443
FED,2023-11-08,2023-11-08 05:15:00-05:00,2023-11-08 05:15:00-05:00,5,FOMC Member Cook Speaks,low,USD,138454
FED,2023-11-08,2023-11-08 09:15:00-05:00,2023-11-08 09:15:00-05:00,9,Fed Chair Powell Speaks,high,USD,138456
FED,2023-11-08,2023-11-08 13:40:00-05:00,2023-11-08 13:40:00-05:00,13,FOMC Member Williams Speaks,low,USD,138505
FED,2023-11-08,2023-11-08 14:00:00-05:00,2023-11-08 14:00:00-05:00,14,FOMC Member Barr Speaks,low,USD,138457
FED,2023-11-08,2023-11-08 16:45:00-05:00,2023-11-08 16:45:00-05:00,16,FOMC Member Jefferson Speaks,low,USD,138458
FED,2023-11-09,2023-11-09 14:00:00-05:00,2023-11-09 14:00:00-05:00,14,Fed Chair Powell Speaks,high,USD,138446
FED,2023-11-10,2023-11-10 07:30:00-05:00,2023-11-10 07:30:00-05:00,7,FOMC Member Logan Speaks,low,USD,138450
FED,2023-11-13,2023-11-13 08:50:00-05:00,2023-11-13 08:50:00-05:00,8,FOMC Member Cook Speaks,low,USD,138602
FED,2023-11-14,2023-11-14 05:30:00-05:00,2023-11-14 05:30:00-05:00,5,FOMC Member Jefferson Speaks,low,USD,138582
FED,2023-11-14,2023-11-14 10:00:00-05:00,2023-11-14 10:00:00-05:00,10,FOMC Member Barr Speaks,low,USD,138598
FED,2023-11-14,2023-11-14 12:45:00-05:00,2023-11-14 12:45:00-05:00,12,FOMC Member Goolsbee Speaks,low,USD,138581
FED,2023-11-15,2023-11-15 09:30:00-05:00,2023-11-15 09:30:00-05:00,9,FOMC Member Barr Speaks,low,USD,138607
FED,2023-11-16,2023-11-16 07:10:00-05:00,2023-11-16 07:10:00-05:00,7,FOMC Member Barr Speaks,low,USD,138593
FED,2023-11-16,2023-11-16 09:25:00-05:00,2023-11-16 09:25:00-05:00,9,FOMC Member Williams Speaks,low,USD,138511
FED,2023-11-16,2023-11-16 10:30:00-05:00,2023-11-16 10:30:00-05:00,10,FOMC Member Waller Speaks,low,USD,138601
FED,2023-11-16,2023-11-16 10:35:00-05:00,2023-11-16 10:35:00-05:00,10,FOMC Member Barr Speaks,low,USD,138512
FED,2023-11-16,2023-11-16 12:00:00-05:00,2023-11-16 12:00:00-05:00,12,FOMC Member Cook Speaks,low,USD,138600
FED,2023-11-17,2023-11-17 09:45:00-05:00,2023-11-17 09:45:00-05:00,9,FOMC Member Goolsbee Speaks,low,USD,138590
FED,2023-11-28,2023-11-28 10:00:00-05:00,2023-11-28 10:00:00-05:00,10,FOMC Member Goolsbee Speaks,low,USD,138624
FED,2023-11-28,2023-11-28 10:05:00-05:00,2023-11-28 10:05:00-05:00,10,FOMC Member Waller Speaks,medium,USD,138625
FED,2023-11-28,2023-11-28 10:45:00-05:00,2023-11-28 10:45:00-05:00,10,FOMC Member Bowman Speaks,low,USD,138635
FED,2023-11-28,2023-11-28 13:05:00-05:00,2023-11-28 13:05:00-05:00,13,FOMC Member Barr Speaks,low,USD,138634
FED,2023-11-28,2023-11-28 15:30:00-05:00,2023-11-28 15:30:00-05:00,15,FOMC Member Barr Speaks,low,USD,138633
FED,2023-11-30,2023-11-30 09:15:00-05:00,2023-11-30 09:15:00-05:00,9,FOMC Member Williams Speaks,low,USD,138630
FED,2023-12-01,2023-12-01 03:00:00-05:00,2023-12-01 03:00:00-05:00,3,FOMC Member Barr Speaks,low,USD,138632
FED,2023-12-01,2023-12-01 10:00:00-05:00,2023-12-01 10:00:00-05:00,10,FOMC Member Goolsbee Speaks,low,USD,138629
FED,2023-12-01,2023-12-01 11:00:00-05:00,2023-12-01 11:00:00-05:00,11,Fed Chair Powell Speaks,high,USD,138631
FED,2023-12-01,2023-12-01 14:00:00-05:00,2023-12-01 14:00:00-05:00,14,FOMC Member Cook Speaks,low,USD,139071
FED,2023-12-01,2023-12-01 14:00:00-05:00,2023-12-01 14:00:00-05:00,14,Fed Chair Powell Speaks,high,USD,139072
FED,2023-12-19,2023-12-19 09:30:00-05:00,2023-12-19 09:30:00-05:00,9,FOMC Member Barkin Speaks,medium,USD,139897
FED,2023-12-19,2023-12-19 12:30:00-05:00,2023-12-19 12:30:00-05:00,12,FOMC Member Bostic Speaks,low,USD,139898
FED,2023-12-19,2023-12-19 18:00:00-05:00,2023-12-19 18:00:00-05:00,18,FOMC Member Goolsbee Speaks,low,USD,139899
FED,2023-12-20,2023-12-20 12:00:00-05:00,2023-12-20 12:00:00-05:00,12,FOMC Member Goolsbee Speaks,low,USD,139900
FED,2024-01-03,2024-01-03 08:30:00-05:00,2024-01-03 08:30:00-05:00,8,FOMC Member Barkin Speaks,medium,USD,139901
FED,2024-01-05,2024-01-05 13:30:00-05:00,2024-01-05 13:30:00-05:00,13,FOMC Member Barkin Speaks,medium,USD,139902
FED,2024-01-08,2024-01-08 12:30:00-05:00,2024-01-08 12:30:00-05:00,12,FOMC Member Bostic Speaks,low,USD,139908
FED,2024-01-09,2024-01-09 12:00:00-05:00,2024-01-09 12:00:00-05:00,12,FOMC Member Barr Speaks,low,USD,139909
FED,2024-01-10,2024-01-10 15:15:00-05:00,2024-01-10 15:15:00-05:00,15,FOMC Member Williams Speaks,low,USD,139910
FED,2024-01-16,2024-01-16 11:00:00-05:00,2024-01-16 11:00:00-05:00,11,FOMC Member Waller Speaks,low,USD,139917
FED,2024-01-17,2024-01-17 09:00:00-05:00,2024-01-17 09:00:00-05:00,9,FOMC Member Barr Speaks,low,USD,139934
FED,2024-01-17,2024-01-17 09:00:00-05:00,2024-01-17 09:00:00-05:00,9,FOMC Member Bowman Speaks,low,USD,139935
FED,2024-01-17,2024-01-17 15:00:00-05:00,2024-01-17 15:00:00-05:00,15,FOMC Member Williams Speaks,low,USD,139919
FED,2024-01-18,2024-01-18 07:30:00-05:00,2024-01-18 07:30:00-05:00,7,FOMC Member Bostic Speaks,low,USD,139921
FED,2024-01-18,2024-01-18 12:05:00-05:00,2024-01-18 12:05:00-05:00,12,FOMC Member Bostic Speaks,low,USD,139923
FED,2024-01-19,2024-01-19 16:15:00-05:00,2024-01-19 16:15:00-05:00,16,FOMC Member Daly Speaks,low,USD,139925
FED,2024-02-05,2024-02-04 19:00:00-05:00,2024-02-04 19:00:00-05:00,19,Fed Chair Powell Speaks,high,USD,139979
FED,2024-02-05,2024-02-05 14:00:00-05:00,2024-02-05 14:00:00-05:00,14,FOMC Member Bostic Speaks,low,USD,139969
FED,2024-02-06,2024-02-06 12:00:00-05:00,2024-02-06 12:00:00-05:00,12,FOMC Member Mester Speaks,medium,USD,139970
FED,2024-02-07,2024-02-07 11:00:00-05:00,2024-02-07 11:00:00-05:00,11,FOMC Member Kugler Speaks,medium,USD,139971
FED,2024-02-07,2024-02-07 12:30:00-05:00,2024-02-07 12:30:00-05:00,12,FOMC Member Barkin Speaks,medium,USD,139972
FED,2024-02-07,2024-02-07 14:00:00-05:00,2024-02-07 14:00:00-05:00,14,FOMC Member Bowman Speaks,low,USD,139981
FED,2024-02-08,2024-02-08 08:30:00-05:00,2024-02-08 08:30:00-05:00,8,FOMC Member Barkin Speaks,medium,USD,139983
FED,2024-02-08,2024-02-08 12:05:00-05:00,2024-02-08 12:05:00-05:00,12,FOMC Member Barkin Speaks,medium,USD,139974
FED,2024-02-12,2024-02-12 09:20:00-05:00,2024-02-12 09:20:00-05:00,9,FOMC Member Bowman Speaks,low,USD,139993
FED,2024-02-12,2024-02-12 12:00:00-05:00,2024-02-12 12:00:00-05:00,12,FOMC Member Barkin Speaks,medium,USD,140005
FED,2024-02-14,2024-02-14 16:00:00-05:00,2024-02-14 16:00:00-05:00,16,FOMC Member Barr Speaks,low,USD,139985
FED,2024-02-15,2024-02-15 13:15:00-05:00,2024-02-15 13:15:00-05:00,13,FOMC Member Waller Speaks,medium,USD,139994
FED,2024-02-16,2024-02-15 19:00:00-05:00,2024-02-15 19:00:00-05:00,19,FOMC Member Bostic Speaks,low,USD,139989
FED,2024-02-16,2024-02-16 09:10:00-05:00,2024-02-16 09:10:00-05:00,9,FOMC Member Barr Speaks,low,USD,139995
FED,2024-02-16,2024-02-16 12:45:00-05:00,2024-02-16 12:45:00-05:00,12,FOMC Member Daly Speaks,low,USD,139990
FED,2024-02-21,2024-02-21 08:00:00-05:00,2024-02-21 08:00:00-05:00,8,FOMC Member Bostic Speaks,low,USD,140009
FED,2024-02-21,2024-02-21 09:10:00-05:00,2024-02-21 09:10:00-05:00,9,FOMC Member Barkin Speaks,medium,USD,140030
FED,2024-02-21,2024-02-21 13:00:00-05:00,2024-02-21 13:00:00-05:00,13,FOMC Member Bowman Speaks,low,USD,140020
FED,2024-02-22,2024-02-22 10:00:00-05:00,2024-02-22 10:00:00-05:00,10,FOMC Member Jefferson Speaks,low,USD,140012
FED,2024-02-22,2024-02-22 17:00:00-05:00,2024-02-22 17:00:00-05:00,17,FOMC Member Cook Speaks,low,USD,140013
FED,2024-02-23,2024-02-22 19:35:00-05:00,2024-02-22 19:35:00-05:00,19,FOMC Member Waller Speaks,medium,USD,140021
FED,2024-02-27,2024-02-27 09:05:00-05:00,2024-02-27 09:05:00-05:00,9,FOMC Member Barr Speaks,low,USD,140045
FED,2024-02-28,2024-02-28 12:00:00-05:00,2024-02-28 12:00:00-05:00,12,FOMC Member Bostic Speaks,low,USD,140035
FED,2024-02-28,2024-02-28 12:45:00-05:00,2024-02-28 12:45:00-05:00,12,FOMC Member Williams Speaks,low,USD,140026
FED,2024-02-29,2024-02-29 10:50:00-05:00,2024-02-29 10:50:00-05:00,10,FOMC Member Bostic Speaks,low,USD,140036
FED,2024-02-29,2024-02-29 13:15:00-05:00,2024-02-29 13:15:00-05:00,13,FOMC Member Mester Speaks,medium,USD,140037
FED,2024-03-01,2024-02-29 20:10:00-05:00,2024-02-29 20:10:00-05:00,20,FOMC Member Williams Speaks,low,USD,140027
FED,2024-03-01,2024-03-01 10:15:00-05:00,2024-03-01 10:15:00-05:00,10,FOMC Member Waller Speaks,medium,USD,140049
FED,2024-03-01,2024-03-01 12:15:00-05:00,2024-03-01 12:15:00-05:00,12,FOMC Member Bostic Speaks,low,USD,140038
FED,2024-03-01,2024-03-01 13:30:00-05:00,2024-03-01 13:30:00-05:00,13,FOMC Member Daly Speaks,low,USD,140039
FED,2024-03-01,2024-03-01 15:30:00-05:00,2024-03-01 15:30:00-05:00,15,FOMC Member Kugler Speaks,low,USD,140048
FED,2024-03-05,2024-03-05 12:00:00-05:00,2024-03-05 12:00:00-05:00,12,FOMC Member Barr Speaks,low,USD,140064
FED,2024-03-05,2024-03-05 15:30:00-05:00,2024-03-05 15:30:00-05:00,15,FOMC Member Barr Speaks,low,USD,140065
