config,panel,trades,total_bp,avg_bp,hit_rate,sr_per_trade,t_stat,max_dd_bp,span_days,trades_per_year
grid|SR3 r3|jobless claims|m1|h240|momentum,grid,216,67.00000000000159,0.31018518518519256,0.48148148148148145,0.07199706353961867,1.058136411904828,-37.50000000000284,2667.0,29.581552305961758
grid|SR3 r3|jobless claims|m5|h15|fade,grid,237,-7.000000000006423,-0.029535864978930057,0.3881856540084388,-0.022305604376333006,-0.3433904145759695,-32.500000000001705,2674.0,32.372569184741955
grid|SR3 r3|jobless claims|m5|h15|momentum,grid,237,7.000000000006423,0.029535864978930057,0.3670886075949367,0.022305604376333006,0.3433904145759695,-22.999999999994714,2674.0,32.372569184741955
grid|SR3 r3|jobless claims|m5|h30|fade,grid,239,-28.000000000005798,-0.11715481171550543,0.401673640167364,-0.06023852941112942,-0.9312650652322922,-68.00000000000779,2674.0,32.64575542258788
grid|SR3 r3|jobless claims|m5|h30|momentum,grid,239,28.000000000005798,0.11715481171550543,0.4435146443514644,0.06023852941112942,0.9312650652322922,-22.500000000003695,2674.0,32.64575542258788
grid|SR3 r3|jobless claims|m5|h60|fade,grid,240,-8.000000000002672,-0.03333333333334446,0.4625,-0.01500326466382482,-0.232429576726943,-48.49999999999994,2674.0,32.78234854151084
grid|SR3 r3|jobless claims|m5|h60|momentum,grid,240,8.000000000002672,0.03333333333334446,0.3958333333333333,0.01500326466382482,0.232429576726943,-32.99999999999699,2674.0,32.78234854151084
grid|SR3 r3|jobless claims|m5|h120|fade,grid,240,-48.00000000000466,-0.2000000000000194,0.45,-0.07125499573450034,-1.1038776472552014,-96.50000000000603,2674.0,32.78234854151084
grid|SR3 r3|jobless claims|m5|h120|momentum,grid,240,48.00000000000466,0.2000000000000194,0.425,0.07125499573450034,1.1038776472552014,-31.500000000001194,2674.0,32.78234854151084
grid|SR3 r3|jobless claims|m5|h240|fade,grid,237,-21.500000000007446,-0.0907172995780905,0.459915611814346,-0.022501846713408567,-0.3464115269542216,-59.499999999999886,2674.0,32.372569184741955
grid|SR3 r3|jobless claims|m5|h240|momentum,grid,237,21.500000000007446,0.0907172995780905,0.4388185654008439,0.022501846713408567,0.3464115269542216,-42.000000000004434,2674.0,32.372569184741955
grid|SR3 r3|ISM mfg|m1|h15|fade,grid,69,-11.999999999999034,-0.17391304347824688,0.3188405797101449,-0.11712966497961022,-0.9729520701752299,-19.50000000000074,2735.9583333333335,9.211488966388986
grid|SR3 r3|ISM mfg|m1|h15|momentum,grid,69,11.999999999999034,0.17391304347824688,0.43478260869565216,0.11712966497961022,0.9729520701752299,-13.500000000000512,2735.9583333333335,9.211488966388986
grid|SR3 r3|ISM mfg|m1|h30|fade,grid,69,-25.499999999998124,-0.3695652173912772,0.36231884057971014,-0.18399752943870706,-1.5283982687535351,-26.500000000000057,2735.9583333333335,9.211488966388986
grid|SR3 r3|ISM mfg|m1|h30|momentum,grid,69,25.499999999998124,0.3695652173912772,0.4927536231884058,0.18399752943870706,1.5283982687535351,-11.499999999999488,2735.9583333333335,9.211488966388986
grid|SR3 r3|ISM mfg|m1|h60|fade,grid,69,-1.4210854715202004e-12,-2.0595441616234788e-14,0.43478260869565216,-7.863207585775012e-15,-6.531670777107714e-14,-13.500000000000512,2735.9583333333335,9.211488966388986
grid|SR3 r3|ISM mfg|m1|h60|momentum,grid,69,1.4210854715202004e-12,2.0595441616234788e-14,0.42028985507246375,7.863207585775012e-15,6.531670777107714e-14,-22.00000000000273,2735.9583333333335,9.211488966388986
grid|SR3 r3|ISM mfg|m1|h120|fade,grid,69,5.49999999999784,0.07971014492750493,0.5217391304347826,0.02545461213444279,0.2114418885772865,-12.500000000002842,2735.9583333333335,9.211488966388986
grid|SR3 r3|ISM mfg|m1|h120|momentum,grid,69,-5.49999999999784,-0.07971014492750493,0.391304347826087,-0.02545461213444279,-0.2114418885772865,-23.99999999999949,2735.9583333333335,9.211488966388986
grid|SR3 r3|ISM mfg|m1|h240|fade,grid,68,-14.999999999996305,-0.22058823529406332,0.47058823529411764,-0.048680975444253545,-0.401433607429514,-38.50000000000193,2735.9583333333335,9.077989126296393
grid|SR3 r3|ISM mfg|m1|h240|momentum,grid,68,14.999999999996305,0.22058823529406332,0.47058823529411764,0.048680975444253545,0.401433607429514,-35.50000000000324,2735.9583333333335,9.077989126296393
