config,direction,threshold,bracket_family,bracket,trail,time_stop,base_trades,trades,gross_bp,net_bp,total_net_bp,hit_rate,sr_per_trade,t_stat,avg_hold_min,pct_target,pct_stop,pct_time
fade|mv0|tp1.5f|sl2f|tr4|t238,fade,0.0,frac,tp1.5f|sl2f,4.0,238,41,41,-0.09553839252589522,-0.3344383925258952,-13.711974093561704,0.4878048780487805,-0.4106422029468237,-2.6293930426016257,10.073170731707316,0.4878048780487805,0.5121951219512195,0.0
fade|mv0|tp1.5f|slinff|tr-|t30,fade,0.0,frac,tp1.5f|slinff,,30,41,41,0.050151253402329225,-0.18874874659767077,-7.7386986105045015,0.5609756097560976,-0.26039179503768756,-1.6673210140344639,17.804878048780488,0.5609756097560976,0.0,0.43902439024390244
fade|mv0|tp1.5f|slinff|tr-|t58,fade,0.0,frac,tp1.5f|slinff,,58,41,41,-0.09140532759285086,-0.33030532759285086,-13.542518431306885,0.6829268292682927,-0.25044264903587726,-1.603615396128514,28.365853658536587,0.6829268292682927,0.0,0.3170731707317073
fade|mv0|tp1.5f|slinff|tr-|t118,fade,0.0,frac,tp1.5f|slinff,,118,41,41,-0.042003986233042925,-0.2809039862330429,-11.517063435554759,0.7560975609756098,-0.18827059480003577,-1.205520008760008,44.926829268292686,0.7560975609756098,0.0,0.24390243902439024
fade|mv0|tp1.5f|slinff|tr-|t238,fade,0.0,frac,tp1.5f|slinff,,238,41,41,0.22463855358976745,-0.01426144641023255,-0.5847193028195345,0.8292682926829268,-0.013576910666727794,-0.08693464575958532,68.58536585365853,0.8292682926829268,0.0,0.17073170731707318
fade|mv0|tp1.5f|slinff|tr2|t30,fade,0.0,frac,tp1.5f|slinff,2.0,30,41,41,0.050151253402329225,-0.18874874659767077,-7.7386986105045015,0.5609756097560976,-0.26039179503768756,-1.6673210140344639,17.804878048780488,0.5609756097560976,0.0,0.43902439024390244
fade|mv0|tp1.5f|slinff|tr2|t58,fade,0.0,frac,tp1.5f|slinff,2.0,58,41,41,-0.11037164259590743,-0.34927164259590743,-14.320137346432205,0.6829268292682927,-0.25953097539414904,-1.661809078910864,28.048780487804876,0.6829268292682927,0.04878048780487805,0.2682926829268293
fade|mv0|tp1.5f|slinff|tr2|t118,fade,0.0,frac,tp1.5f|slinff,2.0,118,41,41,-0.06591748845526595,-0.30481748845526596,-12.497517026665905,0.7317073170731707,-0.23533274082726596,-1.5068647766525696,38.073170731707314,0.7317073170731707,0.12195121951219512,0.14634146341463414
fade|mv0|tp1.5f|slinff|tr2|t238,fade,0.0,frac,tp1.5f|slinff,2.0,238,41,41,0.026776425297501863,-0.21212357470249815,-8.697066562802425,0.7804878048780488,-0.18219827609020592,-1.1666381976516793,49.65853658536585,0.7804878048780488,0.14634146341463414,0.07317073170731707
fade|mv0|tp1.5f|slinff|tr4|t30,fade,0.0,frac,tp1.5f|slinff,4.0,30,41,41,0.050151253402329225,-0.18874874659767077,-7.7386986105045015,0.5609756097560976,-0.26039179503768756,-1.6673210140344639,17.804878048780488,0.5609756097560976,0.0,0.43902439024390244
