config,instrument,release_set,measure_min,hold_min,min_move_bp,trades,total_bp,avg_bp,hit_rate,sharpe,sr_per_trade,t_stat,max_dd_bp,trades_per_year,span_days
SR3 r1|tier1|m1|h15|mv0,SR3 r1,tier1,1,15,0.0,169,5.50000000001063,0.03254437869828775,0.33136094674556216,0.2665614726751044,0.05639571177297052,0.7331442530486169,-7.4999999999946,22.340999230896834,2762.9583333333335
SR3 r1|tier1|m1|h15|mv2,SR3 r1,tier1,1,15,2.0,0,,,,,,,,,
SR3 r1|tier1|m1|h30|mv0,SR3 r1,tier1,1,30,0.0,167,-2.7499999999932356,-0.01646706586822297,0.32335329341317365,-0.07597885643014363,-0.016170616313383478,-0.20897041641445058,-20.499999999995566,22.07660870745427,2762.9583333333335
SR3 r1|tier1|m1|h30|mv2,SR3 r1,tier1,1,30,2.0,0,,,,,,,,,
SR3 r1|tier1|m1|h60|mv0,SR3 r1,tier1,1,60,0.0,167,-3.0000000000001137,-0.017964071856288105,0.3712574850299401,-0.05973358026902594,-0.012713126426734327,-0.164289800205417,-20.74999999999818,22.07660870745427,2762.9583333333335
SR3 r1|tier1|m1|h60|mv2,SR3 r1,tier1,1,60,2.0,0,,,,,,,,,
SR3 r1|tier1|m1|h120|mv0,SR3 r1,tier1,1,120,0.0,142,-3.0000000000001137,-0.021126760563381083,0.4014084507042254,-0.042737161770791815,-0.009864011275930189,-0.11754326020720313,-25.24999999999693,18.77172716442219,2762.9583333333335
SR3 r1|tier1|m1|h120|mv2,SR3 r1,tier1,1,120,2.0,0,,,,,,,,,
SR3 r1|tier1|m1|h240|mv0,SR3 r1,tier1,1,240,0.0,137,2.2499999999993747,0.01642335766422901,0.4233576642335766,0.023328468345304398,0.005451893142482838,0.06381277317807182,-21.50000000000034,18.3095546645119,2732.9583333333335
SR3 r1|tier1|m1|h240|mv2,SR3 r1,tier1,1,240,2.0,0,,,,,,,,,
SR3 r1|tier1|m2|h15|mv0,SR3 r1,tier1,2,15,0.0,205,23.25000000001154,0.11341463414639776,0.3951219512195122,1.0502257403788662,0.20181568255580348,2.889560830596977,-5.74999999999477,27.080426166759594,2764.9583333333335
SR3 r1|tier1|m2|h15|mv2,SR3 r1,tier1,2,15,2.0,0,,,,,,,,,
SR3 r1|tier1|m2|h30|mv0,SR3 r1,tier1,2,30,0.0,201,29.750000000011312,0.1480099502488125,0.43781094527363185,0.7537139072717706,0.14627081570566075,2.073746719579581,-8.749999999996305,26.55202760740819,2764.9583333333335
SR3 r1|tier1|m2|h30|mv2,SR3 r1,tier1,2,30,2.0,0,,,,,,,,,
SR3 r1|tier1|m2|h60|mv0,SR3 r1,tier1,2,60,0.0,205,16.999999999995907,0.08292682926827272,0.4634146341463415,0.30459962850257116,0.05853311299560641,0.8380666381476283,-16.499999999996362,27.080426166759594,2764.9583333333335
SR3 r1|tier1|m2|h60|mv2,SR3 r1,tier1,2,60,2.0,0,,,,,,,,,
SR3 r1|tier1|m2|h120|mv0,SR3 r1,tier1,2,120,0.0,176,16.750000000000398,0.0951704545454568,0.48863636363636365,0.22077027392348386,0.045786078214546125,0.6074209682380599,-15.00000000000199,23.249536611461895,2764.9583333333335
SR3 r1|tier1|m2|h120|mv2,SR3 r1,tier1,2,120,2.0,0,,,,,,,,,
SR3 r1|tier1|m2|h240|mv0,SR3 r1,tier1,2,240,0.0,175,13.249999999997897,0.0757142857142737,0.44571428571428573,0.12814753025308756,0.026652650199353308,0.35258142104142465,-29.500000000003013,23.117436971624045,2764.9583333333335
SR3 r1|tier1|m2|h240|mv2,SR3 r1,tier1,2,240,2.0,0,,,,,,,,,
SR3 r1|tier1|m5|h15|mv0,SR3 r1,tier1,5,15,0.0,242,10.499999999994714,0.04338842975204427,0.36363636363636365,0.485332126101155,0.08594677666897886,1.3370180692827354,-6.249999999998579,31.887384069625863,2771.9583333333335
SR3 r1|tier1|m5|h15|mv2,SR3 r1,tier1,5,15,2.0,1,-0.49999999999954525,-0.49999999999954525,0.0,,0.0,0.0,0.0,365.25,0.0
SR3 r1|tier1|m5|h30|mv0,SR3 r1,tier1,5,30,0.0,236,7.499999999991758,0.03177966101691423,0.3771186440677966,0.19061049564202542,0.034181336976224615,0.5251036623427835,-6.999999999999318,31.096787770378942,2771.9583333333335
SR3 r1|tier1|m5|h30|mv2,SR3 r1,tier1,5,30,2.0,1,4.5000000000001705,4.5000000000001705,1.0,,0.0,0.0,0.0,365.25,0.0
SR3 r1|tier1|m5|h60|mv0,SR3 r1,tier1,5,60,0.0,244,17.749999999985278,0.07274590163928392,0.4262295081967213,0.31969634312934536,0.05638206683700725,0.8807160384813664,-9.499999999999886,32.15091616937484,2771.9583333333335
SR3 r1|tier1|m5|h60|mv2,SR3 r1,tier1,5,60,2.0,1,10.75000000000017,10.75000000000017,1.0,,0.0,0.0,0.0,365.25,0.0
SR3 r1|tier1|m5|h120|mv0,SR3 r1,tier1,5,120,0.0,215,-6.000000000008754,-0.027906976744226764,0.4232558139534884,-0.07282232538939971,-0.013681809826644986,-0.2006147123928927,-30.0000000000054,28.329700723014714,2771.9583333333335
SR3 r1|tier1|m5|h120|mv2,SR3 r1,tier1,5,120,2.0,1,12.000000000000455,12.000000000000455,1.0,,0.0,0.0,0.0,365.25,0.0
SR3 r1|tier1|m5|h240|mv0,SR3 r1,tier1,5,240,0.0,206,-15.500000000011482,-0.07524271844665768,0.4223300970873786,-0.14360068135920614,-0.027562659945452355,-0.395598592001211,-47.00000000000841,27.14380627414433,2771.9583333333335
SR3 r1|tier1|m5|h240|mv2,SR3 r1,tier1,5,240,2.0,1,18.75,18.75,1.0,,0.0,0.0,0.0,365.25,0.0
SR3 r1|tier1+2|m1|h15|mv0,SR3 r1,tier1+2,1,15,0.0,328,10.750000000008697,0.032774390243928954,0.32926829268292684,0.36240896434920694,0.055036912842604126,0.9967608852077635,-9.749999999999659,43.36004584458084,2762.9583333333335
SR3 r1|tier1+2|m1|h15|mv2,SR3 r1,tier1+2,1,15,2.0,1,0.0,0.0,0.0,,0.0,0.0,0.0,365.25,0.0
SR3 r1|tier1+2|m1|h30|mv0,SR3 r1,tier1+2,1,30,0.0,310,30.249999999998067,0.09758064516128409,0.34838709677419355,0.6081804439638432,0.09500438695486128,1.672724842168429,-11.999999999996191,40.980531133597744,2762.9583333333335
SR3 r1|tier1+2|m1|h30|mv2,SR3 r1,tier1+2,1,30,2.0,1,0.0,0.0,0.0,,0.0,0.0,0.0,365.25,0.0
SR3 r1|tier1+2|m1|h60|mv0,SR3 r1,tier1+2,1,60,0.0,302,35.499999999997556,0.1175496688741641,0.38079470198675497,0.5768816114985075,0.09130094649054599,1.5866412873365552,-10.750000000001592,39.92296903982748,2762.9583333333335
SR3 r1|tier1+2|m1|h60|mv2,SR3 r1,tier1+2,1,60,2.0,1,-1.0000000000005116,-1.0000000000005116,0.0,,0.0,0.0,0.0,365.25,0.0
SR3 r1|tier1+2|m1|h120|mv0,SR3 r1,tier1+2,1,120,0.0,243,16.50000000000489,0.06790123456792135,0.4074074074074074,0.20437133699707016,0.03605860364217057,0.5620980020240484,-26.499999999997215,32.12344859827178,2762.9583333333335
SR3 r1|tier1+2|m1|h120|mv2,SR3 r1,tier1+2,1,120,2.0,1,1.5000000000000568,1.5000000000000568,1.0,,0.0,0.0,0.0,365.25,0.0
SR3 r1|tier1+2|m1|h240|mv0,SR3 r1,tier1+2,1,240,0.0,232,8.249999999999602,0.035560344827584495,0.4224137931034483,0.07813542487789613,0.014032187480534334,0.21373191206138725,-31.749999999995282,31.005961183698982,2732.9583333333335
SR3 r1|tier1+2|m1|h240|mv2,SR3 r1,tier1+2,1,240,2.0,1,3.999999999999204,3.999999999999204,1.0,,0.0,0.0,0.0,365.25,0.0
SR3 r1|tier1+2|m2|h15|mv0,SR3 r1,tier1+2,2,15,0.0,411,26.25000000000881,0.06386861313870756,0.35036496350364965,0.7351608133890857,0.09977244656805763,2.0227002718411597,-9.749999999999659,54.29295197335704,2764.9583333333335
SR3 r1|tier1+2|m2|h15|mv2,SR3 r1,tier1+2,2,15,2.0,1,-0.5000000000009663,-0.5000000000009663,0.0,,0.0,0.0,0.0,365.25,0.0
SR3 r1|tier1+2|m2|h30|mv0,SR3 r1,tier1+2,2,30,0.0,387,38.25000000000642,0.09883720930234217,0.3772609819121447,0.7250875521659944,0.10141078633412584,1.994984991261467,-9.249999999997272,51.1225606172486,2764.9583333333335
SR3 r1|tier1+2|m2|h30|mv2,SR3 r1,tier1+2,2,30,2.0,1,0.49999999999954525,0.49999999999954525,1.0,,0.0,0.0,0.0,365.25,0.0
SR3 r1|tier1+2|m2|h60|mv0,SR3 r1,tier1+2,2,60,0.0,373,31.99999999998937,0.08579088471847016,0.42091152815013405,0.49158843621717035,0.07003198328641375,1.3525422539682979,-13.500000000001933,49.273165659518675,2764.9583333333335
SR3 r1|tier1+2|m2|h60|mv2,SR3 r1,tier1+2,2,60,2.0,1,-1.0000000000005116,-1.0000000000005116,0.0,,0.0,0.0,0.0,365.25,0.0
SR3 r1|tier1+2|m2|h120|mv0,SR3 r1,tier1+2,2,120,0.0,305,19.500000000006423,0.06393442622952926,0.4459016393442623,0.23483265459098424,0.03699625387860154,0.646111797075577,-17.75000000000091,40.290390150544766,2764.9583333333335
SR3 r1|tier1+2|m2|h120|mv2,SR3 r1,tier1+2,2,120,2.0,1,-1.999999999999602,-1.999999999999602,0.0,,0.0,0.0,0.0,365.25,0.0
SR3 r1|tier1+2|m2|h240|mv0,SR3 r1,tier1+2,2,240,0.0,291,-12.000000000008981,-0.04123711340209272,0.40893470790378006,-0.10644761313679062,-0.017168747616968294,-0.2928768945614009,-31.500000000006878,38.44099519281484,2764.9583333333335
SR3 r1|tier1+2|m2|h240|mv2,SR3 r1,tier1+2,2,240,2.0,1,-1.5000000000000568,-1.5000000000000568,0.0,,0.0,0.0,0.0,365.25,0.0
SR3 r1|tier1+2|m5|h15|mv0,SR3 r1,tier1+2,5,15,0.0,490,21.99999999998994,0.044897959183652934,0.3551020408163265,0.6837421528967633,0.0850927485227987,1.8836082838718053,-8.750000000000568,64.56536443849865,2771.9583333333335
SR3 r1|tier1+2|m5|h15|mv2,SR3 r1,tier1+2,5,15,2.0,3,1.999999999998181,0.6666666666660603,0.6666666666666666,1.6456193427752461,0.6405126152203485,1.1094003924504583,-0.49999999999954525,6.600903614457831,166.0
SR3 r1|tier1+2|m5|h30|mv0,SR3 r1,tier1+2,5,30,0.0,464,41.249999999989484,0.08890086206894285,0.3642241379310345,0.7213995266662986,0.09226035033447103,1.9873487668603733,-12.000000000001876,61.139447141761984,2771.9583333333335
SR3 r1|tier1+2|m5|h30|mv2,SR3 r1,tier1+2,5,30,2.0,3,9.99999999999801,3.33333333333267,1.0,8.228096713869485,3.202563076099117,5.547001962247743,0.0,6.600903614457831,166.0
SR3 r1|tier1+2|m5|h60|mv0,SR3 r1,tier1+2,5,60,0.0,451,48.49999999998431,0.1075388026607191,0.4146341463414634,0.6916170323091172,0.08971718648341141,1.9053024094025464,-11.750000000000682,59.426488493393656,2771.9583333333335
SR3 r1|tier1+2|m5|h60|mv2,SR3 r1,tier1+2,5,60,2.0,3,13.749999999998863,4.583333333332955,1.0,2.1953659219346267,0.8544865337159739,1.4800140907794832,0.0,6.600903614457831,166.0
SR3 r1|tier1+2|m5|h120|mv0,SR3 r1,tier1+2,5,120,0.0,371,24.999999999995737,0.06738544474392381,0.41509433962264153,0.2630517708286305,0.037622921082069966,0.7246686379079639,-22.00000000000415,48.88520450343469,2771.9583333333335
SR3 r1|tier1+2|m5|h120|mv2,SR3 r1,tier1+2,5,120,2.0,3,18.999999999999773,6.3333333333332575,0.6666666666666666,2.699488118211333,1.0507024008576857,1.8198699419201125,0.0,6.600903614457831,166.0
SR3 r1|tier1+2|m5|h240|mv0,SR3 r1,tier1+2,5,240,0.0,350,2.4999999999835154,0.007142857142810044,0.4085714285714286,0.020465632585055467,0.003013626232180584,0.056379784263071026,-38.25000000001069,46.118117456070465,2771.9583333333335
SR3 r1|tier1+2|m5|h240|mv2,SR3 r1,tier1+2,5,240,2.0,3,29.749999999998522,9.916666666666174,1.0,2.7878538430121895,1.0850963582066475,1.8794420235218716,0.0,6.600903614457831,166.0
SR3 r1|0830|m1|h15|mv0,SR3 r1,0830,1,15,0.0,107,3.000000000005798,0.02803738317762428,0.3177570093457944,0.19254795679921635,0.051196359636898,0.5295792619500448,-3.7499999999965894,14.144893004177286,2762.9583333333335
SR3 r1|0830|m1|h15|mv2,SR3 r1,0830,1,15,2.0,0,,,,,,,,,
SR3 r1|0830|m1|h30|mv0,SR3 r1,0830,1,30,0.0,106,-0.750000000000739,-0.007075471698120179,0.37735849056603776,-0.031725480894281496,-0.008475148893084731,-0.08725699839299576,-8.99999999999892,14.012697742456002,2762.9583333333335
SR3 r1|0830|m1|h30|mv2,SR3 r1,0830,1,30,2.0,0,,,,,,,,,
SR3 r1|0830|m1|h60|mv0,SR3 r1,0830,1,60,0.0,106,6.750000000002387,0.06367924528304139,0.32075471698113206,0.182057231783452,0.048634791433711945,0.500725824585541,-7.9999999999998295,14.012697742456002,2762.9583333333335
SR3 r1|0830|m1|h60|mv2,SR3 r1,0830,1,60,2.0,0,,,,,,,,,
SR3 r1|0830|m1|h120|mv0,SR3 r1,0830,1,120,0.0,108,16.99999999999875,0.15740740740739584,0.37037037037037035,0.3022503362906244,0.07999207646108882,0.8313020438012415,-17.000000000005855,14.277088265898568,2762.9583333333335
SR3 r1|0830|m1|h120|mv2,SR3 r1,0830,1,120,2.0,0,,,,,,,,,
SR3 r1|0830|m1|h240|mv0,SR3 r1,0830,1,240,0.0,103,21.750000000000114,0.21116504854369042,0.4077669902912621,0.2614619122011562,0.07047112646591605,0.7152038209724825,-19.750000000003354,13.765577594487048,2732.9583333333335
SR3 r1|0830|m1|h240|mv2,SR3 r1,0830,1,240,2.0,0,,,,,,,,,
SR3 r1|0830|m2|h15|mv0,SR3 r1,0830,2,15,0.0,125,12.25000000000449,0.09800000000003592,0.368,0.7183099323697156,0.17676897691817423,1.9763372435106445,-2.4999999999991473,16.512454979731462,2764.9583333333335
SR3 r1|0830|m2|h15|mv2,SR3 r1,0830,2,15,2.0,0,,,,,,,,,
SR3 r1|0830|m2|h30|mv0,SR3 r1,0830,2,30,0.0,124,13.249999999999318,0.10685483870967191,0.4596774193548387,0.5079907887013387,0.12551458024571746,1.3976712138153493,-5.000000000001137,16.380355339893608,2764.9583333333335
SR3 r1|0830|m2|h30|mv2,SR3 r1,0830,2,30,2.0,0,,,,,,,,,
SR3 r1|0830|m2|h60|mv0,SR3 r1,0830,2,60,0.0,126,18.499999999994543,0.1468253968253535,0.4523809523809524,0.44521072160122477,0.10912632381265187,1.2249399467552817,-6.999999999999318,16.644554619569313,2764.9583333333335
SR3 r1|0830|m2|h60|mv2,SR3 r1,0830,2,60,2.0,0,,,,,,,,,
SR3 r1|0830|m2|h120|mv0,SR3 r1,0830,2,120,0.0,127,27.249999999999375,0.21456692913385333,0.41732283464566927,0.44578842498175336,0.10883688676534856,1.2265294231848698,-13.500000000006196,16.776654259407163,2764.9583333333335
SR3 r1|0830|m2|h120|mv2,SR3 r1,0830,2,120,2.0,0,,,,,,,,,
SR3 r1|0830|m2|h240|mv0,SR3 r1,0830,2,240,0.0,124,34.24999999999585,0.2762096774193214,0.45161290322580644,0.3870888694389471,0.09564208258505129,1.0650251580077887,-19.750000000001933,16.380355339893608,2764.9583333333335
SR3 r1|0830|m2|h240|mv2,SR3 r1,0830,2,240,2.0,0,,,,,,,,,
SR3 r1|0830|m5|h15|mv0,SR3 r1,0830,5,15,0.0,155,6.249999999995737,0.04032258064513378,0.38064516129032255,0.3359517765381769,0.07433773588168091,0.9254973480687319,-6.4999999999983515,20.42373773054549,2771.9583333333335
SR3 r1|0830|m5|h15|mv2,SR3 r1,0830,5,15,2.0,2,0.49999999999954525,0.24999999999977263,0.5,0.4944470766892918,0.23570226039551584,0.3333333333333333,-0.49999999999954525,4.400602409638554,166.0
SR3 r1|0830|m5|h30|mv0,SR3 r1,0830,5,30,0.0,154,0.24999999998698286,0.0016233766232920965,0.3961038961038961,0.00832035965691249,0.0018470556299282897,0.022921357573400136,-9.500000000012676,20.291971680671004,2771.9583333333335
SR3 r1|0830|m5|h30|mv2,SR3 r1,0830,5,30,2.0,2,7.499999999998863,3.7499999999994316,1.0,7.416706150330945,3.5355339059287183,4.999999999994316,0.0,4.400602409638554,166.0
SR3 r1|0830|m5|h60|mv0,SR3 r1,0830,5,60,0.0,157,3.9999999999920988,0.0254777070063191,0.36942675159235666,0.08682233215926059,0.01908885406654799,0.23918265589944565,-10.500000000000398,20.687269830294465,2771.9583333333335
SR3 r1|0830|m5|h60|mv2,SR3 r1,0830,5,60,2.0,2,12.749999999999773,6.374999999999886,1.0,2.1614400780987255,1.0303555954431698,1.4571428571427367,0.0,4.400602409638554,166.0
SR3 r1|0830|m5|h120|mv0,SR3 r1,0830,5,120,0.0,158,9.49999999999278,0.06012658227843532,0.34177215189873417,0.12209504251771554,0.02675886716209431,0.336353744656099,-15.500000000005798,20.81903588016895,2771.9583333333335
SR3 r1|0830|m5|h120|mv2,SR3 r1,0830,5,120,2.0,2,18.999999999999773,9.499999999999886,1.0,5.636696674256577,2.6870057685082376,3.7999999999990903,0.0,4.400602409638554,166.0
SR3 r1|0830|m5|h240|mv0,SR3 r1,0830,5,240,0.0,152,23.749999999995453,0.15624999999997008,0.3684210526315789,0.22908076539746597,0.051187635432779634,0.6310835532813953,-20.000000000000284,20.02843958092203,2771.9583333333335
SR3 r1|0830|m5|h240|mv2,SR3 r1,0830,5,240,2.0,2,29.249999999998977,14.624999999999488,1.0,5.259118906603449,2.507014951479179,3.545454545453982,0.0,4.400602409638554,166.0
SR3 r1|clustered|m1|h15|mv0,SR3 r1,clustered,1,15,0.0,119,12.250000000005912,0.10294117647063791,0.36134453781512604,0.6870147946457669,0.17321466744454062,1.8895489411848565,-3.999999999999204,15.731236144832682,2762.9583333333335
SR3 r1|clustered|m1|h15|mv2,SR3 r1,clustered,1,15,2.0,0,,,,,,,,,
SR3 r1|clustered|m1|h30|mv0,SR3 r1,clustered,1,30,0.0,118,17.25000000000705,0.14618644067802583,0.3898305084745763,0.49232245948904585,0.12465241599558842,1.3540718326578516,-6.4999999999969305,15.5990408831114,2762.9583333333335
SR3 r1|clustered|m1|h30|mv2,SR3 r1,clustered,1,30,2.0,0,,,,,,,,,
SR3 r1|clustered|m1|h60|mv0,SR3 r1,clustered,1,60,0.0,118,30.250000000005173,0.25635593220343367,0.3983050847457627,0.7278060249173323,0.18427511813344252,2.001740158273574,-9.000000000001762,15.5990408831114,2762.9583333333335
SR3 r1|clustered|m1|h60|mv2,SR3 r1,clustered,1,60,2.0,0,,,,,,,,,
SR3 r1|clustered|m1|h120|mv0,SR3 r1,clustered,1,120,0.0,114,26.749999999996987,0.23464912280699113,0.41228070175438597,0.40314776277545705,0.1038493742238187,1.1088078950121956,-13.000000000002387,15.070259836226267,2762.9583333333335
SR3 r1|clustered|m1|h120|mv2,SR3 r1,clustered,1,120,2.0,0,,,,,,,,,
SR3 r1|clustered|m1|h240|mv0,SR3 r1,clustered,1,240,0.0,110,39.24999999999841,0.3568181818181673,0.44545454545454544,0.4360627579386305,0.11372974033582395,1.1928075796430595,-14.500000000003865,14.701102285374517,2732.9583333333335
SR3 r1|clustered|m1|h240|mv2,SR3 r1,clustered,1,240,2.0,0,,,,,,,,,
SR3 r1|clustered|m2|h15|mv0,SR3 r1,clustered,2,15,0.0,149,24.00000000000375,0.1610738255033809,0.3959731543624161,1.2418262916553688,0.2799090236660992,3.416725064725961,-2.250000000000796,19.6828463358399,2764.9583333333335
SR3 r1|clustered|m2|h15|mv2,SR3 r1,clustered,2,15,2.0,0,,,,,,,,,
SR3 r1|clustered|m2|h30|mv0,SR3 r1,clustered,2,30,0.0,148,37.75000000000546,0.25506756756760446,0.43243243243243246,1.0001192399046237,0.22618828498934176,2.7516992494511663,-4.5000000000001705,19.55074669600205,2764.9583333333335
SR3 r1|clustered|m2|h30|mv2,SR3 r1,clustered,2,30,2.0,0,,,,,,,,,
SR3 r1|clustered|m2|h60|mv0,SR3 r1,clustered,2,60,0.0,150,43.00000000000068,0.28666666666667123,0.48,0.9272755160660224,0.20831106844437522,2.5512791273135083,-5.499999999999261,19.81494597567775,2764.9583333333335
SR3 r1|clustered|m2|h60|mv2,SR3 r1,clustered,2,60,2.0,0,,,,,,,,,
SR3 r1|clustered|m2|h120|mv0,SR3 r1,clustered,2,120,0.0,142,46.49999999999892,0.32746478873238677,0.45774647887323944,0.6563340558051416,0.15154093081954859,1.8058186031102457,-10.750000000001592,18.758148856974938,2764.9583333333335
SR3 r1|clustered|m2|h120|mv2,SR3 r1,clustered,2,120,2.0,0,,,,,,,,,
SR3 r1|clustered|m2|h240|mv0,SR3 r1,clustered,2,240,0.0,143,48.999999999993804,0.3426573426572993,0.44755244755244755,0.5151702644082837,0.11853100101981541,1.4174246163357704,-17.500000000001137,18.89024849681279,2764.9583333333335
SR3 r1|clustered|m2|h240|mv2,SR3 r1,clustered,2,240,2.0,0,,,,,,,,,
SR3 r1|clustered|m5|h15|mv0,SR3 r1,clustered,5,15,0.0,186,16.49999999999494,0.08870967741932764,0.3924731182795699,0.8211848403000243,0.1658756691729746,2.262242515290143,-5.249999999998067,24.50848527665459,2771.9583333333335
SR3 r1|clustered|m5|h15|mv2,SR3 r1,clustered,5,15,2.0,2,0.49999999999954525,0.24999999999977263,0.5,0.4944470766892918,0.23570226039551584,0.3333333333333333,-0.49999999999954525,4.400602409638554,166.0
SR3 r1|clustered|m5|h30|mv0,SR3 r1,clustered,5,30,0.0,182,25.49999999999386,0.1401098901098564,0.3956043956043956,0.5844853544021757,0.11935377949237178,1.6101705163114541,-5.750000000001876,23.98142107715664,2771.9583333333335
SR3 r1|clustered|m5|h30|mv2,SR3 r1,clustered,5,30,2.0,2,7.499999999998863,3.7499999999994316,1.0,7.416706150330945,3.5355339059287183,4.999999999994316,0.0,4.400602409638554,166.0
SR3 r1|clustered|m5|h60|mv0,SR3 r1,clustered,5,60,0.0,186,41.25000000000085,0.22177419354839167,0.45161290322580644,0.7841564090454518,0.15839609148065673,2.1602346757055897,-5.749999999999034,24.50848527665459,2771.9583333333335
SR3 r1|clustered|m5|h60|mv2,SR3 r1,clustered,5,60,2.0,2,12.749999999999773,6.374999999999886,1.0,2.1614400780987255,1.0303555954431698,1.4571428571427367,0.0,4.400602409638554,166.0
SR3 r1|clustered|m5|h120|mv0,SR3 r1,clustered,5,120,0.0,175,18.500000000000227,0.10571428571428701,0.3942857142857143,0.2176643482543203,0.045327995396801504,0.5996330162450865,-23.999999999996646,23.059058728035232,2771.9583333333335
SR3 r1|clustered|m5|h120|mv2,SR3 r1,clustered,5,120,2.0,2,18.999999999999773,9.499999999999886,1.0,5.636696674256577,2.6870057685082376,3.7999999999990903,0.0,4.400602409638554,166.0
SR3 r1|clustered|m5|h240|mv0,SR3 r1,clustered,5,240,0.0,171,27.999999999988745,0.16374269005841371,0.4152046783625731,0.25935613029006777,0.05463823970711544,0.7144876960088027,-31.000000000007333,22.531994528537282,2771.9583333333335
SR3 r1|clustered|m5|h240|mv2,SR3 r1,clustered,5,240,2.0,2,29.249999999998977,14.624999999999488,1.0,5.259118906603449,2.507014951479179,3.545454545453982,0.0,4.400602409638554,166.0
SR3 r1|CPI|m1|h15|mv0,SR3 r1,CPI,1,15,0.0,6,2.74999999999892,0.45833333333315335,0.5,0.6756604391853701,0.5866353802805485,1.4369573467509125,0.0,1.3265403919392669,1652.0416666666667
SR3 r1|CPI|m1|h15|mv2,SR3 r1,CPI,1,15,2.0,0,,,,,,,,,
SR3 r1|CPI|m1|h30|mv0,SR3 r1,CPI,1,30,0.0,5,1.2500000000002842,0.25000000000005684,0.4,0.3973747383299535,0.33333333333344917,0.7453559925001889,-0.49999999999954525,1.4211601439642034,1285.0416666666667
SR3 r1|CPI|m1|h30|mv2,SR3 r1,CPI,1,30,2.0,0,,,,,,,,,
SR3 r1|CPI|m1|h60|mv0,SR3 r1,CPI,1,60,0.0,5,2.4999999999991473,0.49999999999982947,0.6,0.9733653455796633,0.8164965809274165,1.8257418583498615,0.0,1.4211601439642034,1285.0416666666667
SR3 r1|CPI|m1|h60|mv2,SR3 r1,CPI,1,60,2.0,0,,,,,,,,,
SR3 r1|CPI|m1|h120|mv0,SR3 r1,CPI,1,120,0.0,6,1.249999999996021,0.20833333333267015,0.3333333333333333,0.3745471591706407,0.3251968036163002,0.7965662348440028,-0.75000000000216,1.3265403919392669,1652.0416666666667
SR3 r1|CPI|m1|h120|mv2,SR3 r1,CPI,1,120,2.0,0,,,,,,,,,
SR3 r1|CPI|m1|h240|mv0,SR3 r1,CPI,1,240,0.0,6,1.7499999999998295,0.29166666666663826,0.5,0.49507559642222637,0.4298444069404689,1.0528994657933968,-0.49999999999954525,1.3265403919392669,1652.0416666666667
SR3 r1|CPI|m1|h240|mv2,SR3 r1,CPI,1,240,2.0,0,,,,,,,,,
SR3 r1|CPI|m2|h15|mv0,SR3 r1,CPI,2,15,0.0,10,3.2499999999998863,0.32499999999998863,0.4,0.6117680448035345,0.5206947230887539,1.6465812905911268,0.0,1.3804072248555186,2645.9583333333335
SR3 r1|CPI|m2|h15|mv2,SR3 r1,CPI,2,15,2.0,0,,,,,,,,,
SR3 r1|CPI|m2|h30|mv0,SR3 r1,CPI,2,30,0.0,9,3.0000000000001137,0.33333333333334597,0.6666666666666666,0.7943823404326026,0.7126966450998465,2.1380899352995395,0.0,1.2423665023699666,2645.9583333333335
SR3 r1|CPI|m2|h30|mv2,SR3 r1,CPI,2,30,2.0,0,,,,,,,,,
SR3 r1|CPI|m2|h60|mv0,SR3 r1,CPI,2,60,0.0,9,4.4999999999987494,0.49999999999986106,0.8888888888888888,1.3442762174866878,1.2060453783105698,3.618136134931709,0.0,1.2423665023699666,2645.9583333333335
SR3 r1|CPI|m2|h60|mv2,SR3 r1,CPI,2,60,2.0,0,,,,,,,,,
SR3 r1|CPI|m2|h120|mv0,SR3 r1,CPI,2,120,0.0,10,2.749999999996078,0.2749999999996078,0.6,0.6563036781951594,0.5586003794783118,1.7664495009858445,-0.75000000000216,1.3804072248555186,2645.9583333333335
SR3 r1|CPI|m2|h120|mv2,SR3 r1,CPI,2,120,2.0,0,,,,,,,,,
SR3 r1|CPI|m2|h240|mv0,SR3 r1,CPI,2,240,0.0,10,2.4999999999991473,0.24999999999991473,0.4,0.5874536630354151,0.4999999999998895,1.5811388300838403,-0.24999999999977263,1.3804072248555186,2645.9583333333335
SR3 r1|CPI|m2|h240|mv2,SR3 r1,CPI,2,240,2.0,0,,,,,,,,,
SR3 r1|CPI|m5|h15|mv0,SR3 r1,CPI,5,15,0.0,11,0.49999999999954525,0.045454545454504114,0.36363636363636365,0.20138090634449418,0.13690924897695675,0.4540766091859144,-0.5000000000009663,2.1635702746365104,1857.0
SR3 r1|CPI|m5|h15|mv2,SR3 r1,CPI,5,15,2.0,0,,,,,,,,,
SR3 r1|CPI|m5|h30|mv0,SR3 r1,CPI,5,30,0.0,12,1.5000000000000568,0.12500000000000475,0.5,0.6179049433803246,0.40219983327010117,1.3932610920390929,-0.24999999999977263,2.360258481421648,1857.0
SR3 r1|CPI|m5|h30|mv2,SR3 r1,CPI,5,30,2.0,0,,,,,,,,,
SR3 r1|CPI|m5|h60|mv0,SR3 r1,CPI,5,60,0.0,12,3.0000000000001137,0.2500000000000095,0.5833333333333334,1.139360419174466,0.7416198487094259,2.5690465157325395,-0.24999999999977263,2.360258481421648,1857.0
SR3 r1|CPI|m5|h60|mv2,SR3 r1,CPI,5,60,2.0,0,,,,,,,,,
