config,instrument,release_set,measure_min,hold_min,min_move_bp,trades,total_bp,avg_bp,hit_rate,sharpe,sr_per_trade,t_stat,max_dd_bp,trades_per_year,span_days
SR3 r3|payrolls|m1|h15|mv2,SR3 r3,payrolls,1,15,2.0,0,,,,,,,,,
SR3 r3|payrolls|m1|h30|mv0,SR3 r3,payrolls,1,30,0.0,32,6.4999999999969305,0.20312499999990408,0.46875,0.2250847085501074,0.10595605306618901,0.5993779490469114,-12.500000000001421,4.512741312741312,2590.0
SR3 r3|payrolls|m1|h30|mv2,SR3 r3,payrolls,1,30,2.0,0,,,,,,,,,
SR3 r3|payrolls|m1|h60|mv0,SR3 r3,payrolls,1,60,0.0,32,37.49999999999716,1.1718749999999112,0.5625,0.7632273833773469,0.3592805644400145,2.032397787712517,-2.5000000000005684,4.512741312741312,2590.0
SR3 r3|payrolls|m1|h60|mv2,SR3 r3,payrolls,1,60,2.0,0,,,,,,,,,
SR3 r3|payrolls|m1|h120|mv0,SR3 r3,payrolls,1,120,0.0,32,37.999999999999545,1.1874999999999858,0.5,0.47176523657236946,0.22207809123522682,1.2562633941231494,-15.999999999999659,4.512741312741312,2590.0
SR3 r3|payrolls|m1|h120|mv2,SR3 r3,payrolls,1,120,2.0,0,,,,,,,,,
SR3 r3|payrolls|m1|h240|mv0,SR3 r3,payrolls,1,240,0.0,31,31.49999999999551,1.0161290322579197,0.45161290322580644,0.3000383155211436,0.14349958377797115,0.7989718686399289,-17.99999999999926,4.3717181467181465,2590.0
SR3 r3|payrolls|m1|h240|mv2,SR3 r3,payrolls,1,240,2.0,0,,,,,,,,,
SR3 r3|payrolls|m2|h15|mv0,SR3 r3,payrolls,2,15,0.0,39,-4.5000000000001705,-0.11538461538461976,0.358974358974359,-0.22866171171132493,-0.10035864535851764,-0.6267395393859174,-9.500000000001307,5.1913142510059975,2743.9583333333335
SR3 r3|payrolls|m2|h15|mv2,SR3 r3,payrolls,2,15,2.0,0,,,,,,,,,
SR3 r3|payrolls|m2|h30|mv0,SR3 r3,payrolls,2,30,0.0,39,24.499999999999034,0.6282051282051034,0.5128205128205128,0.8637081828744452,0.37907782011085644,2.367340227829527,-2.5000000000019895,5.1913142510059975,2743.9583333333335
SR3 r3|payrolls|m2|h30|mv2,SR3 r3,payrolls,2,30,2.0,0,,,,,,,,,
SR3 r3|payrolls|m2|h60|mv0,SR3 r3,payrolls,2,60,0.0,40,40.49999999999869,1.0124999999999673,0.525,0.7164299979936318,0.31048270279162604,1.963665029813315,-3.499999999999659,5.324424872826664,2743.9583333333335
SR3 r3|payrolls|m2|h60|mv2,SR3 r3,payrolls,2,60,2.0,0,,,,,,,,,
SR3 r3|payrolls|m2|h120|mv0,SR3 r3,payrolls,2,120,0.0,40,53.49999999999824,1.337499999999956,0.525,0.6416711874751873,0.2780841186839572,1.7587583923237802,-5.500000000000682,5.324424872826664,2743.9583333333335
SR3 r3|payrolls|m2|h120|mv2,SR3 r3,payrolls,2,120,2.0,0,,,,,,,,,
SR3 r3|payrolls|m2|h240|mv0,SR3 r3,payrolls,2,240,0.0,39,52.99999999999727,1.358974358974289,0.5128205128205128,0.49623569341555046,0.21779571926148053,1.3601338308476854,-13.49999999999909,5.1913142510059975,2743.9583333333335
SR3 r3|payrolls|m2|h240|mv2,SR3 r3,payrolls,2,240,2.0,0,,,,,,,,,
SR3 r3|payrolls|m5|h15|mv0,SR3 r3,payrolls,5,15,0.0,47,-1.4210854715202004e-12,-3.0235861096174475e-14,0.3404255319148936,-8.309367421959647e-14,-3.28374144124273e-14,-2.2512197118183275e-13,-7.00000000000216,6.403214024835647,2680.9583333333335
SR3 r3|payrolls|m5|h15|mv2,SR3 r3,payrolls,5,15,2.0,2,-5.500000000000682,-2.750000000000341,0.0,-9.299880057313297,-7.778174593060061,-11.00000000001137,-2.5000000000005684,1.4295499021526419,511.0
SR3 r3|payrolls|m5|h30|mv0,SR3 r3,payrolls,5,30,0.0,47,7.9999999999998295,0.17021276595744317,0.40425531914893614,0.31847342097973097,0.12585607511369992,0.8628257803416562,-4.4999999999987494,6.403214024835647,2680.9583333333335
SR3 r3|payrolls|m5|h30|mv2,SR3 r3,payrolls,5,30,2.0,2,7.500000000000284,3.750000000000142,1.0,1.1528776930543745,0.9642365198000036,1.3636363636365985,0.0,1.4295499021526419,511.0
SR3 r3|payrolls|m5|h60|mv0,SR3 r3,payrolls,5,60,0.0,49,39.00000000000006,0.7959183673469399,0.46938775510204084,0.6754250730763994,0.26141412992135865,1.8298989094495104,-4.500000000001592,6.675691217381844,2680.9583333333335
SR3 r3|payrolls|m5|h60|mv2,SR3 r3,payrolls,5,60,2.0,2,27.000000000001023,13.500000000000512,1.0,2.536330924719187,2.1213203435596424,3.0,0.0,1.4295499021526419,511.0
SR3 r3|payrolls|m5|h120|mv0,SR3 r3,payrolls,5,120,0.0,49,39.999999999997726,0.8163265306121985,0.4489795918367347,0.47056107252485235,0.18212429217153364,1.2748700452007355,-13.49999999999767,6.675691217381844,2680.9583333333335
SR3 r3|payrolls|m5|h120|mv2,SR3 r3,payrolls,5,120,2.0,2,37.50000000000142,18.75000000000071,1.0,21.136091039326562,17.67766952966369,25.000000000000004,0.0,1.4295499021526419,511.0
SR3 r3|payrolls|m5|h240|mv0,SR3 r3,payrolls,5,240,0.0,48,21.999999999998465,0.45833333333330134,0.4166666666666667,0.20983231749767103,0.08205436301558358,0.5684893029027653,-16.0000000000025,6.539452621108745,2680.9583333333335
SR3 r3|payrolls|m5|h240|mv2,SR3 r3,payrolls,5,240,2.0,2,40.00000000000057,20.000000000000284,1.0,1.409072735955071,1.1785113019775515,1.6666666666666274,0.0,1.4295499021526419,511.0
SR3 r4|tier1|m1|h15|mv0,SR3 r4,tier1,1,15,0.0,244,5.500000000000682,0.022540983606560174,0.4098360655737705,0.10223740554375518,0.01789339842571922,0.2795038185106844,-14.000000000001478,32.64630060670813,2729.8958333333335
SR3 r4|tier1|m1|h15|mv2,SR3 r4,tier1,1,15,2.0,3,3.0000000000001137,1.000000000000038,0.6666666666666666,0.545913317640789,0.7559289460187102,1.3093073414163974,-0.49999999999954525,0.5215373631603998,2101.0
SR3 r4|tier1|m1|h30|mv0,SR3 r4,tier1,1,30,0.0,243,25.99999999999909,0.1069958847736588,0.448559670781893,0.29038220652999275,0.050926612579745706,0.7938673240094631,-23.499999999998522,32.51250429274621,2729.8958333333335
SR3 r4|tier1|m1|h30|mv2,SR3 r4,tier1,1,30,2.0,3,5.499999999999261,1.833333333333087,0.6666666666666666,0.7540044503799912,1.0440737953277162,1.8083888603588731,0.0,0.5215373631603998,2101.0
SR3 r4|tier1|m1|h60|mv0,SR3 r4,tier1,1,60,0.0,244,45.99999999998374,0.1885245901638678,0.4426229508196721,0.38213458964576413,0.06688047714448318,1.0447064498843643,-36.999999999999034,32.64630060670813,2729.8958333333335
SR3 r4|tier1|m1|h60|mv2,SR3 r4,tier1,1,60,2.0,3,5.500000000000682,1.8333333333335606,0.6666666666666666,0.5260996042643923,0.7284927963859004,1.2617865362883083,-0.49999999999954525,0.5215373631603998,2101.0
SR3 r4|tier1|m1|h120|mv0,SR3 r4,tier1,1,120,0.0,213,128.99999999999778,0.605633802816891,0.49295774647887325,0.8458495889663861,0.15844599510867255,2.3124431683726203,-29.50000000000017,28.498614873888652,2729.8958333333335
SR3 r4|tier1|m1|h120|mv2,SR3 r4,tier1,1,120,2.0,3,9.999999999999432,3.333333333333144,1.0,0.8466934783430282,1.172420763521119,2.0306923302672737,0.0,0.5215373631603998,2101.0
SR3 r4|tier1|m1|h240|mv0,SR3 r4,tier1,1,240,0.0,209,22.499999999992326,0.10765550239230778,0.4354066985645933,0.11354315279514493,0.02147166544729002,0.31041226646154424,-58.500000000000796,27.96342961804098,2729.8958333333335
SR3 r4|tier1|m1|h240|mv2,SR3 r4,tier1,1,240,2.0,3,9.499999999999886,3.1666666666666288,1.0,0.6869258606994323,0.9511897312114943,1.647508942096092,0.0,0.5215373631603998,2101.0
SR3 r4|tier1|m2|h15|mv0,SR3 r4,tier1,2,15,0.0,313,37.99999999999528,0.12140575079870697,0.41214057507987223,0.6643417980493331,0.10277300048606558,1.8182399879687128,-24.500000000001876,41.78544994898192,2735.9583333333335
SR3 r4|tier1|m2|h15|mv2,SR3 r4,tier1,2,15,2.0,2,1.5000000000000568,0.7500000000000284,0.5,0.4504627250581567,0.4242640687120893,0.6000000000002275,-0.49999999999954525,1.1273148148148147,648.0
SR3 r4|tier1|m2|h30|mv0,SR3 r4,tier1,2,30,0.0,312,57.00000000000358,0.18269230769231917,0.4391025641025641,0.5311358582046883,0.08229774829436698,1.4536680655461793,-20.499999999995566,41.65195010888933,2735.9583333333335
SR3 r4|tier1|m2|h30|mv2,SR3 r4,tier1,2,30,2.0,2,3.499999999999659,1.7499999999998295,0.5,0.7507712084299766,0.7071067811865475,1.0,0.0,1.1273148148148147,648.0
SR3 r4|tier1|m2|h60|mv0,SR3 r4,tier1,2,60,0.0,314,83.49999999998374,0.2659235668789291,0.47770700636942676,0.5892120888172319,0.09100525100831434,1.6126171564513065,-55.00000000000398,41.91894978907452,2735.9583333333335
SR3 r4|tier1|m2|h60|mv2,SR3 r4,tier1,2,60,2.0,2,4.000000000000625,2.0000000000003126,0.5,0.6006169667441094,0.5656854249493586,0.8000000000001706,-0.49999999999954525,1.1273148148148147,648.0
SR3 r4|tier1|m2|h120|mv0,SR3 r4,tier1,2,120,0.0,277,195.50000000000836,0.7057761732852287,0.5054151624548736,1.1053883845772825,0.1817752034606126,3.0253423297705915,-37.99999999999386,36.97945570564854,2735.9583333333335
SR3 r4|tier1|m2|h120|mv2,SR3 r4,tier1,2,120,2.0,2,7.500000000000284,3.750000000000142,1.0,1.023778920586508,0.9642365198000036,1.3636363636365985,0.0,1.1273148148148147,648.0
SR3 r4|tier1|m2|h240|mv0,SR3 r4,tier1,2,240,0.0,273,149.50000000000045,0.5476190476190493,0.4542124542124542,0.6704600788597601,0.11105835273249456,1.8349851376187938,-46.50000000000176,36.44545634527816,2735.9583333333335
SR3 r4|tier1|m2|h240|mv2,SR3 r4,tier1,2,240,2.0,2,7.9999999999998295,3.9999999999999147,1.0,1.0010282779068134,0.9428090415822309,1.3333333333335704,0.0,1.1273148148148147,648.0
SR3 r4|tier1|m5|h15|mv0,SR3 r4,tier1,5,15,0.0,371,41.000000000019554,0.11051212938010661,0.40431266846361186,0.6834124296944138,0.09779668833754437,1.8836972486767567,-16.999999999994486,48.833454709260856,2774.8958333333335
SR3 r4|tier1|m5|h15|mv2,SR3 r4,tier1,5,15,2.0,11,1.0000000000005116,0.09090909090913742,0.5454545454545454,0.1038715051436174,0.046087353798204625,0.15285446012900555,-3.499999999999659,5.079597534636254,790.9583333333334
SR3 r4|tier1|m5|h30|mv0,SR3 r4,tier1,5,30,0.0,368,30.49999999999926,0.08288043478260669,0.41847826086956524,0.297606461458453,0.042760884201521056,0.820295985673518,-24.49999999999619,48.438575021584896,2774.8958333333335
SR3 r4|tier1|m5|h30|mv2,SR3 r4,tier1,5,30,2.0,11,22.000000000001307,2.000000000000119,0.7272727272727273,1.4901641138411277,0.6611796049073057,2.192884668512959,-3.0000000000001137,5.079597534636254,790.9583333333334
SR3 r4|tier1|m5|h60|mv0,SR3 r4,tier1,5,60,0.0,370,67.00000000000017,0.18108108108108154,0.4540540540540541,0.504649264047061,0.07231310541878769,1.3909703554225084,-30.500000000000682,48.701828146702205,2774.8958333333335
SR3 r4|tier1|m5|h60|mv2,SR3 r4,tier1,5,60,2.0,11,37.000000000001876,3.3636363636365343,0.7272727272727273,1.1731993417778823,0.5205436569497951,1.7264479971019473,-6.499999999999773,5.079597534636254,790.9583333333334
SR3 r4|tier1|m5|h120|mv0,SR3 r4,tier1,5,120,0.0,330,63.000000000023704,0.19090909090916275,0.44242424242424244,0.3439771743728224,0.052191632913529004,0.9481080952294343,-44.4999999999979,43.43676564435602,2774.8958333333335
SR3 r4|tier1|m5|h120|mv2,SR3 r4,tier1,5,120,2.0,11,44.50000000000216,4.045454545454742,0.6363636363636364,1.0830347837361367,0.480538018437258,1.5937643046572703,-9.999999999999432,5.079597534636254,790.9583333333334
SR3 r4|tier1|m5|h240|mv0,SR3 r4,tier1,5,240,0.0,323,-16.499999999990678,-0.05108359133124049,0.43343653250773995,-0.07131191440832042,-0.010936769632573468,-0.196557819454485,-72.99999999999613,42.51537970644544,2774.8958333333335
SR3 r4|tier1|m5|h240|mv2,SR3 r4,tier1,5,240,2.0,11,15.500000000002956,1.4090909090911778,0.5454545454545454,0.24731776245774292,0.10973386014971705,0.36394604091394406,-30.49999999999926,5.079597534636254,790.9583333333334
SR3 r4|tier1+2|m1|h15|mv0,SR3 r4,tier1+2,1,15,0.0,441,-3.0000000000001137,-0.006802721088435632,0.3900226757369615,-0.04496271547925788,-0.0058972986635156205,-0.12384327193382803,-29.50000000000017,58.12979865569974,2770.9583333333335
SR3 r4|tier1+2|m1|h15|mv2,SR3 r4,tier1+2,1,15,2.0,4,1.999999999999602,0.4999999999999005,0.5,0.2832605115600584,0.33968311024332304,0.6793662204866461,-1.0000000000005116,0.695383150880533,2101.0
SR3 r4|tier1+2|m1|h30|mv0,SR3 r4,tier1+2,1,30,0.0,421,84.99999999999517,0.20190023752967973,0.44655581947743467,0.7571414643447287,0.10163794327037569,2.0854362389317296,-15.999999999998238,55.4935266078222,2770.9583333333335
SR3 r4|tier1+2|m1|h30|mv2,SR3 r4,tier1+2,1,30,2.0,4,4.999999999998295,1.2499999999995737,0.5,0.5639242744311251,0.6762522260003023,1.3525044520006047,-0.5000000000009663,0.695383150880533,2101.0
SR3 r4|tier1+2|m1|h60|mv0,SR3 r4,tier1+2,1,60,0.0,410,88.99999999997164,0.21707317073163812,0.4317073170731707,0.5792037843908564,0.0787878678518605,1.5953327331510865,-35.000000000002274,54.04357698148955,2770.9583333333335
SR3 r4|tier1+2|m1|h60|mv2,SR3 r4,tier1+2,1,60,2.0,4,2.5000000000005684,0.6250000000001421,0.5,0.16430060113765066,0.197027601559816,0.394055203119632,-3.0000000000001137,0.695383150880533,2101.0
SR3 r4|tier1+2|m1|h120|mv0,SR3 r4,tier1+2,1,120,0.0,333,144.0000000000012,0.432432432432436,0.4744744744744745,0.743096206281882,0.11203974471218314,2.0445334831183373,-55.500000000003524,43.98918006600461,2764.9583333333335
SR3 r4|tier1+2|m1|h120|mv2,SR3 r4,tier1+2,1,120,2.0,4,10.499999999998977,2.624999999999744,1.0,0.8049109427663931,0.9652409755314693,1.9304819510629385,0.0,0.695383150880533,2101.0
SR3 r4|tier1+2|m1|h240|mv0,SR3 r4,tier1+2,1,240,0.0,317,42.99999999998079,0.13564668769710028,0.47318611987381703,0.17224100155289668,0.026616815505418567,0.47389892703496217,-68.4999999999988,41.875585828598986,2764.9583333333335
SR3 r4|tier1+2|m1|h240|mv2,SR3 r4,tier1+2,1,240,2.0,4,12.5,3.125,1.0,0.9582273128173662,1.149096399442503,2.298192798885006,0.0,0.695383150880533,2101.0
SR3 r4|tier1+2|m2|h15|mv0,SR3 r4,tier1+2,2,15,0.0,582,21.499999999993236,0.036941580756002124,0.38144329896907214,0.2851684532166868,0.032558589870617154,0.785465436973071,-26.5000000000029,76.71349790804416,2771.03125
SR3 r4|tier1+2|m2|h15|mv2,SR3 r4,tier1+2,2,15,2.0,4,-3.0000000000015348,-0.7500000000003837,0.25,-0.4752722654912736,-0.37115374447919586,-0.7423074889583917,-2.5000000000005684,1.6397485319861016,890.9902777777778
SR3 r4|tier1+2|m2|h30|mv0,SR3 r4,tier1+2,2,30,0.0,561,88.49999999999909,0.15775401069518555,0.42780748663101603,0.6584684345141982,0.07657361132184672,1.813679566637296,-20.999999999999375,73.94548509692918,2771.03125
SR3 r4|tier1+2|m2|h30|mv2,SR3 r4,tier1+2,2,30,2.0,4,5.499999999999261,1.3749999999998153,0.5,0.9117702692554387,0.7120275558035358,1.4240551116070717,0.0,1.6397485319861016,890.9902777777778
SR3 r4|tier1+2|m2|h60|mv0,SR3 r4,tier1+2,2,60,0.0,555,100.49999999998391,0.1810810810810521,0.4486486486486487,0.5598391875938495,0.0654549360384542,1.5420160510669023,-43.00000000000921,73.15462429375346,2771.03125
SR3 r4|tier1+2|m2|h60|mv2,SR3 r4,tier1+2,2,60,2.0,4,8.99999999999892,2.24999999999973,0.5,0.8176522427381384,0.6385280892845293,1.2770561785690586,-0.49999999999954525,1.6397485319861016,890.9902777777778
SR3 r4|tier1+2|m2|h120|mv0,SR3 r4,tier1+2,2,120,0.0,452,195.50000000000978,0.43252212389382694,0.4823008849557522,0.8827580263601409,0.11430308095821658,2.430116834861311,-43.99999999999551,59.644098221845894,2767.96875
SR3 r4|tier1+2|m2|h120|mv2,SR3 r4,tier1+2,2,120,2.0,4,0.49999999999954525,0.12499999999988631,0.5,0.03369807005150308,0.02631578947365962,0.05263157894731924,-3.50000000000108,1.6397485319861016,890.9902777777778
SR3 r4|tier1+2|m2|h240|mv0,SR3 r4,tier1+2,2,240,0.0,433,166.99999999999307,0.3856812933025244,0.47113163972286376,0.609250419722927,0.08060043169960993,1.6771863380497678,-58.00000000000125,57.13693480101609,2767.96875
SR3 r4|tier1+2|m2|h240|mv2,SR3 r4,tier1+2,2,240,2.0,4,-2.5000000000005684,-0.6250000000001421,0.5,-0.124141735179632,-0.09694584179120615,-0.1938916835824123,-8.500000000000796,1.6397485319861016,890.9902777777778
SR3 r4|tier1+2|m5|h15|mv0,SR3 r4,tier1+2,5,15,0.0,720,35.000000000017906,0.04861111111113598,0.3638888888888889,0.48401583714107527,0.049719558091206685,1.3341157404382542,-23.499999999991417,94.76863478192323,2774.96875
SR3 r4|tier1+2|m5|h15|mv2,SR3 r4,tier1+2,5,15,2.0,24,3.999999999999204,0.16666666666663352,0.5416666666666666,0.22056064633790443,0.1016485851388649,0.49797433333214436,-7.500000000000284,4.708183440659286,1861.8645833333333
SR3 r4|tier1+2|m5|h30|mv0,SR3 r4,tier1+2,5,30,0.0,691,40.00000000000341,0.05788712011577918,0.38929088277858176,0.30338804110486434,0.031812175539268656,0.8362428045526006,-23.999999999996646,90.95156476987354,2774.96875
SR3 r4|tier1+2|m5|h30|mv2,SR3 r4,tier1+2,5,30,2.0,24,32.500000000001705,1.3541666666667378,0.5833333333333334,1.000846643250655,0.46125474746547185,2.2596775454534366,-5.500000000000682,4.708183440659286,1861.8645833333333
SR3 r4|tier1+2|m5|h60|mv0,SR3 r4,tier1+2,5,60,0.0,679,22.500000000006537,0.03313696612666647,0.4108983799705449,0.12595461942763714,0.013323341168554086,0.3471746737707321,-53.5000000000025,89.37208752350816,2774.96875
SR3 r4|tier1+2|m5|h60|mv2,SR3 r4,tier1+2,5,60,2.0,23,39.500000000002444,1.7173913043479323,0.6521739130434783,0.6985885008531914,0.3288792305733738,1.5772493813466184,-10.999999999998522,4.5120091306318155,1861.8645833333333
SR3 r4|tier1+2|m5|h120|mv0,SR3 r4,tier1+2,5,120,0.0,559,49.50000000003456,0.08855098389988293,0.43828264758497315,0.21372415902477296,0.02491619086228399,0.5890980062781932,-95.999999999988,73.57731505985429,2774.96875
SR3 r4|tier1+2|m5|h120|mv2,SR3 r4,tier1+2,5,120,2.0,22,52.49999999999915,2.3863636363635976,0.5909090909090909,0.7063510348247863,0.3400072506282024,1.5947753668007552,-15.999999999999659,4.315834820604345,1861.8645833333333
SR3 r4|tier1+2|m5|h240|mv0,SR3 r4,tier1+2,5,240,0.0,534,-12.499999999984368,-0.02340823970034526,0.4550561797752809,-0.0433489970760703,-0.005170616903474254,-0.1194848905626633,-121.49999999998471,70.28673746325973,2774.96875
SR3 r4|tier1+2|m5|h240|mv2,SR3 r4,tier1+2,5,240,2.0,21,4.000000000002046,0.19047619047628792,0.42857142857142855,0.03717786479080786,0.01831697401704797,0.08393891993566166,-29.49999999999875,4.119660510576875,1861.8645833333333
SR3 r4|0830|m1|h15|mv0,SR3 r4,0830,1,15,0.0,136,-2.0000000000067075,-0.014705882352990496,0.4338235294117647,-0.04622516934139717,-0.010905817852312264,-0.1271825985415558,-23.00000000000182,17.965551017947828,2764.9583333333335
SR3 r4|0830|m1|h15|mv2,SR3 r4,0830,1,15,2.0,3,3.0000000000001137,1.000000000000038,0.6666666666666666,0.545913317640789,0.7559289460187102,1.3093073414163974,-0.49999999999954525,0.5215373631603998,2101.0
SR3 r4|0830|m1|h30|mv0,SR3 r4,0830,1,30,0.0,137,15.499999999993008,0.11313868613133583,0.40875912408759124,0.32035025887555374,0.07530329485473083,0.8814024685630616,-11.499999999999488,18.09765065778568,2764.9583333333335
SR3 r4|0830|m1|h30|mv2,SR3 r4,0830,1,30,2.0,3,5.499999999999261,1.833333333333087,0.6666666666666666,0.7540044503799912,1.0440737953277162,1.8083888603588731,0.0,0.5215373631603998,2101.0
SR3 r4|0830|m1|h60|mv0,SR3 r4,0830,1,60,0.0,136,43.99999999998414,0.32352941176458927,0.4411764705882353,0.5865999015907439,0.13839541899100785,1.6139540612070529,-12.500000000004263,17.965551017947828,2764.9583333333335
SR3 r4|0830|m1|h60|mv2,SR3 r4,0830,1,60,2.0,3,5.500000000000682,1.8333333333335606,0.6666666666666666,0.5260996042643923,0.7284927963859004,1.2617865362883083,-0.49999999999954525,0.5215373631603998,2101.0
SR3 r4|0830|m1|h120|mv0,SR3 r4,0830,1,120,0.0,137,89.9999999999963,0.6569343065693161,0.45985401459854014,0.7111381576754173,0.16716404899390128,1.9566050293344475,-18.000000000000682,18.09765065778568,2764.9583333333335
SR3 r4|0830|m1|h120|mv2,SR3 r4,0830,1,120,2.0,3,9.999999999999432,3.333333333333144,1.0,0.8466934783430282,1.172420763521119,2.0306923302672737,0.0,0.5215373631603998,2101.0
SR3 r4|0830|m1|h240|mv0,SR3 r4,0830,1,240,0.0,137,18.99999999999409,0.13868613138681815,0.46715328467153283,0.11749157754699036,0.027618216816879402,0.3232629399107636,-37.000000000001876,18.09765065778568,2764.9583333333335
SR3 r4|0830|m1|h240|mv2,SR3 r4,0830,1,240,2.0,3,9.499999999999886,3.1666666666666288,1.0,0.6869258606994323,0.9511897312114943,1.647508942096092,0.0,0.5215373631603998,2101.0
SR3 r4|0830|m2|h15|mv0,SR3 r4,0830,2,15,0.0,202,21.4999999999975,0.10643564356434405,0.42574257425742573,0.4968266092029273,0.09602191753937558,1.364727865504184,-19.000000000002615,26.771268312595435,2755.9583333333335
SR3 r4|0830|m2|h15|mv2,SR3 r4,0830,2,15,2.0,2,1.5000000000000568,0.7500000000000284,0.5,0.4504627250581567,0.4242640687120893,0.6000000000002275,-0.49999999999954525,1.1273148148148147,648.0
SR3 r4|0830|m2|h30|mv0,SR3 r4,0830,2,30,0.0,203,27.000000000003865,0.13300492610839343,0.3891625615763547,0.4712506670387477,0.09085423382626234,1.2944735749500265,-14.499999999998181,26.903799343845908,2755.9583333333335
SR3 r4|0830|m2|h30|mv2,SR3 r4,0830,2,30,2.0,2,3.499999999999659,1.7499999999998295,0.5,0.7507712084299766,0.7071067811865475,1.0,0.0,1.1273148148148147,648.0
SR3 r4|0830|m2|h60|mv0,SR3 r4,0830,2,60,0.0,203,62.99999999999102,0.31034482758616266,0.4630541871921182,0.6865589560357683,0.13236434935817173,1.885901683319007,-19.000000000005457,26.903799343845908,2755.9583333333335
SR3 r4|0830|m2|h60|mv2,SR3 r4,0830,2,60,2.0,2,4.000000000000625,2.0000000000003126,0.5,0.6006169667441094,0.5656854249493586,0.8000000000001706,-0.49999999999954525,1.1273148148148147,648.0
SR3 r4|0830|m2|h120|mv0,SR3 r4,0830,2,120,0.0,204,137.5,0.6740196078431373,0.4803921568627451,0.9439003696248234,0.1815316201859281,2.59279014615046,-26.500000000001478,27.03633037509638,2755.9583333333335
SR3 r4|0830|m2|h120|mv2,SR3 r4,0830,2,120,2.0,2,7.500000000000284,3.750000000000142,1.0,1.023778920586508,0.9642365198000036,1.3636363636365985,0.0,1.1273148148148147,648.0
SR3 r4|0830|m2|h240|mv0,SR3 r4,0830,2,240,0.0,204,108.49999999999937,0.5318627450980361,0.44607843137254904,0.6119708777725203,0.11769469376604492,1.6810164638989564,-48.00000000000182,27.03633037509638,2755.9583333333335
SR3 r4|0830|m2|h240|mv2,SR3 r4,0830,2,240,2.0,2,7.9999999999998295,3.9999999999999147,1.0,1.0010282779068134,0.9428090415822309,1.3333333333335704,0.0,1.1273148148148147,648.0
SR3 r4|0830|m5|h15|mv0,SR3 r4,0830,5,15,0.0,233,2.0000000000038654,0.008583690987141053,0.34763948497854075,0.056557024918856585,0.010194308658668261,0.15560936817418897,-13.49999999999909,30.779216082219442,2764.9583333333335
SR3 r4|0830|m5|h15|mv2,SR3 r4,0830,5,15,2.0,7,-6.999999999999318,-0.9999999999999025,0.2857142857142857,-1.091488300087722,-0.6432675209025688,-1.7019258867932403,-6.4999999999983515,2.8790878806362317,888.0416666666666
SR3 r4|0830|m5|h30|mv0,SR3 r4,0830,5,30,0.0,232,2.5000000000034106,0.010775862068980218,0.36637931034482757,0.04256546641556293,0.007688871226201171,0.11711339739790746,-17.00000000000159,30.64711644238159,2764.9583333333335
SR3 r4|0830|m5|h30|mv2,SR3 r4,0830,5,30,2.0,7,17.500000000001137,2.5000000000001625,0.7142857142857143,1.0862568984549548,0.6401843996644525,1.693768714735323,-1.5000000000000568,2.8790878806362317,888.0416666666666
SR3 r4|0830|m5|h60|mv0,SR3 r4,0830,5,60,0.0,234,27.000000000001023,0.11538461538461976,0.405982905982906,0.29682017417669604,0.053386895890586296,0.8166624717487381,-24.00000000000375,30.911315722057292,2764.9583333333335
SR3 r4|0830|m5|h60|mv2,SR3 r4,0830,5,60,2.0,7,37.000000000001876,5.285714285714554,0.8571428571428571,1.3938177758965549,0.8214450903585958,2.173339424783826,-0.9999999999990905,2.8790878806362317,888.0416666666666
SR3 r4|0830|m5|h120|mv0,SR3 r4,0830,5,120,0.0,236,54.500000000005855,0.23093220338985532,0.4322033898305085,0.3530447332629085,0.0632299617074347,0.9713571030139139,-25.500000000002387,31.175515001732997,2764.9583333333335
SR3 r4|0830|m5|h120|mv2,SR3 r4,0830,5,120,2.0,7,58.00000000000125,8.285714285714464,0.7142857142857143,1.8569444474921544,1.0943883238107697,2.8954793425361234,0.0,2.8790878806362317,888.0416666666666
SR3 r4|0830|m5|h240|mv0,SR3 r4,0830,5,240,0.0,235,-24.49999999999335,-0.10425531914890787,0.4340425531914894,-0.12967732619451913,-0.02327444316249416,-0.3567904575001694,-54.999999999996874,31.043415361895146,2764.9583333333335
SR3 r4|0830|m5|h240|mv2,SR3 r4,0830,5,240,2.0,7,60.00000000000085,8.571428571428694,0.7142857142857143,1.3960286677019174,0.8227480771982212,2.176786803923065,-0.49999999999954525,2.8790878806362317,888.0416666666666
SR3 r4|clustered|m1|h15|mv0,SR3 r4,clustered,1,15,0.0,161,11.500000000003752,0.07142857142859473,0.4658385093167702,0.24914423433296895,0.053857707404300154,0.6833776965503048,-21.000000000000796,21.39961486558202,2747.9583333333335
SR3 r4|clustered|m1|h15|mv2,SR3 r4,clustered,1,15,2.0,2,1.0000000000005116,0.5000000000002558,0.5,0.20847409174785983,0.353553390593525,0.5000000000003554,-0.49999999999954525,0.3476915754402665,2101.0
SR3 r4|clustered|m1|h30|mv0,SR3 r4,clustered,1,30,0.0,162,34.99999999999517,0.21604938271601956,0.47530864197530864,0.6003716835681598,0.12938164026814256,1.6467594335035576,-7.499999999996021,21.532531728101166,2747.9583333333335
SR3 r4|clustered|m1|h30|mv2,SR3 r4,clustered,1,30,2.0,2,1.999999999999602,0.999999999999801,0.5,0.4169481834954234,0.7071067811865476,1.0000000000000002,0.0,0.3476915754402665,2101.0
