search,config,trades,gross_bp,tick_bp,net_bp,hit_rate,sr_per_trade,ann_sharpe,trades_per_year
consensus surprise,fade|e2|z1.5|tp5|sl0.5|t120,41,0.6129122990691275,0.239,0.3740122990691276,0.2926829268292683,0.159093788611118,0.36971351785211637,5.400378651280202
consensus surprise,fade|e2|z1.5|tp5|sl1|t60,41,0.6337314335900063,0.239,0.3948314335900062,0.4146341463414634,0.159001492963119,0.3694990346280883,5.400378651280202
consensus surprise,fade_then_flip|e15|z1.5|tp5|sl2|t240,60,0.6440960369359309,0.239,0.4051960369359307,0.4833333333333333,0.1311352903602926,0.3686509733499884,7.90299314821493
CPI x TY brackets,momentum|mv2|tp0.25f|sl2f|tr-|t238,46,0.7073937371275327,0.239,0.4684937371275326,0.8043478260869565,0.148763155986472,0.36617987882702013,6.0589614136314465
consensus surprise,fade_then_flip|e5|z2|tp3|sl5|t120,34,0.7106839469200722,0.239,0.4717839469200721,0.6470588235294118,0.1728660599736154,0.36582162076799085,4.4783627839884605
consensus surprise,fade_then_flip|e15|z1.5|tp5|sl2|t60,53,0.5989442574018788,0.239,0.3600442574018787,0.5660377358490566,0.1384228139886718,0.3657343791294141,6.980977280923188
consensus surprise,fade|e15|z1.5|tp3|sl1|t120,41,0.5592737290591637,0.239,0.3203737290591635,0.4146341463414634,0.1562345727483942,0.3630690676562002,5.400378651280202
consensus surprise,fade|e15|z1.5|tp5|sl1|t120,41,0.5986727801119552,0.239,0.3597727801119551,0.3902439024390244,0.1561821213917635,0.362947177444487,5.400378651280202
consensus surprise,fade_then_flip|e15|z1.5|tp5|sl3|t240,55,0.6861428180954274,0.239,0.4472428180954272,0.5636363636363636,0.1346138915454182,0.36231924416264955,7.244410385863686
consensus surprise,fade|e5|z1.5|tp5|sl3|t240,41,0.7802369249545512,0.239,0.5413369249545513,0.5609756097560976,0.1556511565848526,0.3617132834733117,5.400378651280202
consensus surprise,fade|e5|z2|tp3|sl5|t120,32,0.7327046476309602,0.239,0.4938046476309601,0.65625,0.1759620329718055,0.3612552253371513,4.2149296790479625
consensus surprise,fade_then_flip|e15|z1.5|tp2|sl0.5|t60,64,0.4202614306030766,0.239,0.1813614306030765,0.421875,0.1243890951915029,0.3611540365675729,8.429859358095925
parameter search,move|TU|1|momentum,556,0.3626449010316275,0.223,0.1396449010316275,0.5323741007194245,0.042066662939726905,0.3599943088142084,73.23440317345835
consensus surprise,fade_then_flip|e15|z1|tp5|sl1|t240,145,0.4443597899391191,0.239,0.205459789939119,0.3517241379310344,0.0816197205930252,0.3566968567943906,19.09890010818608
consensus surprise,fade|e5|z2|tp1|slinf|t60,32,0.4726823623912262,0.239,0.2337823623912262,0.75,0.1735715390222232,0.35634747100038583,4.2149296790479625
consensus surprise,fade_then_flip|e5|z2|tp1|sl5|t60,32,0.4726823623912262,0.239,0.2337823623912262,0.75,0.1735715390222232,0.35634747100038583,4.2149296790479625
consensus surprise,fade|e5|z2|tp1|sl5|t60,32,0.4726823623912262,0.239,0.2337823623912262,0.75,0.1735715390222232,0.35634747100038583,4.2149296790479625
consensus surprise,fade|e2|z1.5|tp2|sl5|t60,41,0.5929217323673324,0.239,0.3540217323673322,0.6585365853658537,0.1532811061319342,0.3562055908217947,5.400378651280202
