search,config,trades,gross_bp,tick_bp,net_bp,hit_rate,sr_per_trade,ann_sharpe,trades_per_year
CPI x TY brackets,fade|mv1|tp0.5f|sl2f|tr2|t118,60,0.3213305368482808,0.239,0.0824305368482808,0.5333333333333333,0.0341411243019861,0.09597842556805117,7.90299314821493
consensus surprise,fade|e5|z2|tp1|sl5|t120,32,0.3375698201264861,0.239,0.098669820126486,0.84375,0.0467152696734543,0.09590782163373618,4.2149296790479625
consensus surprise,fade|e5|z2|tp3|sl5|t30,32,0.3299502574686397,0.239,0.0910502574686397,0.40625,0.0466188018100545,0.09570977027491906,4.2149296790479625
consensus surprise,fade_then_flip|e5|z2|tp3|sl5|t30,32,0.3299502574686397,0.239,0.0910502574686397,0.40625,0.0466188018100545,0.09570977027491906,4.2149296790479625
consensus surprise,fade|e5|z2|tp3|slinf|t30,32,0.3299502574686397,0.239,0.0910502574686397,0.40625,0.0466188018100545,0.09570977027491906,4.2149296790479625
consensus surprise,fade|e15|z2|tp3|sl1|t240,32,0.3343254358963073,0.239,0.0954254358963072,0.375,0.0465852421923081,0.09564087139334529,4.2149296790479625
CPI x TY brackets,fade|mv0|tp0.75f|sl1f|tr-|t118,84,0.3369694139482252,0.239,0.0980694139482253,0.5238095238095238,0.0287225046762103,0.09553931636781472,11.064190407500902
CPI x TY brackets,fade|mv3|tp5b|sl2b|tr4|t30,38,0.3773382525520653,0.239,0.1384382525520652,0.4736842105263157,0.042693631069606,0.0955157672737748,5.005228993869456
consensus surprise,fade|e15|z1.5|tp2|sl3|t120,41,0.3422422968368641,0.239,0.1033422968368639,0.6097560975609756,0.0410497924532743,0.0953944419043064,5.400378651280202
CPI x TY brackets,fade|mv2|tp2b|sl8b|tr-|t30,46,0.3449704039597076,0.239,0.1060704039597075,0.5652173913043478,0.038670660443576,0.09518766700994968,6.0589614136314465
consensus surprise,fade|e2|z1.5|tp2|sl1|t120,41,0.3137250776248298,0.239,0.0748250776248297,0.4146341463414634,0.040786117321266,0.09478169478528972,5.400378651280202
consensus surprise,fade|e2|z2|tp2|sl0.5|t120,32,0.3116453525149087,0.239,0.0727453525149087,0.34375,0.0461292814244281,0.09470477053588484,4.2149296790479625
consensus surprise,fade|e5|z1.5|tp2|sl3|t120,41,0.3355720183567355,0.239,0.0966720183567354,0.6585365853658537,0.0406727019379389,0.09451813201068698,5.400378651280202
consensus surprise,fade_then_flip|e2|z2|tp1|sl5|t240,35,0.3375512566253689,0.239,0.0986512566253689,0.8285714285714286,0.0438339445078664,0.09411628001729862,4.61007933645871
CPI x TY brackets,fade|mv2|tp1f|sl1f|tr2|t58,46,0.3512274633879628,0.239,0.1123274633879627,0.391304347826087,0.0381767665920669,0.0939719493848446,6.0589614136314465
parameter search,grid|US|tier1|m5|h120|momentum,832,0.2727345726972829,0.245,0.02773457269728291,0.5324519230769231,0.00897128374312486,0.0939153180022704,109.58817165524702
CPI x TY brackets,fade|mv1|tp0.5f|sl1.5f|tr2|t30,60,0.3180450979993742,0.239,0.0791450979993741,0.5166666666666667,0.03324020611324,0.09344574068759336,7.90299314821493
CPI x TY brackets,momentum|mv1|tp0.5f|sl1.5f|tr-|t118,60,0.3449011183498073,0.239,0.1060011183498072,0.6166666666666667,0.0331456285927511,0.09317986187732445,7.90299314821493
consensus surprise,fade|e15|z1.5|tp3|sl3|t240,41,0.3560260068931265,0.239,0.1171260068931267,0.5609756097560976,0.0400291156054072,0.09302252008819105,5.400378651280202
CPI x TY brackets,fade|mv3|tp1b|slinfb|tr-|t118,38,0.3811697104611551,0.239,0.1422697104611554,0.8421052631578947,0.0415530408620033,0.09296399676152892,5.005228993869456
consensus surprise,fade|e2|z1.5|tp2|sl5|t240,41,0.3601312935642759,0.239,0.1212312935642756,0.6829268292682927,0.0398797234946459,0.09267535202279334,5.400378651280202
CPI x TY brackets,fade|mv1|tp0.5f|sl1f|tr2|t118,60,0.3174335075736615,0.239,0.0785335075736615,0.5166666666666667,0.0329281795844587,0.09256856351255371,7.90299314821493
CPI x TY brackets,fade|mv1|tp0.5f|sl1f|tr2|t238,60,0.3174335075736615,0.239,0.0785335075736615,0.5166666666666667,0.0329281795844587,0.09256856351255371,7.90299314821493
CPI x TY brackets,fade|mv3|tp2b|slinfb|tr-|t58,38,0.3717115689921686,0.239,0.1328115689921686,0.6842105263157895,0.041217832884459,0.09221405710146033,5.005228993869456
CPI x TY brackets,momentum|mv2|tp3b|slinfb|tr-|t118,46,0.3706768946863388,0.239,0.1317768946863387,0.6086956521739131,0.0373772274589507,0.09200388719269417,6.0589614136314465
consensus surprise,fade|e15|z1|tp5|sl0.5|t60,89,0.290777803294943,0.239,0.0518778032949429,0.3146067415730337,0.0268607146157011,0.09196715324158115,11.722773169852147
CPI x TY brackets,fade|mv1|tp1b|sl2b|tr4|t238,60,0.2997618317421426,0.239,0.0608618317421425,0.6833333333333333,0.0327051095812421,0.09194146325918146,7.90299314821493
CPI x TY brackets,fade|mv1|tp1b|sl2b|tr-|t238,60,0.2997618317421426,0.239,0.0608618317421425,0.6833333333333333,0.0327051095812421,0.09194146325918146,7.90299314821493
consensus surprise,fade_then_flip|e15|z1.5|tp3|sl5|t60,45,0.3431084732235718,0.239,0.1042084732235717,0.6222222222222222,0.0377630231783792,0.0919376057364773,5.927244861161197
consensus surprise,fade_then_flip|e15|z1|tp3|sl3|t240,121,0.3052379767694552,0.239,0.066337976769455,0.5371900826446281,0.023028879987893002,0.09193601585109533,15.93770284890011
CPI x TY brackets,fade|mv1|tp1f|sl1.5f|tr4|t58,60,0.3452720732466667,0.239,0.1063720732466666,0.55,0.0326753623781619,0.09185783714038592,7.90299314821493
CPI x TY brackets,fade|mv2|tp2b|sl2b|tr2|t238,46,0.3242992254182147,0.239,0.0853992254182146,0.4565217391304347,0.0373065562976006,0.09182993042814357,6.0589614136314465
CPI x TY brackets,fade|mv2|tp2b|sl2b|tr2|t118,46,0.3242992254182147,0.239,0.0853992254182146,0.4565217391304347,0.0373065562976006,0.09182993042814357,6.0589614136314465
CPI x TY brackets,fade|mv3|tp3b|sl8b|tr-|t118,38,0.4110758050991996,0.239,0.1721758050991994,0.6052631578947368,0.040965672610462,0.09164991482910309,5.005228993869456
CPI x TY brackets,fade|mv0|tp0.75f|sl1.5f|tr2|t118,84,0.3057230733115245,0.239,0.0668230733115243,0.4642857142857143,0.0275492010242495,0.09163657076592993,11.064190407500902
CPI x TY brackets,fade|mv0|tp0.75f|sl1.5f|tr2|t238,84,0.3057230733115245,0.239,0.0668230733115243,0.4642857142857143,0.0275492010242495,0.09163657076592993,11.064190407500902
CPI x TY brackets,fade|mv2|tp1f|sl1.5f|tr-|t118,46,0.4190753181091956,0.239,0.1801753181091956,0.5652173913043478,0.0371578574965696,0.09146390895876706,6.0589614136314465
consensus surprise,fade|e2|z1|tp1|slinf|t60,89,0.2918296337772472,0.239,0.0529296337772473,0.7303370786516854,0.0266072771935545,0.09109942062265511,11.722773169852147
consensus surprise,fade_then_flip|e2|z2|tp1|sl3|t120,38,0.3169293852265968,0.239,0.0780293852265967,0.7894736842105263,0.0406935831893847,0.0910411863333023,5.005228993869456
CPI x TY brackets,momentum|mv0|tp1b|slinfb|tr-|t118,84,0.29711249615461,0.239,0.0582124961546099,0.75,0.0272648144762018,0.09069061926584421,11.064190407500902
parameter search,grid|FV|payrolls|m1|h60|fade,90,0.280501570448934,0.183,0.09750157044893398,0.5222222222222223,0.026272635079742052,0.09045760101952066,11.854489722322395
grid search,FV|payrolls|m1|h60|mv0,90,0.280501570448934,0.183,0.09750157044893398,0.5222222222222223,0.026272635079742052,0.09045760101952066,11.854489722322395
CPI x TY brackets,fade|mv2|tp3b|sl2b|tr2|t30,46,0.3268374767384947,0.239,0.0879374767384946,0.4130434782608695,0.0365434435061636,0.08995153152186355,6.0589614136314465
CPI x TY brackets,fade|mv0.5|tp1f|slinff|tr2|t30,69,0.3171425729801222,0.239,0.0782425729801221,0.463768115942029,0.029796072245663895,0.08982634763610267,9.08844212044717
CPI x TY brackets,fade|mv0.5|tp1f|sl1f|tr2|t58,69,0.3153222798432044,0.239,0.0764222798432044,0.4347826086956521,0.0297604485907956,0.08971895284997498,9.08844212044717
CPI x TY brackets,fade|mv0.5|tp1f|sl1.5f|tr4|t118,69,0.3358474268443488,0.239,0.0969474268443486,0.5072463768115942,0.029574032963024,0.08915696485212903,9.08844212044717
consensus surprise,fade|e5|z2|tp1|sl5|t240,32,0.3322794120287464,0.239,0.0933794120287464,0.84375,0.043323655184480496,0.08894473740597382,4.2149296790479625
CPI x TY brackets,fade|mv1|tp0.75f|slinff|tr4|t58,60,0.3403183891168895,0.239,0.1014183891168894,0.5833333333333334,0.0315757194189854,0.08876649196454432,7.90299314821493
CPI x TY brackets,fade|mv1|tp0.75f|sl2f|tr-|t30,60,0.3358567607788463,0.239,0.0969567607788462,0.5333333333333333,0.0315569299793385,0.08871367059818672,7.90299314821493
CPI x TY brackets,fade|mv1|tp0.75f|slinff|tr-|t30,60,0.3358567607788463,0.239,0.0969567607788462,0.5333333333333333,0.0315569299793385,0.08871367059818672,7.90299314821493
CPI x TY brackets,momentum|mv2|tp0.5f|sl2f|tr-|t238,46,0.3963709364086868,0.239,0.1574709364086868,0.6739130434782609,0.0360277768195928,0.08868222015540668,6.0589614136314465
CPI x TY brackets,fade|mv0.5|tp0.75f|slinff|tr2|t58,69,0.3185770229613823,0.239,0.0796770229613822,0.5072463768115942,0.0294050680107414,0.0886475854810187,9.08844212044717
CPI x TY brackets,fade|mv2|tp0.5f|sl1.5f|tr-|t118,46,0.3855974561390667,0.239,0.1466974561390666,0.6521739130434783,0.0359457269935251,0.08848025485581341,6.0589614136314465
CPI x TY brackets,fade|mv1|tp5b|slinfb|tr-|t30,60,0.3391142174031497,0.239,0.1002142174031496,0.5,0.0314610835176118,0.08844422450697345,7.90299314821493
consensus surprise,fade_then_flip|e15|z1.5|tp1|sl5|t120,44,0.3157913513980166,0.239,0.0768913513980166,0.8181818181818182,0.0366443795186708,0.08821732572188463,5.795528308690948
consensus surprise,fade_then_flip|e2|z1.5|tp1|sl2|t30,47,0.2937321180790689,0.239,0.0548321180790688,0.6808510638297872,0.0354260906408502,0.08814391494602722,6.1906779661016955
CPI x TY brackets,fade|mv1|tp0.75f|sl1f|tr4|t30,60,0.3335119783714641,0.239,0.0946119783714638,0.55,0.0313510393382278,0.08813486541889003,7.90299314821493
CPI x TY brackets,fade|mv1|tp1b|sl4b|tr-|t30,60,0.3034142252292479,0.239,0.0645142252292478,0.7,0.0313371810653937,0.08809590667822456,7.90299314821493
CPI x TY brackets,fade|mv0.5|tp1b|slinfb|tr-|t118,69,0.3207523485787572,0.239,0.0818523485787574,0.782608695652174,0.0292087327348295,0.08805569267709858,9.08844212044717
CPI x TY brackets,fade|mv2|tp0.5f|slinff|tr-|t118,46,0.3851686331005171,0.239,0.146268633100517,0.6521739130434783,0.0357183415761781,0.0879205466134128,6.0589614136314465
CPI x TY brackets,fade|mv2|tp0.5f|sl2f|tr-|t118,46,0.3851686331005171,0.239,0.146268633100517,0.6521739130434783,0.0357183415761781,0.0879205466134128,6.0589614136314465
CPI x TY brackets,fade|mv1|tp1.5f|sl0.5f|tr2|t30,60,0.3155239573173016,0.239,0.0766239573173016,0.4,0.031221187233567003,0.08776982177088938,7.90299314821493
CPI x TY brackets,fade|mv2|tp5b|sl2b|tr4|t30,46,0.3489527064463705,0.239,0.1100527064463705,0.4565217391304347,0.0356504832390977,0.0877535136038969,6.0589614136314465
grid search,FV|payrolls|m2|h60|mv0,88,0.275768889783917,0.183,0.09276888978391701,0.5340909090909091,0.025749946435084457,0.08766734285574446,11.591056617381897
parameter search,grid|FV|CPI|m1|h60|momentum,85,0.2690729701316561,0.183,0.0860729701316561,0.5294117647058824,0.026083318112638674,0.08727552670381838,11.19590695997115
consensus surprise,fade|e5|z2|tp1|slinf|t120,32,0.3301041381359473,0.239,0.0912041381359472,0.84375,0.0425037320143797,0.08726141103964696,4.2149296790479625
consensus surprise,fade_then_flip|e5|z2|tp5|sl5|t30,32,0.3295739450702188,0.239,0.0906739450702188,0.375,0.0424838361158056,0.0872205641751201,4.2149296790479625
consensus surprise,fade|e5|z2|tp5|sl5|t30,32,0.3295739450702188,0.239,0.0906739450702188,0.375,0.0424838361158056,0.0872205641751201,4.2149296790479625
consensus surprise,fade|e5|z2|tp5|slinf|t30,32,0.3295739450702188,0.239,0.0906739450702188,0.375,0.0424838361158056,0.0872205641751201,4.2149296790479625
consensus surprise,fade|e5|z1|tp1|sl3|t60,89,0.2803167809897275,0.239,0.0414167809897275,0.7303370786516854,0.0254105562375794,0.0870020233225386,11.722773169852147
CPI x TY brackets,fade|mv1|tp1b|slinfb|tr4|t30,60,0.3026410048814634,0.239,0.0637410048814633,0.7,0.030927432288743496,0.08694401015268939,7.90299314821493
CPI x TY brackets,fade|mv1|tp1b|sl8b|tr4|t30,60,0.3026410048814634,0.239,0.0637410048814633,0.7,0.030927432288743496,0.08694401015268939,7.90299314821493
CPI x TY brackets,fade|mv0.5|tp1f|sl0.5f|tr2|t30,69,0.310963296278347,0.239,0.0720632962783471,0.4057971014492754,0.0288233607301752,0.08689391003091988,9.08844212044717
CPI x TY brackets,fade|mv1|tp1b|sl4b|tr-|t238,60,0.3074495449454159,0.239,0.0685495449454159,0.75,0.0307308472003616,0.0863913649876925,7.90299314821493
CPI x TY brackets,fade|mv2|tp1b|slinfb|tr4|t118,46,0.3222582077475772,0.239,0.0833582077475773,0.782608695652174,0.0350775653334858,0.08634327860408368,6.0589614136314465
CPI x TY brackets,fade|mv2|tp1b|sl8b|tr4|t118,46,0.3222582077475772,0.239,0.0833582077475773,0.782608695652174,0.0350775653334858,0.08634327860408368,6.0589614136314465
consensus surprise,fade_then_flip|e15|z1|tp3|sl2|t240,131,0.2919520721295656,0.239,0.0530520721295655,0.4809160305343511,0.0207353875087622,0.08613268415077514,17.254868373602598
consensus surprise,fade_then_flip|e5|z2|tp5|sl3|t60,38,0.3420623727927115,0.239,0.1031623727927115,0.5,0.0382976352831086,0.08568088324165739,5.005228993869456
CPI x TY brackets,fade|mv2|tp1b|slinfb|tr2|t30,46,0.3060405621257549,0.239,0.0671405621257549,0.6739130434782609,0.0345569359691029,0.08506175162719665,6.0589614136314465
CPI x TY brackets,fade|mv2|tp1b|sl8b|tr2|t30,46,0.3060405621257549,0.239,0.0671405621257549,0.6739130434782609,0.0345569359691029,0.08506175162719665,6.0589614136314465
CPI x TY brackets,fade|mv2|tp1b|sl4b|tr2|t30,46,0.3060405621257549,0.239,0.0671405621257549,0.6739130434782609,0.0345569359691029,0.08506175162719665,6.0589614136314465
CPI x TY brackets,fade|mv3|tp0.75f|slinff|tr-|t118,38,0.4338144484638902,0.239,0.1949144484638903,0.5526315789473685,0.0379826761528896,0.08497624505022078,5.005228993869456
CPI x TY brackets,fade|mv3|tp0.75f|sl2f|tr-|t118,38,0.4338144484638902,0.239,0.1949144484638903,0.5526315789473685,0.0379826761528896,0.08497624505022078,5.005228993869456
CPI x TY brackets,fade|mv0.5|tp1b|slinfb|tr-|t238,69,0.3162898480744044,0.239,0.0773898480744045,0.782608695652174,0.028058144695269197,0.08458700994685965,9.08844212044717
consensus surprise,fade_then_flip|e2|z1.5|tp1|sl1|t30,56,0.2793012446114632,0.239,0.0404012446114632,0.6071428571428571,0.0309927701870835,0.08417334516452418,7.376126938333934
consensus surprise,fade|e2|z1|tp5|sl1|t240,89,0.3044163242184391,0.239,0.065516324218439,0.2921348314606741,0.0245830288185564,0.08416869062660162,11.722773169852147
CPI x TY brackets,fade|mv0.5|tp0.75f|slinff|tr4|t118,69,0.3296469029528222,0.239,0.0907469029528219,0.5797101449275363,0.0279080346188664,0.08413447245146538,9.08844212044717
CPI x TY brackets,momentum|mv1|tp0.5f|sl2f|tr-|t118,60,0.3353095770842985,0.239,0.0964095770842984,0.6166666666666667,0.0298879296609734,0.08402173305645969,7.90299314821493
CPI x TY brackets,fade|mv1|tp5b|sl2b|tr2|t238,60,0.3215958217787321,0.239,0.082695821778732,0.3833333333333333,0.029831296341038,0.08386252397962868,7.90299314821493
CPI x TY brackets,fade|mv2|tp1b|sl4b|tr4|t30,46,0.3127274167618488,0.239,0.0738274167618488,0.717391304347826,0.033903069368785,0.08345226175797649,6.0589614136314465
consensus surprise,fade|e2|z2|tp1|sl2|t60,32,0.3060260312619596,0.239,0.0671260312619594,0.6875,0.0404983084986099,0.08314421762098533,4.2149296790479625
consensus surprise,fade_then_flip|e15|z1|tp3|sl1|t120,141,0.277655862898465,0.239,0.0387558628984651,0.375886524822695,0.0192743286666539,0.08306326424822204,18.572033898305087
CPI x TY brackets,fade|mv1|tp0.5f|slinff|tr2|t58,60,0.3113163445305505,0.239,0.0724163445305505,0.5333333333333333,0.0295300467366047,0.08301564317743951,7.90299314821493
CPI x TY brackets,momentum|mv0|tp3b|sl8b|tr-|t118,84,0.3252846073044067,0.239,0.0863846073044067,0.6190476190476191,0.0249339236298945,0.0829374055230106,11.064190407500902
parameter search,grid|SR3 r3|PCE|m5|h120|fade,60,0.5583333333333229,0.5,0.05833333333332291,0.5666666666666667,0.029445864864348237,0.0827789888865884,7.90299314821493
CPI x TY brackets,fade|mv1|tp1f|sl2f|tr4|t58,60,0.3349357326297691,0.239,0.0960357326297691,0.55,0.0294049522866269,0.08266397437327326,7.90299314821493
consensus surprise,fade|e15|z1|tp3|sl1|t240,89,0.2878934010197303,0.239,0.0489934010197303,0.3595505617977528,0.024111073440566302,0.0825527845276093,11.722773169852147
CPI x TY brackets,fade|mv1|tp1b|sl8b|tr4|t58,60,0.3033991894501772,0.239,0.0644991894501772,0.7333333333333333,0.0293106054120196,0.08239874396076607,7.90299314821493
CPI x TY brackets,fade|mv1|tp1b|slinfb|tr4|t58,60,0.3033991894501772,0.239,0.0644991894501772,0.7333333333333333,0.0293106054120196,0.08239874396076607,7.90299314821493
CPI x TY brackets,fade|mv0.5|tp0.75f|sl0.5f|tr2|t58,69,0.3081763901505298,0.239,0.0692763901505297,0.4202898550724637,0.0272698434565336,0.08221051479914974,9.08844212044717
CPI x TY brackets,fade|mv1|tp0.5f|sl1f|tr-|t118,60,0.3403371956508123,0.239,0.1014371956508121,0.6333333333333333,0.029237170519948504,0.08219230186294876,7.90299314821493
CPI x TY brackets,fade|mv1|tp1b|slinfb|tr-|t238,60,0.3238702968938195,0.239,0.0849702968938195,0.8,0.0292247364199932,0.08215734679449496,7.90299314821493
consensus surprise,fade_then_flip|e2|z1.5|tp1|sl2|t60,51,0.2893264428881783,0.239,0.0504264428881782,0.6862745098039216,0.0316335900402102,0.08198865228008345,6.717544175982691
CPI x TY brackets,fade|mv2|tp5b|sl2b|tr4|t58,46,0.3453571331277261,0.239,0.1064571331277261,0.4782608695652174,0.0332429317695056,0.08182733585135434,6.0589614136314465
CPI x TY brackets,fade|mv0.5|tp3b|sl4b|tr4|t238,69,0.323676366025268,0.239,0.084776366025268,0.5217391304347826,0.0270726198599198,0.0816159439709745,9.08844212044717
CPI x TY brackets,fade|mv2|tp5b|sl8b|tr2|t30,46,0.3334413304788442,0.239,0.0945413304788441,0.391304347826087,0.0331043053544761,0.08148610751748958,6.0589614136314465
CPI x TY brackets,fade|mv2|tp5b|sl4b|tr2|t30,46,0.3334413304788442,0.239,0.0945413304788441,0.391304347826087,0.0331043053544761,0.08148610751748958,6.0589614136314465
CPI x TY brackets,fade|mv2|tp5b|slinfb|tr2|t30,46,0.3334413304788442,0.239,0.0945413304788441,0.391304347826087,0.0331043053544761,0.08148610751748958,6.0589614136314465
CPI x TY brackets,fade|mv2|tp3b|sl2b|tr2|t238,46,0.3216622416552975,0.239,0.0827622416552973,0.391304347826087,0.0330800898096597,0.08142650105641527,6.0589614136314465
CPI x TY brackets,fade|mv1|tp1b|sl2b|tr4|t118,60,0.2928499949148904,0.239,0.0539499949148903,0.6833333333333333,0.0289006987881689,0.08124640369103404,7.90299314821493
CPI x TY brackets,fade|mv1|tp1b|sl2b|tr-|t118,60,0.2928499949148904,0.239,0.0539499949148903,0.6833333333333333,0.0289006987881689,0.08124640369103404,7.90299314821493
consensus surprise,fade|e15|z1.5|tp2|sl3|t240,41,0.3278455776114657,0.239,0.0889455776114657,0.6341463414634146,0.0349577418221789,0.08123729919359415,5.400378651280202
consensus surprise,fade_then_flip|e2|z1.5|tp1|sl1|t240,57,0.2783738457683232,0.239,0.0394738457683231,0.5964912280701754,0.0295702042443283,0.08102367350070645,7.507843490804183
consensus surprise,fade_then_flip|e2|z1.5|tp1|sl1|t120,57,0.2783738457683232,0.239,0.0394738457683231,0.5964912280701754,0.0295702042443283,0.08102367350070645,7.507843490804183
consensus surprise,fade_then_flip|e2|z1.5|tp1|sl1|t60,57,0.2783738457683232,0.239,0.0394738457683231,0.5964912280701754,0.0295702042443283,0.08102367350070645,7.507843490804183
CPI x TY brackets,fade|mv2|tp3b|sl2b|tr-|t58,46,0.3291923849496191,0.239,0.0902923849496189,0.5217391304347826,0.0329114334432827,0.08101135412440913,6.0589614136314465
CPI x TY brackets,fade|mv0.5|tp3b|slinfb|tr4|t118,69,0.3243430742618589,0.239,0.0854430742618588,0.5217391304347826,0.0268296201294367,0.08088337163439646,9.08844212044717
CPI x TY brackets,fade|mv0.5|tp3b|sl8b|tr4|t118,69,0.3243430742618589,0.239,0.0854430742618588,0.5217391304347826,0.0268296201294367,0.08088337163439646,9.08844212044717
CPI x TY brackets,fade|mv0.5|tp1f|sl1f|tr2|t238,69,0.3087776281166252,0.239,0.0698776281166251,0.4202898550724637,0.0267976115598664,0.08078687526152387,9.08844212044717
CPI x TY brackets,fade|mv3|tp0.25f|sl1f|tr-|t238,38,0.374522469048175,0.239,0.1356224690481749,0.7105263157894737,0.0360789205345432,0.0807170927122139,5.005228993869456
CPI x TY brackets,fade|mv3|tp2b|sl2b|tr2|t118,38,0.3224628733053399,0.239,0.0835628733053399,0.4736842105263157,0.0360557188952527,0.08066518514840822,5.005228993869456
CPI x TY brackets,fade|mv3|tp2b|sl2b|tr2|t238,38,0.3224628733053399,0.239,0.0835628733053399,0.4736842105263157,0.0360557188952527,0.08066518514840822,5.005228993869456
CPI x TY brackets,fade|mv2|tp2b|sl4b|tr4|t58,46,0.331050037154626,0.239,0.0921500371546259,0.6304347826086957,0.032712799126628,0.08052241659467481,6.0589614136314465
parameter search,grid|TY|ISM mfg|m5|h240|momentum,82,0.3298454203792523,0.239,0.0908454203792523,0.4512195121951219,0.02445884825580578,0.08038279561882859,10.800757302560404
consensus surprise,fade|e5|z2|tp3|sl1|t240,32,0.3227731704834748,0.239,0.0838731704834748,0.375,0.0389422117530856,0.0799495052676627,4.2149296790479625
consensus surprise,fade|e15|z2|tp3|slinf|t240,32,0.3781343174569123,0.239,0.1392343174569122,0.625,0.0389267707469375,0.07991780442821877,4.2149296790479625
CPI x TY brackets,fade|mv3|tp5b|sl2b|tr-|t30,38,0.3560150608369436,0.239,0.1171150608369435,0.5,0.0356534943502625,0.07976531355003218,5.005228993869456
CPI x TY brackets,fade|mv2|tp1b|sl2b|tr2|t58,46,0.3006530450624202,0.239,0.0617530450624202,0.6739130434782609,0.0323363711540386,0.07959584073336125,6.0589614136314465
CPI x TY brackets,fade|mv2|tp1b|sl2b|tr2|t238,46,0.3006530450624202,0.239,0.0617530450624202,0.6739130434782609,0.0323363711540386,0.07959584073336125,6.0589614136314465
CPI x TY brackets,fade|mv2|tp1b|sl2b|tr2|t118,46,0.3006530450624202,0.239,0.0617530450624202,0.6739130434782609,0.0323363711540386,0.07959584073336125,6.0589614136314465
CPI x TY brackets,fade|mv1|tp2b|sl4b|tr-|t118,60,0.3248260812872339,0.239,0.0859260812872338,0.6333333333333333,0.028293678100538,0.07953993118676855,7.90299314821493
CPI x TY brackets,fade|mv0|tp0.75f|sl1f|tr2|t30,84,0.2953640181418044,0.239,0.0564640181418044,0.4404761904761904,0.0238313721452063,0.0792700019906621,11.064190407500902
consensus surprise,fade_then_flip|e15|z1.5|tp3|sl3|t120,53,0.3217539770406151,0.239,0.082853977040615,0.5471698113207547,0.0298079943664248,0.07875730884642777,6.980977280923188
CPI x TY brackets,momentum|mv2|tp2b|slinfb|tr-|t118,46,0.332573652716748,0.239,0.0936736527167481,0.6521739130434783,0.0319927885414682,0.0787501135867179,6.0589614136314465
CPI x TY brackets,fade|mv3|tp0.5f|sl2f|tr2|t118,38,0.3374465826826581,0.239,0.0985465826826583,0.4210526315789473,0.0351932232298293,0.07873557801054476,5.005228993869456
CPI x TY brackets,fade|mv3|tp0.5f|sl0.5f|tr2|t118,38,0.3374465826826581,0.239,0.0985465826826583,0.4210526315789473,0.0351932232298293,0.07873557801054476,5.005228993869456
CPI x TY brackets,fade|mv3|tp0.5f|sl1f|tr2|t238,38,0.3374465826826581,0.239,0.0985465826826583,0.4210526315789473,0.0351932232298293,0.07873557801054476,5.005228993869456
CPI x TY brackets,fade|mv3|tp0.5f|sl2f|tr2|t238,38,0.3374465826826581,0.239,0.0985465826826583,0.4210526315789473,0.0351932232298293,0.07873557801054476,5.005228993869456
CPI x TY brackets,fade|mv3|tp0.5f|slinff|tr2|t118,38,0.3374465826826581,0.239,0.0985465826826583,0.4210526315789473,0.0351932232298293,0.07873557801054476,5.005228993869456
CPI x TY brackets,fade|mv3|tp0.5f|sl0.5f|tr2|t238,38,0.3374465826826581,0.239,0.0985465826826583,0.4210526315789473,0.0351932232298293,0.07873557801054476,5.005228993869456
CPI x TY brackets,fade|mv3|tp0.5f|sl1.5f|tr2|t118,38,0.3374465826826581,0.239,0.0985465826826583,0.4210526315789473,0.0351932232298293,0.07873557801054476,5.005228993869456
CPI x TY brackets,fade|mv3|tp0.5f|sl1f|tr2|t118,38,0.3374465826826581,0.239,0.0985465826826583,0.4210526315789473,0.0351932232298293,0.07873557801054476,5.005228993869456
CPI x TY brackets,fade|mv3|tp0.5f|slinff|tr2|t238,38,0.3374465826826581,0.239,0.0985465826826583,0.4210526315789473,0.0351932232298293,0.07873557801054476,5.005228993869456
CPI x TY brackets,fade|mv3|tp0.5f|sl1.5f|tr2|t238,38,0.3374465826826581,0.239,0.0985465826826583,0.4210526315789473,0.0351932232298293,0.07873557801054476,5.005228993869456
CPI x TY brackets,fade|mv1|tp5b|sl4b|tr-|t118,60,0.3524961554113488,0.239,0.1135961554113487,0.5,0.0279926943058779,0.07869379763599696,7.90299314821493
CPI x TY brackets,fade|mv3|tp5b|sl2b|tr4|t58,38,0.3564596801668903,0.239,0.11755968016689,0.4473684210526316,0.0350591768354253,0.07843568446925973,5.005228993869456
consensus surprise,fade|e5|z2|tp1|sl2|t30,32,0.2904301320480111,0.239,0.051530132048011,0.625,0.0382041513856068,0.07843424564112329,4.2149296790479625
consensus surprise,fade_then_flip|e2|z1.5|tp3|sl5|t30,41,0.3115169593128426,0.239,0.0726169593128425,0.4878048780487805,0.0337013305434515,0.07831756085696545,5.400378651280202
consensus surprise,fade|e2|z1.5|tp3|slinf|t30,41,0.3115169593128426,0.239,0.0726169593128425,0.4878048780487805,0.0337013305434515,0.07831756085696545,5.400378651280202
consensus surprise,fade|e2|z1.5|tp3|sl5|t30,41,0.3115169593128426,0.239,0.0726169593128425,0.4878048780487805,0.0337013305434515,0.07831756085696545,5.400378651280202
CPI x TY brackets,fade|mv1|tp1f|sl1f|tr-|t58,60,0.3376620581952273,0.239,0.0987620581952273,0.5833333333333334,0.0276490137944454,0.07772763395333829,7.90299314821493
consensus surprise,fade_then_flip|e5|z1.5|tp5|sl1|t120,65,0.3020907013638501,0.239,0.06319070136385,0.3230769230769231,0.026540098428449996,0.07765678111656683,8.561575910566175
