package,structure,tenor,sigma_pkg_bp,polarity,min_size_sigma,vol_keep,drop_fomc,fomc_window,drop_data_days,n_trades,hit_rate,avg_usd,total_usd,sharpe,max_dd_usd
SFR5_7_9_fly,fly,IMM_5xIMM_6/IMM_7xIMM_8/IMM_9xIMM_10,0.403396879820065,momentum,0.0,drop_low,False,0,True,248,0.5483870967741935,99347.64965013122,24638217.11323254,1.7463061197500112,-3584164.8245277107
SFR5_7_9_fly,fly,IMM_5xIMM_6/IMM_7xIMM_8/IMM_9xIMM_10,0.403396879820065,momentum,0.0,drop_low,True,2,True,237,0.5443037974683544,94518.111942993,22400792.53048934,1.6154348783911099,-3830045.0630668253
SFR5_7_9_fly,fly,IMM_5xIMM_6/IMM_7xIMM_8/IMM_9xIMM_10,0.403396879820065,momentum,0.0,drop_low,False,0,False,267,0.5393258426966292,83735.26221882156,22357315.012425356,1.544558413327706,-3287033.003617011
SFR5_7_9_fly,fly,IMM_5xIMM_6/IMM_7xIMM_8/IMM_9xIMM_10,0.403396879820065,momentum,0.0,all,False,0,True,370,0.5459459459459459,55036.3925931706,20363465.259473123,1.1998197059592695,-6132011.05062894
SFR5_7_9_fly,fly,IMM_5xIMM_6/IMM_7xIMM_8/IMM_9xIMM_10,0.403396879820065,momentum,0.0,drop_low,True,2,False,256,0.53515625,78593.3219909459,20119890.42968215,1.4133508240941939,-3532913.2421561256
SFR5_7_9_fly,fly,IMM_5xIMM_6/IMM_7xIMM_8/IMM_9xIMM_10,0.403396879820065,momentum,0.0,all,False,0,False,397,0.5415617128463476,48031.43508142961,19068479.727327555,1.101084545995176,-6264376.288592139
SFR8_10_12_fly,fly,IMM_8xIMM_9/IMM_10xIMM_11/IMM_12xIMM_13,0.2839797047222643,momentum,0.0,all,True,2,False,379,0.5224274406332454,48833.551290968535,18507915.939277075,1.1023467763924206,-6963994.586754546
SFR5_7_9_fly,fly,IMM_5xIMM_6/IMM_7xIMM_8/IMM_9xIMM_10,0.403396879820065,momentum,0.0,all,True,2,True,352,0.5397727272727273,51487.65364265515,18123654.082214613,1.085979105512196,-6073430.248463005
SFR1_outright,outright,IMM_1xIMM_2,0.8797467203509353,momentum,0.0,all,False,0,False,399,0.7543859649122807,42581.73660544235,16990112.905571498,5.47478287968843,-725575.8755392581
SFR5_7_9_fly,fly,IMM_5xIMM_6/IMM_7xIMM_8/IMM_9xIMM_10,0.403396879820065,momentum,0.0,all,True,2,False,379,0.5356200527704486,44402.81939332201,16828668.55006904,0.9876620075807849,-6004118.489631958
SFR5Q9Q_curve,spread,IMM_5xIMM_6/IMM_9xIMM_10,0.5650832447178319,momentum,0.0,all,True,2,False,379,0.5356200527704486,43889.7477141661,16634214.383668952,0.9901344712783822,-6013071.511569541
SFR8_10_12_fly,fly,IMM_8xIMM_9/IMM_10xIMM_11/IMM_12xIMM_13,0.2839797047222643,momentum,0.0,all,False,0,False,397,0.5138539042821159,40946.015988638224,16255568.347489374,0.9570564537576948,-7992776.196932815
SFR1_outright,outright,IMM_1xIMM_2,0.8797467203509353,momentum,0.0,all,False,0,True,372,0.7580645161290323,43569.90215744651,16208003.602570102,5.357128971419598,-725575.8755392581
SFR8_10_12_fly,fly,IMM_8xIMM_9/IMM_10xIMM_11/IMM_12xIMM_13,0.2839797047222643,momentum,0.0,all,True,2,True,352,0.5170454545454546,45434.023701955164,15992776.343088217,0.9719169045930495,-7435243.173490969
SFR1_outright,outright,IMM_1xIMM_2,0.8797467203509353,momentum,0.0,all,True,2,False,380,0.7473684210526316,41935.19246185961,15935373.135506652,5.172416383513121,-725575.8755392581
