,spec,term,coef,se,t,n,n_blocks,design_rank,design_cols,design_cond,rank_deficient
0,signal only,const,0.008939093951818761,0.04386795979174495,0.20377273058185202,42426,99,2,2,1.2686929922005523,False
1,signal only,signal,0.013233849190755837,0.026459211541841988,0.5001603758988862,42426,99,2,2,1.2686929922005523,False
2,signal + controls,const,0.008939093951818761,0.04386795979174495,0.20377273058185202,42426,99,2,2,1.2686929922005523,False
3,signal + controls,signal,0.013233849190755837,0.026459211541841988,0.5001603758988862,42426,99,2,2,1.2686929922005523,False
