,mean,se,t,n,n_blocks,lo,hi,n_boot,stars,hit_rate,share_long,share_agreeing,p_sign,signal
0,-0.6402339499456078,0.07086597472282062,-9.034433696139319,1838,99,-0.7785187557784345,-0.5018701853032367,2000,***,0.23775843307943417,0.4972796517954298,0.8484848484848485,8.222851373157005e-13,unsigned print intensity
