,day,bucket,lls,peak_lag_min,peak_rho,n_x,n_y
364,60,SFRM27,0.687330635896787,1.0,0.27362683601210497,96,96
365,60,SFRU27,1.5894504258704176,30.0,-0.19121057555540835,96,96
366,61,SFRM26,-6.969572099916035,-60.0,0.3965952461143418,96,96
367,61,SFRU26,-4.53271106435982,-1.0,-0.2851190129934995,96,96
368,61,SFRZ26,-10.353870457927464,-1.0,-0.354177341366374,96,96
369,61,SFRH27,-2.7474799090122506,-1.0,-0.3417852280681218,96,96
370,61,SFRM27,-0.005790845901733171,0.0,-0.26825943131201935,96,96
371,61,SFRU27,1.3431057912123447,15.0,-0.20105995917385086,96,96
372,62,SFRM26,0.5473568414809766,0.0,0.19411345800761504,96,96
373,62,SFRU26,2.484505206592246,5.0,-0.3157385193899084,96,96
374,62,SFRZ26,2.8707246162145887,5.0,-0.33832510537972876,96,96
375,62,SFRH27,-0.8065563830150886,-1.0,-0.2284500587297269,96,96
376,62,SFRM27,2.7149459275361556,5.0,0.30962885037815047,96,96
377,62,SFRU27,0.26447895056550574,-5.0,0.26394379572307497,96,96
378,63,SFRM26,-3.7500337909445327,-60.0,-0.30634699109665575,96,96
379,63,SFRU26,-0.6043062733785697,-30.0,-0.20542736092931208,96,96
380,63,SFRZ26,1.9812645427483746,5.0,-0.23379127659514312,96,96
381,63,SFRH27,0.26517516292298804,5.0,-0.22479096251629951,96,96
382,63,SFRM27,21.897525822516506,1.0,-0.4522519061562918,96,96
383,63,SFRU27,0.656532409716885,-1.0,0.26520868451647406,96,96
384,64,SFRM26,-0.04202029326262306,1.0,-0.1770194061977748,96,96
385,64,SFRU26,-0.18378303849118346,-5.0,0.32232221405703504,96,96
386,64,SFRZ26,0.9876847283888424,1.0,-0.26443144716857947,96,96
387,64,SFRH27,-26.966982475160528,-1.0,-0.43178419834127485,96,96
388,64,SFRM27,-0.8685570174467563,-1.0,0.18653170817781928,96,96
389,64,SFRU27,-0.02306693610682205,15.0,-0.20730107370318684,96,96
390,65,SFRM26,-1.4554501085213138,-15.0,0.6476606964968685,96,96
391,65,SFRU26,0.4359005216899676,120.0,-0.14163866469736186,96,96
392,65,SFRZ26,-2.2131022385068397,-60.0,-0.255089716511997,96,96
393,65,SFRH27,-0.11704496567943432,60.0,-0.17760822838664922,96,96
394,65,SFRM27,0.4393355075678368,5.0,0.14479959033325634,96,96
395,65,SFRU27,-0.42003465802238715,-15.0,-0.14103498770423956,96,96
396,66,SFRM26,-2.5178752634538295,-240.0,-0.26793704793555206,96,96
397,66,SFRU26,-1.6964400546156535,-120.0,0.24505689997689906,96,96
398,66,SFRZ26,1.5952294474503181,30.0,0.20460180379913506,96,96
399,66,SFRH27,18.24587535084504,30.0,0.3563855641606292,96,96
400,66,SFRM27,-1.5198396471453184,-30.0,0.23224928220571917,96,96
401,66,SFRU27,-1.2910813531789587,-60.0,0.23240540673257384,96,96
402,67,SFRM26,-0.2577930592904985,15.0,-0.3259111473050943,96,96
403,67,SFRU26,-2.7010459230514328,-1.0,-0.35471018792149345,96,96
404,67,SFRZ26,-9.125009668552973,-1.0,-0.4777685909218827,96,96
405,67,SFRH27,-0.11654281898447137,-60.0,0.2198470120087012,96,96
406,67,SFRM27,0.15881521878965182,5.0,0.1949943560019288,96,96
407,67,SFRU27,0.4620399198250264,0.0,-0.17556375372829536,96,96
408,68,SFRM26,-0.8686304313234827,-1.0,-0.16396749618263728,96,96
409,68,SFRU26,-2.0427554955749585,-1.0,-0.25497060067136024,96,96
410,68,SFRZ26,0.7601349153118647,1.0,-0.4253934116129982,96,96
411,68,SFRH27,-0.20029203675686594,1.0,-0.32079609920029484,96,96
412,68,SFRM27,-0.8630953801472157,-1.0,-0.2618699776307874,96,96
413,68,SFRU27,-0.12328606037973873,-1.0,-0.2012639244706128,96,96
414,69,SFRM26,5.253050275442977,1.0,-0.2538284579169624,96,96
415,69,SFRU26,1.435683615506315,15.0,0.3005658152327213,96,96
416,69,SFRZ26,1.211273085965665,60.0,-0.22747391795133623,96,96
417,69,SFRH27,18.726929052120813,240.0,0.3535042303164432,96,96
418,69,SFRM27,9.793233316094256,240.0,0.2081970911011545,96,96
419,69,SFRU27,0.46328878052482947,240.0,0.13399907661307583,96,96
420,70,SFRM26,-0.30855367140189094,-60.0,0.1585133633424709,96,96
421,70,SFRU26,1.336756665744663,-60.0,0.3308448055381528,96,96
422,70,SFRZ26,-1.1778702747640732,-30.0,0.21760832621027237,96,96
423,70,SFRH27,-2.6536248524129777,-240.0,0.19339689088359788,96,96
424,70,SFRM27,-1.4131904915679498,-240.0,0.2863058495138172,96,96
425,70,SFRU27,-0.38580373401279655,-240.0,0.30780311351704653,96,96
426,71,SFRM26,0.7246054648050354,5.0,-0.19665158360923923,96,96
427,71,SFRU26,4.05159158391567,60.0,0.23365956420402972,96,96
428,71,SFRZ26,1.5080397541781203,240.0,0.19765087651231575,96,96
429,71,SFRH27,-0.09211603133922766,120.0,-0.2853720829917246,96,96
430,71,SFRM27,-0.32600656983694837,-30.0,0.24593028527693434,96,96
431,71,SFRU27,-1.931113996339484,-30.0,0.24470765263619573,96,96
432,72,SFRM26,-3.0952153123112223,-60.0,-0.2627612656672663,96,96
433,72,SFRU26,2.6589694289764,1.0,-0.27477253579557387,96,96
434,72,SFRZ26,5.372140259302317,1.0,-0.4629990618152109,96,96
435,72,SFRH27,6.839631319427285,1.0,-0.39677716105195965,96,96
436,72,SFRM27,-0.2047499752262767,15.0,-0.1474349832561209,96,96
437,72,SFRU27,-1.3708283770666854,-240.0,-0.16570796775855923,96,96
438,73,SFRM26,-15.29173151149445,-240.0,-0.3062389825509255,96,96
439,73,SFRU26,-0.13461552719526745,-5.0,-0.16218438912730956,96,96
440,73,SFRZ26,-0.06370843134905592,60.0,0.0795558530001151,96,96
441,73,SFRH27,-0.19256313919000495,0.0,-0.23155956986124018,96,96
442,73,SFRM27,-0.3446092856160258,-240.0,0.13405706659594468,96,96
443,73,SFRU27,-0.6552712415453111,-30.0,0.10408591896568706,96,96
444,74,SFRM26,-11.329292768739391,-120.0,-0.5468931163554802,96,96
445,74,SFRU26,-0.7906529060140656,-1.0,0.21233562419647029,96,96
446,74,SFRZ26,-0.3968958325318495,-1.0,0.20000970707574559,96,96
447,74,SFRH27,-0.9964640114347003,-30.0,-0.2743947341759339,96,96
448,74,SFRM27,1.1177721822764155,1.0,-0.38615493476204726,96,96
449,74,SFRU27,-0.10950699504624732,15.0,-0.18995687198917985,96,96
450,75,SFRM26,0.07973046857329319,0.0,-0.1385805956041189,96,96
451,75,SFRU26,1.7026564335410888,1.0,-0.16167995168111127,96,96
452,75,SFRZ26,-6.404200266877036,-240.0,-0.23480493427663554,96,96
453,75,SFRH27,0.3432448042029196,240.0,0.2457111748004791,96,96
454,75,SFRM27,9.198449614564078,240.0,0.47765078575598413,96,96
455,75,SFRU27,0.7076920210426362,240.0,0.30586786649661873,96,96
456,76,SFRM26,-0.2623663305120025,-15.0,-0.1895894459009521,96,96
457,76,SFRU26,-2.195143199934577,-60.0,-0.21144014937243163,96,96
458,76,SFRZ26,-0.08553284713256189,-30.0,-0.28914323439095985,96,96
459,76,SFRH27,0.5057627259641689,15.0,0.2730037278102709,96,96
460,76,SFRM27,0.03818893733577663,240.0,0.08495130950892668,96,96
461,76,SFRU27,2.0075971595854187,120.0,-0.20082282375646532,96,96
462,77,SFRM26,2.782904678330292,15.0,-0.23202442776835805,96,96
463,77,SFRU26,0.09032848248051266,5.0,0.1495927530218189,96,96
464,77,SFRZ26,-0.6855555739305025,-120.0,-0.17955097478852944,96,96
465,77,SFRH27,-1.0630284690271843,-120.0,-0.22981912327059237,96,96
466,77,SFRM27,-0.8456840624080453,-120.0,-0.252071635735637,96,96
467,77,SFRU27,-0.6083975971566474,-120.0,-0.22775390124364395,96,96
468,78,SFRM26,-2.7807356172127955,-5.0,0.23373305614056503,96,96
469,78,SFRU26,0.20492216845797634,5.0,-0.14103399333221842,96,96
470,78,SFRZ26,-0.8686743031734642,-120.0,-0.2128077152892528,96,96
471,78,SFRH27,-0.22174113452802371,-30.0,0.1791967233878888,96,96
472,78,SFRM27,-4.52966021690909,-5.0,-0.2856254399779131,96,96
473,78,SFRU27,0.05883101832975384,5.0,-0.18752192360509906,96,96
474,79,SFRM26,-0.307040885118408,-1.0,0.18377862413221976,96,96
475,79,SFRU26,-0.5764763902461867,1.0,-0.13717551524372848,96,96
476,79,SFRZ26,-0.756127194579664,-120.0,-0.28385548181024334,96,96
477,79,SFRH27,-87.66694586660377,-5.0,0.38118587097131323,96,96
478,79,SFRM27,-7.033686978831254,-60.0,0.27652411771174373,96,96
479,79,SFRU27,-4.894750683346587,-60.0,0.3095790986142048,96,96
480,80,SFRM26,1.2181394181129612,30.0,0.17605435886395793,96,96
481,80,SFRU26,-0.75849957562407,-30.0,-0.1616700721159061,96,96
482,80,SFRZ26,-1.2183983399487681,-240.0,-0.15866759342702952,96,96
483,80,SFRH27,-2.723056365452968,-1.0,-0.22093593927641086,96,96
484,80,SFRM27,-0.7660475854936493,-30.0,-0.28544522348972673,96,96
485,80,SFRU27,-1.0188682894632708,-120.0,-0.22391012041779867,96,96
486,81,SFRM26,-1.3604733321023563,-60.0,-0.2630597747441593,96,96
487,81,SFRU26,-2.4301477590669665,-120.0,-0.22707172769404244,96,96
488,81,SFRZ26,2.077240448946461,1.0,-0.21355415118693782,96,96
489,81,SFRH27,-0.1927731647943158,-240.0,-0.14526092126705384,96,96
490,81,SFRM27,5.051786672771327,120.0,0.3070102146257968,96,96
491,81,SFRU27,-3.17060950916297,-15.0,0.4141320032876152,96,96
492,82,SFRM26,0.0029750429907088646,30.0,-0.03125170435015647,96,96
493,82,SFRU26,-0.18866891776518888,-5.0,-0.0704674379384873,96,96
494,82,SFRZ26,-2.5014503435924387,-5.0,-0.11068093283852104,96,96
495,82,SFRH27,-1.0079624432454422,15.0,-0.38008850089769086,96,96
496,82,SFRM27,-21.830606189418162,-5.0,-0.613677551944273,96,96
497,82,SFRU27,-0.7586390915121013,-5.0,-0.2032774380405277,96,96
498,83,SFRM26,12.607341312369643,240.0,-0.20569357516369277,96,96
499,83,SFRU26,0.010598743508484354,60.0,-0.11517811035065267,96,96
500,83,SFRZ26,1.0954588064576816,0.0,0.43495099262964687,96,96
501,83,SFRH27,-4.772650067138104,-1.0,-0.2586896928287708,96,96
502,83,SFRM27,-11.21499969004565,-1.0,-0.2550593487079905,96,96
503,83,SFRU27,0.3212876833606891,240.0,0.18723489917833083,96,96
504,84,SFRM26,-6.590054362627933,-30.0,0.6741377026785876,96,96
505,84,SFRU26,-17.307493625925567,-15.0,-0.30881354568208846,96,96
506,84,SFRZ26,1.068497362258357,1.0,-0.34017416688434066,96,96
507,84,SFRH27,2.9058603614215577,1.0,-0.5497899666646824,96,96
508,84,SFRM27,-3.4234735278039,-1.0,-0.5393896135668013,96,96
509,84,SFRU27,12.53463404034711,30.0,-0.37519409442825824,96,96
510,85,SFRM26,-0.3008383791929837,-15.0,0.04523212313505916,96,96
511,85,SFRU26,-0.982550421782736,-60.0,-0.1963699277614894,96,96
512,85,SFRZ26,-1.918654045364699,-5.0,0.26615783092020445,96,96
513,85,SFRH27,-4.251357280732888,-30.0,-0.25067641878682945,96,96
514,85,SFRM27,-2.837330541730407,-1.0,0.3371051787268835,96,96
515,85,SFRU27,0.10037737209901813,30.0,0.12357081327725815,96,96
516,86,SFRM26,0.3966899784013659,120.0,0.09923856694938624,96,96
517,86,SFRU26,0.20952859487548275,-5.0,-0.1734670848312685,96,96
518,86,SFRZ26,-0.019366556974051617,120.0,0.1504514075253743,96,96
519,86,SFRH27,0.05944981333005458,15.0,-0.0998662251982173,96,96
520,86,SFRM27,-0.9281494358263652,-5.0,-0.15251972058002825,96,96
521,86,SFRU27,0.3379864884112306,1.0,0.21298642578937188,96,96
522,87,SFRM26,6.331602133961831,30.0,-0.3432936883861502,96,96
523,87,SFRU26,-0.3518716538056463,-5.0,-0.16211267361235446,96,96
524,87,SFRZ26,-13.217910416521377,-5.0,-0.334620009899869,96,96
525,87,SFRH27,-0.954416126839691,-1.0,-0.20104262037849766,96,96
526,87,SFRM27,-0.7082595523865911,-5.0,-0.1803461493049028,96,96
527,87,SFRU27,-0.3934655641208874,-1.0,-0.17144711777556132,96,96
528,88,SFRM26,-0.6096141748519495,-120.0,0.1956432842689371,96,96
529,88,SFRU26,-5.304059380380304,-15.0,-0.28622744626365026,96,96
530,88,SFRZ26,-0.028170699559868888,-240.0,0.09858355818711935,96,96
531,88,SFRH27,-0.46409994228888735,-240.0,0.11261677614138378,96,96
532,88,SFRM27,-0.07910521942512967,-240.0,0.15947285363513744,96,96
533,88,SFRU27,0.019278634099595737,60.0,-0.1600485045343292,96,96
534,89,SFRM26,0.5385018023660257,60.0,0.23284931160105254,96,96
535,89,SFRU26,0.43179359473266155,15.0,-0.26340152949268897,96,96
536,89,SFRZ26,0.062218371680488195,15.0,-0.1398024417541602,96,96
537,89,SFRH27,-0.06722866636893927,-30.0,-0.2337313998149968,96,96
538,89,SFRM27,-0.0795013061033131,-1.0,0.20537155253049474,96,96
539,89,SFRU27,0.6265971705756012,60.0,0.26143706459072463,96,96
540,90,SFRM26,4.102267280287331,30.0,0.40054142397287373,96,96
541,90,SFRU26,0.7430876090437349,30.0,-0.24327372399463879,96,96
542,90,SFRZ26,-1.098861988646827,-240.0,0.11843642382729844,96,96
543,90,SFRH27,1.3069418076141321,60.0,0.16712800212868859,96,96
544,90,SFRM27,0.7425000979672411,15.0,0.15530938514424963,96,96
545,90,SFRU27,2.744409709538428,5.0,-0.20255837696260856,96,96
546,91,SFRM26,-0.5880064763948678,-1.0,0.17898485568078065,96,96
547,91,SFRU26,-0.5961442861007293,-120.0,0.16879929640013083,96,96
548,91,SFRZ26,1.9333243623391434,240.0,0.29072120774540194,96,96
549,91,SFRH27,5.884710193661931,1.0,-0.4780556485529446,96,96
550,91,SFRM27,-0.534401622286909,-1.0,0.16008026394841288,96,96
551,91,SFRU27,-0.008144511167639736,-60.0,-0.1633079755546189,96,96
552,92,SFRM26,0.9300831487421298,60.0,-0.3710692176477194,96,96
553,92,SFRU26,0.5978544130340341,30.0,-0.2453304784507722,96,96
554,92,SFRZ26,0.33464776013512754,30.0,-0.1366521429896925,96,96
555,92,SFRH27,0.4589101442815034,5.0,-0.15661190359668686,96,96
556,92,SFRM27,-3.66181965970412,-1.0,0.5779398953909864,96,96
557,92,SFRU27,-4.254987204402178,-1.0,0.5625192401064741,96,96
558,93,SFRM26,1.76821233958382,1.0,0.6942101125868643,96,96
559,93,SFRU26,0.5646969187041163,60.0,-0.12475791221889507,96,96
560,93,SFRZ26,-0.19974888660121162,-15.0,0.20046595096013192,96,96
561,93,SFRH27,-0.12487324549031248,-60.0,0.14297719349312787,96,96
562,93,SFRM27,12.782631841934675,5.0,-0.33988899991757854,96,96
563,93,SFRU27,0.3482016165815041,0.0,0.1590383051504212,96,96
564,94,SFRM26,3.3115009222929723,60.0,-0.11935684518687228,96,96
565,94,SFRU26,0.3130343144743683,15.0,-0.13806011997194603,96,96
566,94,SFRZ26,-2.8834586852107327,-1.0,-0.27090716126109415,96,96
567,94,SFRH27,-0.6631091153955595,-1.0,-0.25993367204935564,96,96
568,94,SFRM27,0.1792555443254254,15.0,-0.12224382104828586,96,96
569,94,SFRU27,0.3796427964249747,15.0,-0.1277564120729652,96,96
570,95,SFRM26,2.034163349178563,15.0,-0.15060678465775765,96,96
571,95,SFRU26,0.04054319139068018,1.0,-0.07944449571489258,96,96
572,95,SFRZ26,0.1562484929810239,5.0,-0.07531412452302355,96,96
573,95,SFRH27,-8.776796108890617,-1.0,0.3251507768329172,96,96
574,95,SFRM27,0.013844860778448336,-1.0,0.09055314294007463,96,96
575,95,SFRU27,0.0833788673682933,60.0,0.1253633311027943,96,96
576,96,SFRM26,11.361021678188964,30.0,-0.16562095008085817,96,96
577,96,SFRU26,8.297207103493882,1.0,-0.2650408675502212,96,96
578,96,SFRZ26,-0.11598370761198366,-30.0,-0.3008738606338755,96,96
579,96,SFRH27,-0.8326677313298608,-15.0,-0.13392074540777377,96,96
580,96,SFRM27,-2.78090877917283,-5.0,-0.17424053521427488,96,96
581,96,SFRU27,-0.5266478277399734,-1.0,-0.1613189098287487,96,96
582,97,SFRM26,3.3560564222296922,60.0,-0.32774655009206133,96,96
583,97,SFRU26,-4.118984782350891,-30.0,-0.299420831979634,96,96
584,97,SFRZ26,0.296565559422444,1.0,-0.1828904035494619,96,96
585,97,SFRH27,0.12898016519515246,30.0,-0.10457365130103928,96,96
586,97,SFRM27,0.1569140046765837,5.0,-0.14722837649647175,96,96
587,97,SFRU27,-0.05807227232639198,5.0,-0.15204943167924764,96,96
588,98,SFRM26,-10.780036919552952,-60.0,0.2132924251353723,96,96
589,98,SFRU26,-0.6979572534550575,-60.0,0.4340153937395739,96,96
590,98,SFRZ26,-3.5318196874511156,-60.0,-0.14885951850563822,96,96
591,98,SFRH27,-0.5473611465207301,-240.0,0.11844150056307705,96,96
592,98,SFRM27,-0.662321600897864,-120.0,-0.08761720966112262,96,96
593,98,SFRU27,-0.34469379548596074,-1.0,0.08842317098772841,96,96
594,99,SFRM26,0.012011374238861342,30.0,-0.10106841977722703,96,96
595,99,SFRU26,14.936870768729056,120.0,0.2963998306875579,96,96
596,99,SFRZ26,-4.0006697892144185,-60.0,-0.2768585951560572,96,96
597,99,SFRH27,-0.16479358444817707,-60.0,-0.14834245795353043,96,96
598,99,SFRM27,-0.10466790865253131,-15.0,-0.17448891365203417,96,96
599,99,SFRU27,-2.157147800767144,-15.0,-0.22256952275729203,96,96
600,100,SFRM26,-0.2454567063384122,-60.0,-0.10582879705530454,96,96
601,100,SFRU26,18.0393869813744,240.0,0.32924994820695475,96,96
602,100,SFRZ26,-4.143729030321415,-240.0,0.184624790646046,96,96
603,100,SFRH27,-0.6212475169796666,-1.0,0.15346837494578475,96,96
604,100,SFRM27,-2.1085661475456248,-240.0,0.1960411561586669,96,96
605,100,SFRU27,-5.997645654448479,-1.0,0.1655367741109275,96,96
606,101,SFRM26,-12.110128040427648,-5.0,-0.2128688207839607,96,96
607,101,SFRU26,-0.006370576756561742,30.0,0.16874928757041113,96,96
608,101,SFRZ26,0.5423815745484398,60.0,-0.2391378167665246,96,96
609,101,SFRH27,-0.04687921847543133,-15.0,0.2183283603529705,96,96
610,101,SFRM27,-0.0917645957004398,-15.0,0.23910110229632262,96,96
611,101,SFRU27,0.038467349010006445,-15.0,0.2176906239683514,96,96
612,102,SFRM26,0.025269474876110767,1.0,-0.42439834262361065,96,96
613,102,SFRU26,-0.0709282366386054,-30.0,0.27122489230287533,96,96
614,102,SFRZ26,-1.3004059763538534,-5.0,0.08012720445701665,96,96
615,102,SFRH27,-1.1276941477762932,-1.0,0.20717316239970093,96,96
616,102,SFRM27,9.762090906045124,1.0,-0.5912612962104085,96,96
617,102,SFRU27,0.14071968583780448,1.0,-0.07878012413160934,96,96
618,103,SFRM26,-1.5741858522164538,30.0,0.29318400988201004,96,96
619,103,SFRU26,-2.0426802607890653,-60.0,-0.41720121793675924,96,96
620,103,SFRZ26,8.286904170980677,30.0,0.2575786528211342,96,96
621,103,SFRH27,5.111221053693376,30.0,0.5106545451924263,96,96
622,103,SFRM27,8.066250681380966,30.0,0.49517315806201456,96,96
623,103,SFRU27,0.48782867072551184,30.0,0.19686225105729555,96,96
