,spec,term,coef,se,t,n,n_blocks,design_rank,design_cols,design_cond,rank_deficient
0,signal only,const,0.021364201367310015,0.02035318410897286,1.0496736654532322,16090,99,2,2,1.2826161362360657,False
1,signal only,signal,-0.01175949185579961,0.009882123839904706,-1.1899761677053633,16090,99,2,2,1.2826161362360657,False
2,signal + controls,const,0.021364201367310015,0.02035318410897286,1.0496736654532322,16090,99,2,2,1.2826161362360657,False
3,signal + controls,signal,-0.01175949185579961,0.009882123839904706,-1.1899761677053633,16090,99,2,2,1.2826161362360657,False
