,ts,bucket,horizon_min,innovation,flow_signed_by_innovation,expected_sign
1811,2026-01-20 14:25:00-05:00,SFRM26,60,-24038.398012811558,5110.0,-1
1812,2026-01-21 09:05:00-05:00,SFRM26,5,-40779.44695317131,-0.0,-1
1813,2026-01-21 09:05:00-05:00,SFRM26,15,-40779.44695317131,-5073.0,-1
1814,2026-01-21 09:05:00-05:00,SFRM26,30,-40779.44695317131,-6242.0,-1
1815,2026-01-21 09:05:00-05:00,SFRM26,60,-40779.44695317131,1531.0,-1
1816,2026-01-21 09:40:00-05:00,SFRM26,5,-17859.12872855585,-0.0,-1
1817,2026-01-21 09:40:00-05:00,SFRM26,15,-17859.12872855585,1705.0,-1
1818,2026-01-21 09:40:00-05:00,SFRM26,30,-17859.12872855585,7773.0,-1
1819,2026-01-21 09:40:00-05:00,SFRM26,60,-17859.12872855585,11217.0,-1
1820,2026-01-21 10:00:00-05:00,SFRM26,5,-18786.34765679654,6068.0,-1
1821,2026-01-21 10:00:00-05:00,SFRM26,15,-18786.34765679654,9515.0,-1
1822,2026-01-21 10:00:00-05:00,SFRM26,30,-18786.34765679654,9512.0,-1
1823,2026-01-21 10:00:00-05:00,SFRM26,60,-18786.34765679654,11830.0,-1
1824,2026-01-21 13:00:00-05:00,SFRM26,5,-17683.025392194388,52.0,-1
1825,2026-01-21 13:00:00-05:00,SFRM26,15,-17683.025392194388,52.0,-1
1826,2026-01-21 13:00:00-05:00,SFRM26,30,-17683.025392194388,52.0,-1
1827,2026-01-21 13:00:00-05:00,SFRM26,60,-17683.025392194388,-3812.0,-1
1828,2026-01-21 14:00:00-05:00,SFRM26,5,-96718.9879373878,-149.0,-1
1829,2026-01-21 14:00:00-05:00,SFRM26,15,-96718.9879373878,-209.0,-1
1830,2026-01-21 14:00:00-05:00,SFRM26,30,-96718.9879373878,-401.0,-1
1831,2026-01-21 14:00:00-05:00,SFRM26,60,-96718.9879373878,7970.0,-1
1832,2026-01-22 10:55:00-05:00,SFRM26,5,-22673.527284741285,323.0,-1
1833,2026-01-22 10:55:00-05:00,SFRM26,15,-22673.527284741285,1321.0,-1
1834,2026-01-22 10:55:00-05:00,SFRM26,30,-22673.527284741285,348.0,-1
1835,2026-01-22 10:55:00-05:00,SFRM26,60,-22673.527284741285,-94.0,-1
1836,2026-01-22 11:30:00-05:00,SFRM26,5,-14879.91806311279,-501.0,-1
1837,2026-01-22 11:30:00-05:00,SFRM26,15,-14879.91806311279,-501.0,-1
1838,2026-01-22 11:30:00-05:00,SFRM26,30,-14879.91806311279,-478.0,-1
1839,2026-01-22 11:30:00-05:00,SFRM26,60,-14879.91806311279,3663.0,-1
1840,2026-01-22 12:35:00-05:00,SFRM26,5,-21176.79865797644,429.0,-1
1841,2026-01-22 12:35:00-05:00,SFRM26,15,-21176.79865797644,-5478.0,-1
1842,2026-01-22 12:35:00-05:00,SFRM26,30,-21176.79865797644,-3311.0,-1
1843,2026-01-22 12:35:00-05:00,SFRM26,60,-21176.79865797644,-3355.0,-1
1844,2026-01-22 12:55:00-05:00,SFRM26,5,-15302.073336700698,-0.0,-1
1845,2026-01-22 12:55:00-05:00,SFRM26,15,-15302.073336700698,2262.0,-1
1846,2026-01-22 12:55:00-05:00,SFRM26,30,-15302.073336700698,2262.0,-1
1847,2026-01-22 12:55:00-05:00,SFRM26,60,-15302.073336700698,2310.0,-1
1848,2026-01-23 09:55:00-05:00,SFRM26,5,-38990.54322604964,-0.0,-1
1849,2026-01-23 09:55:00-05:00,SFRM26,15,-38990.54322604964,1109.0,-1
1850,2026-01-23 09:55:00-05:00,SFRM26,30,-38990.54322604964,6817.0,-1
1851,2026-01-23 09:55:00-05:00,SFRM26,60,-38990.54322604964,2045.0,-1
1852,2026-01-23 10:10:00-05:00,SFRM26,5,-15310.987468393287,-0.0,-1
1853,2026-01-23 10:10:00-05:00,SFRM26,15,-15310.987468393287,5708.0,-1
1854,2026-01-23 10:10:00-05:00,SFRM26,30,-15310.987468393287,953.0,-1
1855,2026-01-23 10:10:00-05:00,SFRM26,60,-15310.987468393287,1294.0,-1
1856,2026-01-23 15:15:00-05:00,SFRM26,5,50613.82826505261,0.0,-1
1857,2026-01-23 15:15:00-05:00,SFRM26,15,50613.82826505261,0.0,-1
1858,2026-01-23 15:15:00-05:00,SFRM26,30,50613.82826505261,20.0,-1
1859,2026-01-23 15:15:00-05:00,SFRM26,60,50613.82826505261,20.0,-1
1860,2026-01-26 09:20:00-05:00,SFRM26,5,-38258.1736812422,2454.0,-1
1861,2026-01-26 09:20:00-05:00,SFRM26,15,-38258.1736812422,338.0,-1
1862,2026-01-26 09:20:00-05:00,SFRM26,30,-38258.1736812422,338.0,-1
1863,2026-01-26 09:20:00-05:00,SFRM26,60,-38258.1736812422,-1177.0,-1
1864,2026-01-26 10:05:00-05:00,SFRM26,5,-21228.260638940337,-0.0,-1
1865,2026-01-26 10:05:00-05:00,SFRM26,15,-21228.260638940337,-1283.0,-1
1866,2026-01-26 10:05:00-05:00,SFRM26,30,-21228.260638940337,-819.0,-1
1867,2026-01-26 10:05:00-05:00,SFRM26,60,-21228.260638940337,-576.0,-1
1868,2026-01-27 08:35:00-05:00,SFRM26,5,-103228.79296522844,-0.0,-1
1869,2026-01-27 08:35:00-05:00,SFRM26,15,-103228.79296522844,6732.0,-1
1870,2026-01-27 08:35:00-05:00,SFRM26,30,-103228.79296522844,7398.0,-1
1871,2026-01-27 08:35:00-05:00,SFRM26,60,-103228.79296522844,3941.0,-1
1872,2026-01-27 10:10:00-05:00,SFRM26,5,-18217.749951473656,-0.0,-1
1873,2026-01-27 10:10:00-05:00,SFRM26,15,-18217.749951473656,2628.0,-1
1874,2026-01-27 10:10:00-05:00,SFRM26,30,-18217.749951473656,2628.0,-1
1875,2026-01-27 10:10:00-05:00,SFRM26,60,-18217.749951473656,1105.0,-1
1876,2026-01-27 13:40:00-05:00,SFRM26,5,-21647.495245530998,215.0,-1
1877,2026-01-27 13:40:00-05:00,SFRM26,15,-21647.495245530998,527.0,-1
1878,2026-01-27 13:40:00-05:00,SFRM26,30,-21647.495245530998,527.0,-1
1879,2026-01-27 13:40:00-05:00,SFRM26,60,-21647.495245530998,-1736.0,-1
1880,2026-01-28 10:35:00-05:00,SFRM26,5,60180.15053524672,-87.0,-1
1881,2026-01-28 10:35:00-05:00,SFRM26,15,60180.15053524672,5198.0,-1
1882,2026-01-28 10:35:00-05:00,SFRM26,30,60180.15053524672,5198.0,-1
1883,2026-01-28 10:35:00-05:00,SFRM26,60,60180.15053524672,5852.0,-1
1884,2026-01-28 10:55:00-05:00,SFRM26,5,-105080.97425474924,-0.0,-1
1885,2026-01-28 10:55:00-05:00,SFRM26,15,-105080.97425474924,-0.0,-1
1886,2026-01-28 10:55:00-05:00,SFRM26,30,-105080.97425474924,-654.0,-1
1887,2026-01-28 10:55:00-05:00,SFRM26,60,-105080.97425474924,-165.0,-1
1888,2026-01-28 11:20:00-05:00,SFRM26,5,-33490.66640363021,-654.0,-1
1889,2026-01-28 11:20:00-05:00,SFRM26,15,-33490.66640363021,-654.0,-1
1890,2026-01-28 11:20:00-05:00,SFRM26,30,-33490.66640363021,-654.0,-1
1891,2026-01-28 11:20:00-05:00,SFRM26,60,-33490.66640363021,1437.0,-1
1892,2026-01-28 11:25:00-05:00,SFRM26,5,-28012.69422194129,-0.0,-1
1893,2026-01-28 11:25:00-05:00,SFRM26,15,-28012.69422194129,-0.0,-1
1894,2026-01-28 11:25:00-05:00,SFRM26,30,-28012.69422194129,489.0,-1
1895,2026-01-28 11:25:00-05:00,SFRM26,60,-28012.69422194129,1345.0,-1
1896,2026-01-28 11:30:00-05:00,SFRM26,5,-54198.03656238053,-0.0,-1
1897,2026-01-28 11:30:00-05:00,SFRM26,15,-54198.03656238053,-0.0,-1
1898,2026-01-28 11:30:00-05:00,SFRM26,30,-54198.03656238053,200.0,-1
1899,2026-01-28 11:30:00-05:00,SFRM26,60,-54198.03656238053,1793.0,-1
1900,2026-01-28 11:40:00-05:00,SFRM26,5,-25872.272481837892,-0.0,-1
1901,2026-01-28 11:40:00-05:00,SFRM26,15,-25872.272481837892,489.0,-1
1902,2026-01-28 11:40:00-05:00,SFRM26,30,-25872.272481837892,988.0,-1
1903,2026-01-28 11:40:00-05:00,SFRM26,60,-25872.272481837892,1793.0,-1
1904,2026-01-28 14:10:00-05:00,SFRM26,5,-21043.963452806085,3246.0,-1
1905,2026-01-28 14:10:00-05:00,SFRM26,15,-21043.963452806085,8494.0,-1
1906,2026-01-28 14:10:00-05:00,SFRM26,30,-21043.963452806085,8494.0,-1
1907,2026-01-28 14:10:00-05:00,SFRM26,60,-21043.963452806085,3427.0,-1
1908,2026-01-29 09:25:00-05:00,SFRM26,5,-53865.20007807178,-0.0,-1
1909,2026-01-29 09:25:00-05:00,SFRM26,15,-53865.20007807178,-810.0,-1
1910,2026-01-29 09:25:00-05:00,SFRM26,30,-53865.20007807178,-19926.0,-1
1911,2026-01-29 09:25:00-05:00,SFRM26,60,-53865.20007807178,-17864.0,-1
1912,2026-01-29 09:50:00-05:00,SFRM26,5,-74173.42642729386,-9270.0,-1
1913,2026-01-29 09:50:00-05:00,SFRM26,15,-74173.42642729386,-9349.0,-1
1914,2026-01-29 09:50:00-05:00,SFRM26,30,-74173.42642729386,-9349.0,-1
1915,2026-01-29 09:50:00-05:00,SFRM26,60,-74173.42642729386,-7265.0,-1
1916,2026-01-29 11:10:00-05:00,SFRM26,5,-23644.92899411927,3607.0,-1
1917,2026-01-29 11:10:00-05:00,SFRM26,15,-23644.92899411927,3607.0,-1
1918,2026-01-29 11:10:00-05:00,SFRM26,30,-23644.92899411927,1241.0,-1
1919,2026-01-29 11:10:00-05:00,SFRM26,60,-23644.92899411927,-5012.0,-1
1920,2026-01-29 11:20:00-05:00,SFRM26,5,18630.151714456282,0.0,-1
1921,2026-01-29 11:20:00-05:00,SFRM26,15,18630.151714456282,2819.0,-1
1922,2026-01-29 11:20:00-05:00,SFRM26,30,18630.151714456282,2366.0,-1
1923,2026-01-29 11:20:00-05:00,SFRM26,60,18630.151714456282,2390.0,-1
1924,2026-01-29 12:15:00-05:00,SFRM26,5,-23787.971842502535,2332.0,-1
1925,2026-01-29 12:15:00-05:00,SFRM26,15,-23787.971842502535,1953.0,-1
1926,2026-01-29 12:15:00-05:00,SFRM26,30,-23787.971842502535,2978.0,-1
1927,2026-01-29 12:15:00-05:00,SFRM26,60,-23787.971842502535,3824.0,-1
1928,2026-01-29 12:50:00-05:00,SFRM26,5,27306.174434036235,0.0,-1
1929,2026-01-29 12:50:00-05:00,SFRM26,15,27306.174434036235,-846.0,-1
1930,2026-01-29 12:50:00-05:00,SFRM26,30,27306.174434036235,-846.0,-1
1931,2026-01-29 12:50:00-05:00,SFRM26,60,27306.174434036235,-830.0,-1
1932,2026-01-29 13:50:00-05:00,SFRM26,5,-14036.081750800557,-0.0,-1
1933,2026-01-29 13:50:00-05:00,SFRM26,15,-14036.081750800557,-127.0,-1
1934,2026-01-29 13:50:00-05:00,SFRM26,30,-14036.081750800557,78.0,-1
1935,2026-01-29 13:50:00-05:00,SFRM26,60,-14036.081750800557,-25.0,-1
1936,2026-01-30 08:30:00-05:00,SFRM26,5,-136335.7794642402,-0.0,-1
1937,2026-01-30 08:30:00-05:00,SFRM26,15,-136335.7794642402,-1035.0,-1
1938,2026-01-30 08:30:00-05:00,SFRM26,30,-136335.7794642402,-2596.0,-1
1939,2026-01-30 08:30:00-05:00,SFRM26,60,-136335.7794642402,-3596.0,-1
1940,2026-01-30 08:40:00-05:00,SFRM26,5,28560.64871968441,-1507.0,-1
1941,2026-01-30 08:40:00-05:00,SFRM26,15,28560.64871968441,54.0,-1
1942,2026-01-30 08:40:00-05:00,SFRM26,30,28560.64871968441,54.0,-1
1943,2026-01-30 08:40:00-05:00,SFRM26,60,28560.64871968441,1054.0,-1
1944,2026-01-30 09:25:00-05:00,SFRM26,5,20431.171352087535,0.0,-1
1945,2026-01-30 09:25:00-05:00,SFRM26,15,20431.171352087535,0.0,-1
1946,2026-01-30 09:25:00-05:00,SFRM26,30,20431.171352087535,0.0,-1
1947,2026-01-30 09:25:00-05:00,SFRM26,60,20431.171352087535,1463.0,-1
1948,2026-01-30 11:25:00-05:00,SFRM26,5,20399.694549304386,-508.0,-1
1949,2026-01-30 11:25:00-05:00,SFRM26,15,20399.694549304386,-508.0,-1
1950,2026-01-30 11:25:00-05:00,SFRM26,30,20399.694549304386,-508.0,-1
1951,2026-01-30 11:25:00-05:00,SFRM26,60,20399.694549304386,-2401.0,-1
1952,2026-01-30 12:45:00-05:00,SFRM26,5,-45084.29754946547,-0.0,-1
1953,2026-01-30 12:45:00-05:00,SFRM26,15,-45084.29754946547,-103.0,-1
1954,2026-01-30 12:45:00-05:00,SFRM26,30,-45084.29754946547,-5.0,-1
1955,2026-01-30 12:45:00-05:00,SFRM26,60,-45084.29754946547,-7971.0,-1
1956,2026-01-30 13:05:00-05:00,SFRM26,5,-46947.94503224954,-0.0,-1
1957,2026-01-30 13:05:00-05:00,SFRM26,15,-46947.94503224954,-7868.0,-1
1958,2026-01-30 13:05:00-05:00,SFRM26,30,-46947.94503224954,-7868.0,-1
1959,2026-01-30 13:05:00-05:00,SFRM26,60,-46947.94503224954,-27607.0,-1
1960,2026-01-30 14:25:00-05:00,SFRM26,5,-15280.18359109675,245.0,-1
1961,2026-01-30 14:25:00-05:00,SFRM26,15,-15280.18359109675,245.0,-1
1962,2026-01-30 14:25:00-05:00,SFRM26,30,-15280.18359109675,343.0,-1
1963,2026-01-30 14:25:00-05:00,SFRM26,60,-15280.18359109675,8448.0,-1
1964,2026-02-02 09:05:00-05:00,SFRM26,5,-18268.390247999483,-6109.0,-1
1965,2026-02-02 09:05:00-05:00,SFRM26,15,-18268.390247999483,-3331.0,-1
1966,2026-02-02 09:05:00-05:00,SFRM26,30,-18268.390247999483,-3331.0,-1
1967,2026-02-02 09:05:00-05:00,SFRM26,60,-18268.390247999483,16294.0,-1
1968,2026-02-02 09:15:00-05:00,SFRM26,5,-22757.57226666629,-218.0,-1
1969,2026-02-02 09:15:00-05:00,SFRM26,15,-22757.57226666629,-218.0,-1
1970,2026-02-02 09:15:00-05:00,SFRM26,30,-22757.57226666629,-218.0,-1
1971,2026-02-02 09:15:00-05:00,SFRM26,60,-22757.57226666629,19407.0,-1
1972,2026-02-02 10:20:00-05:00,SFRM26,5,-14692.109670477752,-4641.0,-1
1973,2026-02-02 10:20:00-05:00,SFRM26,15,-14692.109670477752,-3556.0,-1
1974,2026-02-02 10:20:00-05:00,SFRM26,30,-14692.109670477752,-4800.0,-1
1975,2026-02-02 10:20:00-05:00,SFRM26,60,-14692.109670477752,-6214.0,-1
1976,2026-02-02 10:30:00-05:00,SFRM26,5,-45609.53303209333,1085.0,-1
1977,2026-02-02 10:30:00-05:00,SFRM26,15,-45609.53303209333,1085.0,-1
1978,2026-02-02 10:30:00-05:00,SFRM26,30,-45609.53303209333,-1311.0,-1
1979,2026-02-02 10:30:00-05:00,SFRM26,60,-45609.53303209333,-1551.0,-1
1980,2026-02-02 13:00:00-05:00,SFRM26,5,-25291.94328624761,794.0,-1
1981,2026-02-02 13:00:00-05:00,SFRM26,15,-25291.94328624761,2376.0,-1
1982,2026-02-02 13:00:00-05:00,SFRM26,30,-25291.94328624761,2168.0,-1
1983,2026-02-02 13:00:00-05:00,SFRM26,60,-25291.94328624761,2168.0,-1
1984,2026-02-02 13:55:00-05:00,SFRM26,5,-95153.83364430985,-0.0,-1
1985,2026-02-02 13:55:00-05:00,SFRM26,15,-95153.83364430985,39.0,-1
1986,2026-02-02 13:55:00-05:00,SFRM26,30,-95153.83364430985,39.0,-1
1987,2026-02-02 13:55:00-05:00,SFRM26,60,-95153.83364430985,237.0,-1
1988,2026-02-03 08:30:00-05:00,SFRM26,5,98324.98951798528,0.0,-1
1989,2026-02-03 08:30:00-05:00,SFRM26,15,98324.98951798528,0.0,-1
1990,2026-02-03 08:30:00-05:00,SFRM26,30,98324.98951798528,0.0,-1
1991,2026-02-03 08:30:00-05:00,SFRM26,60,98324.98951798528,-235.0,-1
1992,2026-02-03 08:35:00-05:00,SFRM26,5,-17216.70482467064,-0.0,-1
1993,2026-02-03 08:35:00-05:00,SFRM26,15,-17216.70482467064,-0.0,-1
1994,2026-02-03 08:35:00-05:00,SFRM26,30,-17216.70482467064,-0.0,-1
1995,2026-02-03 08:35:00-05:00,SFRM26,60,-17216.70482467064,-4079.0,-1
1996,2026-02-03 08:50:00-05:00,SFRM26,5,43618.26565871888,0.0,-1
1997,2026-02-03 08:50:00-05:00,SFRM26,15,43618.26565871888,0.0,-1
1998,2026-02-03 08:50:00-05:00,SFRM26,30,43618.26565871888,-229.0,-1
1999,2026-02-03 08:50:00-05:00,SFRM26,60,43618.26565871888,4317.0,-1
2000,2026-02-03 09:00:00-05:00,SFRM26,5,-14104.8366128786,-0.0,-1
2001,2026-02-03 09:00:00-05:00,SFRM26,15,-14104.8366128786,410.0,-1
2002,2026-02-03 09:00:00-05:00,SFRM26,30,-14104.8366128786,235.0,-1
2003,2026-02-03 09:00:00-05:00,SFRM26,60,-14104.8366128786,-4317.0,-1
2004,2026-02-03 09:05:00-05:00,SFRM26,5,-16248.401469545963,-0.0,-1
2005,2026-02-03 09:05:00-05:00,SFRM26,15,-16248.401469545963,229.0,-1
2006,2026-02-03 09:05:00-05:00,SFRM26,30,-16248.401469545963,-4079.0,-1
2007,2026-02-03 09:05:00-05:00,SFRM26,60,-16248.401469545963,-4317.0,-1
2008,2026-02-03 09:10:00-05:00,SFRM26,5,-27464.936826184916,410.0,-1
2009,2026-02-03 09:10:00-05:00,SFRM26,15,-27464.936826184916,229.0,-1
2010,2026-02-03 09:10:00-05:00,SFRM26,30,-27464.936826184916,-4079.0,-1
2011,2026-02-03 09:10:00-05:00,SFRM26,60,-27464.936826184916,-429.0,-1
2012,2026-02-03 11:00:00-05:00,SFRM26,5,-39347.63003310514,-0.0,-1
2013,2026-02-03 11:00:00-05:00,SFRM26,15,-39347.63003310514,-0.0,-1
2014,2026-02-03 11:00:00-05:00,SFRM26,30,-39347.63003310514,-0.0,-1
2015,2026-02-03 11:00:00-05:00,SFRM26,60,-39347.63003310514,-116.0,-1
2016,2026-02-03 13:10:00-05:00,SFRM26,5,15334.743181259968,0.0,-1
2017,2026-02-03 13:10:00-05:00,SFRM26,15,15334.743181259968,0.0,-1
2018,2026-02-03 13:10:00-05:00,SFRM26,30,15334.743181259968,-111.0,-1
2019,2026-02-03 13:10:00-05:00,SFRM26,60,15334.743181259968,7017.0,-1
2020,2026-02-03 13:20:00-05:00,SFRM26,5,-16721.373480327697,-0.0,-1
2021,2026-02-03 13:20:00-05:00,SFRM26,15,-16721.373480327697,-24.0,-1
2022,2026-02-03 13:20:00-05:00,SFRM26,30,-16721.373480327697,-7072.0,-1
2023,2026-02-03 13:20:00-05:00,SFRM26,60,-16721.373480327697,-8536.0,-1
2024,2026-02-03 13:25:00-05:00,SFRM26,5,-17766.46414675388,-0.0,-1
2025,2026-02-03 13:25:00-05:00,SFRM26,15,-17766.46414675388,111.0,-1
2026,2026-02-03 13:25:00-05:00,SFRM26,30,-17766.46414675388,-7072.0,-1
2027,2026-02-03 13:25:00-05:00,SFRM26,60,-17766.46414675388,-8536.0,-1
2028,2026-02-04 09:20:00-05:00,SFRM26,5,28979.512656546252,0.0,-1
2029,2026-02-04 09:20:00-05:00,SFRM26,15,28979.512656546252,110.0,-1
2030,2026-02-04 09:20:00-05:00,SFRM26,30,28979.512656546252,-465.0,-1
2031,2026-02-04 09:20:00-05:00,SFRM26,60,28979.512656546252,4653.0,-1
2032,2026-02-04 10:10:00-05:00,SFRM26,5,13834.07484631617,-37.0,-1
2033,2026-02-04 10:10:00-05:00,SFRM26,15,13834.07484631617,-474.0,-1
2034,2026-02-04 10:10:00-05:00,SFRM26,30,13834.07484631617,-165.0,-1
2035,2026-02-04 10:10:00-05:00,SFRM26,60,13834.07484631617,97.0,-1
2036,2026-02-04 11:25:00-05:00,SFRM26,5,41356.5784227765,0.0,-1
2037,2026-02-04 11:25:00-05:00,SFRM26,15,41356.5784227765,-287.0,-1
2038,2026-02-04 11:25:00-05:00,SFRM26,30,41356.5784227765,-2118.0,-1
2039,2026-02-04 11:25:00-05:00,SFRM26,60,41356.5784227765,-1931.0,-1
2040,2026-02-04 13:20:00-05:00,SFRM26,5,-19440.325939832524,-0.0,-1
2041,2026-02-04 13:20:00-05:00,SFRM26,15,-19440.325939832524,-0.0,-1
2042,2026-02-04 13:20:00-05:00,SFRM26,30,-19440.325939832524,-1119.0,-1
2043,2026-02-04 13:20:00-05:00,SFRM26,60,-19440.325939832524,-1081.0,-1
2044,2026-02-05 08:15:00-05:00,SFRM26,5,13807.9196669923,3092.0,-1
2045,2026-02-05 08:15:00-05:00,SFRM26,15,13807.9196669923,17062.0,-1
2046,2026-02-05 08:15:00-05:00,SFRM26,30,13807.9196669923,17062.0,-1
2047,2026-02-05 08:15:00-05:00,SFRM26,60,13807.9196669923,104188.0,-1
2048,2026-02-05 08:20:00-05:00,SFRM26,5,-16867.20799708165,-3476.0,-1
2049,2026-02-05 08:20:00-05:00,SFRM26,15,-16867.20799708165,-13970.0,-1
2050,2026-02-05 08:20:00-05:00,SFRM26,30,-16867.20799708165,-20667.0,-1
2051,2026-02-05 08:20:00-05:00,SFRM26,60,-16867.20799708165,-101096.0,-1
2052,2026-02-05 09:00:00-05:00,SFRM26,5,-18649.86219894556,4318.0,-1
2053,2026-02-05 09:00:00-05:00,SFRM26,15,-18649.86219894556,4318.0,-1
2054,2026-02-05 09:00:00-05:00,SFRM26,30,-18649.86219894556,5433.0,-1
2055,2026-02-05 09:00:00-05:00,SFRM26,60,-18649.86219894556,-29622.0,-1
2056,2026-02-05 09:15:00-05:00,SFRM26,5,-129196.18957152624,-0.0,-1
2057,2026-02-05 09:15:00-05:00,SFRM26,15,-129196.18957152624,1115.0,-1
2058,2026-02-05 09:15:00-05:00,SFRM26,30,-129196.18957152624,-12867.0,-1
2059,2026-02-05 09:15:00-05:00,SFRM26,60,-129196.18957152624,-40339.0,-1
2060,2026-02-05 10:05:00-05:00,SFRM26,5,55795.70721861659,20672.0,-1
2061,2026-02-05 10:05:00-05:00,SFRM26,15,55795.70721861659,20672.0,-1
2062,2026-02-05 10:05:00-05:00,SFRM26,30,55795.70721861659,40001.0,-1
2063,2026-02-05 10:05:00-05:00,SFRM26,60,55795.70721861659,31235.0,-1
2064,2026-02-05 10:25:00-05:00,SFRM26,5,-28616.345105968663,-8509.0,-1
2065,2026-02-05 10:25:00-05:00,SFRM26,15,-28616.345105968663,-10417.0,-1
2066,2026-02-05 10:25:00-05:00,SFRM26,30,-28616.345105968663,-7707.0,-1
2067,2026-02-05 10:25:00-05:00,SFRM26,60,-28616.345105968663,4579.0,-1
2068,2026-02-05 11:50:00-05:00,SFRM26,5,-17174.21421329044,1661.0,-1
2069,2026-02-05 11:50:00-05:00,SFRM26,15,-17174.21421329044,1661.0,-1
2070,2026-02-05 11:50:00-05:00,SFRM26,30,-17174.21421329044,-1156.0,-1
2071,2026-02-05 11:50:00-05:00,SFRM26,60,-17174.21421329044,273.0,-1
2072,2026-02-05 13:55:00-05:00,SFRM26,5,52489.37280447667,0.0,-1
2073,2026-02-05 13:55:00-05:00,SFRM26,15,52489.37280447667,-2011.0,-1
2074,2026-02-05 13:55:00-05:00,SFRM26,30,52489.37280447667,-2011.0,-1
2075,2026-02-05 13:55:00-05:00,SFRM26,60,52489.37280447667,31491.0,-1
2076,2026-02-05 14:10:00-05:00,SFRM26,5,-84293.39131733327,-0.0,-1
2077,2026-02-05 14:10:00-05:00,SFRM26,15,-84293.39131733327,-0.0,-1
2078,2026-02-05 14:10:00-05:00,SFRM26,30,-84293.39131733327,-33502.0,-1
2079,2026-02-05 14:10:00-05:00,SFRM26,60,-84293.39131733327,-29337.0,-1
2080,2026-02-05 15:30:00-05:00,SFRM26,5,-25528.30378488735,125.0,-1
2081,2026-02-05 15:30:00-05:00,SFRM26,15,-25528.30378488735,-13929.0,-1
2082,2026-02-05 15:30:00-05:00,SFRM26,30,-25528.30378488735,-26517.0,-1
2083,2026-02-05 15:30:00-05:00,SFRM26,60,-25528.30378488735,-26517.0,-1
2084,2026-02-05 15:50:00-05:00,SFRM26,5,-80909.30722879666,-185.0,-1
2085,2026-02-05 15:50:00-05:00,SFRM26,15,-80909.30722879666,-185.0,-1
2086,2026-02-05 15:50:00-05:00,SFRM26,30,-80909.30722879666,-185.0,-1
2087,2026-02-05 15:50:00-05:00,SFRM26,60,-80909.30722879666,-185.0,-1
2088,2026-02-06 09:15:00-05:00,SFRM26,5,-98273.32773187826,-6431.0,-1
2089,2026-02-06 09:15:00-05:00,SFRM26,15,-98273.32773187826,-6431.0,-1
2090,2026-02-06 09:15:00-05:00,SFRM26,30,-98273.32773187826,10076.0,-1
2091,2026-02-06 09:15:00-05:00,SFRM26,60,-98273.32773187826,32573.0,-1
2092,2026-02-09 10:25:00-05:00,SFRM26,5,-18598.41538311222,4564.0,-1
2093,2026-02-09 10:25:00-05:00,SFRM26,15,-18598.41538311222,5341.0,-1
2094,2026-02-09 10:25:00-05:00,SFRM26,30,-18598.41538311222,2464.0,-1
2095,2026-02-09 10:25:00-05:00,SFRM26,60,-18598.41538311222,7225.0,-1
2096,2026-02-09 11:15:00-05:00,SFRM26,5,-15923.597809767103,4761.0,-1
2097,2026-02-09 11:15:00-05:00,SFRM26,15,-15923.597809767103,4761.0,-1
2098,2026-02-09 11:15:00-05:00,SFRM26,30,-15923.597809767103,6466.0,-1
2099,2026-02-09 11:15:00-05:00,SFRM26,60,-15923.597809767103,-3082.0,-1
2100,2026-02-09 12:00:00-05:00,SFRM26,5,-25684.013476339467,321.0,-1
2101,2026-02-09 12:00:00-05:00,SFRM26,15,-25684.013476339467,-3503.0,-1
2102,2026-02-09 12:00:00-05:00,SFRM26,30,-25684.013476339467,-1516.0,-1
2103,2026-02-09 12:00:00-05:00,SFRM26,60,-25684.013476339467,-1575.0,-1
2104,2026-02-09 15:40:00-05:00,SFRM26,5,15397.698560196615,-10.0,-1
2105,2026-02-09 15:40:00-05:00,SFRM26,15,15397.698560196615,378.0,-1
2106,2026-02-09 15:40:00-05:00,SFRM26,30,15397.698560196615,378.0,-1
2107,2026-02-09 15:40:00-05:00,SFRM26,60,15397.698560196615,378.0,-1
2108,2026-02-10 11:20:00-05:00,SFRM26,5,-17007.065057976568,-900.0,-1
2109,2026-02-10 11:20:00-05:00,SFRM26,15,-17007.065057976568,-900.0,-1
2110,2026-02-10 11:20:00-05:00,SFRM26,30,-17007.065057976568,-154.0,-1
2111,2026-02-10 11:20:00-05:00,SFRM26,60,-17007.065057976568,-251.0,-1
2112,2026-02-10 13:05:00-05:00,SFRM26,5,-30527.67279526221,878.0,-1
2113,2026-02-10 13:05:00-05:00,SFRM26,15,-30527.67279526221,878.0,-1
2114,2026-02-10 13:05:00-05:00,SFRM26,30,-30527.67279526221,680.0,-1
2115,2026-02-10 13:05:00-05:00,SFRM26,60,-30527.67279526221,524.0,-1
2116,2026-02-10 15:00:00-05:00,SFRM26,5,-18639.019246475982,-0.0,-1
2117,2026-02-10 15:00:00-05:00,SFRM26,15,-18639.019246475982,465.0,-1
2118,2026-02-10 15:00:00-05:00,SFRM26,30,-18639.019246475982,-13692.0,-1
2119,2026-02-10 15:00:00-05:00,SFRM26,60,-18639.019246475982,-13692.0,-1
2120,2026-02-11 09:15:00-05:00,SFRM26,5,-17158.044346173585,-1127.0,-1
2121,2026-02-11 09:15:00-05:00,SFRM26,15,-17158.044346173585,11773.0,-1
