trade_id,opened_at,role,cusip,w,cost_bp
138,2023-04-26,front,912810SL3,-0.5082872928176732,0.4608214307917419
138,2023-04-26,belly,912810SN9,1.0,0.5134320794790209
138,2023-04-26,back,912810SP4,-0.49171270718232685,0.5002070054318755
139,2023-04-26,front,912810SS8,-0.6630036630036626,0.3622883581542067
139,2023-04-26,belly,912810SU3,1.0,0.46080709879975484
139,2023-04-26,back,912810SZ2,-0.33699633699633735,0.33653353995530044
140,2023-05-10,front,912810SN9,-0.5,0.4018603636415116
140,2023-05-10,belly,912810SP4,1.0,0.5214220621586926
140,2023-05-10,back,912810SS8,-0.5,0.5039297459854926
141,2023-05-17,front,912810RS9,-0.3333333333333333,0.7387698790564866
141,2023-05-17,belly,912810RU4,1.0,0.6983985870924365
141,2023-05-17,back,912810RV2,-0.6666666666666667,0.690911916798868
142,2023-05-17,front,912810RU4,-0.6630036630036626,0.6983985870924365
142,2023-05-17,belly,912810RV2,1.0,0.690911916798868
142,2023-05-17,back,912810RY6,-0.33699633699633735,0.5850241107751925
143,2023-05-17,front,912810TD0,-0.5054945054945036,0.3406360472333313
143,2023-05-17,belly,912810TG3,1.0,0.20549522499620695
143,2023-05-17,back,912810TJ7,-0.4945054945054964,0.3041771314089618
144,2023-05-17,front,912810TG3,-0.49999999999999645,0.20549522499620695
144,2023-05-17,belly,912810TJ7,1.0,0.3041771314089618
144,2023-05-17,back,912810TL2,-0.5000000000000036,0.17533969421206694
145,2023-05-17,front,912810TJ7,-0.5000000000000036,0.3041771314089618
145,2023-05-17,belly,912810TL2,1.0,0.17533969421206694
145,2023-05-17,back,912810TN8,-0.49999999999999645,0.18502811830403942
146,2023-06-08,front,912810SE9,-0.49171270718231963,0.21306643070999673
146,2023-06-08,belly,912810SF6,1.0,0.3342439658897848
146,2023-06-08,back,912810SH2,-0.5082872928176804,0.4453925577810711
147,2023-06-08,front,912810SD1,-0.5,0.33905090235883384
147,2023-06-08,belly,912810SE9,1.0,0.21306643070999673
147,2023-06-08,back,912810SF6,-0.5,0.3342439658897848
148,2023-06-08,front,912810SC3,-0.5,0.3334317569049154
148,2023-06-08,belly,912810SD1,1.0,0.33905090235883384
148,2023-06-08,back,912810SE9,-0.5,0.21306643070999673
149,2023-06-08,front,912810TL2,-0.49171270718231963,0.17802862689381282
149,2023-06-08,belly,912810TN8,1.0,0.18769074283551482
149,2023-06-08,back,912810TR9,-0.5082872928176804,0.18486743936643418
150,2023-07-10,front,912810RN0,-0.32600732600733007,0.6415794505863706
150,2023-07-10,belly,912810RQ3,1.0,0.5277884349769645
150,2023-07-10,back,912810RS9,-0.6739926739926699,0.650330486168876
151,2023-07-10,front,912810RQ3,-0.6739926739926699,0.5277884349769645
151,2023-07-10,belly,912810RS9,1.0,0.650330486168876
151,2023-07-10,back,912810RU4,-0.32600732600733007,0.6152593726762074
152,2023-07-10,front,912810RK6,-0.5041095890410945,0.5401824512631992
152,2023-07-10,belly,912810RN0,1.0,0.6415794505863706
152,2023-07-10,back,912810RQ3,-0.4958904109589055,0.5277884349769645
153,2023-07-24,front,912810TJ7,-0.5,0.30999157866056815
153,2023-07-24,belly,912810TL2,1.0,0.17922090410882188
153,2023-07-24,back,912810TN8,-0.5,0.09457632017537383
154,2023-08-14,front,912810SD1,-0.5,0.3647745213981568
154,2023-08-14,belly,912810SE9,1.0,0.23355472675300912
154,2023-08-14,back,912810SF6,-0.5,0.3598100266750992
155,2023-08-14,front,912810SC3,-0.5,0.36506083236225056
155,2023-08-14,belly,912810SD1,1.0,0.3647745213981568
155,2023-08-14,back,912810SE9,-0.5,0.23355472675300912
156,2023-08-14,front,912810SE9,-0.49171270718231963,0.23355472675300912
156,2023-08-14,belly,912810SF6,1.0,0.3598100266750992
156,2023-08-14,back,912810SH2,-0.5082872928176804,0.36616955428358594
157,2023-08-14,front,912810TL2,-0.49171270718231963,0.19604555304332458
157,2023-08-14,belly,912810TN8,1.0,0.1014996695287156
157,2023-08-14,back,912810TR9,-0.5082872928176804,0.2038024738903602
158,2023-08-21,front,912810RU4,-0.6630036630036626,0.5418705075028284
158,2023-08-21,belly,912810RV2,1.0,0.5264790807346074
158,2023-08-21,back,912810RY6,-0.33699633699633735,0.4022240195276251
159,2023-08-21,front,912810RS9,-0.3333333333333349,0.5715201687474037
159,2023-08-21,belly,912810RU4,1.0,0.5418705075028284
159,2023-08-21,back,912810RV2,-0.6666666666666651,0.5264790807346074
160,2023-08-21,front,912810RV2,-0.33699633699633735,0.5264790807346074
160,2023-08-21,belly,912810RY6,1.0,0.4022240195276251
160,2023-08-21,back,912810RZ3,-0.6630036630036626,0.5385808063346484
161,2023-09-05,front,912810TN8,-0.5082872928176804,0.20885906074657307
161,2023-09-05,belly,912810TR9,1.0,0.2098635980566063
161,2023-09-05,back,912810TT5,-0.49171270718231963,0.1942454867462867
162,2023-10-03,front,912810RE0,-0.5054945054945,0.7196195264978524
162,2023-10-03,belly,912810RG5,1.0,0.7418434371349634
162,2023-10-03,back,912810RH3,-0.49450549450549997,0.7493582220568569
163,2023-10-18,front,912810TL2,-0.49171270718231963,0.23686671750081476
163,2023-10-18,belly,912810TN8,1.0,0.24468422244446184
163,2023-10-18,back,912810TR9,-0.5082872928176804,0.24620227268528366
164,2023-11-08,front,912810RY6,-0.5,0.42616395042717337
164,2023-11-08,belly,912810RZ3,1.0,0.4282821704002993
164,2023-11-08,back,912810SA7,-0.5,0.41004495843645977
165,2023-11-08,front,912810RZ3,-0.4945054945054928,0.4282821704002993
165,2023-11-08,belly,912810SA7,1.0,0.41004495843645977
165,2023-11-08,back,912810SC3,-0.5054945054945073,0.4060940410467019
166,2023-11-08,front,912810SA7,-0.5054945054945073,0.41004495843645977
166,2023-11-08,belly,912810SC3,1.0,0.4060940410467019
166,2023-11-08,back,912810SD1,-0.49450549450549275,0.4057153578924125
167,2023-11-22,front,912810RG5,-0.49999999999999645,0.6891766362515445
167,2023-11-22,belly,912810RH3,1.0,0.8525009193877197
167,2023-11-22,back,912810RJ9,-0.5000000000000036,0.7088103141014841
168,2023-11-22,front,912810SP4,-0.5,0.6371241280587499
168,2023-11-22,belly,912810SS8,1.0,0.6060200518732543
168,2023-11-22,back,912810SU3,-0.5,0.4390164274596211
169,2023-11-22,front,912810SK5,-0.49171270718231963,0.4149676569460621
169,2023-11-22,belly,912810SL3,1.0,0.584770919066984
169,2023-11-22,back,912810SN9,-0.5082872928176804,0.48510561829518045
170,2023-11-22,front,912810SL3,-0.5082872928176804,0.584770919066984
170,2023-11-22,belly,912810SN9,1.0,0.48510561829518045
170,2023-11-22,back,912810SP4,-0.49171270718231963,0.6371241280587499
171,2023-12-07,front,912810RE0,-0.5054945054945036,0.6456507293750966
171,2023-12-07,belly,912810RG5,1.0,0.6504442568772484
171,2023-12-07,back,912810RH3,-0.4945054945054964,0.6693771602622387
172,2023-12-07,front,912810SN9,-0.5,0.4487507972529068
172,2023-12-07,belly,912810SP4,1.0,0.4416814487589738
172,2023-12-07,back,912810SS8,-0.5,0.42100147441457036
173,2024-01-30,front,912810RG5,-0.49999999999999645,0.6546013343975241
173,2024-01-30,belly,912810RH3,1.0,0.8075985245082572
173,2024-01-30,back,912810RJ9,-0.5000000000000036,0.6717548464895419
174,2024-01-30,front,912810SK5,-0.49171270718231963,0.5248602952822533
174,2024-01-30,belly,912810SL3,1.0,0.5546689255405385
174,2024-01-30,back,912810SN9,-0.5082872928176804,0.7657694346634887
175,2024-01-30,front,912810SL3,-0.5082872928176804,0.5546689255405385
175,2024-01-30,belly,912810SN9,1.0,0.7657694346634887
175,2024-01-30,back,912810SP4,-0.49171270718231963,0.6029607626706025
176,2024-02-13,front,912810SN9,-0.5,0.3157419348284512
176,2024-02-13,belly,912810SP4,1.0,0.31103881467548367
176,2024-02-13,back,912810SS8,-0.5,0.2966981184842756
177,2024-02-21,front,912810TB4,-0.4945054945054928,0.7096579674471012
177,2024-02-21,belly,912810TD0,1.0,0.5299455269614122
177,2024-02-21,back,912810TG3,-0.5054945054945073,0.4878248588867031
178,2024-02-21,front,912810SZ2,-0.5,0.5549094993754915
178,2024-02-21,belly,912810TB4,1.0,0.7096579674471012
178,2024-02-21,back,912810TD0,-0.5,0.5299455269614122
179,2024-02-21,front,912810SU3,-0.33699633699633735,0.5693169259991101
179,2024-02-21,belly,912810SZ2,1.0,0.5549094993754915
179,2024-02-21,back,912810TB4,-0.6630036630036626,0.7096579674471012
180,2024-02-21,front,912810SS8,-0.6630036630036626,0.5973030525861747
180,2024-02-21,belly,912810SU3,1.0,0.5693169259991101
180,2024-02-21,back,912810SZ2,-0.33699633699633735,0.5549094993754915
181,2024-03-06,front,912810SP4,-0.49999999999999645,0.4424813579315319
181,2024-03-06,belly,912810SS8,1.0,0.427286211099229
181,2024-03-06,back,912810SU3,-0.5000000000000036,0.2715044103501085
182,2024-04-04,front,912810SL3,-0.5082872928176804,0.42837008659517967
182,2024-04-04,belly,912810SN9,1.0,0.4793015963692045
182,2024-04-04,back,912810SP4,-0.49171270718231963,0.4669547406618917
183,2024-04-18,front,912810SN9,-0.5000000000000036,0.6769544568490855
183,2024-04-18,belly,912810SP4,1.0,0.4940746120304238
183,2024-04-18,back,912810SS8,-0.49999999999999645,0.31845758231366367
184,2024-04-25,front,912810SZ2,-0.5,0.30165807385782745
184,2024-04-25,belly,912810TB4,1.0,0.4634790348965118
184,2024-04-25,back,912810TD0,-0.5,0.2885678340271919
185,2024-04-25,front,912810SU3,-0.33699633699633735,0.46372968272926823
185,2024-04-25,belly,912810SZ2,1.0,0.30165807385782745
185,2024-04-25,back,912810TB4,-0.6630036630036626,0.4634790348965118
186,2024-04-25,front,912810TB4,-0.4945054945054928,0.4634790348965118
186,2024-04-25,belly,912810TD0,1.0,0.2885678340271919
186,2024-04-25,back,912810TG3,-0.5054945054945073,0.13301209164959465
187,2024-05-09,front,912810SP4,-0.5,0.4857207221683227
187,2024-05-09,belly,912810SS8,1.0,0.4696022659613287
187,2024-05-09,back,912810SU3,-0.5,0.29794465689022076
188,2024-05-16,front,912810RU4,-0.6630036630036626,0.4047820472985046
188,2024-05-16,belly,912810RV2,1.0,0.5348922448285509
188,2024-05-16,back,912810RY6,-0.33699633699633735,0.4088841347108127
189,2024-05-16,front,912810RS9,-0.3333333333333333,0.5681112929204826
189,2024-05-16,belly,912810RU4,1.0,0.4047820472985046
189,2024-05-16,back,912810RV2,-0.6666666666666667,0.5348922448285509
190,2024-05-16,front,912810SC3,-0.5,0.38264578340348976
190,2024-05-16,belly,912810SD1,1.0,0.39037086126285087
190,2024-05-16,back,912810SE9,-0.5,0.3682823806030948
191,2024-05-16,front,912810RK6,-0.5041095890410945,0.5870124542248963
191,2024-05-16,belly,912810RN0,1.0,0.5582373045579403
191,2024-05-16,back,912810RQ3,-0.4958904109589055,0.5755578816747959
192,2024-05-16,front,912810RN0,-0.32600732600732685,0.5582373045579403
192,2024-05-16,belly,912810RQ3,1.0,0.5755578816747959
192,2024-05-16,back,912810RS9,-0.6739926739926732,0.5681112929204826
193,2024-05-16,front,912810RQ3,-0.6739926739926747,0.5755578816747959
193,2024-05-16,belly,912810RS9,1.0,0.5681112929204826
193,2024-05-16,back,912810RU4,-0.3260073260073253,0.4047820472985046
194,2024-05-23,front,912810TD0,-0.5054945054945073,0.4136225044489434
194,2024-05-23,belly,912810TG3,1.0,0.24932932908579752
194,2024-05-23,back,912810TJ7,-0.49450549450549275,0.36967163078565524
195,2024-05-23,front,912810TJ7,-0.5,0.36967163078565524
195,2024-05-23,belly,912810TL2,1.0,0.10665332227427607
195,2024-05-23,back,912810TN8,-0.5,0.2252665370629883
196,2024-05-23,front,912810TG3,-0.5,0.24932932908579752
196,2024-05-23,belly,912810TJ7,1.0,0.36967163078565524
196,2024-05-23,back,912810TL2,-0.5,0.10665332227427607
197,2024-05-23,front,912810TN8,-0.5082872928176804,0.2252665370629883
197,2024-05-23,belly,912810TR9,1.0,0.11092697596358514
197,2024-05-23,back,912810TT5,-0.49171270718231963,0.209775379566124
198,2024-06-07,front,912810TT5,-0.5,0.10353906950313203
198,2024-06-07,belly,912810TV0,1.0,0.18911163657737948
198,2024-06-07,back,912810TX6,-0.5,0.10104045925459726
199,2024-06-07,front,912810TL2,-0.49171270718231963,0.10535840755531689
199,2024-06-07,belly,912810TN8,1.0,0.22241123547898367
199,2024-06-07,back,912810TR9,-0.5082872928176804,0.10952142348357304
200,2024-07-01,front,912810TB4,-0.4945054945054964,0.4413226564860658
200,2024-07-01,belly,912810TD0,1.0,0.4197937623944923
200,2024-07-01,back,912810TG3,-0.5054945054945036,0.38006771934971856
201,2024-07-09,front,912810TV0,-0.49171270718231963,0.18939603314715783
201,2024-07-09,belly,912810TX6,1.0,0.10111849112052258
201,2024-07-09,back,912810UA4,-0.5082872928176804,0.531287742010034
202,2024-07-30,front,912810RS9,-0.3333333333333333,0.566313147854773
202,2024-07-30,belly,912810RU4,1.0,0.5380856659318988
202,2024-07-30,back,912810RV2,-0.6666666666666667,0.5332919381146375
203,2024-07-30,front,912810RU4,-0.6630036630036611,0.5380856659318988
203,2024-07-30,belly,912810RV2,1.0,0.5332919381146375
203,2024-07-30,back,912810RY6,-0.3369963369963389,0.4076528752208629
204,2024-07-30,front,912810TD0,-0.5054945054945,0.2674797813105943
204,2024-07-30,belly,912810TG3,1.0,0.24224440008116566
204,2024-07-30,back,912810TJ7,-0.49450549450549997,0.23938778512575698
205,2024-07-30,front,912810TJ7,-0.5,0.23938778512575698
205,2024-07-30,belly,912810TL2,1.0,0.2073639649382459
205,2024-07-30,back,912810TN8,-0.5,0.10939169725213356
206,2024-07-30,front,912810TG3,-0.5000000000000036,0.24224440008116566
206,2024-07-30,belly,912810TJ7,1.0,0.23938778512575698
206,2024-07-30,back,912810TL2,-0.49999999999999645,0.2073639649382459
207,2024-08-13,front,912810TL2,-0.49171270718231963,0.19610709151963515
207,2024-08-13,belly,912810TN8,1.0,0.10343518698862288
207,2024-08-13,back,912810TR9,-0.5082872928176804,0.10187201573790693
208,2024-08-20,front,912810RV2,-0.33699633699633735,0.49406442100552733
208,2024-08-20,belly,912810RY6,1.0,0.3770280655961477
208,2024-08-20,back,912810RZ3,-0.6630036630036626,0.5049287683462526
209,2024-08-20,front,912810TR9,-0.5,0.20001154426033635
209,2024-08-20,belly,912810TT5,1.0,0.18499814256965216
209,2024-08-20,back,912810TV0,-0.5,0.08630424335832108
210,2024-09-04,front,912810TN8,-0.5082872928176804,0.19986018493516117
210,2024-09-04,belly,912810TR9,1.0,0.20058143302861467
210,2024-09-04,back,912810TT5,-0.49171270718231963,0.09288613519551177
211,2024-09-18,front,912810SL3,-0.5082872928176804,0.38716963552842254
211,2024-09-18,belly,912810SN9,1.0,0.4299755824522369
211,2024-09-18,back,912810SP4,-0.49171270718231963,0.41954188172139484
212,2024-09-18,front,912810SK5,-0.49171270718231963,0.3730486883242166
212,2024-09-18,belly,912810SL3,1.0,0.38716963552842254
212,2024-09-18,back,912810SN9,-0.5082872928176804,0.4299755824522369
213,2024-09-18,front,912810SJ8,-0.5,0.3779068845271008
213,2024-09-18,belly,912810SK5,1.0,0.3730486883242166
213,2024-09-18,back,912810SL3,-0.5,0.38716963552842254
214,2024-10-02,front,912810RU4,-0.6630036630036626,0.6416833352321712
214,2024-10-02,belly,912810RV2,1.0,0.5002314893086764
214,2024-10-02,back,912810RY6,-0.33699633699633735,0.5091916732555746
215,2024-10-02,front,912810RS9,-0.3333333333333333,0.8106784719817284
215,2024-10-02,belly,912810RU4,1.0,0.6416833352321712
215,2024-10-02,back,912810RV2,-0.6666666666666667,0.5002314893086764
216,2024-10-02,front,912810TJ7,-0.5,0.33560795003755634
216,2024-10-02,belly,912810TL2,1.0,0.09860072929601425
216,2024-10-02,back,912810TN8,-0.5,0.10185618122791591
217,2024-10-09,front,912810TV0,-0.4917127071823232,0.27604373664869
217,2024-10-09,belly,912810TX6,1.0,0.09610363517969157
217,2024-10-09,back,912810UA4,-0.5082872928176768,0.09242045818116668
218,2024-10-09,front,912810TX6,-0.5082872928176804,0.09610363517969157
218,2024-10-09,belly,912810UA4,1.0,0.09242045818116668
218,2024-10-09,back,912810UC0,-0.49171270718231963,0.09508291009647682
219,2024-10-24,front,912810RV2,-0.33699633699633735,0.6696824591061835
219,2024-10-24,belly,912810RY6,1.0,0.5461134071457193
219,2024-10-24,back,912810RZ3,-0.6630036630036626,0.6856499506961713
220,2024-11-22,front,912810RY6,-0.5000000000000036,0.5657895150567771
220,2024-11-22,belly,912810RZ3,1.0,0.5582750478429084
220,2024-11-22,back,912810SA7,-0.49999999999999645,0.5452705752210247
221,2024-11-22,front,912810SL3,-0.5082872928176804,0.5988974235549676
221,2024-11-22,belly,912810SN9,1.0,0.8238101597856053
221,2024-11-22,back,912810SP4,-0.49171270718231963,0.65163454967576
222,2024-11-22,front,912810SK5,-0.49171270718231963,0.5666480623997545
222,2024-11-22,belly,912810SL3,1.0,0.5988974235549676
222,2024-11-22,back,912810SN9,-0.5082872928176804,0.8238101597856053
223,2024-11-22,front,912810SP4,-0.5,0.65163454967576
223,2024-11-22,belly,912810SS8,1.0,0.4661479111011945
223,2024-11-22,back,912810SU3,-0.5,0.45006596583796693
224,2024-12-09,front,912810RU4,-0.6630036630036626,0.5360723744947085
224,2024-12-09,belly,912810RV2,1.0,0.5311084409135971
224,2024-12-09,back,912810RY6,-0.33699633699633735,0.541069715925035
225,2024-12-09,front,912810SN9,-0.5,0.6249383869591494
225,2024-12-09,belly,912810SP4,1.0,0.6176894505952737
225,2024-12-09,back,912810SS8,-0.5,0.44218447681207057
226,2024-12-31,front,912810RV2,-0.3369963369963342,0.7198342951874364
226,2024-12-31,belly,912810RY6,1.0,0.7351092720425907
226,2024-12-31,back,912810RZ3,-0.6630036630036658,0.4350911308180321
227,2025-01-30,front,912810RY6,-0.49999999999999645,0.7326123992652733
227,2025-01-30,belly,912810RZ3,1.0,0.43390582684804263
227,2025-01-30,back,912810SA7,-0.5000000000000036,0.4241851034147595
228,2025-01-30,front,912810SL3,-0.5082872928176804,0.46855907023012994
228,2025-01-30,belly,912810SN9,1.0,0.514245749249141
228,2025-01-30,back,912810SP4,-0.49171270718231963,0.5105358491077692
229,2025-01-30,front,912810SK5,-0.49171270718231963,0.44281282510914394
229,2025-01-30,belly,912810SL3,1.0,0.46855907023012994
229,2025-01-30,back,912810SN9,-0.5082872928176804,0.514245749249141
230,2025-02-13,front,912810RZ3,-0.4945054945054928,0.5769690601291292
230,2025-02-13,belly,912810SA7,1.0,0.42289484553198
230,2025-02-13,back,912810SC3,-0.5054945054945073,0.4117089048122738
231,2025-02-13,front,912810SA7,-0.5054945054945073,0.42289484553198
231,2025-02-13,belly,912810SC3,1.0,0.4117089048122738
231,2025-02-13,back,912810SD1,-0.49450549450549275,0.41984005494573107
232,2025-02-13,front,912810SC3,-0.5,0.4117089048122738
232,2025-02-13,belly,912810SD1,1.0,0.41984005494573107
232,2025-02-13,back,912810SE9,-0.5,0.39690887070786296
233,2025-02-13,front,912810SN9,-0.5000000000000036,0.6826692766910688
233,2025-02-13,belly,912810SP4,1.0,0.5076223538339487
233,2025-02-13,back,912810SS8,-0.49999999999999645,0.6462846461031557
234,2025-02-21,front,912810SX7,-0.5,0.28471616076326534
234,2025-02-21,belly,912810SZ2,1.0,0.29690738140176715
234,2025-02-21,back,912810TB4,-0.5,0.30428185414828607
235,2025-02-21,front,912810SZ2,-0.5,0.29690738140176715
235,2025-02-21,belly,912810TB4,1.0,0.30428185414828607
235,2025-02-21,back,912810TD0,-0.5,0.42662247247572904
236,2025-02-21,front,912810TB4,-0.4945054945054928,0.30428185414828607
236,2025-02-21,belly,912810TD0,1.0,0.42662247247572904
236,2025-02-21,back,912810TG3,-0.5054945054945073,0.2620604596391405
237,2025-02-21,front,912810SS8,-0.49171270718231963,0.47949917073192866
237,2025-02-21,belly,912810SU3,1.0,0.45645503784959734
237,2025-02-21,back,912810SX7,-0.5082872928176804,0.28471616076326534
238,2025-03-07,front,912810SU3,-0.5082872928176732,0.29692906780022693
238,2025-03-07,belly,912810SX7,1.0,0.27768168914972213
238,2025-03-07,back,912810SZ2,-0.49171270718232685,0.43458961614429836
239,2025-03-07,front,912810SP4,-0.49999999999999645,0.48339003395418484
239,2025-03-07,belly,912810SS8,1.0,0.6240631219608981
239,2025-03-07,back,912810SU3,-0.5000000000000036,0.29692906780022693
240,2025-04-04,front,912810SL3,-0.5082872928176732,0.7126073794985655
240,2025-04-04,belly,912810SN9,1.0,0.7915889855331961
240,2025-04-04,back,912810SP4,-0.49171270718232685,0.7757348406624671
241,2025-04-21,front,912810SN9,-0.5,0.7094782569421588
241,2025-04-21,belly,912810SP4,1.0,0.6955632873036175
241,2025-04-21,back,912810SS8,-0.5,0.5051443381056026
242,2025-04-28,front,912810SX7,-0.5000000000000036,0.4330292446269576
242,2025-04-28,belly,912810SZ2,1.0,0.45185427941392103
242,2025-04-28,back,912810TB4,-0.49999999999999645,0.46338596848646213
243,2025-04-28,front,912810SZ2,-0.5,0.45185427941392103
243,2025-04-28,belly,912810TB4,1.0,0.46338596848646213
243,2025-04-28,back,912810TD0,-0.5,0.288444269443368
244,2025-05-12,front,912810SU3,-0.5082872928176804,0.4812487228899562
244,2025-05-12,belly,912810SX7,1.0,0.2999037640404842
244,2025-05-12,back,912810SZ2,-0.49171270718231963,0.4701957463147371
245,2025-05-12,front,912810SP4,-0.5,0.5218729016392926
245,2025-05-12,belly,912810SS8,1.0,0.5053283220342885
245,2025-05-12,back,912810SU3,-0.5,0.4812487228899562
246,2025-05-19,front,912810RS9,-0.3333333333333333,0.6290471878631112
246,2025-05-19,belly,912810RU4,1.0,0.5979377050551242
246,2025-05-19,back,912810RV2,-0.6666666666666667,0.593326062255317
247,2025-05-19,front,912810RU4,-0.6630036630036626,0.5979377050551242
247,2025-05-19,belly,912810RV2,1.0,0.593326062255317
247,2025-05-19,back,912810RY6,-0.33699633699633735,0.454514168854403
248,2025-05-19,front,912810SK5,-0.49171270718231963,0.45932067295660495
248,2025-05-19,belly,912810SL3,1.0,0.4872459311691022
248,2025-05-19,back,912810SN9,-0.5082872928176804,0.5366103538524373
249,2025-05-19,front,912810RQ3,-0.6739926739926747,0.47763438716852724
249,2025-05-19,belly,912810RS9,1.0,0.6290471878631112
249,2025-05-19,back,912810RU4,-0.3260073260073253,0.5979377050551242
250,2025-05-19,front,912810RN0,-0.32600732600732685,0.6156098430032789
250,2025-05-19,belly,912810RQ3,1.0,0.47763438716852724
250,2025-05-19,back,912810RS9,-0.6739926739926732,0.6290471878631112
251,2025-06-03,front,912810SJ8,-0.5,0.47379729815161686
251,2025-06-03,belly,912810SK5,1.0,0.4604931183800007
251,2025-06-03,back,912810SL3,-0.5,0.488175533335004
252,2025-06-10,front,912810SL3,-0.5082872928176804,0.4873905048041476
252,2025-06-10,belly,912810SN9,1.0,0.7148063752069006
252,2025-06-10,back,912810SP4,-0.49171270718231963,0.5328374207976481
253,2025-06-10,front,912810SH2,-0.5000000000000036,0.28918767785047916
253,2025-06-10,belly,912810SJ8,1.0,0.4734429752624727
253,2025-06-10,back,912810SK5,-0.49999999999999645,0.4598397086343466
254,2025-07-02,front,912810TL2,-0.49171270718231963,0.23106798741646922
254,2025-07-02,belly,912810TN8,1.0,0.243906344162115
254,2025-07-02,back,912810TR9,-0.5082872928176804,0.24039823723067988
255,2025-07-02,front,912810TJ7,-0.5,0.1334099984142314
255,2025-07-02,belly,912810TL2,1.0,0.23106798741646922
255,2025-07-02,back,912810TN8,-0.5,0.243906344162115
256,2025-07-02,front,912810TG3,-0.5,0.2696807163130375
256,2025-07-02,belly,912810TJ7,1.0,0.1334099984142314
256,2025-07-02,back,912810TL2,-0.5,0.23106798741646922
257,2025-07-24,front,912810RU4,-0.6630036630036658,0.5969652575926492
257,2025-07-24,belly,912810RV2,1.0,0.44443275666893584
257,2025-07-24,back,912810RY6,-0.33699633699633424,0.6055184707717379
258,2025-07-24,front,912810RS9,-0.3333333333333302,0.6275866657975188
258,2025-07-24,belly,912810RU4,1.0,0.5969652575926492
258,2025-07-24,back,912810RV2,-0.6666666666666698,0.44443275666893584
259,2025-08-07,front,912810SJ8,-0.5,0.30487743200432144
259,2025-08-07,belly,912810SK5,1.0,0.444609585213075
259,2025-08-07,back,912810SL3,-0.5,0.6278390626287419
260,2025-08-21,front,912810RV2,-0.33699633699633735,0.43629599853287715
260,2025-08-21,belly,912810RY6,1.0,0.44578510074414657
260,2025-08-21,back,912810RZ3,-0.6630036630036626,0.44850377697925303
261,2025-08-21,front,912810TR9,-0.5,0.24767955438079173
261,2025-08-21,belly,912810TT5,1.0,0.1144422853816356
261,2025-08-21,back,912810TV0,-0.5,0.21395343821789772
262,2025-09-05,front,912810TN8,-0.5082872928176804,0.11872508656765791
262,2025-09-05,belly,912810TR9,1.0,0.23934775663044888
262,2025-09-05,back,912810TT5,-0.49171270718231963,0.11059183403339279
263,2025-09-05,front,912810TL2,-0.49171270718231963,0.22987619279707755
263,2025-09-05,belly,912810TN8,1.0,0.11872508656765791
263,2025-09-05,back,912810TR9,-0.5082872928176804,0.23934775663044888
264,2025-09-05,front,912810TJ7,-0.5,0.13017810056740886
264,2025-09-05,belly,912810TL2,1.0,0.22987619279707755
264,2025-09-05,back,912810TN8,-0.5,0.11872508656765791
265,2025-09-12,front,912810UE6,-0.4917127071823268,0.10303023021831983
265,2025-09-12,belly,912810UG1,1.0,0.19991795589411254
265,2025-09-12,back,912810UK2,-0.5082872928176732,0.09922039440836544
266,2025-09-12,front,912810UG1,-0.5082872928176732,0.19991795589411254
266,2025-09-12,belly,912810UK2,1.0,0.09922039440836544
266,2025-09-12,back,912810UM8,-0.49171270718232685,0.09766847355340134
267,2025-09-26,front,912810RS9,-0.3333333333333333,0.4573646023742512
267,2025-09-26,belly,912810RU4,1.0,0.5803848393380813
267,2025-09-26,back,912810RV2,-0.6666666666666667,0.5644537973502928
268,2025-09-26,front,912810RU4,-0.6630036630036626,0.5803848393380813
268,2025-09-26,belly,912810RV2,1.0,0.5644537973502928
268,2025-09-26,back,912810RY6,-0.33699633699633735,0.43223134915016426
269,2025-10-20,front,912810TX6,-0.5082872928176804,0.20815859379152218
269,2025-10-20,belly,912810UA4,1.0,0.10022297195753925
269,2025-10-20,back,912810UC0,-0.49171270718231963,0.10314004273790695
270,2025-10-20,front,912810TV0,-0.4917127071823232,0.099717266268719
270,2025-10-20,belly,912810TX6,1.0,0.20815859379152218
270,2025-10-20,back,912810UA4,-0.5082872928176768,0.10022297195753925
271,2025-10-20,front,912810TT5,-0.49999999999999645,0.10658512884560366
271,2025-10-20,belly,912810TV0,1.0,0.099717266268719
271,2025-10-20,back,912810TX6,-0.5000000000000036,0.20815859379152218
272,2025-10-27,front,912810RV2,-0.33699633699633735,0.5494345830966667
272,2025-10-27,belly,912810RY6,1.0,0.4202485717779061
272,2025-10-27,back,912810RZ3,-0.6630036630036626,0.4222232242983417
273,2025-11-18,front,912810RY6,-0.5,0.28912662191131405
273,2025-11-18,belly,912810RZ3,1.0,0.28532780144774034
273,2025-11-18,back,912810SA7,-0.5,0.13935155712166072
274,2025-11-18,front,912810UC0,-0.5,0.10753630804215075
274,2025-11-18,belly,912810UE6,1.0,0.27153447921390406
274,2025-11-18,back,912810UG1,-0.5,0.10194974958129085
275,2025-12-03,front,912810RU4,-0.6630036630036626,0.28625110168194556
275,2025-12-03,belly,912810RV2,1.0,0.4261901290642884
275,2025-12-03,back,912810RY6,-0.33699633699633735,0.43482875218882616
276,2025-12-03,front,912810UA4,-0.5000000000000036,0.10246980385351145
276,2025-12-03,belly,912810UC0,1.0,0.10791364198959617
276,2025-12-03,back,912810UE6,-0.49999999999999645,0.10311794137854145
