signal,horizon,n_dates,ic_mean,ic_sd,ic_t_naive,ic_t,ic_hit,ic_ir
agg_own__daily_only__w1,5,1492,-0.009818688783164756,0.21425458300619524,-1.770140692155795,-1.094357464024555,0.4772117962466488,-0.3253408840544523
agg_own__daily_only__w1,10,1487,-0.01701014001677945,0.21843053603605214,-3.002963276326572,-1.3940795545627935,0.46200403496973774,-0.39092622641656877
agg_own__daily_only__w1,21,1476,-0.03749810626786407,0.2098901982262872,-6.863732612498575,-2.476247053401329,0.4342818428184282,-0.6188819277166531
agg_own__daily_only__w1,42,1455,-0.039047764298928964,0.1994979664203738,-7.466020821154593,-2.1354286823590063,0.4261168384879725,-0.47943896293808874
agg_own__daily_only__w1,63,1434,-0.040421539107928374,0.19232331788706275,-7.958944548092627,-1.8106476071610313,0.42887029288702927,-0.42034985203057856
agg_own__tlt_only__w025,5,1491,-0.0004118769147977259,0.17853111739441105,-0.08908249035982546,-0.05672521290394296,0.48960429242119385,-0.016378299028132676
agg_own__tlt_only__w025,10,1486,-0.002445227290650351,0.17826358099570952,-0.5287690322580976,-0.2572416544979666,0.48048452220726784,-0.0688583922229165
agg_own__tlt_only__w025,21,1475,-0.005971338167498806,0.17423823162410407,-1.3162070788608655,-0.4657821784169589,0.4976271186440678,-0.11871861874259708
agg_own__tlt_only__w025,42,1454,-0.009299336620211254,0.1838273069196682,-1.9289641094215075,-0.4762060405349385,0.4938101788170564,-0.12391319901046921
agg_own__tlt_only__w025,63,1433,-0.01585753323882415,0.18631022896402927,-3.221973959273585,-0.6369238972668665,0.45987438939288205,-0.17022718856607438
agg_own__tlt_only__w05,5,1492,-0.006800431383605995,0.20863330605521643,-1.2590333510234897,-0.7861055352274074,0.4932975871313673,-0.23140252370401432
agg_own__tlt_only__w05,10,1487,-0.008518575557897597,0.20706096903873586,-1.5864420838050308,-0.7390054064853772,0.4781439139206456,-0.20652327723733838
agg_own__tlt_only__w05,21,1476,-0.016366640040099634,0.20494667446373518,-3.068045767524115,-1.0405080314731252,0.45934959349593496,-0.276636370634643
agg_own__tlt_only__w05,42,1455,-0.016853550658971126,0.21187110552923383,-3.0342487013898274,-0.7254056297210981,0.4584192439862543,-0.19484770877796878
agg_own__tlt_only__w05,63,1434,-0.012528970375040555,0.21115544181477103,-2.2469203605599435,-0.4622382482117461,0.48535564853556484,-0.11867058947058698
agg_own__tlt_only__w1,5,1492,-0.014439957379773796,0.2184583722425795,-2.5531811512500973,-1.5696803997582975,0.4738605898123324,-0.46925886545619433
agg_own__tlt_only__w1,10,1487,-0.023799412520132932,0.22242816532862397,-4.1260258201892475,-1.9395492197600412,0.45326160053799597,-0.5371266830665364
agg_own__tlt_only__w1,21,1476,-0.04092145082201955,0.21912512049187022,-7.1746717035789,-2.5404454262911296,0.41124661246612465,-0.6469183613824752
agg_own__tlt_only__w1,42,1455,-0.047473706552239404,0.20950694900715547,-8.64343171345121,-2.3333024621480036,0.4268041237113402,-0.5550477337514821
agg_own__tlt_only__w1,63,1434,-0.05646428527823466,0.1991934301072909,-10.734291892764633,-2.4333629519144586,0.399581589958159,-0.5669291928736956
null_deletion,5,1152,0.009607712685542322,0.19105990210192575,1.7067766622465192,1.0568119439783064,0.5190972222222222,0.35699795188072847
null_deletion,10,1116,0.02017393869454382,0.19819046770940096,3.400478485759305,1.569775347427992,0.5582437275985663,0.5109850623559496
null_deletion,21,906,0.027872547067992484,0.1993481559075523,4.208511651001466,1.403640423099212,0.5706401766004415,0.4843452645782811
null_deletion,42,510,0.06332377937317357,0.2042857553637113,7.000254515069746,1.9489275453582904,0.6450980392156863,0.7592842084005975
null_deletion,63,153,0.15338210863201376,0.17200159233667137,11.030315935655256,9.83217896478556,0.8169934640522876,1.7834963798682477
null_cross22,5,1245,-0.001947848157855407,0.18208820389257085,-0.37744872492496534,-0.24898973328293425,0.4979919678714859,-0.07594314092329643
null_cross22,10,1240,0.0009618774816949387,0.18034654831105906,0.18781175267459266,0.08628210614089307,0.4959677419354839,0.026773934302397783
null_cross22,21,1229,0.012669948005967503,0.1869613667401077,2.3757399452486423,0.7861121623549653,0.5215622457282343,0.23475431377325265
null_cross22,42,1208,0.032799724864624416,0.18917928575926712,6.0260133072212625,1.3951876619687336,0.5538079470198676,0.42469020484750514
null_cross22,63,1187,0.03431201060997102,0.19063229070026522,6.2011903205726835,1.2643183299888339,0.5627632687447346,0.3599810974723107
null_cross24,5,1350,-0.012087363032629354,0.17644773557691365,-2.5169950469114486,-1.5964768928426152,0.45925925925925926,-0.4863296465744874
null_cross24,10,1345,-0.017319365564790433,0.17382194977369944,-3.6541679496315975,-1.7329494208330738,0.45055762081784384,-0.5001815089011304
null_cross24,21,1334,-0.018497074987156137,0.17536219747197895,-3.8525208071068424,-1.3387419403863194,0.4460269865067466,-0.3653908782054945
null_cross24,42,1313,-0.0212667316295654,0.1808638148822493,-4.26070461594911,-1.0822727875424805,0.4691546077684692,-0.2880213547583177
null_cross24,63,1292,-0.034870843712706066,0.1651479180012218,-7.589630088072529,-1.7042436068939724,0.4071207430340557,-0.4222983145624407
null_cross26,5,1499,0.006841143398700601,0.1817939435813411,1.456968289469545,0.9423025014286426,0.5110073382254836,0.2671557656345954
null_cross26,10,1494,0.010192203764257224,0.18167162639503204,2.1684843497142903,1.0418122115512325,0.5073627844712182,0.2816315230195135
null_cross26,21,1480,0.01995770235040487,0.18255124335598616,4.205877348640584,1.5122111936732816,0.5351351351351351,0.3787183679250958
null_cross26,42,1438,0.030731221761918025,0.17848485190572602,6.529168945913624,1.6611921105995535,0.5702364394993046,0.4217490262354216
null_cross26,63,1396,0.04169689020289026,0.18097869288131535,8.608330410189362,1.927839389123052,0.5995702005730659,0.4607933623460836
null_cross28,5,1503,-0.0034179578169441917,0.17982780271635912,-0.7368674134016797,-0.46145885127091113,0.4823685961410512,-0.13493516020237495
null_cross28,10,1498,-0.0034290347099560736,0.17938900776102443,-0.7398300379778405,-0.3484984730147288,0.4993324432576769,-0.0959569253621161
null_cross28,21,1488,-0.0038339505421785543,0.17620213358081988,-0.8393378516436811,-0.3069007100835698,0.49798387096774194,-0.07537476417348386
null_cross28,42,1468,-0.0010011723386554579,0.17977077207616982,-0.21337954570597092,-0.05732968548194726,0.4843324250681199,-0.01364160228035129
null_cross28,63,1447,0.004144341813715907,0.16863718227230465,0.9348382981544087,0.18713943686181153,0.5100207325501037,0.049150985065961154
ctrl_resid,5,1606,0.13157509981712429,0.25819248675725326,20.42221660795364,12.000598484055049,0.7036114570361146,3.617806843709958
ctrl_resid,10,1601,0.17670610111393698,0.27185953171726013,26.007741869994593,10.988618606325442,0.7557776389756402,3.2629261952929305
ctrl_resid,21,1590,0.2418686553628703,0.28419424098312507,33.93617411477126,9.885143038022758,0.8163522012578617,2.948186412206243
ctrl_resid,42,1569,0.30346571870037375,0.306289350888375,39.245440857067514,8.146447198124232,0.8463989802421925,2.426908291414266
ctrl_resid,63,1548,0.3398145833107385,0.31959736761652097,41.83350926210095,7.511524413945029,0.8572351421188631,2.1265167848220563
