date,fast_bp,qdb_bp,gap_bp,fast_d,qdb_d
2020-11-20,0.6532754456145405,0.6501015590981218,-0.0031738865164187002,0.13267887716606397,0.1311689458997023
2020-11-23,0.3024921871861007,0.29569076897778146,-0.006801418208319254,-0.3507832584284398,-0.3544107901203404
2020-11-24,0.5977286888661341,0.5921217117139328,-0.005606977152201265,0.29523650168003335,0.29643094273615134
2020-11-25,0.19248163493073667,0.19011070001048225,-0.0023709349202544194,-0.4052470539353974,-0.40201101170345055
2020-11-27,0.5217019235049547,0.5130579613297677,-0.008643962175187037,0.32922028857421803,0.3229472613192854
2020-11-30,0.5302709051131407,0.48750114555511814,-0.042769759558022535,0.008568981608185977,-0.02555681577464952
2020-12-01,0.3296204604006319,0.2709427811777836,-0.058677679222848333,-0.20065044471250876,-0.21655836437733456
2020-12-02,0.5265708147289379,0.49913970079123615,-0.0274311139377017,0.19695035432830593,0.22819691961345256
2020-12-03,0.306823877375078,0.2936946791816162,-0.01312919819346181,-0.21974693735385986,-0.20544502160961997
2020-12-04,0.28105223681856917,-0.3728219365276253,-0.6538741733461945,-0.025771640556508824,-0.6665166157092415
2020-12-07,0.4625320134585519,0.2842363290054415,-0.1782956844531104,0.18147977663998272,0.6570582655330668
2020-12-08,0.1933189530026268,0.22192353820557642,0.028604585202949617,-0.2692130604559251,-0.06231279079986507
2020-12-09,0.33526468985637503,0.3558098683916491,0.020545178535274045,0.14194573685374823,0.13388633018607266
2020-12-10,0.3101345138025271,0.32368219698551925,0.013547683182992154,-0.02513017605384793,-0.03212767140612982
2020-12-11,0.13934809898460332,0.15222203381782506,0.012873934833221745,-0.17078641481792378,-0.1714601631676942
2020-12-14,-0.0021941772698569617,0.008740328743616743,0.010934506013473705,-0.14154227625446028,-0.14348170507420832
2020-12-15,-0.03819606348153402,-0.02512721891815417,0.013068844563379853,-0.03600188621167706,-0.033867547661770914
2020-12-16,-0.019791555937383437,-0.007073032683958758,0.01271852325342468,0.018404507544150586,0.018054186234195413
2020-12-17,0.09754073974757743,0.10900937865287474,0.011468638905297313,0.11733229568496087,0.1160824113368335
2020-12-18,0.01692694791392431,0.030116357633975355,0.013189409720051046,-0.08061379183365312,-0.07889302101889939
2020-12-21,-0.12784427476276622,-0.11752841838594108,0.010315856376825139,-0.14477122267669051,-0.14764477601991643
2020-12-22,-0.25256110112823793,-0.2460205636417605,0.006540537486477427,-0.12471682636547171,-0.12849214525581942
2020-12-23,-0.1326990929487578,-0.12222731717033852,0.01047177577841929,0.11986200817948012,0.12379324647142198
2020-12-24,0.9276744270120084,0.9174998931689267,-0.010174533843081757,1.0603735199607662,1.0397272103392652
2020-12-28,-0.26342914717874366,-0.2609177752290712,0.0025113719496724363,-1.191103574190752,-1.1784176683979979
2020-12-29,-0.3880156463831677,-0.3833437626487033,0.0046718837344644215,-0.12458649920442405,-0.12242598741963207
2020-12-30,-0.23705280174619772,-0.22114386514592965,0.01590893660026807,0.15096284463697,0.16219989750277364
