trade_id,opened_at,closed_at,hold_days,belly,side,score,ttm_belly,wing_span_y,a,R_entry_bp,R_exit_bp,price_bp,carry_bp,gross_bp,cost_bp,pnl_bp,convexity_bp,year,month
39,2021-05-07,2021-07-08,42,912810QY7,-1.0,-1.8873147972125186,21.527720739219713,0.5037645448323076,0.5,0.7973842539440001,0.8282623071754758,0.030878053231475633,0.02534525717680421,0.05622331040827984,0.9892728634954302,-0.9330495530871503,3.011398331338171,2021,5
40,2021-05-07,2021-07-08,42,912810QZ4,-1.0,-1.8873147972125186,21.779603011635867,0.4955509924709105,0.49171270718231963,-1.0765801582546919,-1.0954858330847639,-0.018905674830071995,-0.03965057488449181,-0.0585562497145638,1.0116332972338555,-1.0701895469484193,-6.373318435405338,2021,5
41,2021-05-21,2021-07-22,42,912810RU4,1.0,3.5859358371417205,25.489390828199863,0.7556468172484614,0.3333333333333333,0.12308088938395301,0.07419236501065019,0.04888852437330282,-0.0013467234626140714,0.04754180091068875,0.41091546816697233,-0.36337366725628356,-0.02784943954645769,2021,5
42,2021-05-21,2021-07-22,42,912810RS9,-1.0,-2.1416345167977853,24.985626283367555,0.7474332648870643,0.6739926739926747,0.39484818776448494,0.2977477028256015,-0.09710048493888346,0.019326849260000247,-0.07777363567888321,0.5396809195461687,-0.6174545552250519,6.83705185179241,2021,5
43,2021-05-21,2021-07-22,42,912810RN0,-1.0,-2.1416345167977853,24.238193018480494,1.2511978097193683,0.4026258205689263,-0.5735601867574713,-0.5990287250711157,-0.025468538313644373,-0.02151621657046766,-0.04698475488411204,0.6773038006545823,-0.7242885555386943,-8.079824683319572,2021,5
44,2021-05-21,2021-07-22,42,912810RQ3,-1.0,-2.1416345167977853,24.7419575633128,0.7474332648870607,0.32600732600732685,0.5055271784464077,0.4717958087013363,-0.033731369745071405,0.004679298557438224,-0.02905207118763318,0.596896605177071,-0.6259486763647042,2.708915927214491,2021,5
45,2021-06-07,2021-08-05,42,912810RV2,1.0,2.848469595260964,25.700205338809035,0.7474332648870643,0.6630036630036626,-0.9625036240876961,-0.6156529926117926,-0.34685063147590345,0.01776906459997877,-0.32908156687592466,0.4970606702325477,-0.8261422371084723,-8.321699645788982,2021,6
46,2021-06-07,2021-08-05,42,912810SU3,-1.0,-2.5476394182007542,29.700205338809035,0.4955509924709105,0.49171270718231963,0.2165785213997573,0.4109138204247964,0.1943352990250391,0.005753316787560819,0.20008861581259993,0.30424469540452403,-0.1041560795919241,5.217325509978878,2021,6
47,2021-06-28,2021-08-26,42,912810SD1,1.0,1.731755443342515,27.140314852840522,0.503764544832304,0.49999999999999645,0.9517224739736596,1.1146563617847716,-0.16293388781111195,-0.009312786299838912,-0.17224667411095088,0.33654881032142886,-0.5087954844323798,7.070155475905523,2021,6
48,2021-07-06,2021-09-02,42,912810SE9,1.0,1.4298308085286038,27.37303216974675,0.503764544832304,0.49999999999999645,-1.2070495183558405,-1.2903347015380873,0.08328518318224676,0.01963884030520351,0.10292402348745026,0.32535277387800277,-0.2224287503905525,-12.090887672078622,2021,7
49,2021-07-27,2021-09-24,42,912810RU4,1.0,1.9496932595639282,25.305954825462013,0.7556468172484614,0.3333333333333333,0.0047341038841075544,-0.1246454070424674,0.12937951092657496,0.007369627937664463,0.13674913886423942,0.6323488063652603,-0.4955996675010208,-0.04675669334454824,2021,7
50,2021-07-27,2021-09-24,42,912810RQ3,-1.0,-1.354640320502675,24.55852156057495,0.7474332648870643,0.3260073260073253,0.49092581626490883,0.2824340772461076,-0.20849173901880125,0.013023194145315059,-0.1954685448734862,0.696053811965012,-0.8915223568384982,2.6858886225650167,2021,7
51,2021-07-27,2021-09-24,42,912810RN0,-1.0,-1.354640320502675,24.05475701574264,1.251197809719372,0.40262582056892804,-0.6446466079919055,-0.31437259690765273,0.3302740110842528,-0.012383787989355672,0.3178902230948971,0.7412167361172277,-0.4233265130223306,-7.877192103355185,2021,7
52,2021-07-27,2021-09-24,42,912810RS9,-1.0,-1.354640320502675,24.802190280629706,0.7474332648870643,0.6739926739926747,0.28099690744959327,0.32567505583899203,0.044678148389398764,0.007657972709830316,0.05233612109922908,0.6644684954174116,-0.6121323743181826,6.660981937237011,2021,7
53,2021-08-03,2021-10-01,42,912810SF6,1.0,1.295612139724442,27.540041067761805,0.4955509924709105,0.4917127071823268,0.3630561641120411,0.37610979765156927,-0.013053633539528153,-0.014786655899614778,-0.02784028943914293,0.28275786692435345,-0.31059815636349636,1.482717981947161,2021,8
54,2021-08-10,2021-10-08,42,912810RV2,1.0,1.69535723376969,25.519507186858316,0.7474332648870643,0.6630036630036626,-0.6307322184244901,-0.6956421641699517,0.0649099457454616,0.0049301498903919615,0.06984009563585357,0.4735844542043097,-0.40374435856845614,-8.260341389985996,2021,8
55,2021-08-17,2021-10-18,42,912810RY6,1.0,2.3262878853160016,25.9958932238193,0.7474332648870643,0.33699633699633735,0.10208320617677291,0.29585910978766616,-0.19377590361089325,-0.012950528455473308,-0.20672643206636657,0.415152755667073,-0.6218791877334395,5.093577089327368,2021,8
56,2021-08-17,2021-10-18,42,912810SS8,-1.0,-1.2983544115672838,29.248459958932237,0.5037645448323076,0.5,0.11797714233395817,0.015958649496305988,-0.10201849283765219,-0.008155275495257772,-0.11017376833290995,0.1825968793224242,-0.2927706476553341,-3.6404791469905717,2021,8
57,2021-09-08,2021-11-08,42,912810RD2,-1.0,-1.3032667035851564,22.187542778918548,1.0020533880903493,0.7486338797814204,-0.8038018492401378,-0.434260953283383,0.36954089595675477,-0.03371516681777413,0.3358257291389806,0.7372849696559662,-0.4014592405169856,-8.441193493814438,2021,9
58,2021-09-08,2021-11-08,42,912810RH3,-1.0,-1.3032667035851564,22.937713894592743,1.0020533880903493,0.2513661202185797,0.1817056942265971,0.5163199100599369,0.33461421583333983,0.017036847671398538,0.35165106350473835,0.6932058150814291,-0.34155475157669074,3.2854964033383567,2021,9
59,2021-09-29,2021-12-01,42,912810RU4,1.0,1.6060378047428394,25.130732375085557,0.7556468172484614,0.3333333333333333,0.017452072322377,-0.17305268552221253,0.19050475784458953,0.007870047611476187,0.19837480545606573,0.6615099045586187,-0.46313509910255296,-3.5197820774289994,2021,9
60,2021-10-14,2021-12-15,42,912810RV2,1.0,1.3517748305576165,25.34154688569473,0.7474332648870643,0.6630036630036626,-0.6610046114239876,-0.238896687825485,-0.4221079235985026,0.013383407797965497,-0.4087245158005371,0.4075579071908648,-0.8162824229914019,-4.735446034549369,2021,10
61,2021-10-21,2021-12-22,42,912810RY6,1.0,1.300386679465221,25.817932922655714,0.7474332648870643,0.33699633699633735,0.3716699539819013,-0.06365105959655892,0.4353210135784602,-0.007015635019005971,0.4283053785594542,0.3932611797232134,0.035044198836240825,5.050508287219657,2021,10
62,2021-11-12,2022-01-13,42,912810RH3,-1.0,-2.325926113835378,22.76249144421629,1.0020533880903493,0.2513661202185797,0.3360088640223191,0.07394048034168321,-0.2620683836806359,-0.008525985384521836,-0.2705943690651577,1.0282343162377892,-1.298828685302947,-1.2323139943132446,2021,11
63,2021-11-12,2022-01-13,42,912810RD2,-1.0,-2.325926113835378,22.012320328542096,1.0020533880903493,0.7486338797814204,-0.17384445732408493,-0.456667785436049,-0.2828233281119641,-0.0067131926633183965,-0.28953652077528247,1.1831806450885454,-1.4727171658638278,-4.057847613726807,2021,11
64,2021-11-19,2022-01-21,42,912810RJ9,1.0,5.0,22.99247091033539,0.503764544832304,0.49999999999999645,-0.34007733425243103,-0.0878381729126243,-0.25223916133980673,0.008842072696956594,-0.24339708864285015,0.9251451583852641,-1.1685422470281144,-4.3940685279224,2021,11
65,2021-11-19,2022-01-21,42,912810QY7,-1.0,-4.747854569457044,20.99110198494182,0.5037645448323076,0.5,0.2626029600608759,0.23594429768949432,-0.026658662371381592,0.03403066725587837,0.007372004884496776,1.1741249197579475,-1.1667529148734508,6.701124836607676,2021,11
66,2021-12-28,2022-02-28,42,912810RY6,1.0,1.5656237134232898,25.631759069130734,0.7474332648870607,0.3369963369963342,-0.15518549400472814,-0.8354742413475336,0.6802887473428054,-0.011932731970524083,0.6683560153722813,0.5613976188002715,0.10695839657200978,1.6521485161339342,2021,12
67,2022-01-04,2022-03-07,42,912810RV2,1.0,1.6681543928479834,25.117043121149898,0.7474332648870643,0.6630036630036626,-0.42632729666572944,0.12624231974280864,-0.5525696164085381,0.021908430761421287,-0.5306611856471168,0.5464392127377588,-1.0771003983848755,-8.067578957974831,2022,1
68,2022-01-19,2022-03-21,42,912810RH3,1.0,2.159308430055209,22.573579739904176,1.0020533880903493,0.2513661202185797,-0.12581198853873765,0.30653923847636655,-0.4323512270151042,-0.012590027951703067,-0.44494125496680725,0.9756345499428194,-1.4205758049096266,-1.1476866968889112,2022,1
69,2022-01-19,2022-03-21,42,912810RD2,-1.0,-1.7991949379681942,21.82340862422998,1.0020533880903493,0.7486338797814204,-0.3875879746317201,-0.24922666914477531,0.1383613054869448,-0.033433405913670736,0.10492789957327407,0.961169953985739,-0.8562420544124649,-3.9798940960045286,2022,1
70,2022-01-26,2022-03-28,42,912810RJ9,1.0,2.0280249858867654,22.806297056810404,0.5037645448323076,0.5,-0.15655099519267246,-0.6192188262939657,0.4626678311012933,0.03495811829900844,0.4976259494003017,0.9848408703842867,-0.487214920983985,-4.405970106121174,2022,1
71,2022-01-26,2022-03-28,42,912810SD1,1.0,1.4858231402402302,26.55441478439425,0.5037645448323076,0.5,1.3440852165222505,1.9173221120204031,-0.5732368954981526,-0.02509836353207341,-0.598335259030226,0.4892692229569617,-1.0876044819871877,6.706146080675666,2022,1
72,2022-01-26,2022-03-28,42,912810QY7,-1.0,-1.7978774881735513,20.804928131416837,0.5037645448323076,0.5,0.25158145933474874,0.5282635967177152,0.27668213738296643,0.015581081159234136,0.29226321854220055,0.9780727195610788,-0.6858095010188783,6.663353615109486,2022,1
73,2022-02-09,2022-04-11,42,912810RB6,-1.0,-1.6398357360505553,21.2621492128679,0.49555099247090695,0.5082872928176768,0.8585657151364501,1.3796839635016545,0.5211182483652044,0.04656609243627697,0.5676843408014813,1.0478673049782952,-0.48018296417681383,14.361646141350633,2022,2
74,2022-02-09,2022-04-11,42,912810RC4,-1.0,-1.6398357360505553,21.51403148528405,0.503764544832304,0.5000000000000036,-0.28977613018850157,-0.8774147033691504,-0.5876385731806488,-0.02163468583872489,-0.6092732590193737,1.0056183683982702,-1.614891627417644,-9.768614291846546,2022,2
75,2022-02-16,2022-04-19,42,912810SZ2,1.0,3.2308442446222343,29.49486652977413,0.7474332648870643,0.33699633699633735,0.28222806113111787,0.4248349718810829,-0.142606910749965,0.016212507781243186,-0.12639440296872181,0.34183026213067885,-0.46822466509940064,-7.751593217949733,2022,2
76,2022-02-16,2022-04-19,42,912810SL3,-1.0,-5.0,28.0,0.7474332648870643,0.6630036630036626,0.27252769470211824,1.0873979170346049,0.8148702223324866,0.006847328564966823,0.8217175508974535,0.48540341153667393,0.33631413936077953,-0.16918162385104552,2022,2
77,2022-02-16,2022-04-19,42,912810SU3,-1.0,-5.0,28.999315537303218,0.7474332648870643,0.6630036630036626,-0.19385737464537867,-0.2751462232820412,-0.08128884863666253,-0.01560695771222743,-0.09689580634888996,0.4608830031916803,-0.5577788095405702,-8.253806591290356,2022,2
78,2022-02-16,2022-04-19,42,912810SS8,-1.0,-5.0,28.747433264887064,0.5037645448323076,0.5,0.3151698112487722,0.3292965149003235,0.014126703651551331,-0.015809082498468737,-0.001682378846917406,0.5040475154522256,-0.505729894299143,-3.9556358501012596,2022,2
79,2022-02-24,2022-04-26,42,912810SJ8,1.0,2.8779337922236734,27.474332648870636,0.5037645448323076,0.5,0.6763591214923315,0.7828073501586763,-0.10644822866634485,-0.07007466396591078,-0.17652289263225562,0.5697148144763615,-0.7462377071086171,22.395600399799974,2022,2
80,2022-02-24,2022-04-26,42,912810SP4,-1.0,-5.0,28.473648186173854,0.7474332648870643,0.33699633699633735,0.4145024090402405,0.05000918766799867,-0.3644932213722418,0.08315996625928483,-0.281333255112957,0.6109920961417682,-0.8923253512547251,33.52086984152106,2022,2
81,2022-03-03,2022-05-03,42,912810TB4,1.0,3.454975796061545,29.7056810403833,0.503764544832304,0.49999999999999645,0.6906981468201456,0.060519695282024166,0.6301784515381215,-0.03489835825401515,0.5952800932841064,0.29916564543141594,0.2961144478526904,15.795438753502026,2022,3
82,2022-03-31,2022-06-01,42,912810SH2,1.0,2.416730243868937,27.12662559890486,0.4955509924709105,0.5082872928176804,-0.36395839241043504,-0.8252977139382667,0.46133932152783164,0.056652113506959506,0.5179914350347912,0.6604742809659552,-0.142482845931164,-16.091338673618225,2022,3
83,2022-04-22,2022-06-23,42,912810SZ2,1.0,2.006642623237789,29.31690622861054,0.7474332648870643,0.33699633699633735,0.19598506745848177,0.5891262564297062,-0.3931411889712244,0.039472092412885566,-0.35366909655833884,0.4008931411037388,-0.7545622376620776,-7.69916830688129,2022,4
84,2022-04-22,2022-06-23,42,912810SS8,-1.0,-2.246080853015213,28.569472963723477,0.5037645448323076,0.5,0.32383828801647585,0.34023189544676313,0.016393607430287283,0.0010472005309876706,0.017440807961274955,0.6427334559559776,-0.6252926479947026,-4.23112410645831,2022,4
85,2022-04-22,2022-06-23,42,912810SU3,-1.0,-2.246080853015213,28.82135523613963,0.7474332648870643,0.6630036630036626,-0.1936111721340006,-0.40571529071182777,-0.21210411857782718,-0.036278220545584765,-0.24838233912341195,0.5404946584210315,-0.7888769975444434,-8.302823715943049,2022,4
86,2022-04-29,2022-06-30,42,912810SP4,-1.0,-2.1008335201379476,28.298425735797398,0.7474332648870643,0.33699633699633735,-0.03093366439030909,0.24734338854734972,0.2782770529376588,0.10424995568875033,0.38252700862640915,0.6044833041657307,-0.22195629553932156,34.68195122070614,2022,4
87,2022-05-06,2022-07-11,42,912810TB4,1.0,2.1091263536261344,29.530458590006845,0.5037645448323076,0.5,-0.28003454208380685,-0.05874681472783916,-0.2212877273559677,-0.08227692518729975,-0.3035646525432674,0.4393627214244748,-0.7429273739677422,16.188884588646374,2022,5
88,2022-05-20,2022-07-25,42,912810RV2,1.0,2.346185681452782,24.744695414099933,0.7474332648870643,0.6630036630036626,0.08389863513762474,-0.2939088492494468,0.37780748438707157,0.058423916856904706,0.4362314012439763,0.9568437512998001,-0.5206123500558238,-8.283816538155776,2022,5
89,2022-05-20,2022-07-25,42,912810RU4,1.0,2.346185681452782,24.49281314168378,0.7556468172484614,0.3333333333333333,-0.1069100697835168,0.3201141738901292,-0.427024243673646,-0.0074037702807026725,-0.43442801395434866,1.0036197737856116,-1.4380477877399602,0.22660427494355417,2022,5
90,2022-05-20,2022-07-25,42,912810RQ3,-1.0,-3.3915022043169087,23.745379876796715,0.7474332648870643,0.3260073260073253,0.05764480371288627,-0.254901890858239,-0.31254669457112527,0.01502166520389338,-0.2975250293672319,1.3711956506091298,-1.6687206799763619,2.4387943916368897,2022,5
91,2022-05-20,2022-07-25,42,912810RN0,-1.0,-3.3915022043169087,23.241615331964407,0.9993155373032181,0.5041095890410963,-0.4598727312071782,-0.4263142825010391,0.03355844870613911,-0.09335934760556805,-0.05980089889942894,1.4462707137255781,-1.506071612625007,-13.246556167037795,2022,5
92,2022-05-20,2022-07-25,42,912810RS9,-1.0,-3.3915022043169087,23.98904859685147,0.7474332648870643,0.6739926739926747,0.3269464260458932,0.48409996780018894,0.15715354175429574,0.045112006753299565,0.20226554850759532,1.2608325192816343,-1.058566970774039,6.6021588820065915,2022,5
93,2022-06-06,2022-08-08,42,912810SN9,1.0,2.2150300562131555,27.94798083504449,0.4955509924709105,0.5082872928176804,0.5774004593011917,0.9045256700602078,-0.3271252107590161,-0.1451917610635385,-0.4723169718225546,0.6608735384528382,-1.133190510275393,41.03655301020274,2022,6
94,2022-06-06,2022-08-08,42,912810SJ8,1.0,2.2150300562131555,27.200547570157426,0.5037645448323076,0.5,0.5770560474732234,0.5067088526056418,0.07034719486758156,-0.0622043099229735,0.008142884944608061,0.7788638218164423,-0.7707209368718343,16.178452573268117,2022,6
95,2022-06-06,2022-08-08,42,912810SL3,1.0,2.2150300562131555,27.704312114989733,0.4955509924709105,0.49171270718231963,0.04937352133056461,-0.44923111814645367,0.4986046394770183,0.08517312967624649,0.5837777691532647,0.6711415690729845,-0.08736379991971976,-24.351575502940705,2022,6
96,2022-07-06,2022-09-06,42,912810TD0,1.0,1.6865794620430485,29.61533196440794,0.4982888432580417,0.4945054945054928,-0.1282513482228742,1.0246947884835267,-1.152946136706401,-0.012886596318620448,-1.1658327330250213,0.41505010999938136,-1.5808828430244026,2.0441663819013627,2022,7
97,2022-07-14,2022-09-13,42,912810TB4,1.0,1.6028754025481562,29.34154688569473,0.5037645448323076,0.5,-0.041743278503303394,0.18889236450201352,-0.23063564300531691,-0.06065323702825821,-0.2912888800335751,0.38518455638759497,-0.6764734364211701,22.80391219743052,2022,7
98,2022-07-28,2022-09-27,42,912810RQ3,-1.0,-2.383401812058721,23.5564681724846,0.7474332648870643,0.3260073260073253,-0.26666625247937503,0.09285563514365158,0.3595218876230266,0.041890164592237655,0.40141205221526427,1.2151200812074618,-0.8137080289921976,2.438211629849093,2022,7
99,2022-07-28,2022-09-27,42,912810RS9,-1.0,-2.383401812058721,23.800136892539356,0.7474332648870643,0.6739926739926747,0.5820340977547245,0.48774355933765,-0.09429053841707447,0.01661023841882206,-0.0776802999982524,1.2711323547479252,-1.3488126547461776,6.514799995157773,2022,7
100,2022-07-28,2022-09-27,42,912810RN0,-1.0,-2.383401812058721,23.052703627652292,0.9993155373032181,0.5041095890410963,-0.6371058730727741,-0.18485408939730164,0.4522517836754725,-0.09255714775528648,0.359694635920186,1.2588618779325444,-0.8991672420123584,-13.058640580730753,2022,7
101,2022-08-11,2022-10-12,42,912810SN9,1.0,1.421307481568542,27.761806981519506,0.4955509924709105,0.5082872928176804,1.3086446776475524,-0.18712612805442674,1.4957708057019792,-0.13158555637420366,1.3641852493277755,0.6546048371148468,0.7095804122129287,40.289199190213594,2022,8
102,2022-08-11,2022-10-12,42,912810SJ8,1.0,1.421307481568542,27.014373716632445,0.503764544832304,0.49999999999999645,0.44742216964683834,-0.3331070235378819,0.7805291931847202,-0.12559896334499582,0.6549302298397244,0.677059310693973,-0.022129080854248584,16.000858712954084,2022,8
103,2022-08-11,2022-10-12,42,912810SL3,1.0,1.421307481568542,27.51813826146475,0.4955509924709105,0.49171270718231963,-1.1089231664182408,1.1763416794795312,-2.285264845897772,0.0557409014045422,-2.2295239444932298,0.5140631132016635,-2.743587057694893,-23.67003926552337,2022,8
104,2022-08-18,2022-10-19,42,912810SP4,1.0,2.7207601383174254,27.994524298425734,0.503764544832304,0.5000000000000036,0.18358606714610204,-0.06508304781944751,0.24866911496554955,-0.03749241055304257,0.211176704412507,0.7630366428159344,-0.5518599384034274,8.173092173716725,2022,8
105,2022-08-18,2022-10-19,42,912810SK5,1.0,2.7207601383174254,27.247091033538673,0.5037645448323076,0.5,-0.906311415254546,-1.1012492645448901,0.1949378492903442,0.0888194483987058,0.28375729768905,0.7329923091252422,-0.44923501143619216,-17.99499089977627,2022,8
106,2022-08-18,2022-10-19,42,912810SZ2,-1.0,-1.5031374306745051,28.993839835728952,0.7474332648870643,0.33699633699633735,0.050261604165457996,0.5174895695277293,0.4672279653622713,-0.02862582032219653,0.4386021450400748,0.4922820159202943,-0.05367987088021953,-7.4700337256418265,2022,8
107,2022-08-25,2022-10-26,42,912810SA7,-1.0,-1.4576604496103114,25.478439425051334,0.4982888432580417,0.4945054945054928,0.0790286745343094,0.36291939871655465,0.28389072418224526,0.012863928161782834,0.2967546523440281,0.6428709872235758,-0.34611633487954774,0.48304797840174274,2022,8
108,2022-09-09,2022-11-09,42,912810RV2,1.0,2.027495139991497,24.438056125941138,0.7474332648870607,0.6630036630036611,0.2786090254680351,0.5648326873779697,-0.28622366190993453,0.03096554059558117,-0.2552581213143534,1.0776912313276297,-1.332949352641983,-4.415610887931649,2022,9
109,2022-09-09,2022-11-09,42,912810RY6,1.0,2.027495139991497,24.933607118412045,0.7474332648870607,0.33699633699633896,-0.06031742550063335,-0.24401528494699676,0.1836978594463634,-0.05073942566312103,0.13295843378324237,0.7890293673600397,-0.6560709335767974,5.179888916064613,2022,9
110,2022-09-09,2022-11-09,42,912810RU4,1.0,2.027495139991497,24.186173853524984,0.7556468172484614,0.3333333333333333,-0.34324145800717076,-0.7861189471602081,0.4428774891530374,0.03355050917148104,0.47642799832451843,1.206886561711725,-0.7304585633872066,-3.5671850370960954,2022,9
111,2022-09-09,2022-11-09,42,912810SC3,-1.0,-1.4301264338881035,25.683778234086244,0.4982888432580417,0.5054945054945,-0.7929558072771625,-0.05797249930252768,0.7349833079746348,-0.06484762523603742,0.6701356827385975,0.6082947243222279,0.06184095841636961,-7.662041475338782,2022,9
112,2022-09-30,2022-12-02,42,912810RQ3,-1.0,-1.3663222111829454,23.381245722108144,0.7474332648870607,0.32600732600732685,-0.3744538625082061,-0.2655501592727205,0.1089037032354856,0.0561559362097544,0.16505963944524,1.7241431142754782,-1.5590834748302382,6.089460572737636,2022,9
113,2022-09-30,2022-12-02,42,912810RS9,-1.0,-1.3663222111829454,23.6249144421629,0.7474332648870643,0.6739926739926747,1.0425167992001771,0.5321852366130031,-0.510331562587174,0.023714024356655736,-0.4866175382305183,1.6790977619589063,-2.1657153001894245,2.7986102296737556,2022,9
114,2022-10-24,2022-12-23,42,912810RH3,1.0,1.4719540287089008,21.817932922655714,1.0020533880903493,0.2513661202185797,0.9539145311932007,0.3895561030651695,0.5643584281280312,0.006352897897446991,0.5707113260254781,1.936530426300689,-1.365819100275211,3.5453374646114355,2022,10
115,2022-10-24,2022-12-23,42,912810RD2,1.0,1.4719540287089008,21.06776180698152,1.0020533880903493,0.7486338797814204,-0.7694624791973803,-0.3640322867637602,-0.4054301924336201,0.04358673022596066,-0.36184346220765945,1.9666031100084758,-2.3284465722161354,-8.313824765559247,2022,10
116,2022-11-15,2023-01-18,42,912810RV2,1.0,1.2370116951704941,24.254620123203285,0.7474332648870643,0.6630036630036626,0.8560775575183088,0.1570020403181882,0.6990755172001206,0.08384645701083701,0.7829219742109577,1.7696209847032285,-0.9866990104922708,-8.396273837749803,2022,11
117,2022-11-15,2023-01-18,42,912810SC3,-1.0,-1.064149381433399,25.50034223134839,0.4982888432580417,0.5054945054945073,-0.0415611267089222,-0.12506314686371311,-0.08350202015479091,0.0026557905542828855,-0.08084622960050802,0.9129537184883583,-0.9937999480888663,-1.3074779013118984,2022,11
118,2022-11-22,2023-01-25,42,912810RJ9,1.0,4.919915063652189,21.984941820670773,0.5037645448323076,0.5,0.566540027871909,-0.007686614990287666,0.5742266428621967,0.022734909421671744,0.5969615522838685,1.7511642302467856,-1.154202677962917,-3.830786463078425,2022,11
119,2022-11-22,2023-01-25,42,912810SH2,1.0,3.312947410389562,26.480492813141684,0.4955509924709105,0.5082872928176804,-0.22730411581273202,-0.2196943966627618,-0.007609719149970218,0.04081581925138463,0.033206100101414414,0.7872468510958205,-0.754040750994406,-9.293065131090543,2022,11
120,2022-11-22,2023-01-25,42,912810RB6,-1.0,-5.0,20.479123887748116,0.4955509924709105,0.5082872928176804,1.8566236970174899,1.3589500258863296,-0.49767367113116023,0.16668518277420014,-0.3309884883569601,1.965073328739716,-2.296061817096676,13.924291355898092,2022,11
121,2022-12-07,2023-02-08,42,912810RC4,-1.0,-3.1600007232673675,20.689938398357288,0.503764544832304,0.5000000000000036,-1.1493015073845925,-0.9941148757934393,0.1551866315911532,-0.11797603736301943,0.037210594228133775,1.648665015858266,-1.6114544216301323,-9.429495407285032,2022,12
122,2022-12-29,2023-03-02,42,912810RH3,1.0,2.4969287711024384,21.631759069130734,1.0020533880903457,0.251366120218577,0.3385116806428723,0.7370005800074964,-0.39848889936462406,0.004343426705093412,-0.39414547265953065,1.5978736459353657,-1.9920191185948963,-1.625665035098649,2022,12
123,2023-01-06,2023-03-09,42,912810RY6,1.0,1.6909262326297883,24.607802874743328,0.7474332648870607,0.3369963369963342,-0.09183429536370191,-0.2885857117493451,0.1967514163856432,-0.021894308925896718,0.17485710745974647,0.979426375393782,-0.8045692679340355,1.1548947752283425,2023,1
124,2023-01-30,2023-03-30,42,912810RJ9,1.0,1.9223607602814996,21.801505817932924,0.5037645448323076,0.5,-0.19637375928289735,0.18993377685541102,-0.38630753613830837,0.07601392307790249,-0.31029361306040587,1.4151884105722967,-1.7254820236327026,-3.8116566538724044,2023,1
125,2023-02-06,2023-04-06,42,912810RK6,-1.0,-1.6842526752324347,22.034223134839152,0.7474332648870643,0.6630036630036626,0.5922874918064869,0.5087829771495356,-0.0835045146569513,0.15047257222884705,0.06696805757189575,1.4419740127203649,-1.375005955148469,12.785210107340262,2023,2
126,2023-02-06,2023-04-06,42,912810RN0,-1.0,-1.6842526752324347,22.529774127310063,0.9993155373032145,0.5041095890410945,0.17614826872216494,-0.3620212241395304,-0.5381694928616954,-0.11230460859368324,-0.6504741014553785,1.491190349462352,-2.1416644509177303,-12.718077538244927,2023,2
127,2023-02-13,2023-04-14,42,912810RC4,-1.0,-1.5605754882460101,20.50924024640657,0.5037645448323076,0.5,0.2779737331733312,-1.1375570297242454,-1.4155307628975766,-0.02927725464614636,-1.444808017543723,1.3977030374343618,-2.8425110549780848,-9.551284803162048,2023,2
128,2023-02-21,2023-04-21,42,912810TB4,1.0,5.0,28.7419575633128,0.5037645448323076,0.5,-0.7663077061744072,-0.24975299835212628,-0.516554707822281,-0.05914534843600356,-0.5757000562582846,0.5381826166980704,-1.113882672956355,15.172903041278147,2023,2
129,2023-02-21,2023-04-21,42,912810TD0,1.0,5.0,28.993839835728952,0.49828884325804523,0.4945054945054964,-0.026954923357269678,0.02820014953612837,-0.05515507289339805,-0.05309327638476567,-0.10824834927816372,0.509258585213445,-0.6175069344916088,9.2106343729412,2023,2
130,2023-02-21,2023-04-21,42,912810SZ2,1.0,5.0,28.490075290896645,0.7474332648870643,0.33699633699633735,0.6275625915074468,-0.02959478469115595,0.6571573761986027,0.027019543078121225,0.684176919276724,0.6450791129913768,0.0390978062853472,-7.177587494039642,2023,2
131,2023-02-21,2023-04-21,42,912810SN9,-1.0,-5.0,27.238877481177276,0.4955509924709105,0.5082872928176804,-1.6965651116977565,-1.0017566259393984,0.6948084857583581,0.15242458918516252,0.8472330749435206,0.7945630201454775,0.0526700547980431,34.40366309438258,2023,2
132,2023-02-21,2023-04-21,42,912810SS8,-1.0,-5.0,27.742642026009584,0.503764544832304,0.49999999999999645,0.09502887725838516,0.11790275573750897,0.02287387847912381,-0.025217863478251536,-0.0023439849991277253,0.7703462534102031,-0.7726902384093308,-4.549832049802859,2023,2
133,2023-02-21,2023-04-21,42,912810SU3,-1.0,-5.0,27.994524298425734,0.7474332648870607,0.6630036630036658,0.18225095576676065,0.08779071626194845,-0.0944602395048122,-0.030451278878737182,-0.12491151838354937,0.7453626686895901,-0.8702741870731395,-7.792807076311249,2023,2
134,2023-03-07,2023-05-05,42,912810SP4,-1.0,-4.310619984292254,27.444216290212182,0.5037645448323076,0.5,-0.16036390347178298,0.1521300584456986,0.3124939619174816,0.03791015937275946,0.350404121290241,0.783917466225168,-0.433513344934927,8.618302765795477,2023,3
135,2023-04-26,2023-06-27,42,912810TD0,1.0,1.9715152041367858,28.810403832991103,0.4982888432580417,0.4945054945054928,-0.2655725479127069,-0.15717551996090595,-0.10839702795180095,-0.017269929440569484,-0.12566695739237044,0.6415964871270529,-0.7672634445194233,9.162517639681198,2023,4
136,2023-04-26,2023-06-27,42,912810SZ2,1.0,1.9715152041367858,28.306639288158795,0.7474332648870643,0.33699633699633735,0.03948865618030872,0.18880385708408554,-0.1493152009037768,0.052664280397846985,-0.09665092050592983,0.7197252427221769,-0.8163761632281067,-6.928264865609378,2023,4
