trade_id,opened_at,closed_at,hold_days,belly,side,score,ttm_belly,wing_span_y,a,R_entry_bp,R_exit_bp,price_bp,carry_bp,gross_bp,cost_bp,pnl_bp,convexity_bp,year,month
11,2020-09-16,2020-11-17,42,912810RJ9,1.0,0.8132819272466582,24.16700889801506,0.5037645448323076,0.5,-0.48981063365933775,-0.4042226766424295,-0.08558795701690824,0.016524742111283644,-0.0690632149056246,0.514735773003137,-0.5837989879087616,-9.452280049750897,2020,9
12,2020-09-16,2020-11-17,42,912810RK6,1.0,0.8132819272466582,24.418891170431213,0.4955509924709105,0.49171270718231963,1.3744578393124707,1.2973380249508004,0.07711981436167026,-0.03345022053089923,0.04366959383077103,0.5186467016703055,-0.47497710783953445,20.32710601541052,2020,9
13,2020-09-16,2020-11-17,42,912810RM2,1.0,0.8132819272466582,24.66255989048597,0.4955509924709105,0.5082872928176804,-0.7367479986822967,-0.8403202275545141,0.1035722288722174,0.02439963700446474,0.12797186587668213,0.47826135583114626,-0.35028948995446413,-13.71566986365093,2020,9
14,2020-10-07,2020-12-09,42,912810SC3,-1.0,-2.6051282948357453,27.60574948665298,0.49828884325804523,0.5054945054945036,-0.32285190990987145,-0.40413737637657876,-0.08128546646670731,-0.008442902394406463,-0.08972836886111378,0.32125950576733886,-0.41098787462845265,-8.111639256907608,2020,10
15,2020-10-07,2020-12-09,42,912810SA7,-1.0,-2.6051282948357453,27.359342915811087,0.49828884325804523,0.4945054945054964,-0.11225787571503831,-0.025885834157335363,0.08637204155770295,-0.003422865184439543,0.0829491763732634,0.3261130384069335,-0.2431638620336701,0.008439214117316851,2020,10
16,2020-10-07,2020-12-09,42,912810RZ3,-1.0,-2.6051282948357453,27.107460643394933,0.503764544832304,0.5000000000000036,0.350164055824298,0.2264820128292766,-0.12368204299502139,0.006927052701313432,-0.11675499029370796,0.2734326845349684,-0.39018767482867633,2.7729321096666695,2020,10
17,2020-10-29,2020-12-31,42,912810RB6,1.0,1.3059256565777366,22.543463381245722,0.4955509924709105,0.5082872928176804,1.0839726071331213,0.9530391450744857,0.13093346205863554,-0.03252529920455192,0.09840816285408363,0.5531570550188345,-0.4547488921647509,11.523557733356995,2020,10
18,2020-11-20,2021-01-25,42,912810QZ4,-1.0,-4.7253944692431995,22.239561943874058,0.4955509924709105,0.49171270718231963,-0.9491259408919483,-0.8534644954647286,0.09566144542721977,-0.028777926031804943,0.06688351939541483,0.7717051634548939,-0.7048216440594791,-10.62371156947529,2020,11
19,2020-11-20,2021-01-25,42,912810RC4,-1.0,-4.7253944692431995,22.73511293634497,0.5037645448323076,0.5,-0.7171880234651318,-0.6052006068963833,0.11198741656874844,-0.031035867076050935,0.0809515494926975,0.5930320626659245,-0.5120805131732269,-10.418090660318995,2020,11
20,2020-12-14,2021-02-16,42,912810RJ9,1.0,1.5192126781321824,23.928815879534564,0.9993155373032181,0.7479452054794519,0.3618477912798568,0.34649239370275753,0.01535539757709925,-0.01054686394548994,0.00480853363160931,0.5183585445240111,-0.5135500108924018,3.8311026163799653,2020,12
21,2020-12-14,2021-02-16,42,912810RH3,1.0,1.5192126781321824,23.67693360711841,1.0020533880903493,0.2513661202185797,0.18207292450924673,0.14139625153248847,0.040676672976758255,0.00453921799588151,0.04521589097263976,0.533282964352634,-0.4880670733799942,-1.0842155281750934,2020,12
22,2020-12-14,2021-02-16,42,912810SK5,1.0,0.9512024142667592,28.928131416837783,0.5037645448323076,0.5,-0.7265123486519309,-0.8687920570373153,0.1422797083853844,0.016731694364620707,0.1590114027500051,0.31233636933721254,-0.15332496658720743,-13.487897878019226,2020,12
23,2020-12-14,2021-02-16,42,912810RN0,-1.0,-3.2267096386671423,24.67624914442163,1.251197809719372,0.40262582056892804,-0.4902669291006023,-0.4847345331304931,0.0055323959701092384,-0.016658095728479764,-0.011125699758370525,0.4694553796374268,-0.4805810793957973,-8.164800640236308,2020,12
24,2020-12-29,2021-03-02,42,912810RV2,1.0,1.3163408127877818,26.132785763175907,0.4955509924709105,0.49171270718231963,-0.331521495534548,-0.4241663474404911,0.09264485190594307,0.005793319541019727,0.09843817144696279,0.5044114256110661,-0.40597325416410335,-4.971055843049868,2020,12
25,2021-01-06,2021-03-09,42,912810RY6,1.0,2.5755795456961676,26.60643394934976,0.5037645448323076,0.5,0.6093873977661257,0.3670668601989613,0.24232053756716443,-0.008824094568394125,0.23349644299877031,0.32750722272803734,-0.09401077972926702,2.4947114317523926,2021,1
26,2021-01-06,2021-03-09,42,912810RX8,1.0,2.5755795456961676,26.354551676933607,0.4955509924709105,0.5082872928176804,-0.6347954207362672,-0.38021297876347226,-0.2545824419727949,0.008054710854012246,-0.24652773111878265,0.3251241275309404,-0.571651858649723,-2.4188862624055503,2021,1
27,2021-01-06,2021-03-09,42,912810RB6,-1.0,-2.0361193080184616,22.354551676933607,0.4955509924709105,0.5082872928176804,1.0388670441853876,0.9382028685091193,-0.10066417567626829,0.03912920135755166,-0.06153497431871663,0.5846509991378496,-0.6461859734565663,15.485038112874093,2021,1
28,2021-01-28,2021-03-30,42,912810RC4,-1.0,-1.6838931633700498,22.546201232032853,0.5037645448323076,0.5,-0.678529739379885,-0.6615262031554936,0.017003536224391436,-0.01971242806363451,-0.002708891839243076,0.5636271186148805,-0.5663360104541235,-10.377892093560945,2021,1
29,2021-02-19,2021-04-20,42,912810SC3,1.0,1.9894686125517858,27.236139630390145,0.4982888432580417,0.5054945054945,-0.1783513145954485,-0.24489661625453074,0.06654530165908223,0.025783744397855364,0.09232904605693759,0.37134330174717467,-0.2790142556902371,-8.209582924330363,2021,2
30,2021-02-19,2021-04-20,42,912810SE9,1.0,1.9894686125517858,27.73990417522245,0.5037645448323076,0.5,-1.1650242805480326,-1.0712227821350506,-0.09380149841298202,0.04722752355187323,-0.04657397486110879,0.29505897547667337,-0.3416329503377822,-18.5261179666077,2021,2
31,2021-02-19,2021-04-20,42,912810SD1,1.0,1.9894686125517858,27.488021902806295,0.503764544832304,0.5000000000000036,0.6946542165191971,0.7937669754028542,-0.09911275888365711,-0.036234802520918555,-0.13534756140457566,0.2993901570144579,-0.4347377184190336,13.37695335588586,2021,2
32,2021-02-19,2021-04-20,42,912810RD2,-1.0,-2.6123176212478314,22.7378507871321,1.0020533880903457,0.748633879781423,-0.5196371912304709,-0.7071098421440491,-0.18747265091357823,-0.037038356096730764,-0.224511007010309,0.5674682368064626,-0.7919792438167716,-8.970906455036243,2021,2
33,2021-03-12,2021-05-11,42,912810RB6,-1.0,-1.8863991902552948,22.17659137577002,0.4955509924709105,0.5082872928176804,0.7902437080245406,1.7661263961858076,0.975882688161267,0.03369792417516036,1.0095806123364273,1.0448331136245712,-0.035252501288143945,11.150832413070702,2021,3
34,2021-04-02,2021-06-02,42,912810SN9,-1.0,-2.68380397180525,29.11978097193703,0.7474332648870643,0.6739926739926747,1.5426185644135448,1.5801150066829917,0.03749644226944682,0.10154928656814359,0.13904572883759042,0.24745691436523598,-0.10841118552764556,54.94759462635989,2021,4
35,2021-04-02,2021-06-02,42,912810SS8,-1.0,-2.68380397180525,29.623545516769337,0.7556468172484614,0.3333333333333333,0.05710417389954703,0.17526938267033998,0.11816520877079295,0.0017445390664422183,0.11990974783723517,0.29791730436691755,-0.17800755652968236,0.3087760375109383,2021,4
36,2021-04-23,2021-06-23,42,912810SC3,1.0,2.10681888083869,27.06365503080082,0.4982888432580417,0.5054945054945073,-0.20500237601139837,-0.6282609319019139,0.42325855589051553,0.006743272143704763,0.43000182803422027,0.4231793633663278,0.006822464667892492,-8.133000699718849,2021,4
37,2021-04-23,2021-06-23,42,912810SE9,1.0,2.10681888083869,27.567419575633128,0.5037645448323076,0.5,-0.9647693634032839,-1.53507519275482,0.5703058293515362,0.027222632532017583,0.5975284618835538,0.41092662160454296,0.18660184027901083,-18.43674475617226,2021,4
38,2021-04-23,2021-06-23,42,912810SD1,1.0,2.10681888083869,27.315537303216974,0.5037645448323076,0.5,0.7277674674987411,1.1705088716852163,-0.44274140418647523,-0.016401919110180175,-0.4591433232966554,0.4170883813591668,-0.8762317046558222,13.253155997545178,2021,4
