Date,2Y,5Y,10Y,30Y,2Y/5Y,2Y/10Y,2Y/30Y,5Y/10Y,5Y/30Y,10Y/30Y,2Y/5Y/10Y,2Y/5Y/30Y,2Y/10Y/30Y,5Y/10Y/30Y
2022-02-22,-0.9330746903203124,-15.190837146880632,-14.697528014943394,-44.25416354705614,-14.25776245656032,-13.764453324623082,-43.32108885673583,0.493309131937238,-29.063326400175505,-29.556635532112743,-14.75107158849756,14.805563943615184,15.79218220748966,30.04994466404998
2022-02-23,-2.013235075184494,-15.816950592337943,-16.65021479376392,-46.11403946817219,-13.80371551715345,-14.636979718579425,-44.10080439298769,-0.8332642014259761,-30.297088875834245,-29.46382467440827,-12.970451315727473,16.493373358680795,14.826844955828843,28.630560472982292
2022-02-24,-0.9200226881394657,-13.740901909436198,-15.238526621020787,-45.84143029283479,-12.820879221296732,-14.31850393288132,-44.92140760469532,-1.4976247115845887,-32.10052838339859,-30.602903671813998,-11.323254509712145,19.279649162101855,16.284399738932677,29.105278960229413
2022-02-25,-0.8323372863884515,-13.816025716475666,-14.397485841336998,-46.343535826073314,-12.983688430087215,-13.565148554948546,-45.51119853968486,-0.5814601248613318,-32.52751010959765,-31.946049984736316,-12.402228305225883,19.543821679510433,18.38090142978777,31.364589859874982
2022-02-28,-7.205539602741928,-13.805687420611456,-15.981731731691863,-46.24382051724785,-6.600147817869527,-8.776192128949933,-39.03828091450592,-2.176044311080407,-32.43813309663639,-30.262088785555985,-4.42410350678912,25.837985278766865,21.48589665660605,28.086044474475578
2022-03-01,-12.419415386118015,-18.984825648825975,-19.240363394796578,-50.05759760697561,-6.56541026270796,-6.820948008678563,-37.6381822208576,-0.25553774597060297,-31.072771958149637,-30.817234212179034,-6.309872516737357,24.507361695441677,23.99628620350047,30.56169646620843
2022-03-02,-6.84755411471496,-14.878534165239966,-16.27360764576875,-49.86715530261252,-8.030980050525006,-9.426053531053789,-43.01960118789756,-1.395073480528783,-34.98862113737255,-33.59354765684377,-6.635906569996223,26.957641086847545,24.16749412578998,32.19847417631499
2022-03-03,-7.016857774743546,-16.09403440120385,-17.98422365232417,-53.02497568550501,-9.077176626460304,-10.967365877580626,-46.00811791076147,-1.8901892511203222,-36.93094128430116,-35.04075203318084,-7.1869873753399816,27.85376465784086,24.073386155600215,33.15056278206052
2022-03-04,-9.929881686769182,-17.607011366983926,-17.596672226891585,-53.1742423151075,-7.677129680214744,-7.666790540122403,-43.24436062833831,0.010339140092341381,-35.56723094812357,-35.577570088215914,-7.687468820307085,27.89010126790883,27.91077954809351,35.587909228308256
2022-03-07,-10.023452515098285,-19.47261413021286,-19.8528891051591,-61.546322977368995,-9.449161615114576,-9.829436590060816,-51.52287046227071,-0.3802749749462393,-42.073708847156134,-41.693433872209894,-9.068886640168337,32.62454723204156,31.86399728214908,41.313158897263655
2022-03-08,-9.420528021242136,-18.01757880268111,-17.017088827960002,-56.68927290209804,-8.597050781438975,-7.596560806717866,-47.268744880855905,1.0004899747211091,-38.671694099416925,-39.67218407413804,-9.597540756160086,30.07464331797795,32.07562326742017,40.67267404885915
2022-03-09,-7.603862434996311,-16.378341138261952,-15.817557844621689,-53.1187303884028,-8.77447870326564,-8.213695409625377,-45.514867953406494,0.560783293640263,-36.74038925014085,-37.301172543781114,-9.335261996905903,27.96591054687521,29.087477134155737,37.86195583742138
2022-03-10,-6.988888256255277,-16.033777184241682,-15.603189547244778,-53.90253923607702,-9.044888927986406,-8.614301290989502,-46.91365097982174,0.43058763699690417,-37.86876205183533,-38.29934968883224,-9.47547656498331,28.82387312384893,29.68504839784274,38.72993732582914
2022-03-11,-7.057917133854463,-16.714694196268077,-17.275391239253924,-54.65180399850556,-9.656777062413614,-10.21747410539946,-47.5938868646511,-0.5606970429858471,-37.93710980223748,-37.376412759251636,-9.096080019427767,28.280332739823866,27.15893865385217,36.815715716265785
2022-03-14,-7.969029367336389,-16.495932068878737,-17.305366518802412,-52.725025960907956,-8.526902701542348,-9.336337151466022,-44.75599659357157,-0.8094344499236747,-36.22909389202922,-35.41965944210554,-7.717468251618673,27.70219119048687,26.083322290639522,34.61022499218187
2022-03-15,-6.216587102160509,-15.452035889541715,-15.887468983708054,-50.44825707430083,-9.235448787381205,-9.670881881547544,-44.23166997214032,-0.43543309416633846,-34.99622118475911,-34.56078809059277,-8.800015693214867,25.760772397377906,24.88990620904523,34.12535499642644
2022-03-16,-3.292550625734658,-14.477834504330955,-14.497552175259809,-46.26989985595931,-11.185283878596298,-11.20500154952515,-42.977349230224654,-0.019717670928853792,-31.792065351628352,-31.7723476806995,-11.165566207667442,20.606781473032058,20.56734613117435,31.752630009770648
2022-03-17,-3.035842825093882,-16.567574851497113,-16.296168049084827,-46.29599334084462,-13.531732026403231,-13.260325223990945,-43.26015051575074,0.27140680241228665,-29.728418489347504,-29.99982529175979,-13.80313882881552,16.19668646294427,16.739500067768844,30.271232094172078
2022-03-18,-3.4360582553526253,-14.748437219821465,-14.274572471191416,-44.085080474539495,-11.31237896446884,-10.83851421583879,-40.64902221918687,0.47386474863004935,-29.33664325471803,-29.81050800334808,-11.786243713098887,18.024264290249192,18.97199378750929,30.28437275197813
2022-03-21,-2.180068299354776,-15.61320867672018,-14.468847383128258,-43.5882439127413,-13.433140377365405,-12.288779083773482,-41.40817561338652,1.1443612935919223,-27.975035236021117,-29.11939652961304,-14.577501670957327,14.541894858655713,16.830617445839557,30.263757823204962
