n_days,days_in_pos,total_volbp,ann_volbp,ann_vol,sharpe,t_naive,t_nw,nw_lags,max_dd_volbp,psr_0,n_trades,mean_volbp,median_volbp,std_volbp,hit_rate,t_trade,mean_hold_days,total,top3_share,n,pnl_ex_top,cost_mult
1879,31,4.240279419094216,0.5686803691387666,6.379991730909209,0.08913496962443938,0.24345956211675523,0.269247148189365,1,-16.752315675507656,0.5924964824152736,15,0.28268529460628106,1.4578010543124444,3.6987079942273415,0.5333333333333333,0.3063941098814835,1.0666666666666667,4.2402794190942155,3.2881097075418717,15,-9.702224501519485,0.0
1879,31,-3.2597307122562187,-0.43717516737017936,6.310124658050578,-0.0692815421344209,-0.18923273303270322,-0.20804411232176437,1,-18.50231707376522,0.42256481047761885,15,-0.21731538081708118,0.9577996144935693,3.6987078811050864,0.5333333333333333,-0.2355416287153163,1.0666666666666667,-3.259730712256218,-3.8170335824935915,15,-15.702232310823955,0.5
1879,31,-10.759740843606647,-1.4430307038791244,6.279029714908476,-0.22981746693329008,-0.6277139051273064,-0.6827468568583261,1,-20.587048520575657,0.2415588997164051,15,-0.7173160562404433,0.45779817467469414,3.698707767982886,0.5333333333333333,-0.7774774004615158,1.0666666666666667,-10.759740843606648,-1.016985393567701,15,-21.702240120128423,1.0
1879,31,-18.259750974957083,-2.4488862403880707,6.287282192503134,-0.3894983818776399,-1.063859738738441,-1.1398937573303491,1,-25.83705655929716,0.09869177430813092,15,-1.2173167316638058,-0.04220326514418097,3.698707654860741,0.4666666666666667,-1.3194132053570948,1.0666666666666667,-18.259750974957086,-0.5171207957559782,15,-27.702247929432893,1.5
1879,31,-25.759761106307515,-3.4547417768970163,6.334728314815723,-0.5453654214052139,-1.489588511090135,-1.567039652830145,1,-31.087064598018664,0.025638328925858985,15,-1.7173174070871677,-0.5422047049630562,3.6987075417386497,0.4,-1.8613490434020312,1.0666666666666667,-25.759761106307515,-0.3083295143791164,15,-33.702255738737364,2.0
1879,31,-40.75978136900838,-5.4664528499149085,6.543087992067897,-0.835454582995341,-2.2819260252343567,-2.3016475811524453,1,-41.676329718135534,0.00036668463329329155,15,-2.7173187579338927,-1.5422075846008065,3.6987073154946306,0.13333333333333333,-2.945220818939896,1.0666666666666667,-40.75978136900839,-0.1212589916415972,15,-45.702271357346305,3.0
