,engine_per_unit,panel_per_unit,diff
2021-11-18,-304.38572983891373,-285.1122346776535,-19.273495161260257
2021-11-19,-304.38572983891373,-285.1122346776535,-19.273495161260257
2021-11-22,-304.38572983891373,-285.1122346776535,-19.273495161260257
2021-11-23,-304.38572983891373,-285.1122346776535,-19.273495161260257
2021-11-24,-304.38572983891373,-285.1122346776535,-19.273495161260257
2021-11-26,-304.38572983891373,-285.1122346776535,-19.273495161260257
2021-11-29,-304.38572983891373,-285.1122346776535,-19.273495161260257
2021-11-30,-304.38572983891373,-285.1122346776535,-19.273495161260257
2021-12-01,-304.38572983891373,-285.1122346776535,-19.273495161260257
2021-12-02,-304.38572983891373,-285.1122346776535,-19.273495161260257
2021-12-03,-304.38572983891373,-285.1122346776535,-19.273495161260257
2021-12-06,-304.38572983891373,-345.09437177442766,40.708641935513924
2021-12-07,-341.1942298388507,-382.395742742107,41.201512903256344
2021-12-08,-236.327229838946,-277.21509758091236,40.887867741966346
2021-12-09,-262.718229838922,-303.7629201615334,41.04469032261136
2021-12-10,-236.327229838946,-277.21509758091236,40.887867741966346
2021-12-13,-403.51500403248104,-384.24150887122084,-19.2734951612602
2021-12-14,-403.51500403248104,-384.24150887122084,-19.2734951612602
2021-12-15,-403.51500403248104,-384.24150887122084,-19.2734951612602
2021-12-16,-403.51500403248104,-384.24150887122084,-19.2734951612602
2021-12-17,-403.51500403248104,-384.24150887122084,-19.2734951612602
2021-12-20,-403.51500403248104,-384.24150887122084,-19.2734951612602
2021-12-21,-403.51500403248104,-384.24150887122084,-19.2734951612602
2021-12-22,-403.51500403248104,-384.24150887122084,-19.2734951612602
2021-12-23,-403.51500403248104,-384.24150887122084,-19.2734951612602
2021-12-27,-403.51500403248104,-384.24150887122084,-19.2734951612602
2021-12-28,-403.51500403248104,-384.24150887122084,-19.2734951612602
2021-12-29,-403.51500403248104,-384.24150887122084,-19.2734951612602
2021-12-30,-403.51500403248104,-384.24150887122084,-19.2734951612602
2021-12-31,-403.51500403248104,-384.24150887122084,-19.2734951612602
2022-01-03,-403.51500403248104,-420.53348467767245,17.018480645191403
2022-01-04,-444.84645564541273,-425.90900887124894,-18.93744677416379
2022-01-05,-444.84645564541273,-425.90900887124894,-18.93744677416379
2022-01-06,-444.84645564541273,-425.90900887124894,-18.93744677416379
2022-01-07,-444.84645564541273,-425.90900887124894,-18.93744677416379
2022-01-10,-444.84645564541273,-425.90900887124894,-18.93744677416379
2022-01-11,-444.84645564541273,-425.90900887124894,-18.93744677416379
2022-01-12,-444.84645564541273,-425.90900887124894,-18.93744677416379
2022-01-13,-444.84645564541273,-425.90900887124894,-18.93744677416379
2022-01-14,-444.84645564541273,-425.90900887124894,-18.93744677416379
2022-01-18,-444.84645564541273,-425.90900887124894,-18.93744677416379
2022-01-19,-444.84645564541273,-425.90900887124894,-18.93744677416379
2022-01-20,-444.84645564541273,-425.90900887124894,-18.93744677416379
2022-01-21,-444.84645564541273,-425.90900887124894,-18.93744677416379
2022-01-24,-444.84645564541273,-425.90900887124894,-18.93744677416379
2022-01-25,-444.84645564541273,-425.90900887124894,-18.93744677416379
2022-01-26,-444.84645564541273,-425.90900887124894,-18.93744677416379
2022-01-27,-444.84645564541273,-425.90900887124894,-18.93744677416379
2022-01-28,-444.84645564541273,-425.90900887124894,-18.93744677416379
2022-01-31,-444.84645564541273,-425.90900887124894,-18.93744677416379
2022-02-01,-444.84645564541273,-425.90900887124894,-18.93744677416379
2022-02-02,-444.84645564541273,-425.90900887124894,-18.93744677416379
2022-02-03,-444.84645564541273,-425.90900887124894,-18.93744677416379
2022-02-04,-444.84645564541273,-425.90900887124894,-18.93744677416379
2022-02-07,-444.84645564541273,-425.90900887124894,-18.93744677416379
2022-02-08,-444.84645564541273,-425.90900887124894,-18.93744677416379
2022-02-09,-444.84645564541273,-425.90900887124894,-18.93744677416379
2022-02-10,-444.84645564541273,-451.7834846777006,6.937029032287853
2022-02-11,-455.2839556452553,-456.84421048399486,1.5602548387395814
2022-02-14,-361.53895564539977,-363.09921048413935,1.5602548387395814
2022-02-15,-351.1239556454684,-352.3481620971116,1.2242064516431697
2022-02-16,-423.7104072582343,-397.71594435503806,-25.994462903196222
2022-02-17,-423.7104072582343,-397.71594435503806,-25.994462903196222
2022-02-18,-423.7104072582343,-397.71594435503806,-25.994462903196222
2022-02-22,-423.7104072582343,-397.71594435503806,-25.994462903196222
2022-02-23,-423.7104072582343,-397.71594435503806,-25.994462903196222
2022-02-24,-423.7104072582343,-397.71594435503806,-25.994462903196222
2022-02-25,-423.7104072582343,-397.71594435503806,-25.994462903196222
2022-02-28,-423.7104072582343,-397.71594435503806,-25.994462903196222
2022-03-01,-423.7104072582343,-397.71594435503806,-25.994462903196222
2022-03-02,-423.7104072582343,-397.71594435503806,-25.994462903196222
2022-03-03,-423.7104072582343,-397.71594435503806,-25.994462903196222
2022-03-04,-423.7104072582343,-457.35083145181227,33.640424193577985
2022-03-07,-281.34040725819006,-314.98083145176804,33.640424193577985
2022-03-08,-199.389407258237,-233.02983145181494,33.64042419357796
2022-03-09,-291.5561814517527,-264.8896217743627,-26.666559677390012
2022-03-10,-291.5561814517527,-264.8896217743627,-26.666559677390012
2022-03-11,-291.5561814517527,-264.8896217743627,-26.666559677390012
2022-03-14,-291.5561814517527,-324.5245088711369,32.968327419384195
2022-03-15,-217.25718145184797,-250.2255088712321,32.96832741938414
2022-03-16,-225.24893145178345,-259.05737983890975,33.808448387126305
2022-03-17,-148.5466814518454,-182.52315403251987,33.97647258067448
2022-03-18,-85.68193145184726,-119.49037983897351,33.80844838712625
2022-03-21,-116.20493145185893,-150.0133798389852,33.808448387126276
2022-03-22,-126.62493145184948,-160.43337983897572,33.80844838712625
2022-03-23,-33.56693145175644,-67.37537983888272,33.80844838712628
2022-03-24,47.68706854819728,13.878620161071012,33.80844838712627
2022-03-25,60.54031854827243,26.563845967597942,33.97647258067449
2022-03-28,-8.549931451755493,-42.358379838881774,33.80844838712628
2022-03-29,78.24256854816949,44.43412016104321,33.808448387126276
2022-03-30,28.066794354572508,53.89323306422038,-25.826438709647874
2022-03-31,28.066794354572508,53.89323306422038,-25.826438709647874
2022-04-01,28.066794354572508,53.89323306422038,-25.826438709647874
2022-04-04,28.066794354572508,53.89323306422038,-25.826438709647874
2022-04-05,28.066794354572508,53.89323306422038,-25.826438709647874
2022-04-06,28.066794354572508,53.89323306422038,-25.826438709647874
2022-04-07,28.066794354572508,53.89323306422038,-25.826438709647874
2022-04-08,28.066794354572508,53.89323306422038,-25.826438709647874
2022-04-11,28.066794354572508,53.89323306422038,-25.826438709647874
2022-04-12,28.066794354572508,53.89323306422038,-25.826438709647874
2022-04-13,28.066794354572508,53.89323306422038,-25.826438709647874
2022-04-14,28.066794354572508,53.89323306422038,-25.826438709647874
2022-04-18,28.066794354572508,53.89323306422038,-25.826438709647874
2022-04-19,28.066794354572508,53.89323306422038,-25.826438709647874
2022-04-20,28.066794354572508,53.89323306422038,-25.826438709647874
2022-04-21,28.066794354572508,53.89323306422038,-25.826438709647874
2022-04-22,28.066794354572508,53.89323306422038,-25.826438709647874
2022-04-25,28.066794354572508,53.89323306422038,-25.826438709647874
2022-04-26,28.066794354572508,53.89323306422038,-25.826438709647874
2022-04-27,28.066794354572508,53.89323306422038,-25.826438709647874
2022-04-28,28.066794354572508,53.89323306422038,-25.826438709647874
2022-04-29,28.066794354572508,53.89323306422038,-25.826438709647874
2022-05-02,28.066794354572508,53.89323306422038,-25.826438709647874
2022-05-03,28.066794354572508,53.89323306422038,-25.826438709647874
2022-05-04,28.066794354572508,53.89323306422038,-25.826438709647874
2022-05-05,28.066794354572508,53.89323306422038,-25.826438709647874
2022-05-06,28.066794354572508,53.89323306422038,-25.826438709647874
2022-05-09,28.066794354572508,53.89323306422038,-25.826438709647874
2022-05-10,28.066794354572508,53.89323306422038,-25.826438709647874
2022-05-11,28.066794354572508,53.89323306422038,-25.826438709647874
2022-05-12,28.066794354572508,53.89323306422038,-25.826438709647874
2022-05-13,28.066794354572508,53.89323306422038,-25.826438709647874
2022-05-16,28.066794354572508,53.89323306422038,-25.826438709647874
2022-05-17,28.066794354572508,53.89323306422038,-25.826438709647874
2022-05-18,28.066794354572508,53.89323306422038,-25.826438709647874
2022-05-19,28.066794354572508,53.89323306422038,-25.826438709647874
2022-05-20,28.066794354572508,53.89323306422038,-25.826438709647874
2022-05-23,28.066794354572508,53.89323306422038,-25.826438709647874
2022-05-24,28.066794354572508,53.89323306422038,-25.826438709647874
2022-05-25,28.066794354572508,53.89323306422038,-25.826438709647874
2022-05-26,28.066794354572508,53.89323306422038,-25.826438709647874
2022-05-27,28.066794354572508,53.89323306422038,-25.826438709647874
2022-05-31,28.066794354572508,53.89323306422038,-25.826438709647874
2022-06-01,28.066794354572508,53.89323306422038,-25.826438709647874
2022-06-02,28.066794354572508,53.89323306422038,-25.826438709647874
2022-06-03,28.066794354572508,53.89323306422038,-25.826438709647874
2022-06-06,28.066794354572508,53.89323306422038,-25.826438709647874
2022-06-07,28.066794354572508,53.89323306422038,-25.826438709647874
2022-06-08,28.066794354572508,-7.9147669357796175,35.981561290352126
2022-06-09,-50.414205645454814,-86.39576693580693,35.98156129035212
2022-06-10,-321.3242056453191,-357.30576693567116,35.98156129035203
2022-06-13,-346.37120564531625,-382.3527669356681,35.98156129035186
2022-06-14,-422.29420564534644,-458.27576693569813,35.98156129035169
2022-06-15,-447.28620564535595,-483.26776693570696,35.98156129035101
2022-06-16,-541.0412056453686,-577.0227669357204,35.981561290351806
2022-06-17,-568.8262056454424,-604.8077669357938,35.98156129035135
