,engine_mtm_per_unit
2021-08-05,-281.7771250001327
2021-08-06,-281.7771250001327
2021-08-09,-281.7771250001327
2021-08-10,-281.7771250001327
2021-08-11,-281.7771250001327
2021-08-12,-281.7771250001327
2021-08-13,-281.7771250001327
2021-08-16,-281.7771250001327
2021-08-17,-281.7771250001327
2021-08-18,-281.7771250001327
2021-08-19,-281.7771250001327
2021-08-20,-281.7771250001327
2021-08-23,-281.7771250001327
2021-08-24,-281.7771250001327
2021-08-25,-281.7771250001327
2021-08-26,-281.7771250001327
2021-08-27,-281.7771250001327
2021-08-30,-281.7771250001327
2021-08-31,-281.7771250001327
2021-09-01,-281.7771250001327
2021-09-02,-281.7771250001327
2021-09-03,-344.2821250001351
2021-09-07,-375.53212500028434
2021-09-08,-375.53212500028434
2021-09-09,-375.53212500028434
2021-09-10,-250.52712500016113
2021-09-13,-250.52712500016113
2021-09-14,-287.3331250001276
2021-09-15,-328.99812500026735
2021-09-16,-360.248125000239
2021-09-17,-333.857125000263
2021-09-20,-323.4421250002724
2021-09-21,-323.4421250002724
2021-09-22,-323.4421250002724
2021-09-23,-354.69212500024406
2021-09-24,-323.4421250002724
2021-09-27,-323.4421250002724
2021-09-28,-313.0246250002819
2021-09-29,-323.4421250002724
2021-09-30,-301.9176250001144
2021-10-01,-325.66452500028305
2021-10-04,-338.7236250002586
2021-10-05,-297.74812500029583
2021-10-06,-297.74812500029583
2021-10-07,-317.89112500009986
2021-10-08,-307.47362500010934
2021-10-11,-266.49812500014656
2021-10-12,-297.74812500029583
2021-10-13,-297.74812500029583
2021-10-14,-276.22362500013776
2021-10-15,-307.47362500010934
2021-10-18,-266.49812500014656
2021-10-19,-244.97362500016618
2021-10-20,-213.7236250001946
2021-10-21,-234.55612500017565
2021-10-22,-203.30612500020408
2021-10-25,-234.55612500017565
2021-10-26,-234.55612500017565
2021-10-27,-244.97362500016618
2021-10-28,-304.38572983891373
2021-10-29,-304.38572983891373
2021-11-01,-304.38572983891373
2021-11-02,-304.38572983891373
2021-11-03,-304.38572983891373
2021-11-04,-304.38572983891373
2021-11-05,-304.38572983891373
2021-11-08,-304.38572983891373
2021-11-09,-304.38572983891373
2021-11-10,-304.38572983891373
2021-11-11,-304.38572983891373
2021-11-12,-304.38572983891373
2021-11-15,-304.38572983891373
2021-11-16,-304.38572983891373
2021-11-17,-304.38572983891373
2021-11-18,-304.38572983891373
2021-11-19,-304.38572983891373
2021-11-22,-304.38572983891373
2021-11-23,-304.38572983891373
2021-11-24,-304.38572983891373
2021-11-26,-304.38572983891373
2021-11-29,-304.38572983891373
2021-11-30,-304.38572983891373
2021-12-01,-304.38572983891373
2021-12-02,-304.38572983891373
2021-12-03,-304.38572983891373
2021-12-06,-304.38572983891373
2021-12-07,-341.1942298388507
2021-12-08,-236.327229838946
2021-12-09,-262.718229838922
2021-12-10,-236.327229838946
2021-12-13,-403.51500403248104
2021-12-14,-403.51500403248104
2021-12-15,-403.51500403248104
2021-12-16,-403.51500403248104
2021-12-17,-403.51500403248104
2021-12-20,-403.51500403248104
2021-12-21,-403.51500403248104
2021-12-22,-403.51500403248104
2021-12-23,-403.51500403248104
2021-12-27,-403.51500403248104
2021-12-28,-403.51500403248104
2021-12-29,-403.51500403248104
2021-12-30,-403.51500403248104
2021-12-31,-403.51500403248104
2022-01-03,-403.51500403248104
2022-01-04,-444.84645564541273
2022-01-05,-444.84645564541273
2022-01-06,-444.84645564541273
2022-01-07,-444.84645564541273
2022-01-10,-444.84645564541273
