date,pnl_gross,pnl_net,realized_basis,realized_turn,policy,spread_reprice,residual,costs,position,sr3_symbol,signal_bp
2021-05-27,0.0,0.0,-7.358729012425791e-05,0.0,-0.44806451613059095,0.44813810671481047,-3.2940952604532114e-09,0.0,1,SR3H21,-0.5548514033970801
2021-05-28,0.0,-36.46,-7.726676440594077e-05,0.0,-0.5376774193567149,0.5377546949053051,-8.784184331311895e-09,-36.46,0,SR3H21,-0.3036137891338355
2021-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3H21,-0.37989957885667125
2021-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3H21,-0.1929270702297875
2021-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3M21,0.301297924137054
2021-06-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3M21,0.3929610406208053
2021-06-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3M21,0.057795998269004084
2021-06-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3M21,0.30777823051885905
2021-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3M21,-0.02738683114626182
2021-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3M21,0.30777823051885905
2021-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3M21,0.0712851712153021
2021-06-14,0.0,-59.550875,0.0,0.0,0.0,0.0,0.0,-59.550875,1,SR3M21,-2.4836246678377116
2021-06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,SR3M21,-2.4836246678377116
2021-06-16,-110.75024999998809,-110.75024999998809,0.0,0.0,79.44969262204037,-190.19994268832068,6.629221143555908e-08,0.0,1,SR3M21,-5.7828505273524575
2021-06-17,0.6894999999993718,0.6894999999993718,5.438152878561343,0.0,-96.47877116130196,91.73011837791051,-9.517052218521727e-08,0.0,1,SR3M21,-3.2599786130610275
2021-06-18,-5.206249999995265,-5.206249999995265,1.6061831732770704,0.0,-59.58967508993379,52.7772418300964,8.656505615656229e-08,0.0,1,SR3M21,-1.755303701886367
2021-06-21,30.55799999997221,30.55799999997221,0.18392875244842635,0.0,9.08192307691509,21.292148171706803,-1.0981073980675924e-09,0.0,1,SR3M21,-1.6818343694449465
2021-06-22,37.84024999996558,37.84024999996558,0.06344846406516197,0.0,84.83639068434164,-47.05958911950921,-2.8932008289128675e-08,0.0,1,SR3M21,-3.382732218368225
2021-06-23,-31.941999999970946,-31.941999999970946,2.6017796982791968,0.0,9.993083333324382,-44.53686303341324,1.8387153119525657e-09,0.0,1,SR3M21,-3.858189919450668
2021-06-24,5.208749999995263,5.208749999995263,3.376838672422642,0.0,0.30384374999985087,1.528067585258838,-7.686067858558854e-09,0.0,1,SR3M21,-3.83370016389384
2021-06-25,-62.49999999994316,-62.49999999994316,3.4175234773982375,0.0,-0.3968571428566117,-65.520666352794,1.8309209599831622e-08,0.0,1,SR3M21,-4.565907933014864
2021-06-28,62.49999999994316,62.49999999994316,12.664275415166099,0.0,-1.38899999999817,51.22472457782992,6.9453136089525636e-09,0.0,1,SR3M21,-3.9831035281830633
2021-06-29,-46.184249999958,-46.184249999958,3.5905621838387343,0.0,41.631878567854,-91.40669073737624,-1.4274497320276858e-08,0.0,1,SR3M21,-5.318121841824682
2021-06-30,87.8517499999201,87.8517499999201,5.820552961588628,0.0,-93.6402796476584,175.67147669898753,-1.2997652357182865e-08,0.0,1,SR3M21,-1.1155045515501703
2021-07-01,-62.49999999994316,-62.49999999994316,1.065649430237025,0.0,-376.25614785503717,312.6904983450587,7.979828606230477e-08,0.0,1,SR3M21,7.627127994319354
2021-07-02,0.0,0.0,-16.02953078184569,0.0,378.75909405094535,-362.7295631988262,-7.027344750554221e-08,0.0,1,SR3M21,-1.4512347400010244
2021-07-06,-9.725499999991156,-9.725499999991156,7.709637408701356,0.0,42.558683168195174,-59.99382058145852,4.570835390738104e-09,0.0,1,SR3M21,-2.52409793647403
2021-07-07,0.0,0.0,3.995131369683401,0.0,0.0,-3.9951313608991947,-8.784206251277737e-09,0.0,1,SR3M21,-2.514147125142099
2021-07-08,9.725499999991156,9.725499999991156,4.052204660831387,0.0,-42.563453955257174,48.23674929020359,4.213352791659908e-09,0.0,1,SR3M21,-1.391529566563409
2021-07-09,-31.24999999997158,-31.24999999997158,2.095020897422903,0.0,4.934719299853896e-13,-33.345020915882785,1.848780968594088e-08,0.0,1,SR3M21,-1.725553906116983
2021-07-12,0.0,0.0,7.756182050468532,0.0,-4.934719299853896e-13,-7.756182021919347,-2.854869176616148e-08,0.0,1,SR3M21,-1.6915539872364487
2021-07-13,-40.975499999962736,-40.975499999962736,2.7047298982924883,0.0,42.559878355001715,-86.24010828290383,2.9646892538148784e-08,0.0,1,SR3M21,-3.042858658412677
2021-07-14,31.252499999971576,31.252499999971576,5.408721768265269,0.0,-52.28846655961712,78.13224480230386,-1.0980431114360201e-08,0.0,1,SR3M21,-1.6688875153861258
2021-07-15,41.664999999962106,41.664999999962106,2.7905943797515778,0.0,-3.431172013179662e-13,38.87440561546151,4.749361473543878e-09,0.0,1,SR3M21,-1.2140370764553354
2021-07-16,0.0,0.0,1.827509779769778,0.0,0.0,-1.8275097753776317,-4.392146202292224e-09,0.0,1,SR3M21,-1.2459044133600996
2021-07-19,-93.74999999991473,-93.74999999991473,5.572387253824883,0.0,0.0,-99.32238725539992,1.6603006885995697e-09,0.0,1,SR3M21,-2.1317365079292623
2021-07-20,31.252499999971576,31.252499999971576,3.5699764507207687,0.0,-52.289488488313225,79.97201206501472,-2.7450690512353937e-08,0.0,1,SR3M21,-0.7579826743417867
2021-07-21,62.49999999994316,21.17849999994315,0.643977929223969,0.0,-1.503547286674234e-13,61.85602201216683,5.85525082502647e-08,-41.32150000000001,0,SR3M21,-0.24692800514010735
2021-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3M21,-0.23581151993968708
2021-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3M21,-0.49395106536208117
2021-07-26,0.0,-36.112750000000005,0.0,0.0,0.0,0.0,0.0,-36.112750000000005,1,SR3M21,-2.07213576861043
2021-07-27,93.75249999991473,57.63974999991473,4.059972618537105,0.0,-52.289437883737605,141.98196523511135,3.000388726914771e-08,-36.112750000000005,0,SR3M21,-0.19808667995437323
2021-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3M21,-0.18661304328308578
2021-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3M21,0.07483197642318982
2021-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3M21,0.018990584047790096
2021-08-02,0.0,-25.69525,0.0,0.0,0.0,0.0,0.0,-25.69525,1,SR3M21,-1.6431052371374997
2021-08-03,10.417499999990525,-15.277750000009476,-0.5862138543819353,0.0,-59.36951407573187,70.37322794108437,-1.0980034631513647e-08,-25.69525,0,SR3M21,-0.17974743540325366
2021-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3M21,-0.16693908395070417
2021-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3M21,-0.4041006060608475
2021-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3M21,-0.4137897372424353
2021-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3M21,-0.37367738487956786
2021-08-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3M21,-0.6102749746534449
2021-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3M21,-0.5969042063340436
2021-08-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3M21,-0.08359516232903264
2021-08-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3M21,-0.09857443931427937
2021-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3M21,-0.3058546972550679
2021-08-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3M21,-0.3465210435999293
2021-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3M21,-0.13721751240839233
2021-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3M21,-0.6696608137065813
2021-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3M21,-0.39479769709221724
2021-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3M21,-0.5690733556577068
2021-08-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3M21,-0.5438419464295383
2021-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3M21,-0.5186105375887055
2021-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3M21,-0.24340922519837196
2021-08-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3M21,-0.22652764394457825
2021-08-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3M21,-0.3253392336491097
2021-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3M21,-0.12850116866662267
2021-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3U21,0.42796016604647896
2021-09-02,0.0,-59.56767741935484,0.0,0.0,0.0,0.0,0.0,-59.56767741935484,1,SR3U21,-1.909306821832973
2021-09-03,-62.19135483871233,-62.19135483871233,0.0,0.0,8.255556933029853,-70.44691182225154,5.050935286410319e-08,0.0,1,SR3U21,-2.9641965154906043
2021-09-07,-31.250000000149214,-31.250000000149214,0.0,0.0,1.7348622538548852e-13,-31.2500000184596,1.8310211941097168e-08,0.0,1,SR3U21,-3.2141632853092386
2021-09-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,SR3U21,-3.2141632853092386
2021-09-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,SR3U21,-3.2141632853092386
2021-09-10,124.69135483883312,124.69135483883312,0.0,0.0,-8.259573580483693,132.95092842976243,-1.0445609723422793e-08,0.0,1,SR3U21,-1.7295513607616404
2021-09-13,0.0,0.0,0.0,0.0,-2.3902546608667306e-13,2.3131496718065137e-13,7.710498904698223e-15,0.0,1,SR3U21,-1.7295513607616404
2021-09-14,-36.805999999966524,-36.805999999966524,0.0,0.0,3.6041236110434625,-40.41012359545917,-1.55508185679808e-08,0.0,1,SR3U21,-2.365279802496509
2021-09-15,-41.66500000013974,-41.66500000013974,0.0,0.0,-5.782874179516284e-14,-41.66500000180077,1.6610834190212656e-09,0.0,1,SR3U21,-2.8652117986668943
2021-09-16,-31.24999999997158,-31.24999999997158,1.5597725407969811,0.0,-5.782874179516284e-14,-32.80977250984523,-3.092326949129299e-08,0.0,1,SR3U21,-3.1421077933054344
2021-09-17,26.390999999975996,26.390999999975996,1.9243370468529504,0.0,-14.063935358574328,38.53059830510932,6.5880504357407326e-09,0.0,1,SR3U21,-2.339951160081932
2021-09-20,10.414999999990528,10.414999999990528,3.1574145408108656,0.0,10.457678906374573,-3.200093472628153,2.5433241896840702e-08,0.0,1,SR3U21,-2.4275959472025557
2021-09-21,0.0,0.0,1.0896786868434816,0.0,-5.782874179516284e-14,-1.0896786692750118,-1.756841196132175e-08,0.0,1,SR3U21,-2.403098352607227
2021-09-22,0.0,0.0,1.10249845187314,0.0,0.0,-1.1024984782257579,2.6352617865654793e-08,0.0,1,SR3U21,-2.378600758689362
2021-09-23,-31.24999999997158,-31.24999999997158,1.115623455155354,0.0,-5.782874179516284e-14,-32.36562341102743,-4.409944507245734e-08,0.0,1,SR3U21,-2.6040668660225523
2021-09-24,31.24999999997158,31.24999999997158,1.505579584081592,0.0,3.0839881455031974e-11,29.744420402504176,1.3354970097453452e-08,0.0,1,SR3U21,-2.3027976044805674
2021-09-27,0.0,0.0,3.428490363039695,0.0,1.6346257680766031e-12,-3.428490330100517,-3.294081223348399e-08,0.0,1,SR3U21,-2.230285520492989
2021-09-28,10.417499999990525,10.417499999990525,1.186232512218055,0.0,9.561018643466924e-13,9.231267424086141,6.368537243771299e-08,0.0,1,SR3U21,-2.206114854530691
2021-09-29,-10.417499999990525,-10.417499999990525,1.2014406436755207,0.0,1.2953638162116477e-12,-11.618940594256314,-4.941102795154351e-08,0.0,1,SR3U21,-2.1819441884435387
2021-09-30,21.838145161448097,21.838145161448097,1.2170437910212148,0.0,1.048146078184045,19.572955265355517,2.6887318829715845e-08,0.0,1,SR3U21,-1.3874932528764277
2021-10-01,-24.060545161458705,-24.060545161458705,0.8224178711672449,0.0,-4.967859945021193,-19.91510306730549,-2.0299266406675898e-08,0.0,1,SR3U21,-2.257170748835583
2021-10-04,-9.411854838701117,-9.411854838701117,-1.2583254262741108,0.0,3.6629803933324094,-11.816509813624185,7.86476818392945e-09,0.0,1,SR3U21,-1.559329544055297
2021-10-05,40.661854838672696,40.661854838672696,1.3021428473941437,0.0,-0.6760911924204525,40.035803186992986,-3.29398444810825e-09,0.0,1,SR3U21,-1.2920075194093714
2021-10-06,0.0,0.0,0.8797441687223746,0.0,2.891437089758142e-13,-0.879744199467139,3.074447525730495e-08,0.0,1,SR3U21,-1.2749907605903215
2021-10-07,-19.829354838514007,-19.829354838514007,0.8923119528983157,0.0,1.0479544995613974,-21.7696212726636,-1.8310121779885336e-08,0.0,1,SR3U21,-1.258312476460606
2021-10-08,10.417499999990525,10.417499999990525,0.9058515761670507,0.0,0.8333999999995613,8.678248420529847,3.294066047709876e-09,0.0,1,SR3U21,-1.1727720597267048
2021-10-11,40.661854838672696,40.661854838672696,3.6766743649607747,0.0,0.6883131906833686,36.296867268754184,1.4274368740782136e-08,0.0,1,SR3U21,-0.8584304517369166
2021-10-12,-31.250000000149214,-31.250000000149214,0.0,0.0,0.0,-31.249999961362096,-3.8787117269803885e-08,0.0,1,SR3U21,-1.1083972215891533
2021-10-13,0.0,0.0,0.9759660618131188,0.0,3.4697245077097705e-13,-0.9759660903620991,2.854863331847035e-08,0.0,1,SR3U21,-1.0923881640033228
2021-10-14,21.838145161448097,21.838145161448097,0.9914576138104862,0.0,1.047952629628659,19.798734925160375,-7.151423717099981e-09,0.0,1,SR3U21,-0.8267492585359941
2021-10-15,-31.24999999997158,-31.24999999997158,0.5040874025888549,0.0,0.5787499999999169,-32.3328374254402,2.2879846794943148e-08,0.0,1,SR3U21,-1.2180144340467662
2021-10-18,40.661854838672696,40.661854838672696,3.0739451522670063,0.0,0.7904430686812542,36.79746662650838,-8.783947362936865e-09,0.0,1,SR3U21,-1.0704302511266846
2021-10-19,21.83814516127046,21.83814516127046,0.5381291862665595,0.0,1.0477634425014397,20.25225254422364,-1.1721178139190158e-08,0.0,1,SR3U21,-0.803061568558426
2021-10-20,31.24999999997158,31.24999999997158,2.7476364524262573,0.0,0.8013461538459544,27.701017397912835,-4.213467519331715e-09,0.0,1,SR3U21,-0.5573324655195162
2021-10-21,-20.832499999981053,-20.832499999981053,2.2386495228993337,0.0,0.8681249999997888,-23.939274528191785,5.311608805569357e-09,0.0,1,SR3U21,-0.8115460985622561
2021-10-22,31.24999999997158,31.24999999997158,2.847550585437491,0.0,6.361161597467913e-13,28.402449403374725,1.1158727830640203e-08,0.0,1,SR3U21,-0.5470780354524187
2021-10-25,-31.24999999997158,-31.24999999997158,-1.2779940951655224,0.0,2.139663446421025e-12,-29.972005883767128,-2.1041065861870933e-08,0.0,1,SR3U21,-0.7448831052558941
2021-10-26,0.0,0.0,1.5354762867773701,0.0,1.0409173523129311e-12,-1.5354762922685508,5.4901397039675e-09,0.0,1,SR3U21,-0.738483361406881
2021-10-27,-10.417499999990525,-10.417499999990525,0.192396494340559,0.0,1.2144035776984197e-12,-10.60989651299876,1.866646266723837e-08,0.0,1,SR3U21,-0.7210945933082977
2021-10-28,41.667499999962104,0.15557258060727008,0.19632296008658887,0.0,2.0834999999995394,39.38767705506979,-1.5193808128310948e-08,-41.51192741935483,0,SR3U21,-0.45373444678235014
2021-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3U21,-0.18157355835055838
2021-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3U21,-0.7880267924390219
2021-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3U21,-0.5396368456230792
2021-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3U21,-0.02384616372839787
2021-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3U21,-0.13348470466816925
2021-11-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3U21,0.23167111550606626
2021-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3U21,-0.21981965164580705
2021-11-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3U21,0.046302871415875656
2021-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3U21,-0.43748716732799636
2021-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3U21,-0.40518483024355073
2021-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3U21,-0.07545931219747601
2021-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3U21,-0.0342563463886555
2021-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3U21,-0.07162646525252442
2021-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3U21,-0.10899658374809985
2021-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3U21,-0.14636670176890335
2021-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3U21,-0.35527941787047307
2021-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3U21,-0.31722904505007227
2021-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3U21,-0.30454559657852315
2021-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3U21,-0.041892302629512795
2021-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3U21,-0.07319217960719303
2021-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3U21,-0.27616425511878295
2021-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3U21,-0.23834656804487855
2021-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3U21,-0.378087099278387
2021-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3Z21,-1.2854179584101784
2021-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3Z21,-1.0828789903968155
2021-12-06,0.0,-59.9821370967742,0.0,0.0,0.0,0.0,0.0,-59.9821370967742,1,SR3Z21,-1.582804880371388
2021-12-07,-37.30137096767936,-37.30137096767936,0.0,0.0,25.59162754325357,-62.89299854936347,3.843053979571499e-08,0.0,1,SR3Z21,-2.1129559755825262
2021-12-08,105.18064516119466,105.18064516119466,0.0,0.0,-31.02295576566489,136.20360100354236,-7.668281439850022e-08,0.0,1,SR3Z21,-0.8026916137344672
2021-12-09,-26.547822580621016,-26.547822580621016,0.0,0.0,15.509766297563555,-42.05758897371243,9.552785621228055e-08,0.0,1,SR3Z21,-1.3328427072722582
2021-12-10,26.547822580621016,26.547822580621016,0.0,0.0,-15.5106343306818,42.05845700683079,-9.5527976206349e-08,0.0,1,SR3Z21,-0.7526988280700679
2021-12-13,-47.04427419353425,-107.02641129030846,0.0,0.0,-48.98697783796925,1.9427036006925391,4.374245843677494e-08,-59.9821370967742,0,SR3Z21,0.10235221066460148
2021-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3Z21,-1.2223871696797934
2021-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3Z21,-1.2526216316950578
2021-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3Z21,-0.7912202703721533
2021-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3Z21,0.5183049820078953
2021-12-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3Z21,0.39454843381138366
2021-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3Z21,0.392159186288459
2021-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3Z21,0.6507227011057038
2021-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3Z21,-0.9758419356309164
2021-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3Z21,-0.6520298276606779
2021-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3Z21,0.991234910434711
2021-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3Z21,-0.8857942007902757
2021-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3Z21,-0.8776937634278511
2021-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3Z21,-1.0013672775252331
2022-01-03,0.0,-36.29197580645162,0.0,0.0,0.0,0.0,0.0,-36.29197580645162,-1,SR3Z21,2.074344255951593
2022-01-04,30.916451612875107,-5.37552419357651,5.343455888751243,0.0,-74.82685979312049,100.39985551285238,4.391972813211353e-09,-36.29197580645162,0,SR3Z21,-0.18412444434035286
2022-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3Z21,-0.1744640240614022
2022-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3Z21,-0.41476582121179273
2022-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3Z21,-0.4907758019562913
2022-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3Z21,-0.14035269753073606
2022-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3Z21,-0.19713246259939404
2022-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3Z21,0.06375158296108346
2022-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3Z21,0.07467187059560036
2022-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3Z21,0.06138375822090614
2022-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3Z21,-0.3368068587812518
2022-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3Z21,-0.32548972087860806
2022-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3Z21,0.1857564810421103
2022-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3Z21,-0.26111582557509977
2022-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3Z21,0.5837281903311559
2022-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3Z21,0.33185959131477827
2022-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3Z21,-0.22666871564326269
2022-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3Z21,0.021397834631667653
2022-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3Z21,0.06371013975197032
2022-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3Z21,-0.13250186883529352
2022-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3Z21,-0.11851820686693258
2022-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3Z21,-0.10453454443292029
2022-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3Z21,-0.3405207591697349
2022-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SR3Z21,-1.082194766628199
