Dissemination Identifier,Original Dissemination Identifier,Action type,Event type,Event timestamp,Amendment indicator,Asset Class,Product name,Cleared,Mandatory clearing indicator,Execution Timestamp,Effective Date,Expiration Date,Maturity date of the underlier,Non-standardized term indicator,Platform identifier,Prime brokerage transaction indicator,Block trade election indicator,Large notional off-facility swap election indicator,Notional amount-Leg 1,Notional amount-Leg 2,Notional currency-Leg 1,Notional currency-Leg 2,Notional quantity-Leg 1,Notional quantity-Leg 2,Total notional quantity-Leg 1,Total notional quantity-Leg 2,Quantity frequency multiplier-Leg 1,Quantity frequency multiplier-Leg 2,Quantity unit of measure-Leg 1,Quantity unit of measure-Leg 2,Quantity frequency-Leg 1,Quantity frequency-Leg 2,Notional amount in effect on associated effective date-Leg 1,Notional amount in effect on associated effective date-Leg 2,Effective date of the notional amount-Leg 1,Effective date of the notional amount-Leg 2,End date of the notional amount-Leg 1,End date of the notional amount-Leg 2,Call amount,Call currency,Put amount,Put currency,Exchange rate,Exchange rate basis,First exercise date,Fixed rate-Leg 1,Fixed rate-Leg 2,Option Premium Amount,Option Premium Currency,Price,Price unit of measure,Spread-Leg 1,Spread-Leg 2,Spread currency-Leg 1,Spread currency-Leg 2,Strike Price,Strike price currency/currency pair,Post-priced swap indicator,Price currency,Price notation,Spread notation-Leg 1,Spread notation-Leg 2,Strike price notation,Fixed rate day count convention-leg 1,Fixed rate day count convention-leg 2,Floating rate day count convention-leg 1,Floating rate day count convention-leg 2,Floating rate reset frequency period-leg 1,Floating rate reset frequency period-leg 2,Floating rate reset frequency period multiplier-leg 1,Floating rate reset frequency period multiplier-leg 2,Other payment amount,Fixed rate payment frequency period-Leg 1,Floating rate payment frequency period-Leg 1,Fixed rate payment frequency period-Leg 2,Floating rate payment frequency period-Leg 2,Fixed rate payment frequency period multiplier-Leg 1,Floating rate payment frequency period multiplier-Leg 1,Fixed rate payment frequency period multiplier-Leg 2,Floating rate payment frequency period multiplier-Leg 2,Other payment type,Other payment currency,Settlement currency-Leg 1,Settlement currency-Leg 2,Settlement location,Collateralisation category,Custom basket indicator,Index factor,Underlier ID-Leg 1,Underlier ID-Leg 2,Underlier ID source-Leg 1,Underlying Asset Name,Underlying asset subtype or underlying contract subtype-Leg 1,Underlying asset subtype or underlying contract subtype-Leg 2,Embedded Option type,Option Type,Option Style,Package indicator,Package transaction price,Package transaction price currency,Package transaction price notation,Package transaction spread,Package transaction spread currency,Package transaction spread notation,Physical delivery location-Leg 1,Delivery Type,Unique Product Identifier,UPI FISN,UPI Underlier Name
1922501602000000101,,NEWT,TRAD,2026-02-02 01:32:50+00:00,,CR,,I,False,2026-02-02 01:32:50+00:00,2026-02-03,2030-12-20,,False,BBSF,False,True,,"30,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,0.00655,,,,,,False,,,3.0,,,A004,,,,,,,,493484.19000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZJJVPHDRWLD,NA/CDS Corp Idx,ITRAXX AUSTRALIA
1922566496000000201,1900518429000000101,CORR,,2026-02-02 01:42:21+00:00,,CR,,N,False,2026-01-28 00:46:13+00:00,2025-09-22,2030-12-20,2030-12-20,False,BILT,False,False,True,"4,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,False,,,,,,A004,,,,,,,,67601.26573,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZJJVPHDRWLD,NA/CDS Corp Idx,ITRAXX AUSTRALIA
1922566495000000101,1900528966000000101,CORR,,2026-02-02 01:42:22+00:00,,CR,,N,False,2026-01-28 00:45:59+00:00,2025-09-22,2030-12-20,2030-12-20,False,BILT,False,False,True,"6,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,False,,,,,,A004,,,,,,,,101402.35163,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZJJVPHDRWLD,NA/CDS Corp Idx,ITRAXX AUSTRALIA
1923042294000000101,,NEWT,TRAD,2026-02-02 03:06:08+00:00,,CR,,I,False,2026-02-02 03:06:08+00:00,2026-02-03,2030-12-20,,,TWSF,False,False,,"15,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,0.006735,,,,,,False,,,3.0,,,A004,,,,,,,,234313.94217,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZ1JC053T1T4,NA/CDS Corp Idx,ITRAXX ASIA EX-JAPAN IG
1923051234000000101,,NEWT,TRAD,2026-02-02 03:07:20+00:00,,CR,,I,False,2026-02-02 03:07:20+00:00,2026-02-03,2030-12-20,,,TWSF,False,False,,"8,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,0.00664,,,,,,False,,,3.0,,,A004,,,,,,,,128369.74176,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZJJVPHDRWLD,NA/CDS Corp Idx,ITRAXX AUSTRALIA
1923284132000000101,1806145281000000101,CORR,,2026-02-02 05:09:57+00:00,,CR,,N,False,2026-01-21 21:20:25+00:00,2026-02-04,2054-06-01,2054-06-01,True,BILT,False,False,False,"53,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,False,,,4.0,,,,,A004,,DAIL,,1.0,,,,,,,,,,,,,USD,,,,True,,,,,,,,OPET,,,False,,,,,,,,,QZWBC8GZ8TBN,NA/CDS Corp Oth,Basket
1930339371000000101,983229328000000101,CORR,,2026-02-02 05:15:19+00:00,,CR,,N,False,2025-11-05 22:58:00+00:00,2026-02-04,2054-06-01,2054-06-01,True,BILT,False,False,False,"35,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,False,,,4.0,,,,,A004,,DAIL,,1.0,,,,,,,,,,,,,USD,,,,True,,,,,,,,OPET,,,False,,,,,,,,,QZWBC8GZ8TBN,NA/CDS Corp Oth,Basket
1923429962000000101,,NEWT,TRAD,2026-02-02 06:33:32+00:00,,CR,,I,False,2026-02-02 06:33:32+00:00,2026-02-02,2030-12-20,,,BILT,False,False,True,"10,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,False,,,,,,A004,,,,,,,,158223.35000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZJJVPHDRWLD,NA/CDS Corp Idx,ITRAXX AUSTRALIA
1924792070000000101,,NEWT,TRAD,2026-02-02 07:39:29+00:00,,CR,,I,False,2026-02-02 07:39:29+00:00,2026-02-02,2030-12-20,,,XXXX,False,False,True,"10,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,False,,,,,,A004,,,,,,,,155537.73000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZ1JC053T1T4,NA/CDS Corp Idx,ITRAXX ASIA EX-JAPAN IG
1925449101000000201,,NEWT,TRAD,2026-02-02 08:05:13+00:00,,CR,,I,False,2026-02-02 08:05:13+00:00,2026-02-03,2030-12-20,,False,BBSF,False,True,,"8,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,0.00673,,,,,,False,,,3.0,,,A004,,,,,,,,125146.63108,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZ1JC053T1T4,NA/CDS Corp Idx,ITRAXX ASIA EX-JAPAN IG
1925709222000000101,,NEWT,TRAD,2026-02-02 08:10:33+00:00,,CR,,I,False,2026-02-02 08:10:33+00:00,2025-09-22,2030-12-20,2030-12-20,False,BILT,False,False,True,"10,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,False,,,,,,A004,,,,,,,,158894.95000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZ1JC053T1T4,NA/CDS Corp Idx,ITRAXX ASIA EX-JAPAN IG
1926793407000000301,,NEWT,TRAD,2026-02-02 08:53:07+00:00,,CR,,I,False,2026-02-02 08:53:07+00:00,2025-09-22,2030-12-20,,,BILT,False,False,True,"10,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,False,,,,,,A004,,,,,,,,160014.00000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZ1JC053T1T4,NA/CDS Corp Idx,ITRAXX ASIA EX-JAPAN IG
1929189661000000101,,NEWT,NOVA,2026-02-02 10:56:31+00:00,False,CR,,N,False,2026-02-02 10:56:31+00:00,2025-10-31,2065-04-17,,False,BILT,False,False,False,"150,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,False,,,,,,A004,,,,,,,,,MNTH,,,,1.0,,,,,,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZRH7M928VJ1,NA/CDS Corp Idx,CMBX.NA.BBB-
1929217190000000101,,NEWT,NOVA,2026-02-02 10:58:20+00:00,False,CR,,N,False,2026-02-02 10:58:20+00:00,2025-10-31,2065-04-17,,False,BILT,False,False,False,"100,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,False,,,,,,A004,,,,,,,,,MNTH,,,,1.0,,,,,,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZRH7M928VJ1,NA/CDS Corp Idx,CMBX.NA.BBB-
1929591498000000101,,NEWT,TRAD,2026-02-02 11:25:39+00:00,,CR,,N,False,2026-02-02 11:25:39+00:00,2025-09-22,2026-02-18,2030-12-20,False,BILT,False,False,True,"250,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,2026-02-18,0.01,,"2,500",USD,,,,,,,0.01,,False,,,,,3.0,A004,,,,,,,,,MNTH,,,,3.0,,,,,,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZ0WHZN406MJ,NA/CDS Idx Swt,NA/CDS Corp Idx
1929682145000000101,,NEWT,NOVA,2026-02-02 11:33:17+00:00,False,CR,,N,False,2026-02-02 11:33:17+00:00,2025-10-31,2065-04-17,,False,BILT,False,False,False,"60,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,False,,,,,,A004,,,,,,,,,MNTH,,,,1.0,,,,,,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZRH7M928VJ1,NA/CDS Corp Idx,CMBX.NA.BBB-
1929827247000000101,,NEWT,NOVA,2026-02-02 11:44:38+00:00,False,CR,,N,False,2026-02-02 11:44:38+00:00,2025-10-31,2065-04-17,,False,BILT,False,False,False,"50,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,False,,,,,,A004,,,,,,,,,MNTH,,,,1.0,,,,,,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZRH7M928VJ1,NA/CDS Corp Idx,CMBX.NA.BBB-
1929845069000000201,,NEWT,NOVA,2026-02-02 11:46:18+00:00,False,CR,,N,False,2026-02-02 11:46:18+00:00,2023-07-03,2065-04-17,,False,BILT,False,False,False,"40,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,False,,,,,,A004,,,,,,,,,MNTH,,,,1.0,,,,,,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZHBKJ2TZ8LR,NA/CDS Corp Idx,CMBX.NA.BBB-
1929974423000000101,,NEWT,NOVA,2026-02-02 11:56:39+00:00,False,CR,,N,False,2026-02-02 11:56:39+00:00,2025-10-31,2065-04-17,,False,BILT,False,False,False,"20,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,False,,,,,,A004,,,,,,,,,MNTH,,,,1.0,,,,,,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZRH7M928VJ1,NA/CDS Corp Idx,CMBX.NA.BBB-
1930102218000000101,,NEWT,TRAD,2026-02-02 12:07:51+00:00,,CR,,I,True,2026-02-02 12:07:51+00:00,2026-02-03,2030-12-20,,False,BBSF,False,False,,"50,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,0.004971,,,,,,False,,,3.0,,,A004,,,,,,,,1178536.99000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZN3HTTN5303,NA/CDS Corp Idx,CDX.NA.IG
1930113160000000101,,NEWT,TRAD,2026-02-02 12:08:36+00:00,,CR,,I,True,2026-02-02 12:08:36+00:00,2026-02-03,2030-12-20,,False,BBSF,False,False,,"9,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,0.01083524,,,,,,False,,,3.0,,,A004,,,,,,,,797411.34000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,0.99,,,,,,,,,,False,,,,,,,,,QZXXC1XXGN34,NA/CDS Corp Idx,CDX.NA.HY
1930120855000000301,,NEWT,TRAD,2026-02-02 12:09:41+00:00,,CR,,I,True,2026-02-02 12:09:41+00:00,2026-02-03,2030-12-20,,False,BBSF,False,False,,"30,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,0.01083775,,,,,,False,,,3.0,,,A004,,,,,,,,2665492.50000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,0.99,,,,,,,,,,False,,,,,,,,,QZXXC1XXGN34,NA/CDS Corp Idx,CDX.NA.HY
1930128457000000101,,NEWT,TRAD,2026-02-02 12:09:56+00:00,,CR,,I,True,2026-02-02 12:09:56+00:00,2026-02-03,2030-12-20,,,TWSF,False,False,,"34,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,0.00494333,,,,,,False,,,3.0,,,A004,,,,,,,,805674.94000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZN3HTTN5303,NA/CDS Corp Idx,CDX.NA.IG
1930136929000000101,,NEWT,TRAD,2026-02-02 12:10:56+00:00,,CR,,I,True,2026-02-02 12:10:56+00:00,2026-02-03,2030-12-20,,False,BBSF,False,False,,"10,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,0.010838,,,,,,False,,,3.0,,,A004,,,,,,,,888745.00000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,0.99,,,,,,,,,,False,,,,,,,,,QZXXC1XXGN34,NA/CDS Corp Idx,CDX.NA.HY
1930144003000000101,,NEWT,TRAD,2026-02-02 12:11:42+00:00,,CR,,I,True,2026-02-02 12:11:42+00:00,2026-02-03,2030-12-20,,False,BBSF,False,False,,"150,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,0.004948,,,,,,False,,,3.0,,,A004,,,,,,,,3551268.70000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZN3HTTN5303,NA/CDS Corp Idx,CDX.NA.IG
1930150974000000101,,NEWT,TRAD,2026-02-02 12:12:08+00:00,,CR,,I,True,2026-02-02 12:12:08+00:00,2026-02-03,2030-12-20,,False,BBSF,False,False,,"50,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,0.004954,,,,,,False,,,3.0,,,A004,,,,,,,,1182394.60000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZN3HTTN5303,NA/CDS Corp Idx,CDX.NA.IG
1930159076000000201,,NEWT,TRAD,2026-02-02 12:13:05+00:00,,CR,,I,True,2026-02-02 12:13:05+00:00,2026-02-03,2030-12-20,,False,BBSF,False,False,,"50,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,0.004955,,,,,,False,,,3.0,,,A004,,,,,,,,1182167.67000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZN3HTTN5303,NA/CDS Corp Idx,CDX.NA.IG
1930166958000000101,,NEWT,TRAD,2026-02-02 12:13:17+00:00,,CR,,I,True,2026-02-02 12:13:17+00:00,2026-02-03,2030-12-20,,False,BBSF,False,False,,"8,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,0.0049565,,,,,,False,,,3.0,,,A004,,,,,,,,189092.95358,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZN3HTTN5303,NA/CDS Corp Idx,CDX.NA.IG
1930166959000000201,,NEWT,TRAD,2026-02-02 12:13:22+00:00,,CR,,I,False,2026-02-02 12:13:22+00:00,2026-02-03,2030-12-20,,False,BBSF,False,False,,"20,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,0.00988075,,,,,,False,,,3.0,,,A004,,,,,,,,214611.11000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZ1VHXZP8T9T,NA/CDS Corp Idx,CDX.EM
1930185952000000101,,NEWT,TRAD,2026-02-02 12:14:58+00:00,,CR,,I,True,2026-02-02 12:14:58+00:00,2026-02-03,2030-12-20,,False,BBSF,False,False,,"50,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,0.00495222,,,,,,False,,,3.0,,,A004,,,,,,,,1182798.54000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZN3HTTN5303,NA/CDS Corp Idx,CDX.NA.IG
1930194609000000101,,NEWT,TRAD,2026-02-02 12:15:19+00:00,,CR,,I,True,2026-02-02 12:15:19+00:00,2026-02-03,2030-12-20,,False,BBSF,False,False,,"100,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,0.004948,,,,,,False,,,3.0,,,A004,,,,,,,,2367512.47000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZN3HTTN5303,NA/CDS Corp Idx,CDX.NA.IG
1930203015000000101,,NEWT,TRAD,2026-02-02 12:15:51+00:00,,CR,,I,True,2026-02-02 12:15:51+00:00,2026-02-03,2030-12-20,,,TWSF,False,False,,"10,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,0.004948,,,,,,False,,,3.0,,,A004,,,,,,,,236751.25000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZN3HTTN5303,NA/CDS Corp Idx,CDX.NA.IG
1930210090000000101,,NEWT,TRAD,2026-02-02 12:16:40+00:00,,CR,,I,True,2026-02-02 12:16:40+00:00,2026-02-03,2030-12-20,,False,BBSF,False,False,,"150,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,0.0049487,,,,,,False,,,3.0,,,A004,,,,,,,,3550792.12000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZN3HTTN5303,NA/CDS Corp Idx,CDX.NA.IG
1930231405000000101,,NEWT,TRAD,2026-02-02 12:16:48+00:00,,CR,,I,False,2026-02-02 12:16:48+00:00,2025-09-22,2030-12-20,2030-12-20,False,TREU,False,False,False,"100,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,False,,,,,,A004,,,,,,,,,MNTH,,,,3.0,,,,,,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZN3HTTN5303,NA/CDS Corp Idx,CDX.NA.IG
1930223980000000101,,NEWT,TRAD,2026-02-02 12:17:47+00:00,,CR,,I,True,2026-02-02 12:17:47+00:00,2026-02-03,2030-12-20,,False,BBSF,False,False,,"3,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,0.01083825,,,,,,False,,,3.0,,,A004,,,,,,,,266697.75000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,0.99,,,,,,,,,,False,,,,,,,,,QZXXC1XXGN34,NA/CDS Corp Idx,CDX.NA.HY
1930223981000000201,,NEWT,TRAD,2026-02-02 12:18:03+00:00,,CR,,I,True,2026-02-02 12:18:03+00:00,2026-02-03,2030-12-20,,False,BBSF,False,True,,"50,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,0.010837,,,,,,False,,,3.0,,,A004,,,,,,,,4438775.00000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,0.99,,,,,,,,,,False,,,,,,,,,QZXXC1XXGN34,NA/CDS Corp Idx,CDX.NA.HY
1930236304000000101,,NEWT,TRAD,2026-02-02 12:18:43+00:00,,CR,,I,True,2026-02-02 12:18:43+00:00,2026-02-03,2030-12-20,,False,BBSF,False,False,,"5,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,0.0108381,,,,,,False,,,3.0,,,A004,,,,,,,,444422.00000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,0.99,,,,,,,,,,False,,,,,,,,,QZXXC1XXGN34,NA/CDS Corp Idx,CDX.NA.HY
1930253768000000101,,NEWT,TRAD,2026-02-02 12:19:53+00:00,,CR,,I,True,2026-02-02 12:19:53+00:00,2026-02-03,2030-12-20,,False,BBSF,False,False,,"100,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,0.0049337,,,,,,False,,,3.0,,,A004,,,,,,,,2374003.44000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZN3HTTN5303,NA/CDS Corp Idx,CDX.NA.IG
1930264233000000101,,NEWT,TRAD,2026-02-02 12:20:29+00:00,,CR,,I,True,2026-02-02 12:20:29+00:00,2026-02-03,2030-12-20,,False,BBSF,False,False,,"5,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,0.01084107,,,,,,False,,,3.0,,,A004,,,,,,,,445892.15000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,0.99,,,,,,,,,,False,,,,,,,,,QZXXC1XXGN34,NA/CDS Corp Idx,CDX.NA.HY
1930264234000000201,,NEWT,TRAD,2026-02-02 12:20:48+00:00,,CR,,I,True,2026-02-02 12:20:48+00:00,2026-02-03,2030-12-20,,False,BBSF,False,True,,"50,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,0.01084,,,,,,False,,,3.0,,,A004,,,,,,,,4453625.00000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,0.99,,,,,,,,,,False,,,,,,,,,QZXXC1XXGN34,NA/CDS Corp Idx,CDX.NA.HY
1930306771000000101,,NEWT,TRAD,2026-02-02 12:23:33+00:00,,CR,,I,True,2026-02-02 12:23:33+00:00,2026-02-03,2030-12-20,,False,BBSF,False,False,,"50,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,0.0049362,,,,,,False,,,3.0,,,A004,,,,,,,,1186434.30000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZN3HTTN5303,NA/CDS Corp Idx,CDX.NA.IG
1930317410000000101,,NEWT,TRAD,2026-02-02 12:24:16+00:00,,CR,,I,True,2026-02-02 12:24:16+00:00,2026-02-03,2030-12-20,,False,BBSF,False,True,,"50,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,0.01083975,,,,,,False,,,3.0,,,A004,,,,,,,,4452387.50000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,0.99,,,,,,,,,,False,,,,,,,,,QZXXC1XXGN34,NA/CDS Corp Idx,CDX.NA.HY
1930328568000000101,,NEWT,TRAD,2026-02-02 12:24:54+00:00,,CR,,I,True,2026-02-02 12:24:54+00:00,2026-02-03,2030-12-20,,False,BBSF,False,False,,"100,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,0.0049375,,,,,,False,,,3.0,,,A004,,,,,,,,2372278.49000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZN3HTTN5303,NA/CDS Corp Idx,CDX.NA.IG
1930339343000000101,,NEWT,TRAD,2026-02-02 12:25:46+00:00,,CR,,I,True,2026-02-02 12:25:46+00:00,2026-02-03,2030-12-20,,False,BBSF,False,False,,"20,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,0.010839,,,,,,False,,,3.0,,,A004,,,,,,,,1779470.00000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,0.99,,,,,,,,,,False,,,,,,,,,QZXXC1XXGN34,NA/CDS Corp Idx,CDX.NA.HY
1930339344000000201,,NEWT,TRAD,2026-02-02 12:25:50+00:00,,CR,,I,True,2026-02-02 12:25:50+00:00,2026-02-03,2030-12-20,,False,BBSF,False,False,,"30,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,0.010838,,,,,,False,,,3.0,,,A004,,,,,,,,2666235.00000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,0.99,,,,,,,,,,False,,,,,,,,,QZXXC1XXGN34,NA/CDS Corp Idx,CDX.NA.HY
1930349960000000101,,NEWT,TRAD,2026-02-02 12:26:41+00:00,,CR,,I,True,2026-02-02 12:26:41+00:00,2026-02-03,2030-12-20,,False,BBSF,False,False,,"6,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,0.004943,,,,,,False,,,3.0,,,A004,,,,,,,,142186.92000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZN3HTTN5303,NA/CDS Corp Idx,CDX.NA.IG
1930361114000001301,,NEWT,TRAD,2026-02-02 12:27:46+00:00,,CR,,I,True,2026-02-02 12:27:46+00:00,2026-02-03,2030-12-20,,False,BBSF,False,False,,"40,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,0.0049408,,,,,,False,,,3.0,,,A004,,,,,,,,948312.22000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZN3HTTN5303,NA/CDS Corp Idx,CDX.NA.IG
1930370474000000301,,NEWT,TRAD,2026-02-02 12:27:59+00:00,,CR,,I,True,2026-02-02 12:27:59+00:00,2026-02-03,2030-12-20,,False,BBSF,False,False,,"25,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,0.0049423,,,,,,False,,,3.0,,,A004,,,,,,,,592524.92000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZN3HTTN5303,NA/CDS Corp Idx,CDX.NA.IG
1930370478000000701,,NEWT,TRAD,2026-02-02 12:28:06+00:00,,CR,,I,True,2026-02-02 12:28:06+00:00,2026-02-03,2030-12-20,,,TWSF,False,False,,"11,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,0.01083826,,,,,,False,,,3.0,,,A004,,,,,,,,977903.53353,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,0.99,,,,,,,,,,False,,,,,,,,,QZXXC1XXGN34,NA/CDS Corp Idx,CDX.NA.HY
