Dissemination Identifier,Original Dissemination Identifier,Action type,Event type,Event timestamp,Amendment indicator,Asset Class,Product name,Cleared,Mandatory clearing indicator,Execution Timestamp,Effective Date,Expiration Date,Maturity date of the underlier,Non-standardized term indicator,Platform identifier,Prime brokerage transaction indicator,Block trade election indicator,Large notional off-facility swap election indicator,Notional amount-Leg 1,Notional amount-Leg 2,Notional currency-Leg 1,Notional currency-Leg 2,Notional quantity-Leg 1,Notional quantity-Leg 2,Total notional quantity-Leg 1,Total notional quantity-Leg 2,Quantity frequency multiplier-Leg 1,Quantity frequency multiplier-Leg 2,Quantity unit of measure-Leg 1,Quantity unit of measure-Leg 2,Quantity frequency-Leg 1,Quantity frequency-Leg 2,Notional amount in effect on associated effective date-Leg 1,Notional amount in effect on associated effective date-Leg 2,Effective date of the notional amount-Leg 1,Effective date of the notional amount-Leg 2,End date of the notional amount-Leg 1,End date of the notional amount-Leg 2,Call amount,Call currency,Put amount,Put currency,Exchange rate,Exchange rate basis,First exercise date,Fixed rate-Leg 1,Fixed rate-Leg 2,Option Premium Amount,Option Premium Currency,Price,Price unit of measure,Spread-Leg 1,Spread-Leg 2,Spread currency-Leg 1,Spread currency-Leg 2,Strike Price,Strike price currency/currency pair,Post-priced swap indicator,Price currency,Price notation,Spread notation-Leg 1,Spread notation-Leg 2,Strike price notation,Fixed rate day count convention-leg 1,Fixed rate day count convention-leg 2,Floating rate day count convention-leg 1,Floating rate day count convention-leg 2,Floating rate reset frequency period-leg 1,Floating rate reset frequency period-leg 2,Floating rate reset frequency period multiplier-leg 1,Floating rate reset frequency period multiplier-leg 2,Other payment amount,Fixed rate payment frequency period-Leg 1,Floating rate payment frequency period-Leg 1,Fixed rate payment frequency period-Leg 2,Floating rate payment frequency period-Leg 2,Fixed rate payment frequency period multiplier-Leg 1,Floating rate payment frequency period multiplier-Leg 1,Fixed rate payment frequency period multiplier-Leg 2,Floating rate payment frequency period multiplier-Leg 2,Other payment type,Other payment currency,Settlement currency-Leg 1,Settlement currency-Leg 2,Settlement location,Collateralisation category,Custom basket indicator,Index factor,Underlier ID-Leg 1,Underlier ID-Leg 2,Underlier ID source-Leg 1,Underlying Asset Name,Underlying asset subtype or underlying contract subtype-Leg 1,Underlying asset subtype or underlying contract subtype-Leg 2,Embedded Option type,Option Type,Option Style,Package indicator,Package transaction price,Package transaction price currency,Package transaction price notation,Package transaction spread,Package transaction spread currency,Package transaction spread notation,Physical delivery location-Leg 1,Delivery Type,Unique Product Identifier,UPI FISN,UPI Underlier Name
1981953682000000201,,NEWT,TRAD,2026-02-05 20:39:21+00:00,,CR,,I,True,2026-02-05 20:39:21+00:00,2026-02-06,2030-12-20,,False,BBSF,False,True,,"50,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,0.010789,,,,,,False,,,3.0,,,A004,,,,,,,,4221800.00000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,0.99,,,,,,,,,,False,,,,,,,,,QZXXC1XXGN34,NA/CDS Corp Idx,CDX.NA.HY
1981953681000000101,,NEWT,TRAD,2026-02-05 20:39:22+00:00,,CR,,I,True,2026-02-05 20:39:22+00:00,2026-02-06,2030-12-20,,,TWSF,False,False,,"130,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,0.0051354,,,,,,False,,,3.0,,,A004,,,,,,,,2972483.06339,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZN3HTTN5303,NA/CDS Corp Idx,CDX.NA.IG
1982199150000000101,,NEWT,TRAD,2026-02-05 20:39:41+00:00,,CR,,N,False,2026-02-05 20:39:41+00:00,2026-02-06,2056-12-15,,False,BILT,False,False,False,"5,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,False,,,,,,A004,,,,,,,,564166.67000,MNTH,,,,1.0,,,,UFRO,USD,USD,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZWHKZ6VH4Z9,NA/CDS Corp Idx,CMBX.NA.BBB-
1995347364000000101,,NEWT,TRAD,2026-02-05 20:40:00+00:00,,CR,,N,False,2026-02-05 20:40:00+00:00,2026-02-06,2056-12-15,,False,BILT,False,False,False,"5,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,False,,,,,,A004,,,,,,,,961111.11000,MNTH,,,,1.0,,,,UFRO,USD,USD,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZ01GZXXJCZ7,NA/CDS Corp Idx,CMBX.NA.BB
1994905974000000501,,NEWT,TRAD,2026-02-05 20:40:00+00:00,,CR,,N,False,2026-02-05 20:40:00+00:00,2026-02-06,2056-12-15,,False,BILT,False,False,False,"3,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,False,,,,,,A004,,,,,,,,576666.67200,MNTH,,,,1.0,,,,UFRO,USD,USD,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZ01GZXXJCZ7,NA/CDS Corp Idx,CMBX.NA.BB
1981954452000000101,,NEWT,TRAD,2026-02-05 20:40:26+00:00,,CR,,I,True,2026-02-05 20:40:26+00:00,2026-02-06,2030-12-20,,False,BBSF,False,True,,"250,000,000+",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,0.005131,,,,,,False,,,3.0,,,A004,,,,,,,,5721315.31000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZN3HTTN5303,NA/CDS Corp Idx,CDX.NA.IG
1981956499000000401,,NEWT,TRAD,2026-02-05 20:40:45+00:00,,CR,,I,True,2026-02-05 20:40:45+00:00,2026-02-06,2030-12-20,,False,BBSF,False,False,,"20,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,0.01079064,,,,,,False,,,3.0,,,A004,,,,,,,,1691967.20000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,0.99,,,,,,,,,,False,,,,,,,,,QZXXC1XXGN34,NA/CDS Corp Idx,CDX.NA.HY
1981956500000000501,,NEWT,TRAD,2026-02-05 20:40:48+00:00,,CR,,N,True,2026-02-05 20:40:48+00:00,2025-09-22,2030-12-20,,False,BMTF,False,False,False,"35,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,False,,,,,,A004,,,,,,,,800984.14000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZN3HTTN5303,NA/CDS Corp Idx,CDX.NA.IG
1996312604000001501,,NEWT,TRAD,2026-02-05 20:41:02+00:00,,CR,,N,False,2026-02-05 20:41:02+00:00,2026-02-05,2058-12-17,2058-12-17,False,BILT,False,False,False,"5,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,True,,,,,,A004,,,,,,,,632986.11000,,,,,,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZ6XBRVMH1Z2,NA/CDS Corp Idx,CMBX.NA.BB
1981959853000000101,,NEWT,TRAD,2026-02-05 20:41:21+00:00,,CR,,I,True,2026-02-05 20:41:21+00:00,2026-02-06,2030-12-20,,False,BBSF,False,False,,"6,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,0.01079129,,,,,,False,,,3.0,,,A004,,,,,,,,507976.26000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,0.99,,,,,,,,,,False,,,,,,,,,QZXXC1XXGN34,NA/CDS Corp Idx,CDX.NA.HY
1981966271000000101,,NEWT,TRAD,2026-02-05 20:41:39+00:00,,CR,,I,True,2026-02-05 20:41:39+00:00,2026-02-06,2030-12-20,,False,BBSF,False,False,,"130,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,0.005135,,,,,,False,,,3.0,,,A004,,,,,,,,2972731.96480,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZN3HTTN5303,NA/CDS Corp Idx,CDX.NA.IG
1981970171000000201,1981503551000000201,TERM,ETRM,2026-02-05 20:41:44+00:00,,CR,,N,,2026-02-05 18:56:52+00:00,2026-02-05,2065-04-17,,False,BILT,False,,False,"5,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,False,,,,,,,,,,,,,,771197.92000,,,,,,,,,UFRO,USD,USD,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZH9WCJNN89B,NA/CDS Corp Idx,CMBX.NA.BBB-
1996312593000000401,,NEWT,TRAD,2026-02-05 20:42:12+00:00,,CR,,N,False,2026-02-05 20:42:12+00:00,2026-02-05,2058-12-17,2058-12-17,False,BILT,False,False,False,"5,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,True,,,,,,A004,,,,,,,,636111.11000,,,,,,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZ6XBRVMH1Z2,NA/CDS Corp Idx,CMBX.NA.BB
1981970173000000401,,NEWT,TRAD,2026-02-05 20:42:15+00:00,,CR,,N,False,2026-02-05 20:42:15+00:00,2026-02-05,2058-12-17,,False,TPSE,False,False,,"5,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,93.375,,USD,,,,False,,,1.0,,,A004,,,,,,,,,MNTH,,,,1.0,,,,,,USD,,,,False,1.0,,,,,,,OTHR,,,False,,,,,,,,,QZD52C72WBB3,NA/CDS Corp Idx,CMBX.NA.BBB-
1982021115000000101,,NEWT,TRAD,2026-02-05 20:42:17+00:00,False,CR,,N,False,2026-02-05 20:42:17+00:00,2026-02-05,2065-04-17,,False,BILT,False,False,False,"3,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,False,,,,,,A004,,,,,,,,465999.99600,MNTH,,,,1.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZRH7M928VJ1,NA/CDS Corp Idx,CMBX.NA.BBB-
1981970175000000601,,NEWT,TRAD,2026-02-05 20:42:26+00:00,,CR,,N,False,2026-02-05 20:42:26+00:00,2026-02-05,2058-12-17,,False,TPSE,False,False,,"5,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,87.125,,USD,,,,False,,,1.0,,,A004,,,,,,,,,MNTH,,,,1.0,,,,,,USD,,,,False,1.0,,,,,,,OTHR,,,False,,,,,,,,,QZSG305BD4RQ,NA/CDS Corp Idx,CMBX.NA.BB
1981970174000000501,,NEWT,TRAD,2026-02-05 20:42:31+00:00,,CR,,I,True,2026-02-05 20:42:31+00:00,2026-02-06,2030-12-20,,,TWSF,False,False,,"5,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,0.0107915,,,,,,False,,,3.0,,,A004,,,,,,,,423417.05649,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,0.99,,,,,,,,,,False,,,,,,,,,QZXXC1XXGN34,NA/CDS Corp Idx,CDX.NA.HY
1981973733000000101,,NEWT,TRAD,2026-02-05 20:42:48+00:00,,CR,,I,True,2026-02-05 20:42:48+00:00,2026-02-06,2030-12-20,,False,BBSF,False,True,,"200,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,0.005136,,,,,,False,,,3.0,,,A004,,,,,,,,4572529.19000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZN3HTTN5303,NA/CDS Corp Idx,CDX.NA.IG
1981973734000000201,,NEWT,TRAD,2026-02-05 20:42:51+00:00,,CR,,I,True,2026-02-05 20:42:51+00:00,2026-02-06,2030-12-20,,,TWSF,False,False,,"30,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,0.01079038,,,,,,False,,,3.0,,,A004,,,,,,,,2537.18000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,0.99,,,,,,,,,,False,,,,,,,,,QZXXC1XXGN34,NA/CDS Corp Idx,CDX.NA.HY
1981987481000000101,,NEWT,TRAD,2026-02-05 20:43:49+00:00,,CR,,I,True,2026-02-05 20:43:49+00:00,2026-02-06,2030-12-20,,False,BBSF,False,False,,"25,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,0.005148,,,,,,False,,,3.0,,,A004,,,,,,,,570209.32000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZN3HTTN5303,NA/CDS Corp Idx,CDX.NA.IG
1982034240000000101,1981987483000000301,TERM,ETRM,2026-02-05 20:44:11+00:00,,CR,,N,,2026-02-05 20:44:11+00:00,2026-02-05,2058-12-17,,False,BILT,False,,False,"5,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,False,,,,,,,,,,,,,,326666.67000,,,,,,,,,UFRO,USD,,,,,False,,,,,,,,,,,,,,,,,,,,QZ5PSNZ23199,NA/CDS Corp Idx,CMBX.NA.BBB-
1981987483000000301,,NEWT,TRAD,2026-02-05 20:44:11+00:00,,CR,,N,False,2026-02-05 20:44:11+00:00,2026-02-05,2058-12-17,,False,BILT,False,False,False,"5,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,False,,,,,,A004,,,,,,,,326666.67000,MNTH,,,,1.0,,,,UFRO,USD,USD,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZ5PSNZ23199,NA/CDS Corp Idx,CMBX.NA.BBB-
2012412441000000601,1981970173000000401,MODI,TRAD,2026-02-05 20:44:11+00:00,False,CR,,N,False,2026-02-05 20:44:11+00:00,2026-02-05,2058-12-17,,False,BILT,False,False,False,"5,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,False,,,,,,A004,,,,,,,,326666.67,MNTH,,,,1.0,,,,UFRO,USD,USD,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZ5PSNZ23199,NA/CDS Corp Idx,CMBX.NA.BBB-
1981987482000000201,,NEWT,TRAD,2026-02-05 20:44:17+00:00,,CR,,I,True,2026-02-05 20:44:17+00:00,2026-02-06,2030-12-20,,False,BBSF,False,False,,"5,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,0.00514695,,,,,,False,,,3.0,,,A004,,,,,,,,114065.61000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZN3HTTN5303,NA/CDS Corp Idx,CDX.NA.IG
1981990944000000201,,NEWT,TRAD,2026-02-05 20:44:56+00:00,,CR,,I,False,2026-02-05 20:44:56+00:00,2026-02-06,2030-12-20,,False,BBSF,False,False,,"2,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,0.0098748,,,,,,False,,,3.0,,,A004,,,,,,,,22484.46713,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZ1VHXZP8T9T,NA/CDS Corp Idx,CDX.EM
1981994451000000101,,NEWT,TRAD,2026-02-05 20:45:19+00:00,,CR,,I,True,2026-02-05 20:45:19+00:00,2026-02-06,2030-12-20,,False,BBSF,False,False,,"30,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,0.0051463,,,,,,False,,,3.0,,,A004,,,,,,,,684481.84000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZN3HTTN5303,NA/CDS Corp Idx,CDX.NA.IG
1982021117000000301,,NEWT,TRAD,2026-02-05 20:45:31+00:00,,CR,,N,False,2026-02-05 13:53:08+00:00,2026-02-05,2026-05-20,2030-12-20,False,BILT,False,False,True,"200,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,2026-05-20,0.05,,"554,400",USD,,,,,,,0.0108,,False,,,,,3.0,A004,,,,,,,,,MNTH,,,,3.0,,,,,,,,,,False,0.99,,,,,,,,,,False,,,,,,,,,QZXJCRX8SVFL,NA/CDS Idx Swt,NA/CDS Corp Idx
1982004215000000101,,NEWT,TRAD,2026-02-05 20:46:15+00:00,,CR,,I,True,2026-02-05 20:46:15+00:00,2026-02-06,2030-12-20,,False,BBSF,False,False,,"10,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,0.0107875,,,,,,False,,,3.0,,,A004,,,,,,,,842875.00000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,0.99,,,,,,,,,,False,,,,,,,,,QZXXC1XXGN34,NA/CDS Corp Idx,CDX.NA.HY
1982010899000000101,,NEWT,TRAD,2026-02-05 20:46:28+00:00,,CR,,N,False,2026-02-05 20:46:28+00:00,2026-02-05,2058-12-17,,False,BILT,False,False,False,"5,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,False,,,,,,A004,,,,,,,,325104.17000,MNTH,,,,1.0,,,,UFRO,USD,USD,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZ5PSNZ23199,NA/CDS Corp Idx,CMBX.NA.BBB-
1982010900000000201,,NEWT,TRAD,2026-02-05 20:46:58+00:00,,CR,,I,True,2026-02-05 20:46:58+00:00,2026-02-06,2030-12-20,,False,BBSF,False,False,,"300,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,0.01078907,,,,,,False,,,3.0,,,A004,,,,,,,,25332.88000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,0.99,,,,,,,,,,False,,,,,,,,,QZXXC1XXGN34,NA/CDS Corp Idx,CDX.NA.HY
1982010901000000301,,NEWT,TRAD,2026-02-05 20:47:08+00:00,,CR,,I,True,2026-02-05 20:47:08+00:00,2026-02-06,2030-12-20,,,TWSF,False,True,,"250,000,000+",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,0.00513,,,,,,False,,,3.0,,,A004,,,,,,,,5722400.32757,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZN3HTTN5303,NA/CDS Corp Idx,CDX.NA.IG
1982010902000000401,,NEWT,TRAD,2026-02-05 20:47:11+00:00,,CR,,I,True,2026-02-05 20:47:11+00:00,2026-02-06,2030-12-20,,False,BBSF,False,False,,"10,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,0.0107875,,,,,,False,,,3.0,,,A004,,,,,,,,842875.00000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,0.99,,,,,,,,,,False,,,,,,,,,QZXXC1XXGN34,NA/CDS Corp Idx,CDX.NA.HY
1982017792000000201,,NEWT,TRAD,2026-02-05 20:48:08+00:00,,CR,,N,False,2026-02-05 20:48:08+00:00,2026-02-05,2056-12-15,,False,BILT,False,False,False,"10,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,False,,,,,,A004,,,,,,,,1915972.22000,MNTH,,,,1.0,,,,UFRO,USD,USD,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZ0LS591ZQS2,NA/CDS Corp Idx,CMBX.NA.BB
1982030575000000101,,NEWT,TRAD,2026-02-05 20:49:22+00:00,,CR,,I,True,2026-02-05 20:49:22+00:00,2026-02-06,2030-12-20,,False,BBSF,False,False,,"13,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,0.01078592,,,,,,False,,,3.0,,,A004,,,,,,,,1093704.04000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,0.99,,,,,,,,,,False,,,,,,,,,QZXXC1XXGN34,NA/CDS Corp Idx,CDX.NA.HY
1982030576000000201,,NEWT,TRAD,2026-02-05 20:49:41+00:00,,CR,,I,True,2026-02-05 20:49:41+00:00,2026-02-06,2030-12-20,,,TWSF,False,False,,"11,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,0.0051612,,,,,,False,,,3.0,,,A004,,,,,,,,250235.46000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZN3HTTN5303,NA/CDS Corp Idx,CDX.NA.IG
1982034242000000301,,NEWT,TRAD,2026-02-05 20:50:12+00:00,,CR,,I,True,2026-02-05 20:50:12+00:00,2026-02-06,2030-12-20,,False,BBSF,False,False,,"900,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,0.01078677,,,,,,False,,,3.0,,,A004,,,,,,,,75793.71000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,0.99,,,,,,,,,,False,,,,,,,,,QZXXC1XXGN34,NA/CDS Corp Idx,CDX.NA.HY
1982034243000000401,,NEWT,TRAD,2026-02-05 20:50:15+00:00,,CR,,I,True,2026-02-05 20:50:15+00:00,2026-02-06,2030-12-20,,False,BBSF,False,False,,"590,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,0.00515435,,,,,,False,,,3.0,,,A004,,,,,,,,13440.00000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZN3HTTN5303,NA/CDS Corp Idx,CDX.NA.IG
1982038223000000101,,NEWT,TRAD,2026-02-05 20:50:28+00:00,,CR,,I,True,2026-02-05 20:50:28+00:00,2026-02-06,2030-12-20,,False,BBSF,False,False,,"10,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,0.01078679,,,,,,False,,,3.0,,,A004,,,,,,,,842172.10000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,0.99,,,,,,,,,,False,,,,,,,,,QZXXC1XXGN34,NA/CDS Corp Idx,CDX.NA.HY
1982038224000000201,,NEWT,TRAD,2026-02-05 20:50:39+00:00,,CR,,I,True,2026-02-05 20:50:39+00:00,2026-02-06,2030-12-20,,False,BBSF,False,False,,"50,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,0.005155,,,,,,False,,,3.0,,,A004,,,,,,,,1138835.79000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZN3HTTN5303,NA/CDS Corp Idx,CDX.NA.IG
1982038225000000301,,NEWT,TRAD,2026-02-05 20:50:49+00:00,,CR,,I,True,2026-02-05 20:50:49+00:00,2026-02-06,2030-12-20,,False,BBSF,False,True,,"250,000,000+",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,0.005164,,,,,,False,,,3.0,,,A004,,,,,,,,5684004.14000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZN3HTTN5303,NA/CDS Corp Idx,CDX.NA.IG
1982045511000000101,,NEWT,TRAD,2026-02-05 20:51:18+00:00,,CR,,I,True,2026-02-05 20:51:18+00:00,2026-02-06,2030-12-20,,False,BBSF,False,False,,"30,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,0.00516681,,,,,,False,,,3.0,,,A004,,,,,,,,681699.30000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZN3HTTN5303,NA/CDS Corp Idx,CDX.NA.IG
1982045512000000201,,NEWT,TRAD,2026-02-05 20:51:24+00:00,,CR,,I,True,2026-02-05 20:51:24+00:00,2026-02-06,2030-12-20,,False,BBSF,False,False,,"10,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,0.01078525,,,,,,False,,,3.0,,,A004,,,,,,,,840647.50000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,0.99,,,,,,,,,,False,,,,,,,,,QZXXC1XXGN34,NA/CDS Corp Idx,CDX.NA.HY
1982048797000000101,,NEWT,TRAD,2026-02-05 20:51:44+00:00,,CR,,I,True,2026-02-05 20:51:44+00:00,2026-02-06,2030-12-20,,,TWSF,False,True,,"76,000,000+",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,0.010787,,,,,,False,,,3.0,,,A004,,,,,,,,6402095.87625,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,0.99,,,,,,,,,,False,,,,,,,,,QZXXC1XXGN34,NA/CDS Corp Idx,CDX.NA.HY
2011959044000000101,,NEWT,TRAD,2026-02-05 20:51:48+00:00,False,CR,,N,False,2026-02-05 20:51:48+00:00,2025-09-22,2026-03-18,2030-12-20,False,BILT,False,False,True,"400,000,000+",,USD,,,,,,,,,,,,,,,,,,,,,,,,2026-03-18,0.05,,"495,000",USD,,,,,,,102.5,USD,False,,,,,1.0,A004,,,,,,,,,MNTH,,,,3.0,,,,,,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZ6VT3WFJDHW,NA/CDS Idx Swt,NA/CDS Corp Idx
1982055550000000101,,NEWT,TRAD,2026-02-05 20:52:07+00:00,,CR,,I,True,2026-02-05 20:52:07+00:00,2026-02-06,2030-12-20,,False,BBSF,False,False,,"150,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,0.005175,,,,,,False,,,3.0,,,A004,,,,,,,,3402941.54000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZN3HTTN5303,NA/CDS Corp Idx,CDX.NA.IG
1982107296000000101,,NEWT,TRAD,2026-02-05 20:52:10+00:00,False,CR,,I,False,2026-02-05 20:52:10+00:00,2025-09-22,2030-12-20,,False,BILT,False,False,False,"15,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,False,,,,,,A004,,,,,,,,169833.00000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZ1VHXZP8T9T,NA/CDS Corp Idx,CDX.EM
1982059097000000101,,NEWT,TRAD,2026-02-05 20:52:37+00:00,,CR,,I,True,2026-02-05 20:52:37+00:00,2026-02-06,2030-12-20,,,TWSF,False,False,,"50,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,0.005177,,,,,,False,,,3.0,,,A004,,,,,,,,1133861.69000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZN3HTTN5303,NA/CDS Corp Idx,CDX.NA.IG
1982059098000000201,,NEWT,TRAD,2026-02-05 20:52:47+00:00,,CR,,I,True,2026-02-05 20:52:47+00:00,2026-02-06,2030-12-20,,False,BBSF,False,True,,"65,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,0.010786,,,,,,False,,,3.0,,,A004,,,,,,,,5469035.00000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,0.99,,,,,,,,,,True,0.010786,,3.0,,,,,,QZXXC1XXGN34,NA/CDS Corp Idx,CDX.NA.HY
1982062621000000701,,NEWT,TRAD,2026-02-05 20:52:55+00:00,,CR,,N,True,2026-02-05 20:52:55+00:00,2026-02-05,2030-12-20,,False,TREU,False,False,False,"50,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,False,,,,,,A004,,,,,,,,1133409.54000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZN3HTTN5303,NA/CDS Corp Idx,CDX.NA.IG
