,venue_bucket,curve_bucket,market_bucket,n,paid_share,p_flip_share
0,D2C_WHITELISTED,CURVE_CLEAN,OFF_MARKET,8451,0.7487871257839309,1.0
1,D2C_WHITELISTED,CURVE_CLEAN,ON_MARKET,38503,0.6949328623743605,0.6904397059969353
2,D2C_WHITELISTED,CURVE_SUSPECT,OFF_MARKET,10201,0.6503283991765513,0.0
3,D2C_WHITELISTED,CURVE_SUSPECT,ON_MARKET,18193,0.7917880503490353,0.0
4,VENUE_UNKNOWN,CURVE_CLEAN,OFF_MARKET,323,0.7213622291021672,1.0
5,VENUE_UNKNOWN,CURVE_CLEAN,ON_MARKET,5392,0.6951038575667656,0.6945474777448071
6,VENUE_UNKNOWN,CURVE_SUSPECT,OFF_MARKET,507,0.5581854043392505,0.0
7,VENUE_UNKNOWN,CURVE_SUSPECT,ON_MARKET,2631,0.7134169517293805,0.0
