,variant,mean,se,t,n,n_blocks,lo,hi,n_boot,stars,hit_rate,share_long,share_agreeing,p_sign
38,FUTURES->FUTURES|hl1440|expected|h30,-0.5328043942630434,0.030103215003546506,-17.699252196161535,3277,90,-0.587963705132692,-0.4790888156408645,200,***,0.19713152273420811,0.07964601769911504,0.9666666666666667,1.9641662139013065e-22
39,FUTURES->FUTURES|hl1440|expected|h60,-0.5756578947368481,0.06758172356330212,-8.517952256687323,1596,89,-0.7020250007354844,-0.4450146181175957,200,***,0.23182957393483708,0.07894736842105263,0.8876404494382022,1.87368886800412e-14
40,FUTURES->FUTURES|hl1440|expected|h240,-0.6879251700680497,0.31902142660337,-2.156360396831047,294,82,-1.2974933554816992,0.1069047809400773,200,*,0.3163265306122449,0.07482993197278912,0.6341463414634146,0.019826915845841595
41,FUTURES->FUTURES|hl1440|expected|h1440,-0.465034965034972,0.566490610364506,-0.8209049832895681,286,69,-1.4809513911983585,0.5836359543817361,200,,0.458041958041958,0.06643356643356643,0.5507246376811594,0.4703685318581444
42,FUTURES->FUTURES|hl1440|unweighted|h5,-0.502983142073728,0.004545279678989944,-110.66054843637285,19694,92,-0.513637248655543,-0.49481797644437703,200,***,0.09799939067736367,0.09048441149588707,1.0,4.0389678347315804e-28
43,FUTURES->FUTURES|hl1440|unweighted|h15,-0.5109625668449198,0.013784754124458743,-37.06722384973861,6545,92,-0.5437410758003488,-0.4875753764040638,200,***,0.1549274255156608,0.08983957219251337,0.9782608695652174,1.7282743364816433e-24
44,FUTURES->FUTURES|hl1440|unweighted|h30,-0.5315668202764965,0.028544189858206427,-18.622592650800755,3255,92,-0.5990823424451975,-0.47456419087709056,200,***,0.19815668202764977,0.08817204301075268,0.967391304347826,5.244963240504083e-23
45,FUTURES->FUTURES|hl1440|unweighted|h60,-0.5805538074260659,0.061092633996912636,-9.502844605708187,1589,91,-0.7008226621141608,-0.46119054950073834,200,***,0.2328508495909377,0.08747640025173065,0.8571428571428571,1.8477591781478763e-12
46,FUTURES->FUTURES|hl1440|unweighted|h240,-0.7482993197279166,0.3126515101336935,-2.393397426444334,294,84,-1.3438701923077068,-0.11759683162562198,200,*,0.30952380952380953,0.08843537414965986,0.6428571428571429,0.011634454119925829
47,FUTURES->FUTURES|hl1440|unweighted|h1440,-0.556896551724145,0.5540542222406775,-1.0051300565348509,290,71,-1.7548992673992323,0.5143423962735053,200,,0.4586206896551724,0.08275862068965517,0.5070422535211268,1.0
48,FED_FUNDS->FED_FUNDS|hl30|expected|h5,-0.5005653672194705,0.0023360988026628654,-214.27405666613396,9286,94,-0.5053262978429158,-0.4963496399278722,200,***,0.024876157656687485,0.43086366573336204,1.0,1.0097419586828951e-28
49,FED_FUNDS->FED_FUNDS|hl30|expected|h15,-0.5013043478260899,0.006290701850226668,-79.68973252293412,3450,94,-0.5139426386934065,-0.4907687432036127,200,***,0.04579710144927536,0.4289855072463768,1.0,1.0097419586828951e-28
50,FED_FUNDS->FED_FUNDS|hl30|expected|h30,-0.5062468128505837,0.011160088176941684,-45.362259224489016,1961,94,-0.5287950184016866,-0.48641269323624914,200,***,0.0719020907700153,0.4288628250892402,1.0,1.0097419586828951e-28
51,FED_FUNDS->FED_FUNDS|hl30|expected|h60,-0.5167799490229474,0.017413010542452274,-29.677806015396193,1177,94,-0.5492697760370843,-0.4874263011656352,200,***,0.07816482582837724,0.4282073067119796,0.9893617021276596,9.592548607487504e-27
52,FED_FUNDS->FED_FUNDS|hl30|expected|h240,-0.5636986301369867,0.061622098350470896,-9.147670157724825,365,91,-0.6774003353203998,-0.44981991525424714,200,***,0.1643835616438356,0.4712328767123288,0.8791208791208791,4.412960319286537e-14
53,FED_FUNDS->FED_FUNDS|hl30|expected|h1440,-0.36713836477986994,0.10259724452653705,-3.5784427396089433,318,71,-0.5269618106182439,-0.18489661087503512,200,***,0.25157232704402516,0.39622641509433965,0.7746478873239436,3.7532376885930504e-06
54,FED_FUNDS->FED_FUNDS|hl30|unweighted|h5,-0.4990799158780234,0.002245328903765066,-222.27474782921306,9510,94,-0.5040957747606666,-0.49532306554956307,200,***,0.02607781282860147,0.4374342797055731,1.0,1.0097419586828951e-28
