,mean,se,t,n,n_blocks,lo,hi,n_boot,stars,hit_rate,share_long,share_agreeing,p_sign,signal
0,-0.6563914027149427,0.07246629013128521,-9.057886108503364,1768,94,-0.8012754544299969,-0.5290592036271686,2000,***,0.2335972850678733,0.49095022624434387,0.8617021276595744,3.603774247253982e-13,unsigned print intensity
