,spec,term,coef,se,t,n,n_blocks,design_rank,design_cols,design_cond,rank_deficient
0,signal only,const,0.012895471967780686,0.02014256987354027,0.6402098664044088,15393,94,2,2,1.3012291644277265,False
1,signal only,signal,-0.012800658729687865,0.00985711484720168,-1.2986212424340193,15393,94,2,2,1.3012291644277265,False
2,signal + controls,const,0.012895471967780686,0.02014256987354027,0.6402098664044088,15393,94,2,2,1.3012291644277265,False
3,signal + controls,signal,-0.012800658729687865,0.00985711484720168,-1.2986212424340193,15393,94,2,2,1.3012291644277265,False
