scope,mde,abs_S_neg,informative,se_cluster_kpos,sum_beta_kpos,t_cluster_kpos,t_cluster_kneg
POOLED,0.017667153050973262,0.015914389711163292,False,0.009013853597435336,-0.001142731556237557,-0.12677502955702458,1.9552033587295052
SFR_FF,0.019288748234949724,0.008244014971789473,False,0.00984119807905598,-0.007378010544348074,-0.7497065382770766,1.1558652858179674
TU,0.04617963141048306,0.02628297997933864,False,0.023561036433919928,-0.00221464464228573,-0.09399606203644718,1.552665759253888
FV,0.03250367168878141,0.025483952239888898,False,0.016583505963663984,-0.018006643882755156,-1.0858164686170344,1.8495892216759993
TY_UXY,0.03409059790937224,0.007589601144633284,False,0.0173931621986593,0.00847723624322716,0.48738901796020745,0.4591340424711973
US,0.046645151793998786,0.01730436038173719,False,0.023798546833672846,0.01546275140299495,0.6497351082426814,1.0325229135380367
