clock,split,scope,bucket,n_obs,n_days,n_clusters,sum_beta_kneg,se_cluster_kneg,t_cluster_kneg,se_nw_kneg,t_nw_kneg,sum_beta_kpos,se_cluster_kpos,t_cluster_kpos,se_nw_kpos,t_nw_kpos,diff_pos_minus_neg,se_cluster_diff,t_cluster_diff,se_nw_diff,t_nw_diff,beta_k0,se_cluster_k0,t_cluster_k0,abs_ratio_pos_over_neg,post_print_share,centroid_absbeta_D2,abs_beta_mass,abs_beta_mass_null
diss,D2C,bucket,TU,86331,67,67,0.023256061862724955,0.016531091519798976,1.4068073989471057,,,-0.00641897693492802,0.024956509511360796,-0.25720651888462004,,,-0.02967503879765297,0.034092951301799214,-0.8704156626090304,,,-0.0009483422250694976,0.003930955834254595,-0.24124977869392072,0.2760130658758016,0.2163089652113851,2.142939728999525,0.16969669932191056,0.1625827466092868
diss,D2C,bucket,FV,86336,67,67,0.03640656037998268,0.012460638740261725,2.9217250526932452,,,-0.022031306588322284,0.015827770411111965,-1.3919399900351785,,,-0.05843786696830496,0.018690062248011056,-3.1266812380212246,,,-0.0016755721061645962,0.001970737557238161,-0.8502258963962624,0.6051466097971644,0.3770039484889384,-1.2188601062812074,0.15442588750818645,0.13889021623290246
diss,D2C,bucket,TY_UXY,86340,67,67,0.02146982533671838,0.014261814310961534,1.5054063156758968,,,0.004872940149286693,0.017116588724834014,0.28469108112743696,,,-0.016596885187431687,0.021522791180917725,-0.7711307073474102,,,-0.005088334679965232,0.003649664252444779,-1.3941925415623475,0.22696692091634466,0.18498210265264306,0.2291886547800458,0.18315004858918021,0.1548952539743448
diss,D2C,bucket,US,86339,67,67,0.02739363566006357,0.014862851754678654,1.8430941862445993,,,-0.011392971892040306,0.020454362419304793,-0.5569947211499312,,,-0.03878660755210388,0.026448565938868553,-1.466491893804475,,,-0.00015025971070802417,0.004030375909213732,-0.03728181045458304,0.41589849676835,0.29373468346608017,0.9398438312708325,0.19822356962385027,0.17752331060409943
diss,IDB,pooled,POOLED,402946,67,67,0.0013203119897817247,0.0010307028110159001,1.2809822343264734,,,-0.0005237269199418899,0.0012154479601362974,-0.43089209667451367,,,-0.0018440389097236147,0.001901089382125535,-0.9699906417139975,,,-0.00022787499241964013,0.0001991354423812202,-1.1443216219812926,0.39666906306627797,0.28401077503315064,-4.4933599244283915,0.008386071799782496,0.007181250480019913
diss,IDB,bucket,SFR_FF,57600,44,44,0.0019164603184043207,0.0021078788636750283,0.9091890200288955,,,0.000578005037531389,0.0007247290410092919,0.7975463998606042,,,-0.0013384552808729318,0.0015982840025173019,-0.8374326957942775,,,-4.672326409319017e-05,5.1066494563399696e-05,-0.9149495083353067,0.3016003159473953,0.23171499903015128,-3.8580695102232716,0.0033556002369363822,0.00378745466748914
diss,IDB,bucket,TU,86331,67,67,0.002291679756427945,0.0006232305959730894,3.677097644491924,,,-0.0027369278472604945,0.0007753656424480229,-3.5298544292204257,,,-0.0050286076036884396,0.0008253931638155186,-6.092378546537575,,,-0.0006222002645436034,0.00011901591651568302,-5.2278744117524365,1.1942889662413219,0.5442715087279791,-3.2962971865094137,0.017963835947911802,0.007247455617649554
diss,IDB,bucket,FV,86336,67,67,-0.03809595034012436,0.01646256705250728,-2.3140953788444723,,,0.005715512418604778,0.01596316601705824,0.35804378733499237,,,0.043811462758729144,0.025281306766090528,1.7329587890406386,,,0.006365563134522123,0.003411211515190161,1.8660710736277135,0.15002939597453602,0.13045700962052448,0.5599172053842182,0.2005051072770414,0.17862403205062688
diss,IDB,bucket,TY_UXY,86340,67,67,-0.03688313249939126,0.023265008460625045,-1.5853479082895783,,,-0.006698678441129573,0.01940709556420556,-0.34516645826615155,,,0.030184454058261687,0.022772267172893483,1.3254918286832307,,,0.0028724334033051625,0.004016954188236805,0.7150774613553618,0.1816190216826115,0.15370353586893698,-1.161904965236023,0.19373946215604435,0.18022405493360513
diss,IDB,bucket,US,86339,67,67,-0.0005056381833843109,0.01480711052966844,-0.03414833585331743,,,0.06251577122634916,0.018880949118785816,3.311050246099566,,,0.06302140940973347,0.015291453089034844,4.121348641152011,,,-0.004804272773591969,0.004726585669989125,-1.0164361991989501,123.63736221011216,0.9919767236543869,-1.1537060512862294,0.22455309467943949,0.15662181319006324
