bucket,n_prints,n_minutes,n_days,dv01,rho_print,rho_minute,rho_minute_raw,rho_daily,sign_agreement,sd_ratio_dev_print,iqr_ratio_dev_print,sd_ratio_x_print,sd_ratio_x_minute,se_cluster_kpos,mde
SFR_FF,13939,10662,68,233114492.0364411,0.39714476094064766,0.34543110997923815,0.35949144282612283,0.02265589543356572,0.641049807873559,0.9976693451986184,0.9807421324560733,1.027033078442216,0.6850633225214371,0.0463932562695013,0.2632385435512391
TU,17449,11335,68,545181641.5702041,0.45630023742774534,0.3790876883303847,0.37627404512375723,0.1729992587921629,0.6861834851737945,0.999704987257325,0.5197545453338145,1.0088295897306274,0.7084676140245761,0.0297283638423267,0.15370478895684583
FV,41604,22055,68,1691607149.599697,0.48899400098202844,0.41412283612637774,0.38568658281972057,0.20804337407716478,0.6994907035114653,0.9979140228533583,0.5995739747209284,1.0062140015227017,0.6367163053429835,0.0187968595543813,0.08896356711742488
TY_UXY,42173,21223,68,1998192630.392274,0.5533371384361166,0.4895766024029213,0.48931745304795043,0.41745110788962003,0.6861089054115835,1.0000887531258134,0.38825358304474644,0.9993235262831635,0.7092201459300479,0.0204082439850512,0.08170357409723647
US,25827,13641,68,1793474366.170196,0.47253413115466003,0.31672143710544637,0.3836261831425215,0.24071461923531695,0.6729820715571909,0.9820153705277472,0.42354856638159305,0.9955634152123952,0.684903030962971,0.0299750970644879,0.18549799086329666
