year,n,imm_mean,on_mean,spread_mean_bp,spread_std_bp,d_imm_std_bp,d_on_std_bp,corr_dimm_don,beta_dimm_on_don,frac_on_unchanged
2019,250,1.7932654760001658,2.193238110115912,-39.997263411574636,63.55666915074385,7.984623010834334,19.859769439717,-0.7184086326748875,-0.2888362887117022,0.476
2020,251,0.26714828075234726,0.36784814620456546,-10.069986545221816,18.735422303267637,3.78917493531125,6.948420382292296,0.3917034852488281,0.21360725844415146,0.6693227091633466
2021,251,0.12796458450644088,0.03754262194406992,9.042196256237094,14.023530325104138,1.894980399422235,0.34463819475312346,-0.019199732356108102,-0.10556902004155472,0.8804780876494024
2022,249,3.2124125961263728,1.6698123147191506,154.26002814072226,54.29349239244733,9.417346923335105,12.083899377195081,0.096215796474599,0.07498386957907834,0.26907630522088355
2023,250,4.864172556927606,5.0134003204542035,-14.922776352659614,45.870086883341216,12.726729774617374,3.0587048850990484,0.012012392328365063,0.049981438828753756,0.16
2024,250,4.259446007237446,5.138288720210222,-87.88427129727754,46.07233648458489,7.596847563562316,3.713743806743396,0.15992788115833936,0.3271490435385765,0.0
2025,249,3.5769628465721173,4.237996465910427,-66.10336193383093,23.59488515854063,6.11045264080997,4.116012110543532,0.09171821027912457,0.13616086764536584,0.0
2026,162,3.7078844935864974,3.64163660495201,6.624788863448758,34.84145431973092,4.999795372232479,2.0034300095385422,-0.12354535999122519,-0.30832198589617904,0.012345679012345678
